term,coef
Intercept,3.1693559022757567
z_precipitation_24h_sum,0.055476760451784575
z_temperature_0h,-0.033007840006971857
z_pressure_msl_0h,-0.086233108527318053
z_gust_pressure,-0.044371342152038529
urban_binary,-0.15558460028488952
log_population,-0.076278815622866369
income_deprivation_rate,-3.1368086640814901
deprivation_gap_pct,0.18776272383981057
morans_i,-0.032154853989564081
incident_year[2022],0.072616306771716668
incident_year[2023],0.0091836958562637114
incident_year[2024],-0.015637127593326
incident_month[2],0.066803247772897201
incident_month[3],0.0288170351163827
incident_month[4],-0.013583905218623451
incident_month[5],0.087271723250136379
incident_month[6],0.31147278065206835
incident_month[7],0.32158236633298443
incident_month[8],0.18804468680306416
incident_month[9],0.1250215225523976
incident_month[10],0.035797942437855064
incident_month[11],-0.061398410012886283
incident_month[12],0.095183506338553367
z_temperature_sq,0.056675054262743454
z_gust_0h,-0.011450580744937086
z_gust_sq,0.10402680787898218
