term,coef
Intercept,1.3234622940083336
z_gust_0h,0.2588596794523676
z_precipitation_24h_sum,0.062479632179181281
z_temperature_0h,-0.045179625036122939
z_pressure_msl_0h,-0.09901503863612926
z_gust_sq,0.11022420233665192
z_gust_pressure,0.066413691496665511
incident_year[2022],0.26951038249669862
incident_year[2023],0.065516588083198296
incident_year[2024],-0.22040023172690798
incident_month[2],0.75904961496357048
incident_month[3],-0.35501352349059856
incident_month[4],-0.33410533681539645
incident_month[5],-0.32518883086494454
incident_month[6],0.00033405105009307306
incident_month[7],0.021925044151279952
incident_month[8],-0.039556707344865105
incident_month[9],-0.14072250150668542
incident_month[10],-0.23134777062216552
incident_month[11],-0.3013058054968239
incident_month[12],-0.29657355088193937
z_customers_v2_log1p,-0.28301337951323996
z_cust_sq,0.093312497629648369
