fold,n_test,n_train,sse,rmse,k
0,2141,7113,3261.3850620635462,1.2342203566894661,23
1,1926,7328,3269.6657478038005,1.3029373612310351,23
2,1244,8010,1820.5884799495409,1.2097502067205455,23
3,1894,7360,3081.9654448609126,1.2756275646381605,23
4,2049,7205,3025.7245217840091,1.2151886745604146,23
