fold,n_test,n_train,sse,rmse,k
0,9834,41339,12247.817446762845,1.1160001431815922,27
1,10581,40592,14650.146394457712,1.176677976683749,27
2,10833,40340,14771.23273444484,1.1677073097932067,27
3,9995,41178,13112.909751691415,1.145402526906355,27
4,9930,41243,13500.70731037101,1.1660136559915637,27
