fold,n_test,n_train,sse,rmse,k
0,8504,32673,12956.232581223456,1.2343199317579805,26
1,8274,32903,10739.926285247831,1.1393125779432034,26
2,8153,33024,11192.631167468491,1.1716755710293281,26
3,8108,33069,10811.646527584147,1.1547528672654759,26
4,8138,33039,9989.1673962619352,1.1079133684458675,26
