request_key,cache_file_path,cache_status,cache_sha256,cache_bytes,cache_error,cache_attrs_json,product_status,units_basis,units_response_metadata_available
51.2_0.4_2022-09-11,D:\Pyprogramme\STST2603\data\weather_request_cache\51.2_0.4_2022-09-11.pkl,readable,83af7154b7b64965a4193316ccc9b839da05f5d10a9e135a5f092559148267be,11963.0,,{},historical_model_unresolved,historical_request_code_ms_mm_GMT,False
51.2_0.4_2022-09-14,D:\Pyprogramme\STST2603\data\weather_request_cache\51.2_0.4_2022-09-14.pkl,readable,d0f7802bc5a92a51fad9c31c7ef0859f0a0e27bf481380d2c030a94ba792bdde,11963.0,,{},historical_model_unresolved,historical_request_code_ms_mm_GMT,False
51.2_0.4_2022-09-15,D:\Pyprogramme\STST2603\data\weather_request_cache\51.2_0.4_2022-09-15.pkl,readable,517966c9134acba2d564564037b11b8ed021c41dba28c97fa180bddea7adee92,11963.0,,{},historical_model_unresolved,historical_request_code_ms_mm_GMT,False
51.2_0.4_2022-09-28,D:\Pyprogramme\STST2603\data\weather_request_cache\51.2_0.4_2022-09-28.pkl,readable,d7fe2caaaa4bc03252f64889fa157016b049cc48dfca6ce9f6042d21d27400fe,11963.0,,{},historical_model_unresolved,historical_request_code_ms_mm_GMT,False
51.2_0.4_2022-10-08,D:\Pyprogramme\STST2603\data\weather_request_cache\51.2_0.4_2022-10-08.pkl,missing_file,,,,{},historical_model_unresolved,historical_request_code_ms_mm_GMT,False
51.2_0.4_2022-10-13,D:\Pyprogramme\STST2603\data\weather_request_cache\51.2_0.4_2022-10-13.pkl,readable,308cf004afa831612a768aa85a4091002993c35e1f90873d849d7e25bdc61d5b,11963.0,,{},historical_model_unresolved,historical_request_code_ms_mm_GMT,False
51.2_0.4_2022-10-23,D:\Pyprogramme\STST2603\data\weather_request_cache\51.2_0.4_2022-10-23.pkl,readable,3a131123336ea5071d4cd7900d88fd5cc7dd8107ed7f8a7ddba80b5ba82ea397,11963.0,,{},historical_model_unresolved,historical_request_code_ms_mm_GMT,False
51.2_0.4_2022-10-27,D:\Pyprogramme\STST2603\data\weather_request_cache\51.2_0.4_2022-10-27.pkl,readable,5aba16a48c19679bed3b3ffad9d62627b13baaeffbe988e57a58923bd763415e,11963.0,,{},historical_model_unresolved,historical_request_code_ms_mm_GMT,False
51.2_0.4_2022-10-28,D:\Pyprogramme\STST2603\data\weather_request_cache\51.2_0.4_2022-10-28.pkl,readable,c23a77e574621b26f28ace398efb8c6173ea8fd3b4c24b6bf967b2b66ed1e323,11963.0,,{},historical_model_unresolved,historical_request_code_ms_mm_GMT,False
51.2_0.4_2022-10-29,D:\Pyprogramme\STST2603\data\weather_request_cache\51.2_0.4_2022-10-29.pkl,readable,e50e3c43fe9d303d833f2a4f60b411a398f65f7c812c8adc5b4211e4252d5dfe,11963.0,,{},historical_model_unresolved,historical_request_code_ms_mm_GMT,False
51.2_0.4_2022-11-03,D:\Pyprogramme\STST2603\data\weather_request_cache\51.2_0.4_2022-11-03.pkl,readable,0379bda5eff1471eb153e903ec258643587bfe759577496fb99aff055aa614db,11963.0,,{},historical_model_unresolved,historical_request_code_ms_mm_GMT,False
51.2_0.4_2022-11-04,D:\Pyprogramme\STST2603\data\weather_request_cache\51.2_0.4_2022-11-04.pkl,readable,22c078823609e168be30ae24e62a30c4635e26318cf5bcbd4d16ebe4f699dd5b,11963.0,,{},historical_model_unresolved,historical_request_code_ms_mm_GMT,False
51.2_0.4_2022-11-06,D:\Pyprogramme\STST2603\data\weather_request_cache\51.2_0.4_2022-11-06.pkl,readable,ed077868791907ca99befddeacbdfc1b907f017a2d3f9c9503eb3c11fc123a10,11963.0,,{},historical_model_unresolved,historical_request_code_ms_mm_GMT,False
51.2_0.4_2022-11-17,D:\Pyprogramme\STST2603\data\weather_request_cache\51.2_0.4_2022-11-17.pkl,readable,2b1cf51ec5be67ab7ee219768c30357eace01f2aa15d5d0079492e4b6138768a,11963.0,,{},historical_model_unresolved,historical_request_code_ms_mm_GMT,False
51.2_0.4_2022-11-18,D:\Pyprogramme\STST2603\data\weather_request_cache\51.2_0.4_2022-11-18.pkl,readable,9c135aeba1e62b63956474e0b7329f9bc4a4becda5c463fe0e3d9676a993e8a7,11963.0,,{},historical_model_unresolved,historical_request_code_ms_mm_GMT,False
51.2_0.4_2022-11-19,D:\Pyprogramme\STST2603\data\weather_request_cache\51.2_0.4_2022-11-19.pkl,readable,0f7ea754b517e4c8222fde45022df7055f855f52448f22af05762b465ebc2b76,11963.0,,{},historical_model_unresolved,historical_request_code_ms_mm_GMT,False
51.2_0.4_2022-11-21,D:\Pyprogramme\STST2603\data\weather_request_cache\51.2_0.4_2022-11-21.pkl,readable,a0ac77dad09bb1ab839508d3856d3cc043a99c64266a52c4de6ab85ad0172870,11963.0,,{},historical_model_unresolved,historical_request_code_ms_mm_GMT,False
51.2_0.4_2022-11-28,D:\Pyprogramme\STST2603\data\weather_request_cache\51.2_0.4_2022-11-28.pkl,readable,339420f9b060cfe7645b641b02f2236d3ac2b17b2f12c0fe1314b5f028d88740,11963.0,,{},historical_model_unresolved,historical_request_code_ms_mm_GMT,False
51.2_0.4_2022-11-29,D:\Pyprogramme\STST2603\data\weather_request_cache\51.2_0.4_2022-11-29.pkl,readable,b220b24789b4fd56cbc0256fe1a27ddd9a69bfd26ef2d7ac600993a238b11ccf,11963.0,,{},historical_model_unresolved,historical_request_code_ms_mm_GMT,False
51.2_0.4_2022-11-30,D:\Pyprogramme\STST2603\data\weather_request_cache\51.2_0.4_2022-11-30.pkl,readable,aa19aba70ab2a11d8d91ebb3a8b31fad9ae336d08f15500ba7e2489183aac91a,11963.0,,{},historical_model_unresolved,historical_request_code_ms_mm_GMT,False
51.2_0.4_2022-12-05,D:\Pyprogramme\STST2603\data\weather_request_cache\51.2_0.4_2022-12-05.pkl,readable,f16cc1492c7ff4db9de1b9a4863b4a8c70cfa58edf8fd21e06ca472c0b23f8ab,11963.0,,{},historical_model_unresolved,historical_request_code_ms_mm_GMT,False
51.2_0.4_2022-12-06,D:\Pyprogramme\STST2603\data\weather_request_cache\51.2_0.4_2022-12-06.pkl,readable,05f4f7361f884297719d28b02675d38c7ded154958e084f934844c4d74d96534,11963.0,,{},historical_model_unresolved,historical_request_code_ms_mm_GMT,False
51.2_0.4_2022-12-09,D:\Pyprogramme\STST2603\data\weather_request_cache\51.2_0.4_2022-12-09.pkl,readable,fd3da3bfffab18f30f79549bc6142e6f0c96e4a6a91de9ff7a9be0adb2ac077d,11963.0,,{},historical_model_unresolved,historical_request_code_ms_mm_GMT,False
51.2_0.4_2023-01-01,D:\Pyprogramme\STST2603\data\weather_request_cache\51.2_0.4_2023-01-01.pkl,readable,ac5d1068f5ce3163c941a60510410b3ceefa57e6683515d89d66165aca2a457c,11963.0,,{},historical_model_unresolved,historical_request_code_ms_mm_GMT,False
51.2_0.4_2023-01-06,D:\Pyprogramme\STST2603\data\weather_request_cache\51.2_0.4_2023-01-06.pkl,readable,a51bc82d03eaef5593b5593ff2d78f2234c0a207f5e50e325bafb3ba4e23445b,11963.0,,{},historical_model_unresolved,historical_request_code_ms_mm_GMT,False
51.2_0.4_2023-01-11,D:\Pyprogramme\STST2603\data\weather_request_cache\51.2_0.4_2023-01-11.pkl,readable,ccac15ce6cba539d848653756aede89f45cec718a75b0afa7cc7b94b4d00c4b3,11963.0,,{},historical_model_unresolved,historical_request_code_ms_mm_GMT,False
51.2_0.4_2023-01-12,D:\Pyprogramme\STST2603\data\weather_request_cache\51.2_0.4_2023-01-12.pkl,missing_file,,,,{},historical_model_unresolved,historical_request_code_ms_mm_GMT,False
51.2_0.4_2023-01-13,D:\Pyprogramme\STST2603\data\weather_request_cache\51.2_0.4_2023-01-13.pkl,missing_file,,,,{},historical_model_unresolved,historical_request_code_ms_mm_GMT,False
51.2_0.4_2023-01-20,D:\Pyprogramme\STST2603\data\weather_request_cache\51.2_0.4_2023-01-20.pkl,readable,f6e80623d46e4d3cc9d6a40c7d75f34a70d0343ebeb56dcf7bbe181460d97a35,11963.0,,{},historical_model_unresolved,historical_request_code_ms_mm_GMT,False
51.2_0.4_2023-01-23,D:\Pyprogramme\STST2603\data\weather_request_cache\51.2_0.4_2023-01-23.pkl,readable,2e385586c3807455dc6f1253747bd3a03e176f4de23c1057d0e1168f3ed2baf6,11963.0,,{},historical_model_unresolved,historical_request_code_ms_mm_GMT,False
51.2_0.4_2023-02-15,D:\Pyprogramme\STST2603\data\weather_request_cache\51.2_0.4_2023-02-15.pkl,readable,e0b5f145485bd504aded932582206ff3734a1d0be1a9569bb3d2f139cd494a34,11963.0,,{},historical_model_unresolved,historical_request_code_ms_mm_GMT,False
51.2_0.4_2023-02-28,D:\Pyprogramme\STST2603\data\weather_request_cache\51.2_0.4_2023-02-28.pkl,readable,596ac9647d1d53af58429c1e8713f7ae70dacea7f3d493145c1a00734289d8f7,11963.0,,{},historical_model_unresolved,historical_request_code_ms_mm_GMT,False
51.2_0.4_2023-03-04,D:\Pyprogramme\STST2603\data\weather_request_cache\51.2_0.4_2023-03-04.pkl,readable,0a4458ed88bb29aaa1ab70a6a36975a8300daf1029da1ddebcd117aab9acd3d4,11963.0,,{},historical_model_unresolved,historical_request_code_ms_mm_GMT,False
51.2_0.4_2023-03-08,D:\Pyprogramme\STST2603\data\weather_request_cache\51.2_0.4_2023-03-08.pkl,readable,3c085ed2901370b8c74ac35a2ac044fb94bcd94700af2fe80dbe449003557d04,11963.0,,{},historical_model_unresolved,historical_request_code_ms_mm_GMT,False
51.2_0.4_2023-03-09,D:\Pyprogramme\STST2603\data\weather_request_cache\51.2_0.4_2023-03-09.pkl,readable,097a47f47b73f99f763e809e1c5c06628b64b3a4ee6d876adfce626e338897ab,11963.0,,{},historical_model_unresolved,historical_request_code_ms_mm_GMT,False
51.2_0.4_2023-03-10,D:\Pyprogramme\STST2603\data\weather_request_cache\51.2_0.4_2023-03-10.pkl,readable,32c7c412981a1218771723bab580b14dcacb1a9b342432ae39e3342c3a5962cc,11963.0,,{},historical_model_unresolved,historical_request_code_ms_mm_GMT,False
51.2_0.4_2023-03-11,D:\Pyprogramme\STST2603\data\weather_request_cache\51.2_0.4_2023-03-11.pkl,readable,77f0c6385dffe3cb2afe000ceecd1b4b9106227ad4d7e923a2ff14a3b4fbb71b,11963.0,,{},historical_model_unresolved,historical_request_code_ms_mm_GMT,False
51.2_0.4_2023-03-14,D:\Pyprogramme\STST2603\data\weather_request_cache\51.2_0.4_2023-03-14.pkl,missing_file,,,,{},historical_model_unresolved,historical_request_code_ms_mm_GMT,False
51.2_0.4_2023-03-15,D:\Pyprogramme\STST2603\data\weather_request_cache\51.2_0.4_2023-03-15.pkl,readable,8a04e959fd03fb940972bedde5e6f294099a41fe94924593b59a0b44e472497a,11963.0,,{},historical_model_unresolved,historical_request_code_ms_mm_GMT,False
51.2_0.4_2023-03-16,D:\Pyprogramme\STST2603\data\weather_request_cache\51.2_0.4_2023-03-16.pkl,readable,530c135a9c730502e95af00a72011445a5eec5445d83a30722978f3e6f23e84a,11963.0,,{},historical_model_unresolved,historical_request_code_ms_mm_GMT,False
51.2_0.4_2023-03-22,D:\Pyprogramme\STST2603\data\weather_request_cache\51.2_0.4_2023-03-22.pkl,readable,a2de30b492dcb6dab72ac62b1c7e4883e9fdb3a77076f25279ef4ec332cf8947,11963.0,,{},historical_model_unresolved,historical_request_code_ms_mm_GMT,False
51.2_0.4_2023-04-06,D:\Pyprogramme\STST2603\data\weather_request_cache\51.2_0.4_2023-04-06.pkl,readable,cc83609cb7ea98b7191b234f175620491dc6666917d863cab749e1ab5a0d7f7e,11963.0,,{},historical_model_unresolved,historical_request_code_ms_mm_GMT,False
51.2_0.4_2023-04-09,D:\Pyprogramme\STST2603\data\weather_request_cache\51.2_0.4_2023-04-09.pkl,readable,7ff0d1de4058bbeea4896ab69532fa1e137ee881f0f45ac2a27bb33e566944b6,11963.0,,{},historical_model_unresolved,historical_request_code_ms_mm_GMT,False
51.2_0.4_2023-04-10,D:\Pyprogramme\STST2603\data\weather_request_cache\51.2_0.4_2023-04-10.pkl,readable,4360f6e3157fa9850f73dee7ad3f9ae8237fa48e27e9f55324a4175f864cd992,11963.0,,{},historical_model_unresolved,historical_request_code_ms_mm_GMT,False
51.2_0.4_2023-04-11,D:\Pyprogramme\STST2603\data\weather_request_cache\51.2_0.4_2023-04-11.pkl,missing_file,,,,{},historical_model_unresolved,historical_request_code_ms_mm_GMT,False
51.2_0.4_2023-04-16,D:\Pyprogramme\STST2603\data\weather_request_cache\51.2_0.4_2023-04-16.pkl,readable,d13bb048558441fce9c9168dd2e72acd913645c64bb1ae613bfe40aad4a0b9db,11963.0,,{},historical_model_unresolved,historical_request_code_ms_mm_GMT,False
51.2_0.4_2023-04-20,D:\Pyprogramme\STST2603\data\weather_request_cache\51.2_0.4_2023-04-20.pkl,missing_file,,,,{},historical_model_unresolved,historical_request_code_ms_mm_GMT,False
51.2_0.4_2023-05-09,D:\Pyprogramme\STST2603\data\weather_request_cache\51.2_0.4_2023-05-09.pkl,readable,8c025c9fa3e57cfc64850409744a1c9b5b0d2b4310aaf3c0976c180e392b4de2,11963.0,,{},historical_model_unresolved,historical_request_code_ms_mm_GMT,False
51.2_0.4_2023-05-17,D:\Pyprogramme\STST2603\data\weather_request_cache\51.2_0.4_2023-05-17.pkl,missing_file,,,,{},historical_model_unresolved,historical_request_code_ms_mm_GMT,False
51.2_0.4_2023-05-23,D:\Pyprogramme\STST2603\data\weather_request_cache\51.2_0.4_2023-05-23.pkl,readable,7a42e64eff369d826eb8ea6279ca2598ba5520ef2b48b097aa07fd8fe0b58213,11963.0,,{},historical_model_unresolved,historical_request_code_ms_mm_GMT,False
51.2_0.4_2023-05-24,D:\Pyprogramme\STST2603\data\weather_request_cache\51.2_0.4_2023-05-24.pkl,readable,58d009fa78a377d77f0cc9d41a9eb0ded1d59625424041267ffb692206d37dac,11963.0,,{},historical_model_unresolved,historical_request_code_ms_mm_GMT,False
51.2_0.4_2023-06-07,D:\Pyprogramme\STST2603\data\weather_request_cache\51.2_0.4_2023-06-07.pkl,readable,4e917e2838af4d4ce9ad2c797a1771de558f042a330e0a1eaf20cccc28eeee2e,11963.0,,{},historical_model_unresolved,historical_request_code_ms_mm_GMT,False
51.2_0.4_2023-06-12,D:\Pyprogramme\STST2603\data\weather_request_cache\51.2_0.4_2023-06-12.pkl,readable,10c225345247408a98821d9c4595e8354347cf6308721afe1e9d5faa9975adbe,11963.0,,{},historical_model_unresolved,historical_request_code_ms_mm_GMT,False
51.2_0.4_2023-06-13,D:\Pyprogramme\STST2603\data\weather_request_cache\51.2_0.4_2023-06-13.pkl,readable,ef87e18b17a280eae0aa8c5ec15398cb5e60e24c286af3de8c8050836cdb1150,11963.0,,{},historical_model_unresolved,historical_request_code_ms_mm_GMT,False
51.2_0.4_2023-06-20,D:\Pyprogramme\STST2603\data\weather_request_cache\51.2_0.4_2023-06-20.pkl,readable,751771709a3f5097fe9948396109174fea6a1d9bfa47a206e1f5e24c04cc6d3d,11963.0,,{},historical_model_unresolved,historical_request_code_ms_mm_GMT,False
51.2_0.4_2023-06-25,D:\Pyprogramme\STST2603\data\weather_request_cache\51.2_0.4_2023-06-25.pkl,missing_file,,,,{},historical_model_unresolved,historical_request_code_ms_mm_GMT,False
51.2_0.4_2023-07-04,D:\Pyprogramme\STST2603\data\weather_request_cache\51.2_0.4_2023-07-04.pkl,readable,ed2557550396c9e7490fa0eab04f540f342e0154e59bf01c791c50125e1631bd,11963.0,,{},historical_model_unresolved,historical_request_code_ms_mm_GMT,False
51.2_0.4_2023-07-16,D:\Pyprogramme\STST2603\data\weather_request_cache\51.2_0.4_2023-07-16.pkl,readable,43b95a733d35e707c5355bf19ee57331abba6505771290da18a70fdae4949f8b,11963.0,,{},historical_model_unresolved,historical_request_code_ms_mm_GMT,False
51.2_0.4_2023-07-17,D:\Pyprogramme\STST2603\data\weather_request_cache\51.2_0.4_2023-07-17.pkl,readable,ffbde817ef7de40326b84ef2cef399e07aabf3cdcfcb0d8bb164540d600cb078,11963.0,,{},historical_model_unresolved,historical_request_code_ms_mm_GMT,False
51.2_0.4_2023-07-18,D:\Pyprogramme\STST2603\data\weather_request_cache\51.2_0.4_2023-07-18.pkl,readable,869db54c615fc517b5f7f59fa24796714940377d03587f38726d68ec073001d7,11963.0,,{},historical_model_unresolved,historical_request_code_ms_mm_GMT,False
51.2_0.4_2023-08-07,D:\Pyprogramme\STST2603\data\weather_request_cache\51.2_0.4_2023-08-07.pkl,readable,f1904a274922109bb08892b63c18d02b6aefc17a3a0956667af995568db4b215,11963.0,,{},historical_model_unresolved,historical_request_code_ms_mm_GMT,False
51.2_0.4_2023-08-12,D:\Pyprogramme\STST2603\data\weather_request_cache\51.2_0.4_2023-08-12.pkl,readable,31cfb08417deefffb44c9469726118f74c320432fd1f3c8384287b5499773e85,11963.0,,{},historical_model_unresolved,historical_request_code_ms_mm_GMT,False
51.2_0.4_2023-08-19,D:\Pyprogramme\STST2603\data\weather_request_cache\51.2_0.4_2023-08-19.pkl,readable,bb6001d5c0127a25b535d789f49548d2bcca31876b259e199d753df43dc2d234,11963.0,,{},historical_model_unresolved,historical_request_code_ms_mm_GMT,False
51.2_0.4_2023-08-21,D:\Pyprogramme\STST2603\data\weather_request_cache\51.2_0.4_2023-08-21.pkl,readable,f9289e35e1a5ae22edbfaaa173f1a1abe718cfdbae0557d0b2d5bd47c565c668,11963.0,,{},historical_model_unresolved,historical_request_code_ms_mm_GMT,False
51.2_0.4_2023-08-23,D:\Pyprogramme\STST2603\data\weather_request_cache\51.2_0.4_2023-08-23.pkl,readable,a4f450ead29cc1be2d792b401ef2c84ffe31a0952ce02d7f5da29334238314f8,11963.0,,{},historical_model_unresolved,historical_request_code_ms_mm_GMT,False
51.2_0.4_2023-08-25,D:\Pyprogramme\STST2603\data\weather_request_cache\51.2_0.4_2023-08-25.pkl,missing_file,,,,{},historical_model_unresolved,historical_request_code_ms_mm_GMT,False
51.2_0.4_2023-08-30,D:\Pyprogramme\STST2603\data\weather_request_cache\51.2_0.4_2023-08-30.pkl,readable,57d415bc2368d5dd4d4a4a3c11126e938236f447ba91a2dafe0f677080c6abe9,11963.0,,{},historical_model_unresolved,historical_request_code_ms_mm_GMT,False
51.2_0.4_2023-09-07,D:\Pyprogramme\STST2603\data\weather_request_cache\51.2_0.4_2023-09-07.pkl,readable,1be0f63e8c680c511a057c5e296a6f3a6ac8901cbb198404209d4ef24de0c815,11963.0,,{},historical_model_unresolved,historical_request_code_ms_mm_GMT,False
51.2_0.4_2023-09-12,D:\Pyprogramme\STST2603\data\weather_request_cache\51.2_0.4_2023-09-12.pkl,readable,fdd1fe7212ddfc492fbfd7d384eb7d67ece1c0e4992694cfa20a241d0fb7981e,11963.0,,{},historical_model_unresolved,historical_request_code_ms_mm_GMT,False
51.2_0.4_2023-09-13,D:\Pyprogramme\STST2603\data\weather_request_cache\51.2_0.4_2023-09-13.pkl,readable,fe31811efcbaab98f232971e81f091014669f454a243bfe2d8fab16eb4a7c5f9,11963.0,,{},historical_model_unresolved,historical_request_code_ms_mm_GMT,False
51.2_0.4_2023-10-10,D:\Pyprogramme\STST2603\data\weather_request_cache\51.2_0.4_2023-10-10.pkl,readable,8eb1b5b41c2d4e72f92a08fa1f64e773196be2bd9e59c98052b9fb17916ba89d,11963.0,,{},historical_model_unresolved,historical_request_code_ms_mm_GMT,False
51.2_0.4_2023-10-30,D:\Pyprogramme\STST2603\data\weather_request_cache\51.2_0.4_2023-10-30.pkl,readable,b3d3c037c1795949551d7daa39039d84dd7f12b69e45cc624481c1e7ea2bdff9,11963.0,,{},historical_model_unresolved,historical_request_code_ms_mm_GMT,False
51.2_0.4_2023-11-07,D:\Pyprogramme\STST2603\data\weather_request_cache\51.2_0.4_2023-11-07.pkl,readable,30e91b8c09633c1028c977d621b31fbe421fb84d4af355cb129c72aea9cada1c,11963.0,,{},historical_model_unresolved,historical_request_code_ms_mm_GMT,False
51.2_0.4_2023-11-08,D:\Pyprogramme\STST2603\data\weather_request_cache\51.2_0.4_2023-11-08.pkl,readable,9c82ff33e9c035b9023e6c2ffc582a58b6b280b48979391cf2b7aea589cfd27b,11963.0,,{},historical_model_unresolved,historical_request_code_ms_mm_GMT,False
51.2_0.4_2023-11-12,D:\Pyprogramme\STST2603\data\weather_request_cache\51.2_0.4_2023-11-12.pkl,readable,106cfe3cc48bd16e0930d6b87532c86e6688314e7adaa1f6cee26a114d9faf8a,11963.0,,{},historical_model_unresolved,historical_request_code_ms_mm_GMT,False
51.2_0.4_2023-11-27,D:\Pyprogramme\STST2603\data\weather_request_cache\51.2_0.4_2023-11-27.pkl,readable,af97cb2db5ea7d015e4ea1dedc20620edf5e35d007df660ed6b60b355adb7161,11963.0,,{},historical_model_unresolved,historical_request_code_ms_mm_GMT,False
51.2_0.4_2023-12-14,D:\Pyprogramme\STST2603\data\weather_request_cache\51.2_0.4_2023-12-14.pkl,readable,f84acc2a25d5d138d43fa7e36467f44b02cdac826d793998acf692378ab7b03b,11963.0,,{},historical_model_unresolved,historical_request_code_ms_mm_GMT,False
51.2_0.4_2023-12-17,D:\Pyprogramme\STST2603\data\weather_request_cache\51.2_0.4_2023-12-17.pkl,readable,9ab9ae523fb3703eee761040ce010275caf441725319ffa6e0d1e3b501583e88,11963.0,,{},historical_model_unresolved,historical_request_code_ms_mm_GMT,False
51.2_0.4_2023-12-18,D:\Pyprogramme\STST2603\data\weather_request_cache\51.2_0.4_2023-12-18.pkl,readable,b1cf0da76852bf30e203c60e618586769433e0bad293dec65da7b60af93d9d51,11963.0,,{},historical_model_unresolved,historical_request_code_ms_mm_GMT,False
51.2_0.4_2023-12-19,D:\Pyprogramme\STST2603\data\weather_request_cache\51.2_0.4_2023-12-19.pkl,readable,63536f52ff6e68b3ca64515739f4d53a518fb0af8f87d8ce2a3c1de6b55baf26,11963.0,,{},historical_model_unresolved,historical_request_code_ms_mm_GMT,False
51.2_0.4_2023-12-23,D:\Pyprogramme\STST2603\data\weather_request_cache\51.2_0.4_2023-12-23.pkl,readable,34919f7f30f697a4e5a06aa79f59b674588376295918e6a2b9d5e48688b9d9a9,11963.0,,{},historical_model_unresolved,historical_request_code_ms_mm_GMT,False
51.2_0.4_2023-12-25,D:\Pyprogramme\STST2603\data\weather_request_cache\51.2_0.4_2023-12-25.pkl,readable,af55fa429e0f846b3ca9b8c1497205ec2c9522d2063178ccc5c722956472cf5c,11963.0,,{},historical_model_unresolved,historical_request_code_ms_mm_GMT,False
51.2_0.4_2023-12-28,D:\Pyprogramme\STST2603\data\weather_request_cache\51.2_0.4_2023-12-28.pkl,readable,763f3123998580defb634511bdf05ba63d8aa3ce2f6574eaf8bf469b57781669,11963.0,,{},historical_model_unresolved,historical_request_code_ms_mm_GMT,False
51.2_0.4_2024-01-02,D:\Pyprogramme\STST2603\data\weather_request_cache\51.2_0.4_2024-01-02.pkl,readable,a78654e1ba535d8ea977da8bc65974bf749d37ebf2c4d108284a679ddc00e204,11963.0,,{},historical_model_unresolved,historical_request_code_ms_mm_GMT,False
51.2_0.4_2024-01-14,D:\Pyprogramme\STST2603\data\weather_request_cache\51.2_0.4_2024-01-14.pkl,readable,d4dcc6e761477de486ff98942bc1d7737000207b2f72cb1239a1280a234a47ce,11963.0,,{},historical_model_unresolved,historical_request_code_ms_mm_GMT,False
51.2_0.4_2024-01-16,D:\Pyprogramme\STST2603\data\weather_request_cache\51.2_0.4_2024-01-16.pkl,readable,f822af25f9c2ea051ccfcdd8b46807809ef947ed6c79a96f8fda4a6fe91276fd,11963.0,,{},historical_model_unresolved,historical_request_code_ms_mm_GMT,False
51.2_0.4_2024-01-22,D:\Pyprogramme\STST2603\data\weather_request_cache\51.2_0.4_2024-01-22.pkl,readable,ac876b910701483f5d794c3d06a848686a1b83e6e9781992aea22bc591b56398,11963.0,,{},historical_model_unresolved,historical_request_code_ms_mm_GMT,False
51.2_0.4_2024-01-29,D:\Pyprogramme\STST2603\data\weather_request_cache\51.2_0.4_2024-01-29.pkl,readable,fe0c9fd3709ec7c8ac4f3f290a70f0f639d5cf705efb8649d61d6e010a5cbee8,11963.0,,{},historical_model_unresolved,historical_request_code_ms_mm_GMT,False
51.2_0.4_2024-01-30,D:\Pyprogramme\STST2603\data\weather_request_cache\51.2_0.4_2024-01-30.pkl,readable,fccb7c6837c33f9b8c00271102137bb18395362e32906196e12c5678a67eba0e,11963.0,,{},historical_model_unresolved,historical_request_code_ms_mm_GMT,False
51.2_0.4_2024-02-10,D:\Pyprogramme\STST2603\data\weather_request_cache\51.2_0.4_2024-02-10.pkl,readable,16cd3818f78cdf1d44b64fde7d4df03499c97336b96355117bab578007cd11db,11963.0,,{},historical_model_unresolved,historical_request_code_ms_mm_GMT,False
51.2_0.4_2024-02-12,D:\Pyprogramme\STST2603\data\weather_request_cache\51.2_0.4_2024-02-12.pkl,readable,1f8dec254abc572eff79307e07eed57efdb8f2aca8a7f92588189ac05207745c,11963.0,,{},historical_model_unresolved,historical_request_code_ms_mm_GMT,False
51.2_0.4_2024-02-13,D:\Pyprogramme\STST2603\data\weather_request_cache\51.2_0.4_2024-02-13.pkl,readable,c73f92c88e0fd13d10143c0bc58e9fee08f75b6b4442e8f3dc6872dd02c74a03,11963.0,,{},historical_model_unresolved,historical_request_code_ms_mm_GMT,False
51.2_0.4_2024-02-20,D:\Pyprogramme\STST2603\data\weather_request_cache\51.2_0.4_2024-02-20.pkl,readable,f7972380ba759fb7f757394d4d65e79870b40c04fe5d1b68440fd8b85f2e1404,11963.0,,{},historical_model_unresolved,historical_request_code_ms_mm_GMT,False
51.2_0.4_2024-02-22,D:\Pyprogramme\STST2603\data\weather_request_cache\51.2_0.4_2024-02-22.pkl,readable,125ecc0c17495256252ae4f3078811aed84e33c8cb810545c03fbc0fff3ab4f1,11963.0,,{},historical_model_unresolved,historical_request_code_ms_mm_GMT,False
51.2_0.4_2024-02-23,D:\Pyprogramme\STST2603\data\weather_request_cache\51.2_0.4_2024-02-23.pkl,readable,2698e1d9316216d1c422ff3c0d04017a5becc9f7e426106a62d095635e57b0c0,11963.0,,{},historical_model_unresolved,historical_request_code_ms_mm_GMT,False
51.2_0.4_2024-02-26,D:\Pyprogramme\STST2603\data\weather_request_cache\51.2_0.4_2024-02-26.pkl,readable,b77a4a097ca641346488e3481645d25982acf7f0dd4226314f55cec578535b9c,11963.0,,{},historical_model_unresolved,historical_request_code_ms_mm_GMT,False
51.2_0.4_2024-02-28,D:\Pyprogramme\STST2603\data\weather_request_cache\51.2_0.4_2024-02-28.pkl,readable,b56ff549428ae19ce5c6f0613742a0ec7b4c6277283ae0fe3987e88149aa815b,11963.0,,{},historical_model_unresolved,historical_request_code_ms_mm_GMT,False
51.2_0.4_2024-02-29,D:\Pyprogramme\STST2603\data\weather_request_cache\51.2_0.4_2024-02-29.pkl,readable,128a9f77425bebd9ea86957881bed806bb8b00a23195261cd41d96a4744e349f,11963.0,,{},historical_model_unresolved,historical_request_code_ms_mm_GMT,False
51.2_0.4_2024-03-01,D:\Pyprogramme\STST2603\data\weather_request_cache\51.2_0.4_2024-03-01.pkl,readable,aefbc30892ebbbf805ce4b68df57095184ca51500732ddf02275c34731553464,11963.0,,{},historical_model_unresolved,historical_request_code_ms_mm_GMT,False
51.2_0.4_2024-03-02,D:\Pyprogramme\STST2603\data\weather_request_cache\51.2_0.4_2024-03-02.pkl,missing_file,,,,{},historical_model_unresolved,historical_request_code_ms_mm_GMT,False
