LAD21CD,date,gust,precip,n_inc,maxc,wmaxc,log_population,urban_binary,income_deprivation_rate,year,month,any_gt0,wthr_gt0,any_gt5,wthr_gt5,any_gt100,wthr_gt100,any_gt1000,wthr_gt1000,hours,grid_lat,grid_lon,gust_proxy
E09000021,2023-01-19,6.9,0.0130396325002454,0,-1.0,-1.0,12.031671638203957,1.0,0.078,2023,1,0,0,0,0,0,0,0,0,24,51.5,-0.25,5.060105329264515
E09000022,2023-01-19,6.3,0.0118560330189483,1,0.0,-1.0,12.668834491244446,1.0,0.153,2023,1,1,0,0,0,0,0,0,0,24,51.5,0.0,5.11834660282375
E09000023,2023-01-19,6.3,0.0120058588994583,0,-1.0,-1.0,12.61158108603281,1.0,0.164,2023,1,0,0,0,0,0,0,0,0,24,51.5,0.0,5.127181913831403
E09000024,2023-01-19,6.9,0.0127430500716193,0,-1.0,-1.0,12.278881559987983,1.0,0.1,2023,1,0,0,0,0,0,0,0,0,24,51.5,-0.25,5.082726048850476
E09000025,2023-01-19,6.3,0.0103628683670766,2,4.0,-1.0,12.786406607907107,1.0,0.169,2023,1,1,0,0,0,0,0,0,0,24,51.5,0.0,5.179518552362631
E09000026,2023-01-19,6.3,0.0094494603751397,1,0.0,-1.0,12.665255440144245,1.0,0.121,2023,1,1,0,0,0,0,0,0,0,24,51.5,0.0,5.211158255522522
E09000027,2023-01-19,6.9,0.0121901801994843,1,47.0,-1.0,12.18236891883094,1.0,0.064,2023,1,1,0,1,0,0,0,0,0,24,51.5,-0.25,5.081312056615363
E09000028,2023-01-19,6.3,0.0113679367666132,0,-1.0,-1.0,12.642154248752698,1.0,0.162,2023,1,0,0,0,0,0,0,0,0,24,51.5,0.0,5.136703415897178
E09000029,2023-01-19,6.0,0.0134034038086821,1,1.0,-1.0,12.25303733501027,1.0,0.095,2023,1,1,0,0,0,0,0,0,0,24,51.25,-0.25,5.066683605980041
E09000030,2023-01-19,6.3,0.0107675513470894,0,-1.0,-1.0,12.65304751159509,1.0,0.192,2023,1,0,0,0,0,0,0,0,0,24,51.5,0.0,5.160074938744677
E09000031,2023-01-19,6.3,0.009481839161534,1,1.0,-1.0,12.535905029897908,1.0,0.152,2023,1,1,0,0,0,0,0,0,0,24,51.5,0.0,5.198091743865881
E09000032,2023-01-19,6.9,0.0120794564637064,2,30.0,-1.0,12.702075959604334,1.0,0.107,2023,1,1,0,1,0,0,0,0,0,24,51.5,-0.25,5.102469175277723
E09000033,2023-01-19,6.9,0.0110561004591217,0,-1.0,-1.0,12.234460859988475,1.0,0.135,2023,1,0,0,0,0,0,0,0,0,24,51.5,-0.25,5.134465681366963
E06000031,2023-01-20,10.5,0.0104328984065395,0,-1.0,-1.0,12.2852072486939,1.0,0.156,2023,1,0,0,0,0,0,0,0,0,24,52.5,-0.25,8.793467501295831
E06000032,2023-01-20,9.2,0.0126400204123052,0,-1.0,-1.0,12.3236689970955,1.0,0.155,2023,1,0,0,0,0,0,0,0,0,24,52.0,-0.5,8.357985696422288
E06000033,2023-01-20,10.0,0.0169641256336634,3,338.0,-1.0,12.10434441402282,1.0,0.144,2023,1,1,0,1,0,1,0,0,0,24,51.5,0.75,8.94154916289769
E06000034,2023-01-20,10.1,0.0140436261798238,1,19.0,-1.0,12.077858519724389,1.0,0.13,2023,1,1,0,1,0,0,0,0,0,24,51.5,0.25,8.663051546927973
E06000035,2023-01-20,10.1,0.020873231015553,0,-1.0,-1.0,12.54219839355972,1.0,0.134,2023,1,0,0,0,0,0,0,0,0,24,51.5,0.5,8.766057731421878
E06000043,2023-01-20,12.1,0.0215839159644231,0,-1.0,-1.0,12.535376392672774,1.0,0.123,2023,1,0,0,0,0,0,0,0,0,24,50.75,-0.25,8.09000916841179
E06000055,2023-01-20,9.4,0.0163580752913453,2,97.0,-1.0,12.132404576604838,1.0,0.114,2023,1,1,0,1,0,0,0,0,0,24,52.25,-0.5,8.4460407292659
E06000056,2023-01-20,9.2,0.0143002380277874,2,27.0,-1.0,12.596934983621066,0.0,0.077,2023,1,1,0,1,0,0,0,0,0,24,52.0,-0.5,8.381001087562618
E06000060,2023-01-20,9.1,0.0134094827967427,0,-1.0,-1.0,13.227013440750667,1.0,0.06325,2023,1,0,0,0,0,0,0,0,0,24,51.75,-0.75,8.248641566439774
E07000008,2023-01-20,11.1,0.0091860187670105,1,45.0,-1.0,11.91064061961833,1.0,0.077,2023,1,1,0,1,0,0,0,0,0,24,52.25,0.25,8.663779121283824
E07000009,2023-01-20,11.1,0.0079395644893461,0,-1.0,-1.0,11.38651154011457,0.0,0.07,2023,1,0,0,0,0,0,0,0,0,24,52.25,0.25,8.833780139304018
E07000010,2023-01-20,10.6,0.0082026248874402,2,42.0,-1.0,11.539869200417774,0.0,0.14,2023,1,1,0,1,0,0,0,0,0,24,52.5,0.0,8.879965139333159
E07000011,2023-01-20,9.7,0.0128916384311886,0,-1.0,-1.0,12.110810964549762,0.0,0.074,2023,1,0,0,0,0,0,0,0,0,24,52.25,-0.25,8.617073346944618
E07000012,2023-01-20,10.4,0.0094325803608861,0,-1.0,-1.0,12.001763115309677,0.0,0.056,2023,1,0,0,0,0,0,0,0,0,24,52.25,0.0,8.629828556849397
E07000061,2023-01-20,12.6,0.0300543907002951,0,-1.0,-1.0,11.535704051859568,1.0,0.141,2023,1,0,0,0,0,0,0,0,0,24,50.75,0.25,8.296155090487485
E07000062,2023-01-20,12.6,0.0421186579916093,0,-1.0,-1.0,11.41832903038917,1.0,0.202,2023,1,0,0,0,0,0,0,0,0,24,50.75,0.5,8.56691168143313
E07000063,2023-01-20,10.0,0.0242697998496073,1,19.0,-1.0,11.514584088693098,1.0,0.099,2023,1,1,0,1,0,0,0,0,0,24,51.0,0.0,8.179457063887757
E07000064,2023-01-20,9.8,0.0379793671454116,0,-1.0,-1.0,11.45448034132121,0.0,0.113,2023,1,0,0,0,0,0,0,0,0,24,51.0,0.5,8.564119624136646
E07000065,2023-01-20,9.8,0.0274466621435906,1,19.0,-1.0,12.002063606215954,0.0,0.073,2023,1,1,0,1,0,0,0,0,0,24,51.0,0.25,8.323686411080004
E07000066,2023-01-20,10.1,0.0123386993847283,1,1.0,-1.0,12.160656781999691,1.0,0.138,2023,1,1,0,0,0,0,0,0,0,24,51.5,0.5,8.771014076684807
E07000067,2023-01-20,11.6,0.0070993121029961,1,2.0,-1.0,11.98601183767587,0.0,0.092,2023,1,1,0,0,0,0,0,0,0,24,52.0,0.5,8.924897360654546
E07000068,2023-01-20,10.5,0.0106571150849684,0,-1.0,-1.0,11.253001221229496,1.0,0.064,2023,1,0,0,0,0,0,0,0,0,24,51.75,0.25,8.683908339612783
E07000069,2023-01-20,10.1,0.0147691482149011,1,1.0,-1.0,11.404359818363451,1.0,0.107,2023,1,1,0,0,0,0,0,0,0,24,51.5,0.5,8.845466043148544
E07000070,2023-01-20,10.9,0.0097872391118852,3,13.0,-1.0,12.110810964549762,1.0,0.077,2023,1,1,0,1,0,0,0,0,0,24,51.75,0.5,8.833435921359719
E07000071,2023-01-20,12.0,0.009328453261023,2,1.0,-1.0,12.198529265645048,1.0,0.099,2023,1,1,0,0,0,0,0,0,0,24,52.0,0.75,9.12531918896377
E07000072,2023-01-20,10.5,0.0096031446538415,1,19.0,-1.0,11.812592924855007,1.0,0.091,2023,1,1,0,1,0,0,0,0,0,24,51.75,0.25,8.531031023495503
E07000073,2023-01-20,10.2,0.0088172441912916,0,-1.0,-1.0,11.47656226523392,1.0,0.134,2023,1,0,0,0,0,0,0,0,0,24,51.75,0.0,8.551619939716499
E07000074,2023-01-20,11.4,0.0128093597000892,0,-1.0,-1.0,11.13312810361064,0.0,0.086,2023,1,0,0,0,0,0,0,0,0,24,51.75,0.75,9.022077451580982
E07000075,2023-01-20,10.0,0.0147056203819042,1,1.0,-1.0,11.39143556738252,1.0,0.073,2023,1,1,0,0,0,0,0,0,0,24,51.5,0.75,8.91975633655937
E07000076,2023-01-20,12.5,0.0143477396934777,0,-1.0,-1.0,11.946790127600089,0.0,0.173,2023,1,0,0,0,0,0,0,0,0,24,51.75,1.0,9.289856180776171
E07000077,2023-01-20,10.8,0.0073327342879478,0,-1.0,-1.0,11.4286847914887,0.0,0.054,2023,1,0,0,0,0,0,0,0,0,24,52.0,0.25,8.719782503484344
E07000095,2023-01-20,10.2,0.0093527164394507,0,-1.0,-1.0,11.504308444863112,1.0,0.108,2023,1,0,0,0,0,0,0,0,0,24,51.75,0.0,8.473134524808795
E07000096,2023-01-20,9.4,0.0117733276400993,0,-1.0,-1.0,11.95254076050831,1.0,0.085,2023,1,0,0,0,0,0,0,0,0,24,51.75,-0.5,8.286005696305564
E07000098,2023-01-20,9.8,0.010384775485981,0,-1.0,-1.0,11.591080237769564,1.0,0.089,2023,1,0,0,0,0,0,0,0,0,24,51.75,-0.25,8.32357044930652
E07000099,2023-01-20,9.8,0.0111718859337349,0,-1.0,-1.0,11.818584970652662,1.0,0.079,2023,1,0,0,0,0,0,0,0,0,24,52.0,-0.25,8.458374453864748
E07000102,2023-01-20,9.4,0.0108583412446399,0,-1.0,-1.0,11.450347686985502,1.0,0.071,2023,1,0,0,0,0,0,0,0,0,24,51.75,-0.5,8.267892695385308
E07000103,2023-01-20,9.4,0.0107116245360566,0,-1.0,-1.0,11.56419825914765,1.0,0.092,2023,1,0,0,0,0,0,0,0,0,24,51.75,-0.5,8.285574895775314
E07000105,2023-01-20,10.0,0.0478157091384023,0,-1.0,-1.0,11.819071033187548,1.0,0.11,2023,1,0,0,0,0,0,0,0,0,24,51.25,0.75,8.904197266355729
E07000106,2023-01-20,11.3,0.0554481320244635,0,-1.0,-1.0,11.988078314198622,1.0,0.1,2023,1,0,0,0,0,0,0,0,0,24,51.25,1.0,9.250003402835125
E07000107,2023-01-20,10.1,0.0148404308328788,0,-1.0,-1.0,11.687231651001053,1.0,0.095,2023,1,0,0,0,0,0,0,0,0,24,51.5,0.25,8.553902110180607
E07000108,2023-01-20,13.0,0.0995487179691434,1,1.0,-1.0,11.673725417873936,1.0,0.134,2023,1,1,0,0,0,0,0,0,0,24,51.25,1.25,9.507151093690457
E07000109,2023-01-20,10.1,0.0165961423800541,0,-1.0,-1.0,11.579490057238823,1.0,0.122,2023,1,0,0,0,0,0,0,0,0,24,51.5,0.5,8.639938827974609
E07000110,2023-01-20,9.9,0.0283483323815521,0,-1.0,-1.0,12.101511810042911,1.0,0.095,2023,1,0,0,0,0,0,0,0,0,24,51.25,0.5,8.721595567943412
E07000111,2023-01-20,9.9,0.0176902775063738,0,-1.0,-1.0,11.702081943710567,0.0,0.075,2023,1,0,0,0,0,0,0,0,0,24,51.25,0.25,8.444905922434305
E07000112,2023-01-20,11.9,0.0799949921145355,0,-1.0,-1.0,11.611611757468928,1.0,0.145,2023,1,0,0,0,0,0,0,0,0,24,51.0,1.0,9.216261559596084
E07000113,2023-01-20,10.0,0.0304583100249584,0,-1.0,-1.0,11.948001153914678,0.0,0.149,2023,1,0,0,0,0,0,0,0,0,24,51.25,0.75,8.985307395515026
E07000114,2023-01-20,13.0,0.0839830319195586,0,-1.0,-1.0,11.854086691077573,1.0,0.185,2023,1,0,0,0,0,0,0,0,0,24,51.25,1.25,9.55080197214863
E07000115,2023-01-20,9.9,0.0214291293878205,1,1.0,-1.0,11.803017132015809,1.0,0.08,2023,1,1,0,0,0,0,0,0,0,24,51.25,0.25,8.569951422169899
E07000116,2023-01-20,9.8,0.027752047000391,2,1.0,-1.0,11.658323667659586,1.0,0.073,2023,1,1,0,0,0,0,0,0,0,24,51.0,0.5,8.526721249886872
E07000143,2023-01-20,12.1,0.0252609752530321,0,-1.0,-1.0,11.864708462828531,0.0,0.1,2023,1,0,0,0,0,0,0,0,0,24,52.5,0.75,9.946231595406012
E07000144,2023-01-20,14.2,0.0584079136041137,1,1.0,-1.0,11.792358608363598,1.0,0.072,2023,1,1,0,0,0,0,0,0,0,24,52.75,1.25,10.986591606495
E07000145,2023-01-20,14.6,0.0849780782625362,2,1.0,-1.0,11.514713864829446,1.0,0.184,2023,1,1,0,0,0,0,0,0,0,24,52.75,1.75,11.654362758275385
E07000146,2023-01-20,12.3,0.0097023948818423,0,-1.0,-1.0,11.950664133628688,0.0,0.12,2023,1,0,0,0,0,0,0,0,0,24,52.75,0.5,9.384002513495208
E07000147,2023-01-20,14.2,0.0608393359056561,0,-1.0,-1.0,11.544801967617486,0.0,0.106,2023,1,0,0,0,0,0,0,0,0,24,52.75,1.25,11.082223458702808
E07000148,2023-01-20,14.2,0.0565535452307114,0,-1.0,-1.0,11.89412520254047,1.0,0.163,2023,1,0,0,0,0,0,0,0,0,24,52.75,1.25,10.916951905521843
E07000149,2023-01-20,12.8,0.0433367170482732,1,3.0,-1.0,11.867160434591204,0.0,0.078,2023,1,1,0,0,0,0,0,0,0,24,52.5,1.25,10.499778756538284
E07000179,2023-01-20,8.9,0.0141263737019924,0,-1.0,-1.0,11.91840390632284,0.0,0.054,2023,1,0,0,0,0,0,0,0,0,24,51.75,-1.0,8.213219296312785
E07000200,2023-01-20,11.8,0.0076051111482361,0,-1.0,-1.0,11.437382617721584,0.0,0.08,2023,1,0,0,0,0,0,0,0,0,24,52.0,1.0,9.164316735847263
E07000202,2023-01-20,12.4,0.0128554606704807,0,-1.0,-1.0,11.84680863857272,1.0,0.141,2023,1,0,0,0,0,0,0,0,0,24,52.0,1.25,9.409425891315596
E07000203,2023-01-20,12.3,0.0156562298101344,0,-1.0,-1.0,11.546340898509632,0.0,0.071,2023,1,0,0,0,0,0,0,0,0,24,52.25,1.0,9.5445445770907
E07000207,2023-01-20,9.4,0.0130102971395475,1,20.0,-1.0,11.84548290591136,1.0,0.057,2023,1,1,0,1,0,0,0,0,0,24,51.25,-0.5,8.191758749133413
E07000208,2023-01-20,9.6,0.013877761920421,0,-1.0,-1.0,11.321934436672429,1.0,0.056,2023,1,0,0,0,0,0,0,0,0,24,51.25,-0.25,8.227638160692145
E07000209,2023-01-20,9.4,0.0143904988458281,0,-1.0,-1.0,11.877658852261122,1.0,0.057,2023,1,0,0,0,0,0,0,0,0,24,51.25,-0.5,8.1058901223154
E07000210,2023-01-20,9.6,0.0156983495792185,1,196.0,196.0,11.38052486133421,1.0,0.054,2023,1,1,1,1,1,1,1,0,0,24,51.25,-0.25,8.162512538348139
E07000211,2023-01-20,9.6,0.0165612720878817,1,1.0,-1.0,11.943590374100134,1.0,0.067,2023,1,1,0,0,0,0,0,0,0,24,51.25,-0.25,8.214990699712807
E07000212,2023-01-20,9.5,0.0129090067348342,0,-1.0,-1.0,11.383158406911162,1.0,0.066,2023,1,0,0,0,0,0,0,0,0,24,51.5,-0.5,8.156040115026657
E07000213,2023-01-20,9.5,0.0124823627322444,1,1.0,-1.0,11.549835818990326,1.0,0.079,2023,1,1,0,0,0,0,0,0,0,24,51.5,-0.5,8.167517188556893
E07000215,2023-01-20,9.9,0.0169516212699952,0,-1.0,-1.0,11.408109245600745,1.0,0.063,2023,1,0,0,0,0,0,0,0,0,24,51.25,0.0,8.274961477757584
E07000216,2023-01-20,9.3,0.0158996676718386,0,-1.0,-1.0,11.777801955768314,0.0,0.054,2023,1,0,0,0,0,0,0,0,0,24,51.25,-0.75,8.076849571300446
E07000217,2023-01-20,9.4,0.0132097676824811,0,-1.0,-1.0,11.562220263694984,1.0,0.067,2023,1,0,0,0,0,0,0,0,0,24,51.25,-0.5,8.121121732811462
E07000223,2023-01-20,12.1,0.0201301039757005,1,44.0,-1.0,11.076464923159543,1.0,0.108,2023,1,1,0,1,0,0,0,0,0,24,50.75,-0.25,8.047433654484575
E07000224,2023-01-20,11.4,0.0175985115327384,0,-1.0,-1.0,12.015027145562168,1.0,0.104,2023,1,0,0,0,0,0,0,0,0,24,50.75,-0.5,7.972026237247068
E07000226,2023-01-20,9.6,0.0187548293302691,0,-1.0,-1.0,11.694905296716165,1.0,0.11,2023,1,0,0,0,0,0,0,0,0,24,51.25,-0.25,8.172812481404591
E07000227,2023-01-20,9.9,0.0187885904281325,0,-1.0,-1.0,11.901583454762012,0.0,0.056,2023,1,0,0,0,0,0,0,0,0,24,51.0,-0.25,8.056807044929887
E07000228,2023-01-20,9.9,0.0209453134678084,1,18.0,-1.0,11.937663648421978,1.0,0.053,2023,1,1,0,1,0,0,0,0,0,24,51.0,-0.25,8.164439782350703
E07000229,2023-01-20,11.4,0.0188027010135996,1,260.0,-1.0,11.623160082869282,1.0,0.101,2023,1,1,0,1,0,1,0,0,0,24,50.75,-0.5,8.007115496155661
E07000240,2023-01-20,9.8,0.0107116066578153,0,-1.0,-1.0,11.9091749056273,1.0,0.06,2023,1,0,0,0,0,0,0,0,0,24,51.75,-0.25,8.34445888137443
E07000241,2023-01-20,9.8,0.009941479566508,0,-1.0,-1.0,11.693136462767283,1.0,0.086,2023,1,0,0,0,0,0,0,0,0,24,51.75,-0.25,8.399554898591997
E07000242,2023-01-20,10.2,0.0088163696810135,1,5.0,-1.0,11.922794196215245,1.0,0.06,2023,1,1,0,0,0,0,0,0,0,24,51.75,0.0,8.535664370411629
E07000243,2023-01-20,9.8,0.0106961618343939,0,-1.0,-1.0,11.400428433743082,1.0,0.122,2023,1,0,0,0,0,0,0,0,0,24,52.0,-0.25,8.437130562864823
E09000001,2023-01-20,9.8,0.0114788332051477,0,-1.0,-1.0,9.36005264520451,1.0,0.065,2023,1,0,0,0,0,0,0,0,0,24,51.5,0.0,8.366183474857072
E09000002,2023-01-20,10.1,0.0115559766280546,1,0.0,-1.0,12.295520219247926,1.0,0.194,2023,1,1,0,0,0,0,0,0,0,24,51.5,0.25,8.501214503341592
E09000003,2023-01-20,9.6,0.0104260101486762,4,70.0,-1.0,12.87121893467506,1.0,0.111,2023,1,1,0,1,0,0,0,0,0,24,51.5,-0.25,8.339097638727207
E09000004,2023-01-20,10.1,0.0135166875721674,0,-1.0,-1.0,12.415672899008923,1.0,0.106,2023,1,0,0,0,0,0,0,0,0,24,51.5,0.25,8.492359683656645
E09000005,2023-01-20,9.6,0.0109124800132879,0,-1.0,-1.0,12.762113479497112,1.0,0.155,2023,1,0,0,0,0,0,0,0,0,24,51.5,-0.25,8.29321373989514
E09000006,2023-01-20,9.9,0.0146900274258373,0,-1.0,-1.0,12.706541825990495,1.0,0.091,2023,1,0,0,0,0,0,0,0,0,24,51.25,0.0,8.38867883806166
E09000007,2023-01-20,9.6,0.0111504359901618,0,-1.0,-1.0,12.259461742189076,1.0,0.141,2023,1,0,0,0,0,0,0,0,0,24,51.5,-0.25,8.342125222366896
E09000008,2023-01-20,9.9,0.0142578887828215,0,-1.0,-1.0,12.87567224520067,1.0,0.136,2023,1,0,0,0,0,0,0,0,0,24,51.25,0.0,8.306319093497953
E09000010,2023-01-20,10.2,0.0100963982841491,1,3.0,-1.0,12.70081156938222,1.0,0.171,2023,1,1,0,0,0,0,0,0,0,24,51.75,0.0,8.408592997570045
E09000011,2023-01-20,9.8,0.012660264534135,0,-1.0,-1.0,12.576038374391665,1.0,0.159,2023,1,0,0,0,0,0,0,0,0,24,51.5,0.0,8.434235996742782
E09000012,2023-01-20,9.8,0.0110950830289993,0,-1.0,-1.0,12.47538960696398,1.0,0.196,2023,1,0,0,0,0,0,0,0,0,24,51.5,0.0,8.387026722752925
E09000013,2023-01-20,9.6,0.0116342169418636,0,-1.0,-1.0,12.11893398771341,1.0,0.142,2023,1,0,0,0,0,0,0,0,0,24,51.5,-0.25,8.296643214321943
E09000014,2023-01-20,9.8,0.0105436599066349,1,2.0,-1.0,12.481284790609685,1.0,0.17,2023,1,1,0,0,0,0,0,0,0,24,51.5,0.0,8.386137042392448
E09000015,2023-01-20,9.6,0.0107386400501796,3,84.0,-1.0,12.472884696222938,1.0,0.109,2023,1,1,0,1,0,0,0,0,0,24,51.5,-0.25,8.277080071433357
E09000016,2023-01-20,10.1,0.0112186185359538,2,78.0,-1.0,12.476427973157676,1.0,0.108,2023,1,1,0,1,0,0,0,0,0,24,51.5,0.25,8.570074265522525
E09000017,2023-01-20,9.5,0.0108938056599069,1,9.0,-1.0,12.628417813738848,1.0,0.114,2023,1,1,0,1,0,0,0,0,0,24,51.5,-0.5,8.256790701000671
E09000019,2023-01-20,9.8,0.0110164872020366,0,-1.0,-1.0,12.28788302072774,1.0,0.179,2023,1,0,0,0,0,0,0,0,0,24,51.5,0.0,8.36772442788785
E09000020,2023-01-20,9.6,0.0116330330094573,0,-1.0,-1.0,11.879414096763533,1.0,0.117,2023,1,0,0,0,0,0,0,0,0,24,51.5,-0.25,8.306481180937094
E09000021,2023-01-20,9.6,0.0128075326953897,1,85.0,-1.0,12.031671638203957,1.0,0.078,2023,1,1,0,1,0,0,0,0,0,24,51.5,-0.25,8.235794164041787
E09000022,2023-01-20,9.8,0.0123605895806929,0,-1.0,-1.0,12.668834491244446,1.0,0.153,2023,1,0,0,0,0,0,0,0,0,24,51.5,0.0,8.332744231428538
E09000023,2023-01-20,9.8,0.0130234921146393,1,1.0,-1.0,12.61158108603281,1.0,0.164,2023,1,1,0,0,0,0,0,0,0,24,51.5,0.0,8.36893853172713
E09000024,2023-01-20,9.6,0.0129084997251416,0,-1.0,-1.0,12.278881559987983,1.0,0.1,2023,1,0,0,0,0,0,0,0,0,24,51.5,-0.25,8.279653687868805
E09000025,2023-01-20,9.8,0.0115302245942694,0,-1.0,-1.0,12.786406607907107,1.0,0.169,2023,1,0,0,0,0,0,0,0,0,24,51.5,0.0,8.438291090839568
E09000026,2023-01-20,9.8,0.010803197036105,0,-1.0,-1.0,12.665255440144245,1.0,0.121,2023,1,0,0,0,0,0,0,0,0,24,51.5,0.0,8.482057247095456
E09000027,2023-01-20,9.6,0.0120098418635318,0,-1.0,-1.0,12.18236891883094,1.0,0.064,2023,1,0,0,0,0,0,0,0,0,24,51.5,-0.25,8.241764587392122
E09000028,2023-01-20,9.8,0.0120329578087274,0,-1.0,-1.0,12.642154248752698,1.0,0.162,2023,1,0,0,0,0,0,0,0,0,24,51.5,0.0,8.360365859923606
E09000029,2023-01-20,9.6,0.013719729576658,1,9.0,-1.0,12.25303733501027,1.0,0.095,2023,1,1,0,1,0,0,0,0,0,24,51.25,-0.25,8.270672126660132
E09000030,2023-01-20,9.8,0.0116598331635085,1,0.0,-1.0,12.65304751159509,1.0,0.192,2023,1,1,0,0,0,0,0,0,0,24,51.5,0.0,8.39843357023504
E09000031,2023-01-20,9.8,0.0105446363567589,0,-1.0,-1.0,12.535905029897908,1.0,0.152,2023,1,0,0,0,0,0,0,0,0,24,51.5,0.0,8.430142341265874
E09000032,2023-01-20,9.6,0.0122873782997388,1,0.0,-1.0,12.702075959604334,1.0,0.107,2023,1,1,0,0,0,0,0,0,0,24,51.5,-0.25,8.29740320667168
E09000033,2023-01-20,9.6,0.0114646958632946,2,26.0,-1.0,12.234460859988475,1.0,0.135,2023,1,1,0,1,0,0,0,0,0,24,51.5,-0.25,8.328055863268832
E06000031,2023-01-21,3.6,0.0010495394835831,0,-1.0,-1.0,12.2852072486939,1.0,0.156,2023,1,0,0,0,0,0,0,0,0,24,52.5,-0.25,2.4387745185162397
E06000032,2023-01-21,4.9,2.9506618301772863e-06,0,-1.0,-1.0,12.3236689970955,1.0,0.155,2023,1,0,0,0,0,0,0,0,0,24,52.0,-0.5,3.250190609817389
E06000033,2023-01-21,8.6,6.4870099297436405e-06,0,-1.0,-1.0,12.10434441402282,1.0,0.144,2023,1,0,0,0,0,0,0,0,0,24,51.5,0.75,3.838246610259563
E06000034,2023-01-21,6.7,1.2588010226182282e-06,1,0.0,-1.0,12.077858519724389,1.0,0.13,2023,1,1,0,0,0,0,0,0,0,24,51.5,0.25,3.636374248691064
E06000035,2023-01-21,7.1,6.776757726051006e-07,0,-1.0,-1.0,12.54219839355972,1.0,0.134,2023,1,0,0,0,0,0,0,0,0,24,51.5,0.5,3.804255839068528
E06000043,2023-01-21,11.1,9.093469557249296e-11,0,-1.0,-1.0,12.535376392672774,1.0,0.123,2023,1,0,0,0,0,0,0,0,0,24,50.75,-0.25,3.6214979015139335
E06000055,2023-01-21,4.7,2.624938923457121e-05,1,0.0,-1.0,12.132404576604838,1.0,0.114,2023,1,1,0,0,0,0,0,0,0,24,52.25,-0.5,3.0902418369483327
E06000056,2023-01-21,4.9,5.890164950140831e-06,0,-1.0,-1.0,12.596934983621066,0.0,0.077,2023,1,0,0,0,0,0,0,0,0,24,52.0,-0.5,3.201534083869459
E06000060,2023-01-21,5.3,2.2015353229597242e-07,0,-1.0,-1.0,13.227013440750667,1.0,0.06325,2023,1,0,0,0,0,0,0,0,0,24,51.75,-0.75,3.278237402022146
E07000008,2023-01-21,4.1,0.0003894534185126,0,-1.0,-1.0,11.91064061961833,1.0,0.077,2023,1,0,0,0,0,0,0,0,0,24,52.25,0.25,3.0041434015275037
E07000009,2023-01-21,4.1,0.0018849570793987,1,1.0,-1.0,11.38651154011457,0.0,0.07,2023,1,1,0,0,0,0,0,0,0,24,52.25,0.25,2.737780364111457
E07000010,2023-01-21,2.8,0.0025486384870234,0,-1.0,-1.0,11.539869200417774,0.0,0.14,2023,1,0,0,0,0,0,0,0,0,24,52.5,0.0,2.3630304850707557
E07000011,2023-01-21,4.0,0.0003748595452285,0,-1.0,-1.0,12.110810964549762,0.0,0.074,2023,1,0,0,0,0,0,0,0,0,24,52.25,-0.25,2.794820357914745
E07000012,2023-01-21,3.5,0.000228494066143,1,1.0,-1.0,12.001763115309677,0.0,0.056,2023,1,1,0,0,0,0,0,0,0,24,52.25,0.0,3.074567485990723
E07000061,2023-01-21,11.6,3.0632236817099385e-10,0,-1.0,-1.0,11.535704051859568,1.0,0.141,2023,1,0,0,0,0,0,0,0,0,24,50.75,0.25,3.841134444469536
E07000062,2023-01-21,12.0,2.4952483628264838e-09,0,-1.0,-1.0,11.41832903038917,1.0,0.202,2023,1,0,0,0,0,0,0,0,0,24,50.75,0.5,4.163774787807465
E07000063,2023-01-21,7.7,3.037465244170926e-10,0,-1.0,-1.0,11.514584088693098,1.0,0.099,2023,1,0,0,0,0,0,0,0,0,24,51.0,0.0,3.672325542938319
E07000064,2023-01-21,8.5,5.454776001535969e-09,0,-1.0,-1.0,11.45448034132121,0.0,0.113,2023,1,0,0,0,0,0,0,0,0,24,51.0,0.5,4.033058356275441
E07000065,2023-01-21,7.8,1.771396494368644e-09,0,-1.0,-1.0,12.002063606215954,0.0,0.073,2023,1,0,0,0,0,0,0,0,0,24,51.0,0.25,3.744722385609658
E07000066,2023-01-21,7.1,4.772990065066044e-06,1,1.0,-1.0,12.160656781999691,1.0,0.138,2023,1,1,0,0,0,0,0,0,0,24,51.5,0.5,3.6517130544338063
E07000067,2023-01-21,5.6,0.0001489475172014,0,-1.0,-1.0,11.98601183767587,0.0,0.092,2023,1,0,0,0,0,0,0,0,0,24,52.0,0.5,3.516525016986766
E07000068,2023-01-21,5.7,4.461194119758614e-06,0,-1.0,-1.0,11.253001221229496,1.0,0.064,2023,1,0,0,0,0,0,0,0,0,24,51.75,0.25,3.566340951655812
E07000069,2023-01-21,7.1,4.5560395680028575e-06,1,319.0,-1.0,11.404359818363451,1.0,0.107,2023,1,1,0,1,0,1,0,0,0,24,51.5,0.5,3.741777608466885
E07000070,2023-01-21,6.3,1.858797636256053e-05,0,-1.0,-1.0,12.110810964549762,1.0,0.077,2023,1,0,0,0,0,0,0,0,0,24,51.75,0.5,3.6128999589210897
E07000071,2023-01-21,6.4,0.0002786440224555,0,-1.0,-1.0,12.198529265645048,1.0,0.099,2023,1,0,0,0,0,0,0,0,0,24,52.0,0.75,3.717578356927753
E07000072,2023-01-21,5.7,2.795511183768248e-06,1,1.0,-1.0,11.812592924855007,1.0,0.091,2023,1,1,0,0,0,0,0,0,0,24,51.75,0.25,3.4551238252210594
