LAD21CD,date,gust,precip,n_inc,maxc,wmaxc,log_population,urban_binary,income_deprivation_rate,year,month,any_gt0,wthr_gt0,any_gt5,wthr_gt5,any_gt100,wthr_gt100,any_gt1000,wthr_gt1000,hours,grid_lat,grid_lon,gust_proxy
E09000019,2021-09-12,5.7,0.1623865969329853,0,-1.0,-1.0,12.28788302072774,1.0,0.179,2021,9,0,0,0,0,0,0,0,0,24,51.5,0.0,4.071887812878013
E09000020,2021-09-12,5.8,0.164245967691832,1,0.0,-1.0,11.879414096763533,1.0,0.117,2021,9,1,0,0,0,0,0,0,0,24,51.5,-0.25,4.025529355882232
E09000021,2021-09-12,5.8,0.1669492654405799,1,14.0,-1.0,12.031671638203957,1.0,0.078,2021,9,1,0,1,0,0,0,0,0,24,51.5,-0.25,3.975619178856034
E09000022,2021-09-12,5.7,0.164172155306583,1,35.0,-1.0,12.668834491244446,1.0,0.153,2021,9,1,0,1,0,0,0,0,0,24,51.5,0.0,4.03212470633585
E09000023,2021-09-12,5.7,0.1634337163679108,0,-1.0,-1.0,12.61158108603281,1.0,0.164,2021,9,0,0,0,0,0,0,0,0,24,51.5,0.0,4.045971023810414
E09000024,2021-09-12,5.8,0.1657956822903572,0,-1.0,-1.0,12.278881559987983,1.0,0.1,2021,9,0,0,0,0,0,0,0,0,24,51.5,-0.25,3.998790584600556
E09000025,2021-09-12,5.7,0.1614869351926496,1,0.0,-1.0,12.786406607907107,1.0,0.169,2021,9,1,0,0,0,0,0,0,0,24,51.5,0.0,4.103787267449149
E09000026,2021-09-12,5.7,0.1604365202280264,0,-1.0,-1.0,12.665255440144245,1.0,0.121,2021,9,0,0,0,0,0,0,0,0,24,51.5,0.0,4.145592289672967
E09000027,2021-09-12,5.8,0.1660955852747109,1,15.0,-1.0,12.18236891883094,1.0,0.064,2021,9,1,0,1,0,0,0,0,0,24,51.5,-0.25,3.983924450030432
E09000028,2021-09-12,5.7,0.1633576117974981,1,702.0,-1.0,12.642154248752698,1.0,0.162,2021,9,1,0,1,0,1,0,0,0,24,51.5,0.0,4.051181492731092
E09000029,2021-09-12,5.2,0.1662743011253337,0,-1.0,-1.0,12.25303733501027,1.0,0.095,2021,9,0,0,0,0,0,0,0,0,24,51.25,-0.25,3.989782964718128
E09000030,2021-09-12,5.7,0.1623412955644963,0,-1.0,-1.0,12.65304751159509,1.0,0.192,2021,9,0,0,0,0,0,0,0,0,24,51.5,0.0,4.078147461015494
E09000031,2021-09-12,5.7,0.1609210886116715,0,-1.0,-1.0,12.535905029897908,1.0,0.152,2021,9,0,0,0,0,0,0,0,0,24,51.5,0.0,4.120865147836188
E09000032,2021-09-12,5.8,0.1650102382454353,1,1.0,-1.0,12.702075959604334,1.0,0.107,2021,9,1,0,0,0,0,0,0,0,24,51.5,-0.25,4.0131940448443535
E09000033,2021-09-12,5.8,0.1636250910787401,2,233.0,233.0,12.234460859988475,1.0,0.135,2021,9,1,1,1,1,1,1,0,0,24,51.5,-0.25,4.040441948332521
E06000031,2021-09-13,8.5,0.3027737632047168,2,1.0,-1.0,12.2852072486939,1.0,0.156,2021,9,1,0,0,0,0,0,0,0,24,52.5,-0.25,7.0310633328808985
E06000032,2021-09-13,9.6,0.2145973662120765,1,1.0,-1.0,12.3236689970955,1.0,0.155,2021,9,1,0,0,0,0,0,0,0,24,52.0,-0.5,7.426246913094023
E06000033,2021-09-13,9.7,0.0776239187531575,0,-1.0,-1.0,12.10434441402282,1.0,0.144,2021,9,0,0,0,0,0,0,0,0,24,51.5,0.75,7.710612975163977
E06000034,2021-09-13,10.4,0.0946904519457142,2,14.0,-1.0,12.077858519724389,1.0,0.13,2021,9,1,0,1,0,0,0,0,0,24,51.5,0.25,7.605242999956691
E06000035,2021-09-13,10.5,0.0749602028280311,0,-1.0,-1.0,12.54219839355972,1.0,0.134,2021,9,0,0,0,0,0,0,0,0,24,51.5,0.5,7.6871740874797725
E06000043,2021-09-13,10.7,0.0562140183611601,0,-1.0,-1.0,12.535376392672774,1.0,0.123,2021,9,0,0,0,0,0,0,0,0,24,50.75,-0.25,7.357594631795322
E06000055,2021-09-13,9.2,0.2852434169191353,0,-1.0,-1.0,12.132404576604838,1.0,0.114,2021,9,0,0,0,0,0,0,0,0,24,52.25,-0.5,7.370446363424984
E06000056,2021-09-13,9.6,0.2405455032104541,1,7.0,-1.0,12.596934983621066,0.0,0.077,2021,9,1,0,1,0,0,0,0,0,24,52.0,-0.5,7.424767895302951
E06000060,2021-09-13,10.0,0.2050091873561748,2,358.0,358.0,13.227013440750667,1.0,0.06325,2021,9,1,1,1,1,1,1,0,0,24,51.75,-0.75,7.446462501915733
E07000008,2021-09-13,9.0,0.2332860951710467,0,-1.0,-1.0,11.91064061961833,1.0,0.077,2021,9,0,0,0,0,0,0,0,0,24,52.25,0.25,7.18252623986516
E07000009,2021-09-13,9.0,0.2243705353295896,1,1.0,-1.0,11.38651154011457,0.0,0.07,2021,9,1,0,0,0,0,0,0,0,24,52.25,0.25,6.979424851341178
E07000010,2021-09-13,8.6,0.2688882996304019,1,3.0,-1.0,11.539869200417774,0.0,0.14,2021,9,1,0,0,0,0,0,0,0,24,52.5,0.0,6.956677671225969
E07000011,2021-09-13,9.1,0.2984693589539121,1,2.0,-1.0,12.110810964549762,0.0,0.074,2021,9,1,0,0,0,0,0,0,0,24,52.25,-0.25,7.150116894700896
E07000012,2021-09-13,9.1,0.2288792796756628,0,-1.0,-1.0,12.001763115309677,0.0,0.056,2021,9,0,0,0,0,0,0,0,0,24,52.25,0.0,7.24048586076218
E07000061,2021-09-13,10.7,0.0345799590154354,0,-1.0,-1.0,11.535704051859568,1.0,0.141,2021,9,0,0,0,0,0,0,0,0,24,50.75,0.25,7.340608573310924
E07000062,2021-09-13,10.6,0.0322633311094823,0,-1.0,-1.0,11.41832903038917,1.0,0.202,2021,9,0,0,0,0,0,0,0,0,24,50.75,0.5,7.412171504596715
E07000063,2021-09-13,10.2,0.05286827330549,1,12.0,-1.0,11.514584088693098,1.0,0.099,2021,9,1,0,1,0,0,0,0,0,24,51.0,0.0,7.36430299907743
E07000064,2021-09-13,10.8,0.0398561545487181,2,27.0,-1.0,11.45448034132121,0.0,0.113,2021,9,1,0,1,0,0,0,0,0,24,51.0,0.5,7.461849130595222
E07000065,2021-09-13,10.4,0.052881427524884,1,9.0,-1.0,12.002063606215954,0.0,0.073,2021,9,1,0,1,0,0,0,0,0,24,51.0,0.25,7.404877864346364
E07000066,2021-09-13,10.5,0.0952408365142068,0,-1.0,-1.0,12.160656781999691,1.0,0.138,2021,9,0,0,0,0,0,0,0,0,24,51.5,0.5,7.620618731812398
E07000067,2021-09-13,9.5,0.1119170637619553,1,106.0,-1.0,11.98601183767587,0.0,0.092,2021,9,1,0,1,0,1,0,0,0,24,52.0,0.5,7.357814779121972
E07000068,2021-09-13,10.0,0.1078627399179744,0,-1.0,-1.0,11.253001221229496,1.0,0.064,2021,9,0,0,0,0,0,0,0,0,24,51.75,0.25,7.567531815927944
E07000069,2021-09-13,10.5,0.0851108494023038,1,1.0,-1.0,11.404359818363451,1.0,0.107,2021,9,1,0,0,0,0,0,0,0,24,51.5,0.5,7.671805262392292
E07000070,2021-09-13,10.2,0.1017427897001054,0,-1.0,-1.0,12.110810964549762,1.0,0.077,2021,9,0,0,0,0,0,0,0,0,24,51.75,0.5,7.56184126075037
E07000071,2021-09-13,9.6,0.0835403908885324,1,0.0,-1.0,12.198529265645048,1.0,0.099,2021,9,1,0,0,0,0,0,0,0,24,52.0,0.75,7.265430909216946
E07000072,2021-09-13,10.0,0.1308252633527093,1,0.0,-1.0,11.812592924855007,1.0,0.091,2021,9,1,0,0,0,0,0,0,0,24,51.75,0.25,7.4891341243440275
E07000073,2021-09-13,9.9,0.1449698305019428,0,-1.0,-1.0,11.47656226523392,1.0,0.134,2021,9,0,0,0,0,0,0,0,0,24,51.75,0.0,7.468337159286361
E07000074,2021-09-13,10.1,0.0815482222143501,0,-1.0,-1.0,11.13312810361064,0.0,0.086,2021,9,0,0,0,0,0,0,0,0,24,51.75,0.75,7.590658022781936
E07000075,2021-09-13,9.7,0.0823486272249433,0,-1.0,-1.0,11.39143556738252,1.0,0.073,2021,9,0,0,0,0,0,0,0,0,24,51.5,0.75,7.67528143514522
E07000076,2021-09-13,9.6,0.0710560570102421,1,24.0,-1.0,11.946790127600089,0.0,0.173,2021,9,1,0,1,0,0,0,0,0,24,51.75,1.0,7.136940152531466
E07000077,2021-09-13,9.5,0.1512167983818527,0,-1.0,-1.0,11.4286847914887,0.0,0.054,2021,9,0,0,0,0,0,0,0,0,24,52.0,0.25,7.390818795716466
E07000095,2021-09-13,9.9,0.148536242575447,0,-1.0,-1.0,11.504308444863112,1.0,0.108,2021,9,0,0,0,0,0,0,0,0,24,51.75,0.0,7.453758519556556
E07000096,2021-09-13,10.2,0.1898944278565939,1,739.0,739.0,11.95254076050831,1.0,0.085,2021,9,1,1,1,1,1,1,0,0,24,51.75,-0.5,7.416268377874254
E07000098,2021-09-13,10.0,0.1602279443600303,0,-1.0,-1.0,11.591080237769564,1.0,0.089,2021,9,0,0,0,0,0,0,0,0,24,51.75,-0.25,7.405993485833535
E07000099,2021-09-13,9.5,0.2149557912868746,0,-1.0,-1.0,11.818584970652662,1.0,0.079,2021,9,0,0,0,0,0,0,0,0,24,52.0,-0.25,7.3991666364023665
E07000102,2021-09-13,10.2,0.1662031307038532,1,1.0,-1.0,11.450347686985502,1.0,0.071,2021,9,1,0,0,0,0,0,0,0,24,51.75,-0.5,7.390555673441367
E07000103,2021-09-13,10.2,0.1649479789026372,0,-1.0,-1.0,11.56419825914765,1.0,0.092,2021,9,0,0,0,0,0,0,0,0,24,51.75,-0.5,7.395288461498917
E07000105,2021-09-13,9.9,0.042978324050427,1,1.0,-1.0,11.819071033187548,1.0,0.11,2021,9,1,0,0,0,0,0,0,0,24,51.25,0.75,7.687037152973561
E07000106,2021-09-13,10.1,0.0496117717528911,1,1.0,1.0,11.988078314198622,1.0,0.1,2021,9,1,1,0,0,0,0,0,0,24,51.25,1.0,7.951875019584301
E07000107,2021-09-13,10.4,0.0966363644757396,0,-1.0,-1.0,11.687231651001053,1.0,0.095,2021,9,0,0,0,0,0,0,0,0,24,51.5,0.25,7.556743966484971
E07000108,2021-09-13,10.5,0.043662511215702,0,-1.0,-1.0,11.673725417873936,1.0,0.134,2021,9,0,0,0,0,0,0,0,0,24,51.25,1.25,8.071473473796832
E07000109,2021-09-13,10.5,0.0878010620578636,0,-1.0,-1.0,11.579490057238823,1.0,0.122,2021,9,0,0,0,0,0,0,0,0,24,51.5,0.5,7.610259774716589
E07000110,2021-09-13,9.9,0.0619859407543926,0,-1.0,-1.0,12.101511810042911,1.0,0.095,2021,9,0,0,0,0,0,0,0,0,24,51.25,0.5,7.652238944321635
E07000111,2021-09-13,10.0,0.0903272501584149,0,-1.0,-1.0,11.702081943710567,0.0,0.075,2021,9,0,0,0,0,0,0,0,0,24,51.25,0.25,7.502888425678881
E07000112,2021-09-13,11.2,0.0365123044288824,0,-1.0,-1.0,11.611611757468928,1.0,0.145,2021,9,0,0,0,0,0,0,0,0,24,51.0,1.0,7.819597763052039
E07000113,2021-09-13,9.9,0.0609068728811301,0,-1.0,-1.0,11.948001153914678,0.0,0.149,2021,9,0,0,0,0,0,0,0,0,24,51.25,0.75,7.808133016197107
E07000114,2021-09-13,10.5,0.0527237362172951,0,-1.0,-1.0,11.854086691077573,1.0,0.185,2021,9,0,0,0,0,0,0,0,0,24,51.25,1.25,8.079328030697948
E07000115,2021-09-13,10.0,0.0765230739320775,0,-1.0,-1.0,11.803017132015809,1.0,0.08,2021,9,0,0,0,0,0,0,0,0,24,51.25,0.25,7.576742515624899
E07000116,2021-09-13,10.8,0.0605559323270792,1,1.0,-1.0,11.658323667659586,1.0,0.073,2021,9,1,0,0,0,0,0,0,0,24,51.0,0.5,7.525619307718995
E07000143,2021-09-13,8.5,0.1308097926410674,0,-1.0,-1.0,11.864708462828531,0.0,0.1,2021,9,0,0,0,0,0,0,0,0,24,52.5,0.75,6.460907843599892
E07000144,2021-09-13,8.2,0.0839783590072349,0,-1.0,-1.0,11.792358608363598,1.0,0.072,2021,9,0,0,0,0,0,0,0,0,24,52.75,1.25,6.063493349932688
E07000145,2021-09-13,8.0,0.067344148647163,0,-1.0,-1.0,11.514713864829446,1.0,0.184,2021,9,0,0,0,0,0,0,0,0,24,52.75,1.75,5.774982781509763
E07000146,2021-09-13,8.3,0.2060479569309362,0,-1.0,-1.0,11.950664133628688,0.0,0.12,2021,9,0,0,0,0,0,0,0,0,24,52.75,0.5,6.768374677432296
E07000147,2021-09-13,8.2,0.0909069771990461,0,-1.0,-1.0,11.544801967617486,0.0,0.106,2021,9,0,0,0,0,0,0,0,0,24,52.75,1.25,6.139084694741763
E07000148,2021-09-13,8.2,0.0809537781166354,0,-1.0,-1.0,11.89412520254047,1.0,0.163,2021,9,0,0,0,0,0,0,0,0,24,52.75,1.25,6.043515658660668
E07000149,2021-09-13,8.5,0.0838892796810822,0,-1.0,-1.0,11.867160434591204,0.0,0.078,2021,9,0,0,0,0,0,0,0,0,24,52.5,1.25,6.140698984063467
E07000179,2021-09-13,9.8,0.2080906634540921,0,-1.0,-1.0,11.91840390632284,0.0,0.054,2021,9,0,0,0,0,0,0,0,0,24,51.75,-1.0,7.477426491586207
E07000200,2021-09-13,8.6,0.0935567543031934,0,-1.0,-1.0,11.437382617721584,0.0,0.08,2021,9,0,0,0,0,0,0,0,0,24,52.0,1.0,6.948737333792993
E07000202,2021-09-13,8.6,0.0753213271372928,1,1.0,-1.0,11.84680863857272,1.0,0.141,2021,9,1,0,0,0,0,0,0,0,24,52.0,1.25,6.699052413721288
E07000203,2021-09-13,8.9,0.0865097059311733,0,-1.0,-1.0,11.546340898509632,0.0,0.071,2021,9,0,0,0,0,0,0,0,0,24,52.25,1.0,6.498031598323871
E07000207,2021-09-13,9.9,0.1274401689571702,0,-1.0,-1.0,11.84548290591136,1.0,0.057,2021,9,0,0,0,0,0,0,0,0,24,51.25,-0.5,7.334501471628454
E07000208,2021-09-13,10.0,0.1180484257653459,0,-1.0,-1.0,11.321934436672429,1.0,0.056,2021,9,0,0,0,0,0,0,0,0,24,51.25,-0.25,7.358467926889879
E07000209,2021-09-13,9.9,0.1219648162234855,0,-1.0,-1.0,11.877658852261122,1.0,0.057,2021,9,0,0,0,0,0,0,0,0,24,51.25,-0.5,7.289062461354938
E07000210,2021-09-13,10.0,0.1094591145750615,0,-1.0,-1.0,11.38052486133421,1.0,0.054,2021,9,0,0,0,0,0,0,0,0,24,51.25,-0.25,7.327744260778047
E07000211,2021-09-13,10.0,0.102412274550752,1,63.0,63.0,11.943590374100134,1.0,0.067,2021,9,1,1,1,1,0,0,0,0,24,51.25,-0.25,7.3629480084315
E07000212,2021-09-13,10.4,0.1316546761521624,0,-1.0,-1.0,11.383158406911162,1.0,0.066,2021,9,0,0,0,0,0,0,0,0,24,51.5,-0.5,7.314716634728917
E07000213,2021-09-13,10.4,0.1352072399943701,0,-1.0,-1.0,11.549835818990326,1.0,0.079,2021,9,0,0,0,0,0,0,0,0,24,51.5,-0.5,7.321938882977316
E07000215,2021-09-13,10.0,0.0984955407768684,0,-1.0,-1.0,11.408109245600745,1.0,0.063,2021,9,0,0,0,0,0,0,0,0,24,51.25,0.0,7.399867630431201
E07000216,2021-09-13,10.1,0.1107400865531679,0,-1.0,-1.0,11.777801955768314,0.0,0.054,2021,9,0,0,0,0,0,0,0,0,24,51.25,-0.75,7.2838900629838434
E07000217,2021-09-13,9.9,0.1318910694395849,0,-1.0,-1.0,11.562220263694984,1.0,0.067,2021,9,0,0,0,0,0,0,0,0,24,51.25,-0.5,7.296303250375433
E07000223,2021-09-13,10.7,0.0617192402100334,0,-1.0,-1.0,11.076464923159543,1.0,0.108,2021,9,0,0,0,0,0,0,0,0,24,50.75,-0.25,7.353651886573071
E07000224,2021-09-13,10.6,0.0705420418355254,0,-1.0,-1.0,12.015027145562168,1.0,0.104,2021,9,0,0,0,0,0,0,0,0,24,50.75,-0.5,7.344100871692205
E07000226,2021-09-13,10.0,0.0905335658751661,0,-1.0,-1.0,11.694905296716165,1.0,0.11,2021,9,0,0,0,0,0,0,0,0,24,51.25,-0.25,7.352299967215007
E07000227,2021-09-13,10.2,0.0847513349910367,0,-1.0,-1.0,11.901583454762012,0.0,0.056,2021,9,0,0,0,0,0,0,0,0,24,51.0,-0.25,7.317263441186383
E07000228,2021-09-13,10.2,0.0765398625116568,0,-1.0,-1.0,11.937663648421978,1.0,0.053,2021,9,0,0,0,0,0,0,0,0,24,51.0,-0.25,7.360582752076127
E07000229,2021-09-13,10.6,0.0654241554968509,0,-1.0,-1.0,11.623160082869282,1.0,0.101,2021,9,0,0,0,0,0,0,0,0,24,50.75,-0.5,7.350961480635386
E07000240,2021-09-13,10.0,0.1793368116105769,1,1.0,-1.0,11.9091749056273,1.0,0.06,2021,9,1,0,0,0,0,0,0,0,24,51.75,-0.25,7.416157004340542
E07000241,2021-09-13,10.0,0.1681898174129148,0,-1.0,-1.0,11.693136462767283,1.0,0.086,2021,9,0,0,0,0,0,0,0,0,24,51.75,-0.25,7.426434441222584
E07000242,2021-09-13,9.9,0.1639590152383231,0,-1.0,-1.0,11.922794196215245,1.0,0.06,2021,9,0,0,0,0,0,0,0,0,24,51.75,0.0,7.439000066811612
E07000243,2021-09-13,9.5,0.1995240482720709,0,-1.0,-1.0,11.400428433743082,1.0,0.122,2021,9,0,0,0,0,0,0,0,0,24,52.0,-0.25,7.414780868586663
E09000001,2021-09-13,10.5,0.1263610478020225,2,1.0,-1.0,9.36005264520451,1.0,0.065,2021,9,1,0,0,0,0,0,0,0,24,51.5,0.0,7.431081858632987
E09000002,2021-09-13,10.4,0.1151466339326587,0,-1.0,-1.0,12.295520219247926,1.0,0.194,2021,9,0,0,0,0,0,0,0,0,24,51.5,0.25,7.504743853603076
E09000003,2021-09-13,10.5,0.1458850163428186,0,-1.0,-1.0,12.87121893467506,1.0,0.111,2021,9,0,0,0,0,0,0,0,0,24,51.5,-0.25,7.411020720627751
E09000004,2021-09-13,10.4,0.1049714390989719,0,-1.0,-1.0,12.415672899008923,1.0,0.106,2021,9,0,0,0,0,0,0,0,0,24,51.5,0.25,7.515553679658782
E09000005,2021-09-13,10.5,0.1424912742143295,1,39.0,-1.0,12.762113479497112,1.0,0.155,2021,9,1,0,1,0,0,0,0,0,24,51.5,-0.25,7.3900140138328
E09000006,2021-09-13,10.0,0.104668324360203,0,-1.0,-1.0,12.706541825990495,1.0,0.091,2021,9,0,0,0,0,0,0,0,0,24,51.25,0.0,7.4609184613323665
E09000007,2021-09-13,10.5,0.1322310210689673,0,-1.0,-1.0,12.259461742189076,1.0,0.141,2021,9,0,0,0,0,0,0,0,0,24,51.5,-0.25,7.415901966823562
E09000008,2021-09-13,10.0,0.1110796433753463,0,-1.0,-1.0,12.87567224520067,1.0,0.136,2021,9,0,0,0,0,0,0,0,0,24,51.25,0.0,7.408733397332087
E09000010,2021-09-13,9.9,0.1402840835844256,2,24.0,-1.0,12.70081156938222,1.0,0.171,2021,9,1,0,1,0,0,0,0,0,24,51.75,0.0,7.441212620013012
E09000011,2021-09-13,10.5,0.1127323613788591,0,-1.0,-1.0,12.576038374391665,1.0,0.159,2021,9,0,0,0,0,0,0,0,0,24,51.5,0.0,7.477430672626802
E09000012,2021-09-13,10.5,0.128265823940629,0,-1.0,-1.0,12.47538960696398,1.0,0.196,2021,9,0,0,0,0,0,0,0,0,24,51.5,0.0,7.439967827287111
E09000013,2021-09-13,10.5,0.1313427040744411,0,-1.0,-1.0,12.11893398771341,1.0,0.142,2021,9,0,0,0,0,0,0,0,0,24,51.5,-0.25,7.392617361274502
E09000014,2021-09-13,10.5,0.1353656249422262,0,-1.0,-1.0,12.481284790609685,1.0,0.17,2021,9,0,0,0,0,0,0,0,0,24,51.5,0.0,7.435002542976636
E09000015,2021-09-13,10.5,0.1524236301028877,1,1.0,-1.0,12.472884696222938,1.0,0.109,2021,9,1,0,0,0,0,0,0,0,24,51.5,-0.25,7.385228799164521
E09000016,2021-09-13,10.4,0.1124807684120725,1,28.0,-1.0,12.476427973157676,1.0,0.108,2021,9,1,0,1,0,0,0,0,0,24,51.5,0.25,7.533901123297779
E09000017,2021-09-13,10.4,0.1519856107597645,0,-1.0,-1.0,12.628417813738848,1.0,0.114,2021,9,0,0,0,0,0,0,0,0,24,51.5,-0.5,7.376118901459281
E09000019,2021-09-13,10.5,0.1311063686290212,0,-1.0,-1.0,12.28788302072774,1.0,0.179,2021,9,0,0,0,0,0,0,0,0,24,51.5,0.0,7.4289700412416595
E09000020,2021-09-13,10.5,0.1303769447090931,0,-1.0,-1.0,11.879414096763533,1.0,0.117,2021,9,0,0,0,0,0,0,0,0,24,51.5,-0.25,7.398147475875372
E09000021,2021-09-13,10.5,0.1255726106669742,1,1.0,-1.0,12.031671638203957,1.0,0.078,2021,9,1,0,0,0,0,0,0,0,24,51.5,-0.25,7.360059265839514
E09000022,2021-09-13,10.5,0.1216340562854858,0,-1.0,-1.0,12.668834491244446,1.0,0.153,2021,9,0,0,0,0,0,0,0,0,24,51.5,0.0,7.416473976241374
E09000023,2021-09-13,10.5,0.1146411631977543,0,-1.0,-1.0,12.61158108603281,1.0,0.164,2021,9,0,0,0,0,0,0,0,0,24,51.5,0.0,7.441366607143017
E09000024,2021-09-13,10.5,0.1214201714766203,1,0.0,-1.0,12.278881559987983,1.0,0.1,2021,9,1,0,0,0,0,0,0,0,24,51.5,-0.25,7.386831276710822
E09000025,2021-09-13,10.5,0.1199687636683208,0,-1.0,-1.0,12.786406607907107,1.0,0.169,2021,9,0,0,0,0,0,0,0,0,24,51.5,0.0,7.47135377566172
E09000026,2021-09-13,10.5,0.1223959365354291,0,-1.0,-1.0,12.665255440144245,1.0,0.121,2021,9,0,0,0,0,0,0,0,0,24,51.5,0.0,7.486802232051086
E09000027,2021-09-13,10.5,0.1327394202494907,0,-1.0,-1.0,12.18236891883094,1.0,0.064,2021,9,0,0,0,0,0,0,0,0,24,51.5,-0.25,7.362438817430688
E09000028,2021-09-13,10.5,0.1220706053508826,0,-1.0,-1.0,12.642154248752698,1.0,0.162,2021,9,0,0,0,0,0,0,0,0,24,51.5,0.0,7.430999307451795
E09000029,2021-09-13,10.0,0.1164013848836107,0,-1.0,-1.0,12.25303733501027,1.0,0.095,2021,9,0,0,0,0,0,0,0,0,24,51.25,-0.25,7.384443928542939
E09000030,2021-09-13,10.5,0.1220668487283495,0,-1.0,-1.0,12.65304751159509,1.0,0.192,2021,9,0,0,0,0,0,0,0,0,24,51.5,0.0,7.45037550490789
E09000031,2021-09-13,10.5,0.1301107959443716,1,2.0,-1.0,12.535905029897908,1.0,0.152,2021,9,1,0,0,0,0,0,0,0,24,51.5,0.0,7.45754953923132
E09000032,2021-09-13,10.5,0.1249834592962023,0,-1.0,-1.0,12.702075959604334,1.0,0.107,2021,9,0,0,0,0,0,0,0,0,24,51.5,-0.25,7.3952029675152176
E09000033,2021-09-13,10.5,0.1300697729550507,1,0.0,-1.0,12.234460859988475,1.0,0.135,2021,9,1,0,0,0,0,0,0,0,24,51.5,-0.25,7.409620579032664
E06000031,2021-09-14,7.6,16.688591758448116,0,-1.0,-1.0,12.2852072486939,1.0,0.156,2021,9,0,0,0,0,0,0,0,0,24,52.5,-0.25,5.539018912577394
E06000032,2021-09-14,8.2,10.790472771566453,0,-1.0,-1.0,12.3236689970955,1.0,0.155,2021,9,0,0,0,0,0,0,0,0,24,52.0,-0.5,5.395713988011492
E06000033,2021-09-14,9.6,10.952888289801695,0,-1.0,-1.0,12.10434441402282,1.0,0.144,2021,9,0,0,0,0,0,0,0,0,24,51.5,0.75,5.618736567079092
E06000034,2021-09-14,8.5,11.24129997552369,0,-1.0,-1.0,12.077858519724389,1.0,0.13,2021,9,0,0,0,0,0,0,0,0,24,51.5,0.25,5.572669795390551
E06000035,2021-09-14,9.1,10.916627011387792,0,-1.0,-1.0,12.54219839355972,1.0,0.134,2021,9,0,0,0,0,0,0,0,0,24,51.5,0.5,5.756216002454523
E06000043,2021-09-14,9.9,10.40714448958192,0,-1.0,-1.0,12.535376392672774,1.0,0.123,2021,9,0,0,0,0,0,0,0,0,24,50.75,-0.25,6.337429222658245
E06000055,2021-09-14,8.8,11.501678199583392,1,479.0,-1.0,12.132404576604838,1.0,0.114,2021,9,1,0,1,0,1,0,0,0,24,52.25,-0.5,5.354643751268989
E06000056,2021-09-14,8.2,10.869000545440151,3,1.0,-1.0,12.596934983621066,0.0,0.077,2021,9,1,0,0,0,0,0,0,0,24,52.0,-0.5,5.3718803491980935
E06000060,2021-09-14,8.0,10.490133145586013,0,-1.0,-1.0,13.227013440750667,1.0,0.06325,2021,9,0,0,0,0,0,0,0,0,24,51.75,-0.75,5.419810043700485
E07000008,2021-09-14,7.5,12.612726939066402,3,109.0,-1.0,11.91064061961833,1.0,0.077,2021,9,1,0,1,0,1,0,0,0,24,52.25,0.25,5.4697640271563
E07000009,2021-09-14,7.5,13.98143482553043,0,-1.0,-1.0,11.38651154011457,0.0,0.07,2021,9,0,0,0,0,0,0,0,0,24,52.25,0.25,5.6317598516719
E07000010,2021-09-14,7.3,16.58858258071081,2,3.0,-1.0,11.539869200417774,0.0,0.14,2021,9,1,0,0,0,0,0,0,0,24,52.5,0.0,5.648533676088793
E07000011,2021-09-14,7.2,13.792712884605152,0,-1.0,-1.0,12.110810964549762,0.0,0.074,2021,9,0,0,0,0,0,0,0,0,24,52.25,-0.25,5.448212405964109
E07000012,2021-09-14,7.4,12.222187080339436,2,227.0,-1.0,12.001763115309677,0.0,0.056,2021,9,1,0,1,0,1,0,0,0,24,52.25,0.0,5.443630767363839
E07000061,2021-09-14,9.2,9.634154679620556,0,-1.0,-1.0,11.535704051859568,1.0,0.141,2021,9,0,0,0,0,0,0,0,0,24,50.75,0.25,6.723540284328076
E07000062,2021-09-14,9.1,9.300445504923486,0,-1.0,-1.0,11.41832903038917,1.0,0.202,2021,9,0,0,0,0,0,0,0,0,24,50.75,0.5,6.735829904010801
E07000063,2021-09-14,10.0,10.351406316243262,0,-1.0,-1.0,11.514584088693098,1.0,0.099,2021,9,0,0,0,0,0,0,0,0,24,51.0,0.0,6.361974212433128
E07000064,2021-09-14,9.8,9.71368767562419,0,-1.0,-1.0,11.45448034132121,0.0,0.113,2021,9,0,0,0,0,0,0,0,0,24,51.0,0.5,6.528868324514081
E07000065,2021-09-14,9.3,10.36055035073378,2,1.0,-1.0,12.002063606215954,0.0,0.073,2021,9,1,0,0,0,0,0,0,0,24,51.0,0.25,6.31007580955945
E07000066,2021-09-14,9.1,11.238858200533029,0,-1.0,-1.0,12.160656781999691,1.0,0.138,2021,9,0,0,0,0,0,0,0,0,24,51.5,0.5,5.519380340358872
E07000067,2021-09-14,9.4,11.399203688521952,0,-1.0,-1.0,11.98601183767587,0.0,0.092,2021,9,0,0,0,0,0,0,0,0,24,52.0,0.5,5.456730335069548
E07000068,2021-09-14,8.3,11.291760730612,0,-1.0,-1.0,11.253001221229496,1.0,0.064,2021,9,0,0,0,0,0,0,0,0,24,51.75,0.25,5.481549150240453
E07000069,2021-09-14,9.1,11.119467506437232,1,72.0,-1.0,11.404359818363451,1.0,0.107,2021,9,1,0,1,0,0,0,0,0,24,51.5,0.5,5.5751461740793165
E07000070,2021-09-14,8.8,11.27505936734981,0,-1.0,-1.0,12.110810964549762,1.0,0.077,2021,9,0,0,0,0,0,0,0,0,24,51.75,0.5,5.46169523075857
