LAD21CD,date,gust_grid,hours,grid_lat,grid_lon
E07000008,2023-12-21,21.0,24,52.25,0.25
E07000008,2023-12-22,18.8,24,52.25,0.25
E07000008,2023-12-23,16.9,24,52.25,0.25
E07000008,2023-12-24,19.6,24,52.25,0.25
E07000008,2023-12-25,14.6,24,52.25,0.25
E07000008,2023-12-26,13.3,24,52.25,0.25
E07000008,2023-12-27,19.8,24,52.25,0.25
E07000008,2023-12-28,21.2,24,52.25,0.25
E07000008,2023-12-29,16.4,24,52.25,0.25
E07000008,2023-12-30,18.7,24,52.25,0.25
E07000008,2023-12-31,25.3,24,52.25,0.25
E07000008,2024-01-01,15.1,24,52.25,0.25
E07000008,2024-01-02,20.3,24,52.25,0.25
E07000008,2024-01-03,13.2,24,52.25,0.25
E07000008,2024-01-04,12.2,24,52.25,0.25
E07000008,2024-01-05,15.1,24,52.25,0.25
E07000008,2024-01-06,9.0,24,52.25,0.25
E07000008,2024-01-07,11.7,24,52.25,0.25
E07000008,2024-01-08,12.8,24,52.25,0.25
E07000008,2024-01-09,14.1,24,52.25,0.25
E07000008,2024-01-10,11.2,24,52.25,0.25
E07000008,2024-01-11,9.2,24,52.25,0.25
E07000008,2024-01-12,8.0,24,52.25,0.25
E07000008,2024-01-13,6.9,24,52.25,0.25
E07000008,2024-01-14,7.6,24,52.25,0.25
E07000008,2024-01-15,11.7,24,52.25,0.25
E07000008,2024-01-16,9.2,24,52.25,0.25
E07000008,2024-01-17,8.7,24,52.25,0.25
E07000008,2024-01-18,9.9,24,52.25,0.25
E07000008,2024-01-19,9.0,24,52.25,0.25
E07000008,2024-01-20,14.6,24,52.25,0.25
E07000008,2024-01-21,29.1,24,52.25,0.25
E07000008,2024-01-22,26.2,24,52.25,0.25
E07000008,2024-01-23,22.2,24,52.25,0.25
E07000008,2024-01-24,23.4,24,52.25,0.25
E07000008,2024-01-25,13.6,24,52.25,0.25
E07000008,2024-01-26,19.7,24,52.25,0.25
E07000008,2024-01-27,9.5,24,52.25,0.25
E07000008,2024-01-28,10.7,24,52.25,0.25
E07000008,2024-01-29,10.3,24,52.25,0.25
E07000008,2024-01-30,12.2,24,52.25,0.25
E07000008,2024-01-31,15.3,24,52.25,0.25
E07000008,2024-02-01,10.4,24,52.25,0.25
E07000008,2024-02-02,14.7,24,52.25,0.25
E07000008,2024-02-03,12.0,24,52.25,0.25
E07000008,2024-02-04,17.0,24,52.25,0.25
E07000008,2024-02-05,17.8,24,52.25,0.25
E07000008,2024-02-06,21.4,24,52.25,0.25
E07000008,2024-02-07,6.1,24,52.25,0.25
E07000008,2024-02-08,12.9,24,52.25,0.25
E07000008,2024-02-09,14.9,24,52.25,0.25
E07000008,2024-02-10,7.7,24,52.25,0.25
E07000008,2024-02-11,11.1,24,52.25,0.25
E07000008,2024-02-12,10.1,24,52.25,0.25
E07000008,2024-02-13,12.7,24,52.25,0.25
E07000008,2024-02-14,12.6,24,52.25,0.25
E07000008,2024-02-15,10.7,24,52.25,0.25
E07000008,2024-02-16,11.2,24,52.25,0.25
E07000008,2024-02-17,13.9,24,52.25,0.25
E07000008,2024-02-18,13.4,24,52.25,0.25
E07000008,2024-02-19,13.2,24,52.25,0.25
E07000008,2024-02-20,14.8,24,52.25,0.25
E07000008,2024-02-21,17.7,24,52.25,0.25
E07000008,2024-02-22,15.3,24,52.25,0.25
E07000008,2024-02-23,12.0,24,52.25,0.25
E07000008,2024-02-24,5.7,24,52.25,0.25
E07000008,2024-02-25,14.0,24,52.25,0.25
E07000008,2024-02-26,19.4,24,52.25,0.25
E07000008,2024-02-27,8.4,24,52.25,0.25
E07000008,2024-02-28,12.2,24,52.25,0.25
E07000008,2024-02-29,12.3,24,52.25,0.25
E07000008,2024-03-01,18.5,24,52.25,0.25
E07000008,2024-03-02,14.6,24,52.25,0.25
E07000008,2024-03-03,4.3,24,52.25,0.25
E07000008,2024-03-04,11.2,24,52.25,0.25
E07000008,2024-03-05,9.5,24,52.25,0.25
E07000008,2024-03-06,5.4,24,52.25,0.25
E07000008,2024-03-07,11.8,24,52.25,0.25
E07000008,2024-03-08,13.4,24,52.25,0.25
E07000008,2024-03-09,13.5,24,52.25,0.25
E07000008,2024-03-10,10.2,24,52.25,0.25
E07000008,2024-03-11,10.3,24,52.25,0.25
E07000008,2024-03-12,11.1,24,52.25,0.25
E07000008,2024-03-13,15.2,24,52.25,0.25
E07000008,2024-03-14,14.2,24,52.25,0.25
E07000008,2024-03-15,15.2,24,52.25,0.25
E07000008,2024-03-16,8.6,24,52.25,0.25
E07000008,2024-03-17,10.4,24,52.25,0.25
E07000008,2024-03-18,9.4,24,52.25,0.25
E07000008,2024-03-19,14.2,24,52.25,0.25
E07000008,2024-03-20,7.6,24,52.25,0.25
E07000008,2024-03-21,11.4,24,52.25,0.25
E07000008,2024-03-22,9.7,24,52.25,0.25
E07000008,2024-03-23,18.2,24,52.25,0.25
E07000008,2024-03-24,16.6,24,52.25,0.25
E07000008,2024-03-25,11.6,24,52.25,0.25
E07000008,2024-03-26,7.1,24,52.25,0.25
E07000008,2024-03-27,18.3,24,52.25,0.25
E07000008,2024-03-28,20.6,24,52.25,0.25
E07000008,2024-03-29,16.5,24,52.25,0.25
E07000008,2024-03-30,6.7,24,52.25,0.25
E07000008,2024-03-31,12.8,24,52.25,0.25
E07000009,2021-04-01,11.9,24,52.25,0.25
E07000009,2021-04-02,12.2,24,52.25,0.25
E07000009,2021-04-03,12.1,24,52.25,0.25
E07000009,2021-04-04,10.4,24,52.25,0.25
E07000009,2021-04-05,16.4,24,52.25,0.25
E07000009,2021-04-06,15.2,24,52.25,0.25
E07000009,2021-04-07,12.0,24,52.25,0.25
E07000009,2021-04-08,13.7,24,52.25,0.25
E07000009,2021-04-09,10.7,24,52.25,0.25
E07000009,2021-04-10,11.3,24,52.25,0.25
E07000009,2021-04-11,10.8,24,52.25,0.25
E07000009,2021-04-12,7.9,24,52.25,0.25
E07000009,2021-04-13,7.6,24,52.25,0.25
E07000009,2021-04-14,9.8,24,52.25,0.25
E07000009,2021-04-15,11.2,24,52.25,0.25
E07000009,2021-04-16,6.4,24,52.25,0.25
E07000009,2021-04-17,7.7,24,52.25,0.25
E07000009,2021-04-18,6.6,24,52.25,0.25
E07000009,2021-04-19,5.2,24,52.25,0.25
E07000009,2021-04-20,5.4,24,52.25,0.25
E07000009,2021-04-21,12.1,24,52.25,0.25
E07000009,2021-04-22,7.3,24,52.25,0.25
E07000009,2021-04-23,9.8,24,52.25,0.25
E07000009,2021-04-24,8.7,24,52.25,0.25
E07000009,2021-04-25,10.9,24,52.25,0.25
E07000009,2021-04-26,8.8,24,52.25,0.25
E07000009,2021-04-27,6.4,24,52.25,0.25
E07000009,2021-04-28,14.5,24,52.25,0.25
E07000009,2021-04-29,10.3,24,52.25,0.25
E07000009,2021-04-30,8.5,24,52.25,0.25
E07000009,2021-05-01,9.1,24,52.25,0.25
E07000009,2021-05-02,7.1,24,52.25,0.25
E07000009,2021-05-03,24.1,24,52.25,0.25
E07000009,2021-05-04,23.7,24,52.25,0.25
E07000009,2021-05-05,11.8,24,52.25,0.25
E07000009,2021-05-06,10.3,24,52.25,0.25
E07000009,2021-05-07,10.6,24,52.25,0.25
E07000009,2021-05-08,16.3,24,52.25,0.25
E07000009,2021-05-09,15.7,24,52.25,0.25
E07000009,2021-05-10,19.5,24,52.25,0.25
E07000009,2021-05-11,10.5,24,52.25,0.25
E07000009,2021-05-12,9.9,24,52.25,0.25
E07000009,2021-05-13,11.9,24,52.25,0.25
E07000009,2021-05-14,8.7,24,52.25,0.25
E07000009,2021-05-15,10.5,24,52.25,0.25
E07000009,2021-05-16,8.9,24,52.25,0.25
E07000009,2021-05-17,9.3,24,52.25,0.25
E07000009,2021-05-18,9.3,24,52.25,0.25
E07000009,2021-05-19,9.4,24,52.25,0.25
E07000009,2021-05-20,20.1,24,52.25,0.25
E07000009,2021-05-21,22.7,24,52.25,0.25
E07000009,2021-05-22,13.0,24,52.25,0.25
E07000009,2021-05-23,17.6,24,52.25,0.25
E07000009,2021-05-24,15.9,24,52.25,0.25
E07000009,2021-05-25,14.7,24,52.25,0.25
E07000009,2021-05-26,13.1,24,52.25,0.25
E07000009,2021-05-27,6.8,24,52.25,0.25
E07000009,2021-05-28,6.8,24,52.25,0.25
E07000009,2021-05-29,7.2,24,52.25,0.25
E07000009,2021-05-30,8.8,24,52.25,0.25
E07000009,2021-05-31,9.1,24,52.25,0.25
E07000009,2021-06-01,10.3,24,52.25,0.25
E07000009,2021-06-02,10.3,24,52.25,0.25
E07000009,2021-06-03,8.5,24,52.25,0.25
E07000009,2021-06-04,8.9,24,52.25,0.25
E07000009,2021-06-05,6.0,24,52.25,0.25
E07000009,2021-06-06,5.5,24,52.25,0.25
E07000009,2021-06-07,8.8,24,52.25,0.25
E07000009,2021-06-08,6.4,24,52.25,0.25
E07000009,2021-06-09,7.8,24,52.25,0.25
E07000009,2021-06-10,9.1,24,52.25,0.25
E07000009,2021-06-11,12.5,24,52.25,0.25
E07000009,2021-06-12,8.7,24,52.25,0.25
E07000009,2021-06-13,7.0,24,52.25,0.25
E07000009,2021-06-14,9.9,24,52.25,0.25
E07000009,2021-06-15,8.1,24,52.25,0.25
E07000009,2021-06-16,8.5,24,52.25,0.25
E07000009,2021-06-17,9.4,24,52.25,0.25
E07000009,2021-06-18,12.7,24,52.25,0.25
E07000009,2021-06-19,10.0,24,52.25,0.25
E07000009,2021-06-20,8.6,24,52.25,0.25
E07000009,2021-06-21,12.4,24,52.25,0.25
E07000009,2021-06-22,12.2,24,52.25,0.25
E07000009,2021-06-23,6.4,24,52.25,0.25
E07000009,2021-06-24,6.3,24,52.25,0.25
E07000009,2021-06-25,9.2,24,52.25,0.25
E07000009,2021-06-26,8.0,24,52.25,0.25
E07000009,2021-06-27,12.1,24,52.25,0.25
E07000009,2021-06-28,10.2,24,52.25,0.25
E07000009,2021-06-29,10.3,24,52.25,0.25
E07000009,2021-06-30,9.8,24,52.25,0.25
E07000009,2021-07-01,7.5,24,52.25,0.25
E07000009,2021-07-02,7.9,24,52.25,0.25
E07000009,2021-07-03,10.3,24,52.25,0.25
E07000009,2021-07-04,10.2,24,52.25,0.25
E07000009,2021-07-05,10.9,24,52.25,0.25
E07000009,2021-07-06,18.2,24,52.25,0.25
E07000009,2021-07-07,11.7,24,52.25,0.25
E07000009,2021-07-08,7.9,24,52.25,0.25
E07000009,2021-07-09,5.7,24,52.25,0.25
E07000009,2021-07-10,5.7,24,52.25,0.25
E07000009,2021-07-11,6.3,24,52.25,0.25
E07000009,2021-07-12,5.0,24,52.25,0.25
E07000009,2021-07-13,11.2,24,52.25,0.25
E07000009,2021-07-14,12.8,24,52.25,0.25
E07000009,2021-07-15,12.7,24,52.25,0.25
E07000009,2021-07-16,9.8,24,52.25,0.25
E07000009,2021-07-17,7.7,24,52.25,0.25
E07000009,2021-07-18,6.1,24,52.25,0.25
E07000009,2021-07-19,8.1,24,52.25,0.25
E07000009,2021-07-20,7.4,24,52.25,0.25
E07000009,2021-07-21,6.3,24,52.25,0.25
E07000009,2021-07-22,6.9,24,52.25,0.25
E07000009,2021-07-23,10.1,24,52.25,0.25
E07000009,2021-07-24,12.6,24,52.25,0.25
E07000009,2021-07-25,10.6,24,52.25,0.25
E07000009,2021-07-26,7.0,24,52.25,0.25
E07000009,2021-07-27,7.5,24,52.25,0.25
E07000009,2021-07-28,17.7,24,52.25,0.25
E07000009,2021-07-29,15.4,24,52.25,0.25
E07000009,2021-07-30,15.8,24,52.25,0.25
E07000009,2021-07-31,11.1,24,52.25,0.25
E07000009,2021-08-01,9.1,24,52.25,0.25
E07000009,2021-08-02,4.8,24,52.25,0.25
E07000009,2021-08-03,8.0,24,52.25,0.25
E07000009,2021-08-04,5.9,24,52.25,0.25
E07000009,2021-08-05,13.1,24,52.25,0.25
E07000009,2021-08-06,17.8,24,52.25,0.25
E07000009,2021-08-07,11.0,24,52.25,0.25
E07000009,2021-08-08,16.6,24,52.25,0.25
E07000009,2021-08-09,13.6,24,52.25,0.25
E07000009,2021-08-10,10.3,24,52.25,0.25
E07000009,2021-08-11,10.1,24,52.25,0.25
E07000009,2021-08-12,11.6,24,52.25,0.25
E07000009,2021-08-13,14.9,24,52.25,0.25
E07000009,2021-08-14,11.1,24,52.25,0.25
E07000009,2021-08-15,12.5,24,52.25,0.25
E07000009,2021-08-16,13.8,24,52.25,0.25
E07000009,2021-08-17,10.3,24,52.25,0.25
E07000009,2021-08-18,10.9,24,52.25,0.25
E07000009,2021-08-19,9.2,24,52.25,0.25
E07000009,2021-08-20,6.5,24,52.25,0.25
E07000009,2021-08-21,8.2,24,52.25,0.25
E07000009,2021-08-22,8.6,24,52.25,0.25
E07000009,2021-08-23,9.8,24,52.25,0.25
E07000009,2021-08-24,10.2,24,52.25,0.25
E07000009,2021-08-25,9.2,24,52.25,0.25
E07000009,2021-08-26,13.5,24,52.25,0.25
E07000009,2021-08-27,9.3,24,52.25,0.25
E07000009,2021-08-28,11.5,24,52.25,0.25
E07000009,2021-08-29,10.7,24,52.25,0.25
E07000009,2021-08-30,11.4,24,52.25,0.25
E07000009,2021-08-31,10.7,24,52.25,0.25
E07000009,2021-09-01,11.1,24,52.25,0.25
E07000009,2021-09-02,9.2,24,52.25,0.25
E07000009,2021-09-03,8.8,24,52.25,0.25
E07000009,2021-09-04,7.8,24,52.25,0.25
E07000009,2021-09-05,6.6,24,52.25,0.25
E07000009,2021-09-06,5.2,24,52.25,0.25
E07000009,2021-09-07,6.9,24,52.25,0.25
E07000009,2021-09-08,10.8,24,52.25,0.25
E07000009,2021-09-09,11.2,24,52.25,0.25
E07000009,2021-09-10,9.2,24,52.25,0.25
E07000009,2021-09-11,9.5,24,52.25,0.25
E07000009,2021-09-12,6.5,24,52.25,0.25
E07000009,2021-09-13,9.0,24,52.25,0.25
E07000009,2021-09-14,7.5,24,52.25,0.25
E07000009,2021-09-15,9.5,24,52.25,0.25
E07000009,2021-09-16,7.0,24,52.25,0.25
E07000009,2021-09-17,8.6,24,52.25,0.25
E07000009,2021-09-18,8.6,24,52.25,0.25
E07000009,2021-09-19,6.2,24,52.25,0.25
E07000009,2021-09-20,8.6,24,52.25,0.25
E07000009,2021-09-21,6.2,24,52.25,0.25
E07000009,2021-09-22,9.1,24,52.25,0.25
E07000009,2021-09-23,14.9,24,52.25,0.25
E07000009,2021-09-24,10.4,24,52.25,0.25
E07000009,2021-09-25,6.5,24,52.25,0.25
E07000009,2021-09-26,11.5,24,52.25,0.25
E07000009,2021-09-27,20.6,24,52.25,0.25
E07000009,2021-09-28,16.1,24,52.25,0.25
E07000009,2021-09-29,17.5,24,52.25,0.25
E07000009,2021-09-30,17.6,24,52.25,0.25
E07000009,2021-10-01,17.3,24,52.25,0.25
E07000009,2021-10-02,18.3,24,52.25,0.25
E07000009,2021-10-03,16.9,24,52.25,0.25
E07000009,2021-10-04,15.3,24,52.25,0.25
E07000009,2021-10-05,17.5,24,52.25,0.25
E07000009,2021-10-06,17.8,24,52.25,0.25
E07000009,2021-10-07,7.2,24,52.25,0.25
E07000009,2021-10-08,4.7,24,52.25,0.25
E07000009,2021-10-09,4.2,24,52.25,0.25
E07000009,2021-10-10,7.8,24,52.25,0.25
E07000009,2021-10-11,8.7,24,52.25,0.25
E07000009,2021-10-12,9.8,24,52.25,0.25
E07000009,2021-10-13,8.5,24,52.25,0.25
E07000009,2021-10-14,11.4,24,52.25,0.25
E07000009,2021-10-15,9.3,24,52.25,0.25
E07000009,2021-10-16,6.6,24,52.25,0.25
E07000009,2021-10-17,9.5,24,52.25,0.25
E07000009,2021-10-18,12.6,24,52.25,0.25
E07000009,2021-10-19,19.0,24,52.25,0.25
E07000009,2021-10-20,19.3,24,52.25,0.25
E07000009,2021-10-21,15.9,24,52.25,0.25
E07000009,2021-10-22,16.0,24,52.25,0.25
E07000009,2021-10-23,9.2,24,52.25,0.25
E07000009,2021-10-24,13.5,24,52.25,0.25
E07000009,2021-10-25,12.1,24,52.25,0.25
E07000009,2021-10-26,13.0,24,52.25,0.25
E07000009,2021-10-27,16.4,24,52.25,0.25
E07000009,2021-10-28,15.3,24,52.25,0.25
E07000009,2021-10-29,18.8,24,52.25,0.25
E07000009,2021-10-30,12.7,24,52.25,0.25
E07000009,2021-10-31,23.7,24,52.25,0.25
E07000009,2021-11-01,16.8,24,52.25,0.25
E07000009,2021-11-02,5.6,24,52.25,0.25
E07000009,2021-11-03,11.1,24,52.25,0.25
E07000009,2021-11-04,12.2,24,52.25,0.25
E07000009,2021-11-05,8.1,24,52.25,0.25
E07000009,2021-11-06,14.9,24,52.25,0.25
E07000009,2021-11-07,16.4,24,52.25,0.25
E07000009,2021-11-08,6.6,24,52.25,0.25
E07000009,2021-11-09,10.1,24,52.25,0.25
E07000009,2021-11-10,7.1,24,52.25,0.25
E07000009,2021-11-11,7.5,24,52.25,0.25
E07000009,2021-11-12,13.0,24,52.25,0.25
E07000009,2021-11-13,12.9,24,52.25,0.25
E07000009,2021-11-14,8.9,24,52.25,0.25
E07000009,2021-11-15,3.1,24,52.25,0.25
E07000009,2021-11-16,6.8,24,52.25,0.25
E07000009,2021-11-17,10.3,24,52.25,0.25
E07000009,2021-11-18,13.2,24,52.25,0.25
E07000009,2021-11-19,9.5,24,52.25,0.25
E07000009,2021-11-20,8.2,24,52.25,0.25
E07000009,2021-11-21,13.6,24,52.25,0.25
E07000009,2021-11-22,8.8,24,52.25,0.25
E07000009,2021-11-23,4.4,24,52.25,0.25
E07000009,2021-11-24,5.6,24,52.25,0.25
E07000009,2021-11-25,10.3,24,52.25,0.25
E07000009,2021-11-26,16.2,24,52.25,0.25
E07000009,2021-11-27,21.4,24,52.25,0.25
E07000009,2021-11-28,17.8,24,52.25,0.25
E07000009,2021-11-29,10.9,24,52.25,0.25
E07000009,2021-11-30,15.8,24,52.25,0.25
E07000009,2021-12-01,19.5,24,52.25,0.25
E07000009,2021-12-02,13.3,24,52.25,0.25
E07000009,2021-12-03,12.8,24,52.25,0.25
E07000009,2021-12-04,15.7,24,52.25,0.25
E07000009,2021-12-05,15.4,24,52.25,0.25
E07000009,2021-12-06,12.8,24,52.25,0.25
E07000009,2021-12-07,23.0,24,52.25,0.25
E07000009,2021-12-08,17.9,24,52.25,0.25
E07000009,2021-12-09,11.6,24,52.25,0.25
E07000009,2021-12-10,14.5,24,52.25,0.25
E07000009,2021-12-11,11.0,24,52.25,0.25
E07000009,2021-12-12,11.5,24,52.25,0.25
E07000009,2021-12-13,11.5,24,52.25,0.25
E07000009,2021-12-14,9.4,24,52.25,0.25
E07000009,2021-12-15,9.3,24,52.25,0.25
E07000009,2021-12-16,5.1,24,52.25,0.25
E07000009,2021-12-17,5.2,24,52.25,0.25
E07000009,2021-12-18,6.3,24,52.25,0.25
E07000009,2021-12-19,6.3,24,52.25,0.25
E07000009,2021-12-20,5.8,24,52.25,0.25
E07000009,2021-12-21,3.7,24,52.25,0.25
E07000009,2021-12-22,8.7,24,52.25,0.25
E07000009,2021-12-23,10.0,24,52.25,0.25
E07000009,2021-12-24,9.0,24,52.25,0.25
E07000009,2021-12-25,12.9,24,52.25,0.25
E07000009,2021-12-26,11.2,24,52.25,0.25
E07000009,2021-12-27,10.0,24,52.25,0.25
E07000009,2021-12-28,14.7,24,52.25,0.25
E07000009,2021-12-29,16.5,24,52.25,0.25
E07000009,2021-12-30,16.0,24,52.25,0.25
E07000009,2021-12-31,17.1,24,52.25,0.25
E07000009,2022-01-01,13.4,24,52.25,0.25
E07000009,2022-01-02,15.5,24,52.25,0.25
E07000009,2022-01-03,15.1,24,52.25,0.25
E07000009,2022-01-04,12.0,24,52.25,0.25
E07000009,2022-01-05,12.8,24,52.25,0.25
E07000009,2022-01-06,15.2,24,52.25,0.25
E07000009,2022-01-07,13.4,24,52.25,0.25
E07000009,2022-01-08,15.3,24,52.25,0.25
E07000009,2022-01-09,12.5,24,52.25,0.25
E07000009,2022-01-10,9.6,24,52.25,0.25
E07000009,2022-01-11,9.3,24,52.25,0.25
E07000009,2022-01-12,5.1,24,52.25,0.25
E07000009,2022-01-13,5.4,24,52.25,0.25
E07000009,2022-01-14,3.9,24,52.25,0.25
E07000009,2022-01-15,7.0,24,52.25,0.25
E07000009,2022-01-16,8.4,24,52.25,0.25
E07000009,2022-01-17,6.0,24,52.25,0.25
E07000009,2022-01-18,6.4,24,52.25,0.25
E07000009,2022-01-19,11.6,24,52.25,0.25
E07000009,2022-01-20,11.0,24,52.25,0.25
E07000009,2022-01-21,7.5,24,52.25,0.25
E07000009,2022-01-22,7.7,24,52.25,0.25
E07000009,2022-01-23,4.4,24,52.25,0.25
E07000009,2022-01-24,3.8,24,52.25,0.25
E07000009,2022-01-25,5.1,24,52.25,0.25
E07000009,2022-01-26,11.3,24,52.25,0.25
E07000009,2022-01-27,12.3,24,52.25,0.25
E07000009,2022-01-28,10.8,24,52.25,0.25
E07000009,2022-01-29,20.4,24,52.25,0.25
E07000009,2022-01-30,16.3,24,52.25,0.25
E07000009,2022-01-31,18.9,24,52.25,0.25
E07000009,2022-02-01,19.2,24,52.25,0.25
E07000009,2022-02-02,12.8,24,52.25,0.25
E07000009,2022-02-03,12.6,24,52.25,0.25
E07000009,2022-02-04,16.2,24,52.25,0.25
E07000009,2022-02-05,18.5,24,52.25,0.25
E07000009,2022-02-06,20.6,24,52.25,0.25
E07000009,2022-02-07,13.0,24,52.25,0.25
E07000009,2022-02-08,14.9,24,52.25,0.25
E07000009,2022-02-09,12.4,24,52.25,0.25
E07000009,2022-02-10,11.5,24,52.25,0.25
E07000009,2022-02-11,9.3,24,52.25,0.25
E07000009,2022-02-12,16.5,24,52.25,0.25
E07000009,2022-02-13,18.7,24,52.25,0.25
E07000009,2022-02-14,16.0,24,52.25,0.25
E07000009,2022-02-15,17.2,24,52.25,0.25
E07000009,2022-02-16,23.6,24,52.25,0.25
E07000009,2022-02-17,21.1,24,52.25,0.25
E07000009,2022-02-18,28.5,24,52.25,0.25
E07000009,2022-02-19,18.7,24,52.25,0.25
E07000009,2022-02-20,26.6,24,52.25,0.25
E07000009,2022-02-21,25.5,24,52.25,0.25
E07000009,2022-02-22,19.2,24,52.25,0.25
E07000009,2022-02-23,16.2,24,52.25,0.25
E07000009,2022-02-24,18.4,24,52.25,0.25
E07000009,2022-02-25,16.0,24,52.25,0.25
E07000009,2022-02-26,12.5,24,52.25,0.25
E07000009,2022-02-27,13.3,24,52.25,0.25
E07000009,2022-02-28,11.5,24,52.25,0.25
E07000009,2022-03-01,11.0,24,52.25,0.25
E07000009,2022-03-02,9.4,24,52.25,0.25
E07000009,2022-03-03,8.2,24,52.25,0.25
E07000009,2022-03-04,8.5,24,52.25,0.25
E07000009,2022-03-05,15.8,24,52.25,0.25
E07000009,2022-03-06,13.0,24,52.25,0.25
E07000009,2022-03-07,10.7,24,52.25,0.25
E07000009,2022-03-08,13.5,24,52.25,0.25
E07000009,2022-03-09,14.4,24,52.25,0.25
E07000009,2022-03-10,12.1,24,52.25,0.25
E07000009,2022-03-11,16.6,24,52.25,0.25
E07000009,2022-03-12,15.8,24,52.25,0.25
E07000009,2022-03-13,13.3,24,52.25,0.25
E07000009,2022-03-14,9.1,24,52.25,0.25
E07000009,2022-03-15,9.8,24,52.25,0.25
E07000009,2022-03-16,13.5,24,52.25,0.25
E07000009,2022-03-17,11.9,24,52.25,0.25
E07000009,2022-03-18,8.0,24,52.25,0.25
E07000009,2022-03-19,14.3,24,52.25,0.25
E07000009,2022-03-20,8.8,24,52.25,0.25
E07000009,2022-03-21,6.5,24,52.25,0.25
E07000009,2022-03-22,8.5,24,52.25,0.25
E07000009,2022-03-23,5.8,24,52.25,0.25
E07000009,2022-03-24,3.5,24,52.25,0.25
E07000009,2022-03-25,6.8,24,52.25,0.25
E07000009,2022-03-26,8.3,24,52.25,0.25
E07000009,2022-03-27,8.0,24,52.25,0.25
E07000009,2022-03-28,4.4,24,52.25,0.25
E07000009,2022-03-29,6.3,24,52.25,0.25
E07000009,2022-03-30,10.3,24,52.25,0.25
E07000009,2022-03-31,19.9,24,52.25,0.25
E07000009,2022-04-01,17.0,24,52.25,0.25
E07000009,2022-04-02,8.9,24,52.25,0.25
E07000009,2022-04-03,9.4,24,52.25,0.25
E07000009,2022-04-04,15.1,24,52.25,0.25
E07000009,2022-04-05,13.7,24,52.25,0.25
E07000009,2022-04-06,21.0,24,52.25,0.25
E07000009,2022-04-07,25.3,24,52.25,0.25
E07000009,2022-04-08,9.8,24,52.25,0.25
E07000009,2022-04-09,11.8,24,52.25,0.25
E07000009,2022-04-10,8.2,24,52.25,0.25
E07000009,2022-04-11,15.5,24,52.25,0.25
E07000009,2022-04-12,12.9,24,52.25,0.25
E07000009,2022-04-13,12.3,24,52.25,0.25
E07000009,2022-04-14,5.2,24,52.25,0.25
E07000009,2022-04-15,8.3,24,52.25,0.25
E07000009,2022-04-16,8.8,24,52.25,0.25
E07000009,2022-04-17,10.9,24,52.25,0.25
E07000009,2022-04-18,7.5,24,52.25,0.25
E07000009,2022-04-19,10.2,24,52.25,0.25
E07000009,2022-04-20,11.1,24,52.25,0.25
E07000009,2022-04-21,11.8,24,52.25,0.25
E07000009,2022-04-22,14.6,24,52.25,0.25
E07000009,2022-04-23,15.9,24,52.25,0.25
E07000009,2022-04-24,12.8,24,52.25,0.25
E07000009,2022-04-25,10.3,24,52.25,0.25
E07000009,2022-04-26,8.8,24,52.25,0.25
E07000009,2022-04-27,8.1,24,52.25,0.25
E07000009,2022-04-28,7.8,24,52.25,0.25
E07000009,2022-04-29,9.1,24,52.25,0.25
E07000009,2022-04-30,5.5,24,52.25,0.25
E07000009,2022-05-01,9.3,24,52.25,0.25
E07000009,2022-05-02,4.9,24,52.25,0.25
E07000009,2022-05-03,6.6,24,52.25,0.25
E07000009,2022-05-04,8.3,24,52.25,0.25
E07000009,2022-05-05,7.1,24,52.25,0.25
E07000009,2022-05-06,10.2,24,52.25,0.25
E07000009,2022-05-07,8.9,24,52.25,0.25
E07000009,2022-05-08,6.6,24,52.25,0.25
E07000009,2022-05-09,13.2,24,52.25,0.25
E07000009,2022-05-10,12.1,24,52.25,0.25
E07000009,2022-05-11,15.5,24,52.25,0.25
E07000009,2022-05-12,11.9,24,52.25,0.25
E07000009,2022-05-13,15.3,24,52.25,0.25
E07000009,2022-05-14,6.2,24,52.25,0.25
E07000009,2022-05-15,11.7,24,52.25,0.25
E07000009,2022-05-16,13.9,24,52.25,0.25
E07000009,2022-05-17,11.6,24,52.25,0.25
E07000009,2022-05-18,9.2,24,52.25,0.25
E07000009,2022-05-19,9.1,24,52.25,0.25
E07000009,2022-05-20,12.9,24,52.25,0.25
E07000009,2022-05-21,9.3,24,52.25,0.25
E07000009,2022-05-22,8.7,24,52.25,0.25
E07000009,2022-05-23,7.2,24,52.25,0.25
E07000009,2022-05-24,11.6,24,52.25,0.25
E07000009,2022-05-25,15.9,24,52.25,0.25
E07000009,2022-05-26,15.7,24,52.25,0.25
E07000009,2022-05-27,13.4,24,52.25,0.25
E07000009,2022-05-28,9.6,24,52.25,0.25
E07000009,2022-05-29,10.2,24,52.25,0.25
E07000009,2022-05-30,9.0,24,52.25,0.25
E07000009,2022-05-31,8.7,24,52.25,0.25
E07000009,2022-06-01,7.9,24,52.25,0.25
E07000009,2022-06-02,7.7,24,52.25,0.25
E07000009,2022-06-03,11.6,24,52.25,0.25
E07000009,2022-06-04,13.3,24,52.25,0.25
E07000009,2022-06-05,9.5,24,52.25,0.25
E07000009,2022-06-06,9.9,24,52.25,0.25
E07000009,2022-06-07,6.8,24,52.25,0.25
E07000009,2022-06-08,12.4,24,52.25,0.25
E07000009,2022-06-09,10.5,24,52.25,0.25
