fold,n_test,n_train,sse,rmse,k
0,1957,7900,10314.930264573883,2.295819473292009,105
1,2264,7593,12330.36742940966,2.3337256407613607,105
2,1674,8183,8052.1024031426869,2.193193337355265,105
3,1433,8424,7984.370937729871,2.3604633266268351,105
4,2529,7328,43644.555328745962,4.1542308050886856,105
