fold,n_test,n_train,sse,rmse,k
0,2030,5720,10656.908326339191,2.291224243748843,122
1,1579,6171,7088.4841139566324,2.1187788066206488,121
2,1450,6300,6998.8915011613935,2.1970028959787222,123
3,1336,6414,6187.8132251561565,2.1521144777674546,123
4,1355,6395,6348.1076606433198,2.1644746020819468,122
