target,candidate,bin,lower,upper,n,events,mean_probability,observed_frequency,sparse
wthr_gt1000,M1,1,0.0013463003963027646,0.0013499899665270923,13302,18,0.0013467034849977723,0.0013531799729364006,False
wthr_gt1000,M1,2,0.0013499899665270923,0.0013593813740846526,2216,3,0.0013537052022679734,0.0013537906137184115,False
wthr_gt1000,M1,3,0.0013593813740846526,0.0013898228736396719,21031,32,0.0013642040184334524,0.001521563406400076,False
wthr_gt1000,M1,4,0.0013898228736396719,0.0014013002861815033,860,4,0.001394893561392298,0.004651162790697674,False
wthr_gt1000,M1,5,0.0014013002861815033,0.0014080624477124056,13422,17,0.001403069006673932,0.001266577261212934,False
wthr_gt1000,M1,6,0.0014080624477124056,0.0014399888512770982,22637,24,0.0014146449919627457,0.0010602111587224455,False
wthr_gt1000,M1,7,0.0014399888512770982,0.0014554175537437666,4505,7,0.0014527099360258677,0.0015538290788013318,False
wthr_gt1000,M1,8,0.0014554175537437666,0.0015233134058625162,19751,27,0.0014658385661828882,0.001367019391423219,False
wthr_gt1000,M1,9,0.0015233134058625162,0.0023395512002911747,11819,30,0.0017705742102168316,0.002538285810982317,False
wthr_gt1000,M1,10,0.0023395512002911747,0.3217659487423891,12113,150,0.01267653907990353,0.01238338974655329,False
wthr_gt1000,M1,11,0.3217659487423891,1.0,0,0,,,True
wthr_gt1000,M2,0,0.0,0.0013463003963027646,0,0,,,True
wthr_gt1000,M2,1,0.0013463003963027646,0.0013499899665270923,11631,17,0.001348341767717227,0.0014616112114177629,False
wthr_gt1000,M2,2,0.0013499899665270923,0.0013593813740846526,18996,26,0.00135506853010228,0.00136870920193725,False
wthr_gt1000,M2,3,0.0013593813740846526,0.0013898228736396719,5812,10,0.00137060608736201,0.0017205781142463868,False
wthr_gt1000,M2,4,0.0013898228736396719,0.0014013002861815033,22866,30,0.0013957226673258188,0.0013119916032537393,False
wthr_gt1000,M2,5,0.0014013002861815033,0.0014080624477124056,5745,6,0.001403799905950962,0.0010443864229765013,False
wthr_gt1000,M2,6,0.0014080624477124056,0.0014399888512770982,7107,6,0.0014202706634330537,0.0008442380751371887,False
wthr_gt1000,M2,7,0.0014399888512770982,0.0014554175537437666,15935,19,0.0014505967563819989,0.001192343897081895,False
wthr_gt1000,M2,8,0.0014554175537437666,0.0015233134058625162,8641,16,0.0014802041480556074,0.0018516375419511631,False
wthr_gt1000,M2,9,0.0015233134058625162,0.0023395512002911747,12761,32,0.0017674631050646327,0.002507640467048037,False
wthr_gt1000,M2,10,0.0023395512002911747,0.3217659487423891,12161,149,0.012622238562362728,0.012252281884713428,False
wthr_gt1000,M2,11,0.3217659487423891,1.0,1,1,0.3217659487423891,1.0,True
