target,candidate,bin,lower,upper,n,events,mean_probability,observed_frequency,sparse
wthr_gt5,M0,11,0.7408185291879894,1.0,0,0,,,True
wthr_gt5,M1,0,0.0,0.022937811180598844,0,0,,,True
wthr_gt5,M1,1,0.022937811180598844,0.023192436204742886,12836,326,0.023160251241457208,0.025397320037394828,False
wthr_gt5,M1,2,0.023192436204742886,0.02350661952532895,11344,287,0.023285716948236092,0.02529971791255289,False
wthr_gt5,M1,3,0.02350661952532895,0.0237267479021284,10610,261,0.023669971137523445,0.02459943449575872,False
wthr_gt5,M1,4,0.0237267479021284,0.023919053956692204,14862,359,0.023819478349612098,0.024155564526981563,False
wthr_gt5,M1,5,0.023919053956692204,0.024674410423471044,10929,253,0.024217913144703108,0.02314941897703358,False
wthr_gt5,M1,6,0.024674410423471044,0.025026708117986216,12576,259,0.02492879859251249,0.02059478371501272,False
wthr_gt5,M1,7,0.025026708117986216,0.026672606852224518,12406,306,0.025645993661629996,0.024665484443011445,False
wthr_gt5,M1,8,0.026672606852224518,0.03185533641516593,11802,370,0.02877523912354362,0.031350618539230636,False
wthr_gt5,M1,9,0.03185533641516593,0.05305622032843001,12093,476,0.03960937176471405,0.0393616141569503,False
wthr_gt5,M1,10,0.05305622032843001,0.7408185291879894,12198,1497,0.12420000208408122,0.12272503689129366,False
wthr_gt5,M1,11,0.7408185291879894,1.0,0,0,,,True
wthr_gt5,M2,0,0.0,0.022937811180598844,0,0,,,True
wthr_gt5,M2,1,0.022937811180598844,0.023192436204742886,15692,405,0.02305987346598374,0.025809329594697936,False
wthr_gt5,M2,2,0.023192436204742886,0.02350661952532895,9332,210,0.023337758693154048,0.022503214744963567,False
wthr_gt5,M2,3,0.02350661952532895,0.0237267479021284,16002,395,0.023622205738557733,0.024684414448193977,False
wthr_gt5,M2,4,0.0237267479021284,0.023919053956692204,7418,193,0.023802838759153896,0.02601779455378808,False
wthr_gt5,M2,5,0.023919053956692204,0.024674410423471044,12702,277,0.02431753883537795,0.021807589356006928,False
wthr_gt5,M2,6,0.024674410423471044,0.025026708117986216,11045,240,0.0247860410743033,0.021729289271163424,False
wthr_gt5,M2,7,0.025026708117986216,0.026672606852224518,11915,277,0.02569158432168708,0.023248006714225767,False
wthr_gt5,M2,8,0.026672606852224518,0.03185533641516593,12989,412,0.02873983718481051,0.03171914697051351,False
wthr_gt5,M2,9,0.03185533641516593,0.05305622032843001,12455,492,0.03935409957229513,0.03950220794861502,False
wthr_gt5,M2,10,0.05305622032843001,0.7408185291879894,12105,1492,0.12484126101894191,0.12325485336637752,False
wthr_gt5,M2,11,0.7408185291879894,1.0,1,1,0.7408185291879894,1.0,True
wthr_gt100,M0,0,0.0,0.012728555633165887,0,0,,,True
wthr_gt100,M0,1,0.012728555633165887,0.012871154022642821,11393,157,0.012829266755876825,0.013780391468445537,False
wthr_gt100,M0,2,0.012871154022642821,0.012941215535397463,12595,181,0.012921977455261696,0.014370782056371576,False
wthr_gt100,M0,3,0.012941215535397463,0.013107123469598433,5850,79,0.01300150078112484,0.013504273504273504,False
wthr_gt100,M0,4,0.013107123469598433,0.01312819117589408,17458,216,0.013117815622571569,0.012372551265895291,False
wthr_gt100,M0,5,0.01312819117589408,0.013293020874204307,14128,174,0.013178846026856386,0.012315968289920725,False
wthr_gt100,M0,6,0.013293020874204307,0.013625851574498969,11821,150,0.013527472710754343,0.012689281786650875,False
wthr_gt100,M0,7,0.013625851574498969,0.0138756961817158,12596,165,0.013689075911699284,0.013099396633852017,False
wthr_gt100,M0,8,0.0138756961817158,0.01569322262619385,11680,192,0.01459171615400425,0.01643835616438356,False
wthr_gt100,M0,9,0.01569322262619385,0.025904323703724298,11898,220,0.019139889434240207,0.01849050260547991,False
wthr_gt100,M0,10,0.025904323703724298,0.6911463276321386,12237,938,0.07702526719985729,0.0766527743728038,False
wthr_gt100,M0,11,0.6911463276321386,1.0,0,0,,,True
wthr_gt100,M1,0,0.0,0.012728555633165887,0,0,,,True
wthr_gt100,M1,1,0.012728555633165887,0.012871154022642821,10727,142,0.012843561144167554,0.013237624685373357,False
wthr_gt100,M1,2,0.012871154022642821,0.012941215535397463,13251,195,0.012916664862305187,0.014715870500339597,False
wthr_gt100,M1,3,0.012941215535397463,0.013107123469598433,6116,82,0.013005852768288442,0.013407455853499018,False
wthr_gt100,M1,4,0.013107123469598433,0.01312819117589408,16482,208,0.013123625363767828,0.012619827690814222,False
wthr_gt100,M1,5,0.01312819117589408,0.013293020874204307,14603,173,0.013176981755324616,0.011846880777922345,False
wthr_gt100,M1,6,0.013293020874204307,0.013625851574498969,6450,90,0.013432255467855116,0.013953488372093023,False
wthr_gt100,M1,7,0.013625851574498969,0.0138756961817158,17849,229,0.013683935099383579,0.012829850411787776,False
wthr_gt100,M1,8,0.0138756961817158,0.01569322262619385,12080,195,0.014553615031991788,0.016142384105960264,False
wthr_gt100,M1,9,0.01569322262619385,0.025904323703724298,11912,221,0.01913560961881738,0.018552719946272667,False
wthr_gt100,M1,10,0.025904323703724298,0.6911463276321386,12186,937,0.0773110691657135,0.07689151485311013,False
wthr_gt100,M1,11,0.6911463276321386,1.0,0,0,,,True
wthr_gt100,M2,0,0.0,0.012728555633165887,0,0,,,True
wthr_gt100,M2,1,0.012728555633165887,0.012871154022642821,14351,195,0.012773295010002,0.013587903282001254,False
wthr_gt100,M2,2,0.012871154022642821,0.012941215535397463,10552,157,0.012885853922269331,0.014878695981804397,False
