scope,role,peak_lower,peak_upper,feature,n,zero_n,positive_n,zero_fraction,min,p05,p25,p50,p75,p95,max,correlation_with_G
fold_1,train,0.0,inf,x,97544,71000,26544,0.7278766505371935,0.0,0.0,0.0,0.0,0.0037033956277541837,0.2704138282609155,1.2526947403481412,0.7368951218181536
fold_1,train,0.0,5.0,G,2221,0,2221,0.0,2.4,3.4,3.8,4.3,4.7,4.9,4.9,1.0
fold_1,train,0.0,5.0,H,2221,2221,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
fold_1,train,0.0,5.0,I,2221,2221,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
fold_1,train,0.0,5.0,h,2221,2221,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
fold_1,train,0.0,5.0,J,2221,2221,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
fold_1,train,0.0,5.0,x,2221,2221,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
fold_1,train,5.0,10.0,G,36628,0,36628,0.0,5.0,5.6,6.9,8.1,9.1,9.8,9.9,1.0
fold_1,train,5.0,10.0,H,36628,36628,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
fold_1,train,5.0,10.0,I,36628,36628,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
fold_1,train,5.0,10.0,h,36628,36628,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
fold_1,train,5.0,10.0,J,36628,36628,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
fold_1,train,5.0,10.0,x,36628,36628,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
fold_1,train,10.0,15.0,G,39606,0,39606,0.0,10.0,10.1,11.0,12.0,13.3,14.6,14.9,1.0
fold_1,train,10.0,15.0,H,39606,32151,7455,0.8117709437963945,0.0,0.0,0.0,0.0,0.0,4.0,22.0,0.6089848145637465
fold_1,train,10.0,15.0,I,39606,32151,7455,0.8117709437963945,0.0,0.0,0.0,0.0,0.0,61.15500000000008,458.45000000000044,0.5627705249815926
fold_1,train,10.0,15.0,h,39606,32151,7455,0.8117709437963945,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.9166666666666666,0.6089848145637466
fold_1,train,10.0,15.0,J,39606,32151,7455,0.8117709437963945,0.0,0.0,0.0,0.0,0.0,0.013776627378892752,0.1032768346309113,0.5627705249815931
fold_1,train,10.0,15.0,x,39606,32151,7455,0.8117709437963945,0.0,0.0,0.0,0.0,0.0,0.013682592319072748,0.09828469212656218,0.5651701951641762
fold_1,train,15.0,20.0,G,14621,0,14621,0.0,15.0,15.1,15.7,16.7,18.1,19.5,19.9,1.0
fold_1,train,15.0,20.0,H,14621,0,14621,0.0,1.0,3.0,5.0,8.0,12.0,19.0,24.0,0.5450390096650282
fold_1,train,15.0,20.0,I,14621,0,14621,0.0,40.04000000000002,88.03000000000003,197.44000000000014,391.03000000000014,780.4700000000003,1645.4100000000003,4160.38,0.77067467592176
fold_1,train,15.0,20.0,h,14621,0,14621,0.0,0.041666666666666664,0.125,0.20833333333333334,0.3333333333333333,0.5,0.7916666666666666,1.0,0.5450390096650286
fold_1,train,15.0,20.0,J,14621,0,14621,0.0,0.009019968281430224,0.019830864331026536,0.04447808535178781,0.08808886606113037,0.1758195465686275,0.37066798226643605,0.9372251658016147,0.7706746759217595
fold_1,train,15.0,20.0,x,14621,0,14621,0.0,0.00897953134555019,0.019636794263335058,0.04351732080039921,0.08442282346326438,0.16196539090688641,0.31529819930902814,0.6612566222748711,0.7911571976836498
fold_1,train,20.0,25.0,G,3584,0,3584,0.0,20.0,20.1,20.6,21.3,22.6,24.3,24.9,1.0
fold_1,train,20.0,25.0,H,3584,0,3584,0.0,2.0,8.0,13.0,16.0,20.0,24.0,24.0,0.22515851367019787
fold_1,train,20.0,25.0,I,3584,0,3584,0.0,243.81000000000006,784.5695000000003,1461.4900000000005,2093.2400000000002,2864.8875000000007,4005.9955,8051.97,0.5265724217076984
fold_1,train,20.0,25.0,h,3584,0,3584,0.0,0.08333333333333333,0.3333333333333333,0.5416666666666666,0.6666666666666666,0.8333333333333334,1.0,1.0,0.22515851367019812
fold_1,train,20.0,25.0,J,3584,0,3584,0.0,0.054924037629757796,0.17674305705738186,0.3292356004901962,0.47155240772779705,0.6453844750216265,0.9024463622765283,1.8138989511245676,0.5265724217076985
fold_1,train,20.0,25.0,x,3584,0,3584,0.0,0.05346876208906854,0.16275043484007304,0.2846040405358087,0.38631790318849607,0.497974072502528,0.6431405408811686,1.0345710487100457,0.523832704868876
fold_1,train,25.0,30.0,G,760,0,760,0.0,25.0,25.1,25.5,26.1,27.2,28.5,29.9,0.9999999999999998
fold_1,train,25.0,30.0,H,760,0,760,0.0,5.0,10.0,16.0,19.0,22.0,24.0,24.0,0.43307389245017486
fold_1,train,25.0,30.0,I,760,0,760,0.0,819.8200000000002,1476.5500000000004,2600.59,3605.7450000000003,4307.215,6012.68,8857.640000000001,0.502858275010575
fold_1,train,25.0,30.0,h,760,0,760,0.0,0.20833333333333334,0.4166666666666667,0.6666666666666666,0.7916666666666666,0.9166666666666666,1.0,1.0,0.433073892450175
fold_1,train,25.0,30.0,J,760,0,760,0.0,0.18468407583621688,0.3326282259227221,0.585845137687428,0.812280357915225,0.9703032637687429,1.3545000720876588,1.995395400807382,0.502858275010575
fold_1,train,25.0,30.0,x,760,0,760,0.0,0.16947613637242584,0.2871531020136256,0.4611174751207901,0.5945858542604753,0.6781873295421396,0.856328421318443,1.0970762431564651,0.4954892414473987
fold_1,train,30.0,35.0,G,122,0,122,0.0,30.0,30.1,30.7,31.5,32.3,33.7,34.9,1.0
fold_1,train,30.0,35.0,H,122,0,122,0.0,14.0,20.0,21.0,22.0,23.0,24.0,24.0,-0.03404861994235031
fold_1,train,30.0,35.0,I,122,0,122,0.0,3533.9600000000005,4116.9925,5046.182500000001,5798.74,6127.0475,7892.212499999993,11096.54,0.3813740488167464
fold_1,train,30.0,35.0,h,122,0,122,0.0,0.5833333333333334,0.8333333333333334,0.875,0.9166666666666666,0.9583333333333334,1.0,1.0,-0.034048619942350714
fold_1,train,30.0,35.0,J,122,0,122,0.0,0.7961090686274511,0.9274510930291235,1.1367733789287775,1.3063049668396771,1.3802640886317763,1.7779097507569188,2.499761209630911,0.38137404881674664
fold_1,train,30.0,35.0,x,122,0,122,0.0,0.5856226966705372,0.6561543090183279,0.7592969144055084,0.8356466623827009,0.8672114359278715,1.0216369707192143,1.2526947403481412,0.40370358788052085
fold_1,train,35.0,40.0,G,2,0,2,0.0,35.9,35.9,35.9,35.9,35.9,35.9,35.9,
fold_1,train,35.0,40.0,H,2,0,2,0.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,
fold_1,train,35.0,40.0,I,2,0,2,0.0,7690.5599999999995,7690.5599999999995,7690.5599999999995,7690.5599999999995,7690.5599999999995,7690.5599999999995,7690.5599999999995,
fold_1,train,35.0,40.0,h,2,0,2,0.0,0.875,0.875,0.875,0.875,0.875,0.875,0.875,
fold_1,train,35.0,40.0,J,2,0,2,0.0,1.7324826989619375,1.7324826989619375,1.7324826989619375,1.7324826989619375,1.7324826989619375,1.7324826989619375,1.7324826989619375,
fold_1,train,35.0,40.0,x,2,0,2,0.0,1.005210609470081,1.005210609470081,1.005210609470081,1.005210609470081,1.005210609470081,1.005210609470081,1.005210609470081,
fold_1,train,40.0,45.0,G,0,0,0,,,,,,,,,
fold_1,train,40.0,45.0,H,0,0,0,,,,,,,,,
fold_1,train,40.0,45.0,I,0,0,0,,,,,,,,,
fold_1,train,40.0,45.0,h,0,0,0,,,,,,,,,
fold_1,train,40.0,45.0,J,0,0,0,,,,,,,,,
fold_1,train,40.0,45.0,x,0,0,0,,,,,,,,,
fold_1,train,45.0,50.0,G,0,0,0,,,,,,,,,
fold_1,train,45.0,50.0,H,0,0,0,,,,,,,,,
fold_1,train,45.0,50.0,I,0,0,0,,,,,,,,,
fold_1,train,45.0,50.0,h,0,0,0,,,,,,,,,
fold_1,train,45.0,50.0,J,0,0,0,,,,,,,,,
fold_1,train,45.0,50.0,x,0,0,0,,,,,,,,,
fold_1,train,50.0,55.0,G,0,0,0,,,,,,,,,
fold_1,train,50.0,55.0,H,0,0,0,,,,,,,,,
fold_1,train,50.0,55.0,I,0,0,0,,,,,,,,,
fold_1,train,50.0,55.0,h,0,0,0,,,,,,,,,
fold_1,train,50.0,55.0,J,0,0,0,,,,,,,,,
fold_1,train,50.0,55.0,x,0,0,0,,,,,,,,,
fold_1,train,55.0,60.0,G,0,0,0,,,,,,,,,
fold_1,train,55.0,60.0,H,0,0,0,,,,,,,,,
fold_1,train,55.0,60.0,I,0,0,0,,,,,,,,,
fold_1,train,55.0,60.0,h,0,0,0,,,,,,,,,
fold_1,train,55.0,60.0,J,0,0,0,,,,,,,,,
fold_1,train,55.0,60.0,x,0,0,0,,,,,,,,,
fold_1,train,60.0,inf,G,0,0,0,,,,,,,,,
fold_1,train,60.0,inf,H,0,0,0,,,,,,,,,
fold_1,train,60.0,inf,I,0,0,0,,,,,,,,,
fold_1,train,60.0,inf,h,0,0,0,,,,,,,,,
fold_1,train,60.0,inf,J,0,0,0,,,,,,,,,
fold_1,train,60.0,inf,x,0,0,0,,,,,,,,,
fold_1,test,0.0,inf,G,24112,0,24112,0.0,2.7,5.8,8.6,11.1,14.1,19.9,34.3,1.0
fold_1,test,0.0,inf,H,24112,17380,6732,0.7208029197080292,0.0,0.0,0.0,0.0,2.0,15.0,24.0,0.7996201655204256
fold_1,test,0.0,inf,I,24112,17380,6732,0.7208029197080292,0.0,0.0,0.0,0.0,24.770000000000095,1470.833000000001,8685.7,0.7092608814304545
fold_1,test,0.0,inf,h,24112,17380,6732,0.7208029197080292,0.0,0.0,0.0,0.0,0.08333333333333333,0.625,1.0,0.7996201655204253
fold_1,test,0.0,inf,J,24112,17380,6732,0.7208029197080292,0.0,0.0,0.0,0.0,0.005580035322952732,0.3313403348471744,1.9566618007497119,0.7092608814304543
fold_1,test,0.0,inf,x,24112,17380,6732,0.7208029197080292,0.0,0.0,0.0,0.0,0.005564524599355841,0.2861862022049122,1.0840608619078456,0.745781003704362
fold_1,test,0.0,5.0,G,477,0,477,0.0,2.7,3.4,3.9,4.3,4.6,4.9,4.9,0.9999999999999999
fold_1,test,0.0,5.0,H,477,477,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
fold_1,test,0.0,5.0,I,477,477,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
fold_1,test,0.0,5.0,h,477,477,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
fold_1,test,0.0,5.0,J,477,477,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
fold_1,test,0.0,5.0,x,477,477,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
fold_1,test,5.0,10.0,G,8907,0,8907,0.0,5.0,5.6,6.9,8.1,9.1,9.8,9.9,1.0
fold_1,test,5.0,10.0,H,8907,8907,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
fold_1,test,5.0,10.0,I,8907,8907,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
fold_1,test,5.0,10.0,h,8907,8907,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
fold_1,test,5.0,10.0,J,8907,8907,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
fold_1,test,5.0,10.0,x,8907,8907,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
fold_1,test,10.0,15.0,G,9832,0,9832,0.0,10.0,10.1,11.0,12.0,13.3,14.6,14.9,0.9999999999999999
fold_1,test,10.0,15.0,H,9832,7996,1836,0.8132628152969894,0.0,0.0,0.0,0.0,0.0,4.0,21.0,0.6100442584963193
fold_1,test,10.0,15.0,I,9832,7996,1836,0.8132628152969894,0.0,0.0,0.0,0.0,0.0,64.49000000000007,305.87000000000035,0.5696780218343853
fold_1,test,10.0,15.0,h,9832,7996,1836,0.8132628152969894,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.875,0.6100442584963197
fold_1,test,10.0,15.0,J,9832,7996,1836,0.8132628152969894,0.0,0.0,0.0,0.0,0.0,0.014527915945790094,0.0689045379181085,0.5696780218343854
fold_1,test,10.0,15.0,x,9832,7996,1836,0.8132628152969894,0.0,0.0,0.0,0.0,0.0,0.014423396855162937,0.06663432769815206,0.5718922428715034
fold_1,test,15.0,20.0,G,3722,0,3722,0.0,15.0,15.1,15.7,16.8,18.175,19.5,19.9,1.0
fold_1,test,15.0,20.0,H,3722,0,3722,0.0,1.0,3.0,5.0,8.0,12.0,19.0,24.0,0.5527315413118536
fold_1,test,15.0,20.0,I,3722,0,3722,0.0,40.04000000000002,86.42900000000002,200.6975000000001,395.5050000000003,791.9575000000001,1668.4804999999997,4160.38,0.7675473439551391
fold_1,test,15.0,20.0,h,3722,0,3722,0.0,0.041666666666666664,0.125,0.20833333333333334,0.3333333333333333,0.5,0.7916666666666666,1.0,0.5527315413118538
fold_1,test,15.0,20.0,J,3722,0,3722,0.0,0.009019968281430224,0.019470200764129184,0.04521191518886969,0.08909696691176477,0.17840738087514418,0.3758651645400806,0.9372251658016147,0.767547343955139
fold_1,test,15.0,20.0,x,3722,0,3722,0.0,0.00897953134555019,0.019283081302417508,0.04421965450823305,0.0853488820559865,0.16416384714294288,0.31908274130127967,0.6612566222748711,0.7895894016568735
fold_1,test,20.0,25.0,G,936,0,936,0.0,20.0,20.1,20.6,21.4,22.8,24.4,24.9,1.0
fold_1,test,20.0,25.0,H,936,0,936,0.0,3.0,8.0,13.0,16.0,20.0,24.0,24.0,0.17215359200760208
fold_1,test,20.0,25.0,I,936,0,936,0.0,284.4800000000001,798.8400000000004,1473.1000000000004,2116.0200000000004,2855.26,4096.5275,7973.89,0.4646239809844106
fold_1,test,20.0,25.0,h,936,0,936,0.0,0.125,0.3333333333333333,0.5416666666666666,0.6666666666666666,0.8333333333333334,1.0,1.0,0.17215359200760202
fold_1,test,20.0,25.0,J,936,0,936,0.0,0.0640859284890427,0.17995782871972327,0.33185103085351797,0.4766841479238755,0.6432156502306806,0.9228408619881776,1.7963095624279124,0.4646239809844105
fold_1,test,20.0,25.0,x,936,0,936,0.0,0.0621161475166737,0.16547869946582666,0.286569719950666,0.3897987803612465,0.49665508438650485,0.6538015537304349,1.0283005344189147,0.4654208655315089
fold_1,test,25.0,30.0,G,203,0,203,0.0,25.0,25.1,25.4,26.2,27.3,28.9,29.9,1.0
fold_1,test,25.0,30.0,H,203,0,203,0.0,8.0,10.100000000000001,16.0,20.0,22.0,24.0,24.0,0.3182977341760268
fold_1,test,25.0,30.0,I,203,0,203,0.0,1048.4600000000003,1483.2160000000006,2786.5000000000005,3724.8900000000003,4412.68,6393.570999999987,8685.7,0.47526613212577046
fold_1,test,25.0,30.0,h,203,0,203,0.0,0.3333333333333333,0.4208333333333334,0.6666666666666666,0.8333333333333334,0.9166666666666666,1.0,1.0,0.3182977341760268
fold_1,test,25.0,30.0,J,203,0,203,0.0,0.23619070790080746,0.3341299019607844,0.6277258145905422,0.8391206206747406,0.9940617791234141,1.4403048857410583,1.9566618007497119,0.4752661321257703
fold_1,test,25.0,30.0,x,203,0,203,0.0,0.2120346415514686,0.28827365326500975,0.4871834583404765,0.6092875338326988,0.6901736445322597,0.8919671833281559,1.0840608619078456,0.463029314453003
fold_1,test,30.0,35.0,G,35,0,35,0.0,30.0,30.279999999999998,30.799999999999997,32.1,32.849999999999994,33.7,34.3,1.0
fold_1,test,30.0,35.0,H,35,0,35,0.0,20.0,21.0,21.0,22.0,23.0,24.0,24.0,-0.20767877467007415
fold_1,test,30.0,35.0,I,35,0,35,0.0,4667.17,4752.115,5036.81,5578.990000000001,6457.215,7035.18,8613.130000000001,0.6729418999184882
fold_1,test,30.0,35.0,h,35,0,35,0.0,0.8333333333333334,0.875,0.875,0.9166666666666666,0.9583333333333334,1.0,1.0,-0.20767877467007434
fold_1,test,30.0,35.0,J,35,0,35,0.0,1.0513917423587082,1.0705276366061132,1.134661998990773,1.2568010200403692,1.4546422199394464,1.5848426686851211,1.9403136714244524,0.6729418999184875
fold_1,test,30.0,35.0,x,35,0,35,0.0,0.7185184615144007,0.7278025615324146,0.7583083198575218,0.8139483326908226,0.897871374079807,0.9496646429302512,1.0785162666202126,0.6772535767928294
fold_1,test,35.0,40.0,G,0,0,0,,,,,,,,,
fold_1,test,35.0,40.0,H,0,0,0,,,,,,,,,
fold_1,test,35.0,40.0,I,0,0,0,,,,,,,,,
fold_1,test,35.0,40.0,h,0,0,0,,,,,,,,,
fold_1,test,35.0,40.0,J,0,0,0,,,,,,,,,
fold_1,test,35.0,40.0,x,0,0,0,,,,,,,,,
fold_1,test,40.0,45.0,G,0,0,0,,,,,,,,,
fold_1,test,40.0,45.0,H,0,0,0,,,,,,,,,
fold_1,test,40.0,45.0,I,0,0,0,,,,,,,,,
fold_1,test,40.0,45.0,h,0,0,0,,,,,,,,,
fold_1,test,40.0,45.0,J,0,0,0,,,,,,,,,
fold_1,test,40.0,45.0,x,0,0,0,,,,,,,,,
fold_1,test,45.0,50.0,G,0,0,0,,,,,,,,,
fold_1,test,45.0,50.0,H,0,0,0,,,,,,,,,
fold_1,test,45.0,50.0,I,0,0,0,,,,,,,,,
fold_1,test,45.0,50.0,h,0,0,0,,,,,,,,,
fold_1,test,45.0,50.0,J,0,0,0,,,,,,,,,
fold_1,test,45.0,50.0,x,0,0,0,,,,,,,,,
fold_1,test,50.0,55.0,G,0,0,0,,,,,,,,,
fold_1,test,50.0,55.0,H,0,0,0,,,,,,,,,
fold_1,test,50.0,55.0,I,0,0,0,,,,,,,,,
fold_1,test,50.0,55.0,h,0,0,0,,,,,,,,,
fold_1,test,50.0,55.0,J,0,0,0,,,,,,,,,
fold_1,test,50.0,55.0,x,0,0,0,,,,,,,,,
fold_1,test,55.0,60.0,G,0,0,0,,,,,,,,,
fold_1,test,55.0,60.0,H,0,0,0,,,,,,,,,
fold_1,test,55.0,60.0,I,0,0,0,,,,,,,,,
fold_1,test,55.0,60.0,h,0,0,0,,,,,,,,,
fold_1,test,55.0,60.0,J,0,0,0,,,,,,,,,
fold_1,test,55.0,60.0,x,0,0,0,,,,,,,,,
fold_1,test,60.0,inf,G,0,0,0,,,,,,,,,
fold_1,test,60.0,inf,H,0,0,0,,,,,,,,,
fold_1,test,60.0,inf,I,0,0,0,,,,,,,,,
fold_1,test,60.0,inf,h,0,0,0,,,,,,,,,
fold_1,test,60.0,inf,J,0,0,0,,,,,,,,,
fold_1,test,60.0,inf,x,0,0,0,,,,,,,,,
fold_2,train,0.0,inf,G,97544,0,97544,0.0,2.4,5.8,8.5,11.0,14.0,19.7,35.9,1.0
fold_2,train,0.0,inf,H,97544,70908,26636,0.7269334864266382,0.0,0.0,0.0,0.0,1.0,15.0,24.0,0.7934003217635774
fold_2,train,0.0,inf,I,97544,70908,26636,0.7269334864266382,0.0,0.0,0.0,0.0,16.680000000000007,1400.5,11096.54,0.7017022145609525
fold_2,train,0.0,inf,h,97544,70908,26636,0.7269334864266382,0.0,0.0,0.0,0.0,0.041666666666666664,0.625,1.0,0.7934003217635746
fold_2,train,0.0,inf,J,97544,70908,26636,0.7269334864266382,0.0,0.0,0.0,0.0,0.0037575692041522508,0.31549614331026526,2.499761209630911,0.701702214560956
fold_2,train,0.0,inf,x,97544,70908,26636,0.7269334864266382,0.0,0.0,0.0,0.0,0.003750527176082687,0.27421388976473404,1.2526947403481412,0.7382122382042134
fold_2,train,0.0,5.0,G,2158,0,2158,0.0,2.4,3.4,3.8,4.3,4.7,4.9,4.9,1.0
fold_2,train,0.0,5.0,H,2158,2158,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
fold_2,train,0.0,5.0,I,2158,2158,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
fold_2,train,0.0,5.0,h,2158,2158,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
fold_2,train,0.0,5.0,J,2158,2158,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
fold_2,train,0.0,5.0,x,2158,2158,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
fold_2,train,5.0,10.0,G,36595,0,36595,0.0,5.0,5.6,6.9,8.1,9.1,9.8,9.9,0.9999999999999998
fold_2,train,5.0,10.0,H,36595,36595,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
fold_2,train,5.0,10.0,I,36595,36595,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
fold_2,train,5.0,10.0,h,36595,36595,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
fold_2,train,5.0,10.0,J,36595,36595,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
fold_2,train,5.0,10.0,x,36595,36595,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
fold_2,train,10.0,15.0,G,39557,0,39557,0.0,10.0,10.1,11.0,12.0,13.3,14.6,14.9,1.0
fold_2,train,10.0,15.0,H,39557,32155,7402,0.8128776196374852,0.0,0.0,0.0,0.0,0.0,4.0,21.0,0.6108723874985973
fold_2,train,10.0,15.0,I,39557,32155,7402,0.8128776196374852,0.0,0.0,0.0,0.0,0.0,61.40000000000006,305.87000000000035,0.5664096479572969
fold_2,train,10.0,15.0,h,39557,32155,7402,0.8128776196374852,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.875,0.6108723874985976
fold_2,train,10.0,15.0,J,39557,32155,7402,0.8128776196374852,0.0,0.0,0.0,0.0,0.0,0.013831819492502898,0.0689045379181085,0.5664096479572974
fold_2,train,10.0,15.0,x,39557,32155,7402,0.8128776196374852,0.0,0.0,0.0,0.0,0.0,0.013737032924295314,0.06663432769815206,0.5686640826079602
fold_2,train,15.0,20.0,G,14721,0,14721,0.0,15.0,15.1,15.7,16.7,18.1,19.5,19.9,1.0
fold_2,train,15.0,20.0,H,14721,0,14721,0.0,1.0,2.0,5.0,8.0,12.0,19.0,24.0,0.5451949891584624
fold_2,train,15.0,20.0,I,14721,0,14721,0.0,40.04000000000002,86.42000000000002,197.16000000000017,388.60000000000036,780.4700000000003,1643.4300000000003,4160.38,0.7698794544642121
fold_2,train,15.0,20.0,h,14721,0,14721,0.0,0.041666666666666664,0.08333333333333333,0.20833333333333334,0.3333333333333333,0.5,0.7916666666666666,1.0,0.5451949891584622
fold_2,train,15.0,20.0,J,14721,0,14721,0.0,0.009019968281430224,0.01946817329873126,0.04441500865051907,0.08754145040369098,0.1758195465686275,0.3702219398788928,0.9372251658016147,0.7698794544642127
fold_2,train,15.0,20.0,x,14721,0,14721,0.0,0.00897953134555019,0.019281092593862483,0.04345692833563496,0.08391959856807081,0.16196539090688641,0.31497272663106546,0.6612566222748711,0.7904200678282906
fold_2,train,20.0,25.0,G,3617,0,3617,0.0,20.0,20.1,20.6,21.3,22.7,24.4,24.9,0.9999999999999999
fold_2,train,20.0,25.0,H,3617,0,3617,0.0,2.0,8.0,13.0,16.0,20.0,24.0,24.0,0.2122896130244589
fold_2,train,20.0,25.0,I,3617,0,3617,0.0,243.81000000000006,788.5540000000002,1465.6100000000006,2093.1800000000003,2855.26,4037.3500000000004,7973.89,0.5112001890560037
fold_2,train,20.0,25.0,h,3617,0,3617,0.0,0.08333333333333333,0.3333333333333333,0.5416666666666666,0.6666666666666666,0.8333333333333334,1.0,1.0,0.2122896130244588
fold_2,train,20.0,25.0,J,3617,0,3617,0.0,0.054924037629757796,0.17764066104382936,0.33016372909457914,0.4715388912918109,0.6432156502306806,0.9095097138119955,1.7963095624279124,0.5112001890560038
fold_2,train,20.0,25.0,x,3617,0,3617,0.0,0.05346876208906854,0.163512975313646,0.2853020392393054,0.3863087180341546,0.49665508438650485,0.6468465147676381,1.0283005344189147,0.5097123494012993
fold_2,train,25.0,30.0,G,767,0,767,0.0,25.0,25.1,25.5,26.1,27.2,28.7,29.9,0.9999999999999998
fold_2,train,25.0,30.0,H,767,0,767,0.0,5.0,10.0,16.0,20.0,22.0,24.0,24.0,0.39508880788556694
fold_2,train,25.0,30.0,I,767,0,767,0.0,819.8200000000002,1476.5500000000004,2617.3100000000004,3703.6800000000003,4298.4400000000005,6124.959999999999,8857.640000000001,0.4922754695708093
fold_2,train,25.0,30.0,h,767,0,767,0.0,0.20833333333333334,0.4166666666666667,0.6666666666666666,0.8333333333333334,0.9166666666666666,1.0,1.0,0.3950888078855666
fold_2,train,25.0,30.0,J,767,0,767,0.0,0.18468407583621688,0.3326282259227221,0.5896117178489043,0.8343425605536333,0.9683264850057671,1.3797938292964242,1.995395400807382,0.4922754695708095
fold_2,train,25.0,30.0,x,767,0,767,0.0,0.16947613637242584,0.2871531020136256,0.4634897837990754,0.6066861396823228,0.6771836817232245,0.8670138575850644,1.0970762431564651,0.48561981603382165
fold_2,train,30.0,35.0,G,127,0,127,0.0,30.0,30.1,30.7,31.7,32.3,33.7,34.9,1.0
fold_2,train,30.0,35.0,H,127,0,127,0.0,14.0,20.0,21.0,22.0,23.0,24.0,24.0,-0.036145414308157854
fold_2,train,30.0,35.0,I,127,0,127,0.0,3533.9600000000005,4575.211000000001,5045.410000000001,5693.050000000001,6127.78,7245.218999999998,11096.54,0.4129342095004039
fold_2,train,30.0,35.0,h,127,0,127,0.0,0.5833333333333334,0.8333333333333334,0.875,0.9166666666666666,0.9583333333333334,1.0,1.0,-0.036145414308158104
fold_2,train,30.0,35.0,J,127,0,127,0.0,0.7961090686274511,1.0306757767445216,1.1365993548154558,1.282495764850058,1.380429101787774,1.6321589803200687,2.499761209630911,0.41293420950040355
fold_2,train,30.0,35.0,x,127,0,127,0.0,0.5856226966705372,0.7083464175016144,0.7592154785617377,0.8252694779978863,0.8672807663010293,0.9677749256746784,1.2526947403481412,0.44097931437570614
fold_2,train,35.0,40.0,G,2,0,2,0.0,35.9,35.9,35.9,35.9,35.9,35.9,35.9,
fold_2,train,35.0,40.0,H,2,0,2,0.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,
fold_2,train,35.0,40.0,I,2,0,2,0.0,7690.5599999999995,7690.5599999999995,7690.5599999999995,7690.5599999999995,7690.5599999999995,7690.5599999999995,7690.5599999999995,
fold_2,train,35.0,40.0,h,2,0,2,0.0,0.875,0.875,0.875,0.875,0.875,0.875,0.875,
fold_2,train,35.0,40.0,J,2,0,2,0.0,1.7324826989619375,1.7324826989619375,1.7324826989619375,1.7324826989619375,1.7324826989619375,1.7324826989619375,1.7324826989619375,
fold_2,train,35.0,40.0,x,2,0,2,0.0,1.005210609470081,1.005210609470081,1.005210609470081,1.005210609470081,1.005210609470081,1.005210609470081,1.005210609470081,
fold_2,train,40.0,45.0,G,0,0,0,,,,,,,,,
fold_2,train,40.0,45.0,H,0,0,0,,,,,,,,,
fold_2,train,40.0,45.0,I,0,0,0,,,,,,,,,
fold_2,train,40.0,45.0,h,0,0,0,,,,,,,,,
fold_2,train,40.0,45.0,J,0,0,0,,,,,,,,,
fold_2,train,40.0,45.0,x,0,0,0,,,,,,,,,
fold_2,train,45.0,50.0,G,0,0,0,,,,,,,,,
fold_2,train,45.0,50.0,H,0,0,0,,,,,,,,,
fold_2,train,45.0,50.0,I,0,0,0,,,,,,,,,
fold_2,train,45.0,50.0,h,0,0,0,,,,,,,,,
fold_2,train,45.0,50.0,J,0,0,0,,,,,,,,,
fold_2,train,45.0,50.0,x,0,0,0,,,,,,,,,
fold_2,train,50.0,55.0,G,0,0,0,,,,,,,,,
fold_2,train,50.0,55.0,H,0,0,0,,,,,,,,,
