model,step,blocks_added,r2_in_sample,r2_in_sample_increment,r2_oos_5fold,r2_oos_5fold_increment
R0c_final_combined_order_gust_then_customers,baseline,region_SES+year_month_FE,0.022831095206955254,,0.016990025350926974,
R0c_final_combined_order_gust_then_customers,nongust_weather,nongust_weather,0.031637618202721485,0.00880652299576623,0.025671745623638276,0.008681720272711302
R0c_final_combined_order_gust_then_customers,gust,gust,0.03845191225906375,0.006814294056342263,0.03186926271226276,0.006197517088624482
R0c_final_combined_order_gust_then_customers,customers,customers,0.11760617058783474,0.07915425832877099,0.11053659115053105,0.07866732843826829
