n_stages_group,Q1 [0-1],Q2 (1-2],Q3 (2-36],Q4 (36-27013]
n_stages=1,10.937074476944561,10.749539382772916,8.86855536050972,2.3215338587273786
n_stages=2,32.43037558685446,18.284439231456656,14.261204875761837,7.812256944444444
n_stages=3-4,40.6024,23.281894484412472,17.67355500310752,9.39776647834275
n_stages>=5,14.028030303030304,18.762962962962963,18.762779426310583,14.678382492863937
