variable,VIF
z_gust_0h,1.897614400576582
z_gust_0h_sq,2.9962177211896366
z_precipitation_24h_sum,1.3985567810354604
z_temperature_0h,1.024199152439012
z_pressure_msl_0h,1.6911713142490183
z_gust_pressure,2.567610761480158
urban_binary,1.1632811687551168
log_population,1.3376525015034297
income_deprivation_rate,2.5755509591506835
deprivation_gap_pct,3.7531399284204787
morans_i,2.5076793898925938
