term,coef,se,p
Intercept,3.3211008710255747,0.26098192496805234,4.272499522796857e-37
z_gust_0h,-0.032325899095631154,0.02104082551606354,0.1244545803149989
z_gust_0h_sq,0.10276170747389514,0.03121714830821761,0.0009953592232365479
z_precipitation_24h_sum,0.0485997873516786,0.015627311956047118,0.0018713407453465796
z_temperature_0h,-0.008926639188148044,0.03929615618750907,0.8202968695118554
z_pressure_msl_0h,-0.08420380237006826,0.02186205810549222,0.00011735079793206857
z_gust_pressure,-0.0408384359554068,0.026011038796650038,0.11640522798845677
urban_binary,-0.15803712783196716,0.022617659975265048,2.8016022013182175e-12
log_population,-0.07898144300011366,0.02029994660802805,9.994650741606755e-05
income_deprivation_rate,-3.203150255790918,0.3692862413198414,4.1758366752506606e-18
deprivation_gap_pct,0.1784151437713651,0.18438447537821032,0.3332313733109654
morans_i,-0.027438771133783433,0.07551338578523131,0.7163337300705876
incident_year[2022],0.0914004337391774,0.03352182403558251,0.006399155239997352
incident_year[2023],0.013407702246523767,0.033084700179261926,0.6852909229612542
incident_year[2024],-0.026255950565071337,0.06925491055107852,0.7045984455068763
incident_month[2],0.0352074685308269,0.0802242239019865,0.6607605824677873
incident_month[3],-0.03063645011240304,0.06549037941768605,0.6399270678188096
incident_month[4],-0.08921511832986058,0.06733406410636418,0.1851835479243461
incident_month[5],-0.017727230475259356,0.0779420879924598,0.820080801839091
incident_month[6],0.2462588755794787,0.10534971025122968,0.01941126463876216
incident_month[7],0.2910981325264724,0.08057090390959187,0.00030274055846792443
incident_month[8],0.1286981442306338,0.11366379452469845,0.25752079217893453
incident_month[9],0.049287107179608595,0.10091972500991934,0.6252811835459422
incident_month[10],-0.06549607063930604,0.08124252919945904,0.4201392928165768
incident_month[11],-0.12811809654512352,0.07304817009997655,0.07945019854945047
incident_month[12],0.0663876080498038,0.06353714150512474,0.29608629423257105
