b,beta1,beta2,turning_point_z,boot_gust_mean,boot_gust_sd,turning_point_ms
0,-0.05473613690942754,0.12228678182431782,0.22380234434521185,9.854864239916733,4.881705440488229,10.947401361900774
1,-0.015914304206778297,0.1094892573653733,0.07267518562881084,10.010350511661423,5.275705252488296,10.393763370208903
2,-0.0028028505292017358,0.06681224892259609,0.02097557389849965,10.516725276610838,6.338701701659477,10.649683182574542
3,-0.020638963235045816,0.10631342268914766,0.09706659193633795,9.868591509435126,5.1312842716910545,10.36666778594471
4,-0.030333092209595763,0.1153873066285813,0.13144033384553538,10.193464816178851,5.670109419058531,10.93874589116062
5,-0.06296062873294976,0.12358054176195264,0.25473520278875234,9.431019207523326,4.695921126492726,10.627235627960436
6,-0.009608069588600443,0.09998096134420681,0.048049495921141,10.06763460322912,5.317638081586551,10.323144432540417
7,-0.04324426328067167,0.10530900081400836,0.2053208317731909,9.645806754362658,5.122155371019051,10.697491955611806
8,-0.012596912166985066,0.07858457627825587,0.08014875668719866,9.62293922341095,5.047107012403402,10.027458575322326
9,-0.03894016063080602,0.13070307149125565,0.1489642140254187,9.700650458132856,4.857012796267481,10.424171551840242
10,-0.00046242784958726237,0.09496895736487458,0.0024346263369544843,10.137766880832794,5.325545959652573,10.150732595284826
11,-0.07280809976141839,0.13349459970843505,0.2727005433944078,9.399421828817829,4.618115698075005,10.658784489141128
12,-0.013322725826082078,0.11036217112184366,0.060359114407840565,9.987422470821143,5.21143968275199,10.30198035486193
13,-0.011600422017213778,0.09239560245403286,0.0627758340716758,9.887925629675193,5.265014471877764,10.218441304546763
14,-0.03670402754690465,0.09188782600920559,0.19972192803444677,9.680769363027414,4.982471952338638,10.675878267726041
15,-0.05623273846507012,0.10157359784793905,0.2768078499555241,9.561843479901233,4.852248256836564,10.904983887326601
16,-0.04539419553618513,0.11220518015997677,0.20228208479975818,9.790821959060143,5.159333248711631,10.83446264478624
17,0.007251683013788424,0.0859839793101092,-0.04216880325830557,10.339326120297638,6.025275508524697,10.085247462801574
18,0.029798618451710453,0.07930948254842074,-0.18786289794235847,10.667185279815566,6.114866065401745,9.518428820239807
19,-0.021942736907709353,0.09183116924255158,0.11947325232107467,10.010921357584337,5.255237047582409,10.638781619377209
20,-0.062060874764603875,0.10404272165996471,0.29824707473259365,9.500228181581335,5.020491747363884,10.99757515895174
21,-0.07723604206563542,0.13156059165847067,0.2935379093845178,9.616083789009252,4.746788692470236,11.009446218087035
22,-0.06611886859716846,0.1415775657881035,0.23350757667400268,9.629649213439098,4.849413486725135,10.76202400501451
23,-0.10551719534071254,0.11844272173424854,0.44543553962506377,9.316433861884137,4.518377690556189,11.329079866706882
24,-0.040033046323896995,0.12659414305040814,0.15811571277810363,9.98335081744816,5.291681072693011,10.820048742051416
25,0.048203201079385916,0.08820892601498803,-0.27323312535964595,10.3343858305326,5.66483042535888,8.78656650877938
26,0.022807831549241427,0.0883972216348701,-0.12900762675240243,9.892666473191118,5.140341131270941,9.229523263148096
27,-0.04201327116473558,0.10043264098022177,0.20916143772924015,9.40741722409926,4.62456396660396,10.374697672224983
28,-0.03864318200258463,0.09438585413132462,0.20470854641426503,9.925510828028917,5.339751382510397,11.018603571756183
29,0.0017233720788080561,0.11441115912906634,-0.007531485966608963,10.292202300080678,5.762248510956811,10.248804006284294
30,0.019405948981835692,0.07895085995154763,-0.12289890821800534,9.932500252223258,5.21120119387355,9.292049314991832
31,-0.05580400632505567,0.10558220967790352,0.26426803575761143,9.489780314805035,4.633845284972919,10.714357506269497
32,-0.03744900100149662,0.12367124937579442,0.15140544463855934,9.718215350817283,4.77055703996953,10.44050366062748
33,-0.06095518763792596,0.13279590188926493,0.22950703587507887,9.517202232208987,4.741669407165032,10.605448722946976
34,0.0309196701521029,0.05872955562143638,-0.2632377329006826,10.80131373018649,6.368138100541445,9.1249794938015
35,-0.033814657666400266,0.12140390831044182,0.13926511154786236,10.194995193002237,5.433359130496989,10.951672558390497
36,0.0031154793150612297,0.08674476903409986,-0.017957735951988744,9.965764245081175,5.318084739335217,9.870263483561892
37,-0.03715838463649535,0.12322361208038035,0.15077623520829944,9.79164992127087,5.1913549757173465,10.574382880139405
38,-0.06758140975511692,0.0668102105420416,0.5057715670016488,9.663595324085406,5.361651359103886,12.375366133695898
39,-0.016413695694352068,0.06415046181497105,0.12793123564483472,10.250644728151137,5.746077224529489,10.985747487595837
40,-0.04328318383142713,0.10437689206850986,0.20734083461221162,9.924128714768488,5.187742644815792,10.999759604497957
41,0.0001553307468892262,0.06749768709098218,-0.0011506375520679041,10.291401320100878,5.923519652328338,10.284585495948496
42,-0.007835963145938998,0.1151440855308582,0.03402677223850542,10.451272679926547,5.831057327901983,10.649684739532736
43,-0.007484065692962286,0.09451056449317803,0.03959380484656031,10.409914704213149,5.724933731655425,10.636586613143804
44,-0.02492205722225899,0.15330393705991355,0.08128316108580781,9.710876136096202,4.78409451113984,10.09974246089491
45,-0.02094612806047079,0.11502163883828131,0.09105298912459736,10.193091079294282,5.515788472484169,10.695320107092963
46,0.005854130976323735,0.05768615790129081,-0.05074121062405459,10.759531943148684,6.319652569348792,10.438865121056509
47,-0.01656737746131531,0.07363735797501118,0.11249301928334694,10.572642644125336,6.2841181435616065,11.279562067627843
48,-0.0363133128552143,0.09033919060950003,0.20098316472737807,9.88785993065348,5.172805697156955,10.927506790187897
49,-0.020691018853663912,0.10523508098769921,0.09830856145814369,9.93656683763378,5.328592180300944,10.46041306947628
50,-0.04712325725143087,0.09408394299519515,0.25043198526361427,10.261014197286551,5.688911368084814,11.685699565184775
51,-0.08101279540857106,0.10380879637223618,0.3902019782508434,9.795817192756829,5.097606196515527,11.784913214980945
52,-0.061176696863589904,0.08182750054407327,0.3738150160815397,10.066941184812038,5.646067053345876,12.177525831155977
53,-0.0510800567382734,0.09784521887978465,0.261024796730394,9.69001571504963,5.205296392554972,11.048727147837745
54,0.0110759309828001,0.08192301831211697,-0.06759962713166963,9.925614435830736,5.544646205057854,9.550798419791798
55,-0.02279753767306807,0.1124858980159072,0.10133509211014234,10.138295327468565,5.6869923807263865,10.714587224199152
56,0.013777046819149898,0.07810633951341231,-0.08819416519182878,10.68768636513763,6.293063168068944,10.132674912530344
57,-0.026147275941388944,0.09834881773046836,0.13293131806142977,9.866597440624755,5.21068788397997,10.559261049048935
58,-0.013014290013074038,0.09286607868395685,0.07007020322977377,10.014143494970613,5.248445665478069,10.381903149391086
59,-0.0253997783643864,0.10626063328275846,0.11951640781585524,9.786003355009893,5.1672764807693685,10.4035776781828
60,-0.06867093817670532,0.13334314901754538,0.2574970618388109,9.641503713487454,4.725356679207559,10.858269174523802
61,-0.03372580331421903,0.11604935568894156,0.14530801620569786,9.73515010804,4.835272056542618,10.437753898391051
62,-0.09188221335994635,0.09488547342182059,0.4841742895220483,9.296011612961314,4.513510029743377,11.481337124862952
63,-0.031165441186634297,0.13494184911633733,0.1154773014847516,9.705918777533903,4.725981857591409,10.251662409314452
64,-0.045710757868162574,0.14501041000564935,0.15761198753379763,9.746600692454757,4.818897991756026,10.50611678265805
65,-0.05040134382296021,0.12406562561309287,0.20312372413346885,9.830546918341078,4.9661136444128156,10.839282416264242
66,-0.07050869087590958,0.1311743367483933,0.2687594716455588,9.786684421570882,5.006647861467718,11.132268455534312
67,-0.0032994122093090625,0.11330418286679614,0.014559975306418971,10.362367203255262,5.844351515084014,10.447460816996918
68,0.014353253768110545,0.08619009059207447,-0.08326510431484792,10.743355384628815,6.288982423934874,10.219702607065633
69,-0.00025770881824151783,0.07846255251986534,0.0016422408522605131,10.380692224405777,6.005488134803799,10.390554682358518
70,0.014431407476847315,0.11655966220783902,-0.0619056678935569,10.132983204966333,5.462013983980463,9.794853581244075
71,0.0019173853681354565,0.08067079099667408,-0.011884012443949552,10.007967542417012,5.468366994947726,9.942981401000969
72,-0.05411074129662469,0.11440591832998523,0.23648576090509177,9.761270447225877,5.16350903119662,10.982366809408724
73,-0.024811764214982737,0.12356074649886313,0.10040310097677756,9.916215549634797,5.391641304971188,10.457553056008384
74,-0.042419544550518114,0.11417967656938062,0.1857578591262786,9.864134956299562,5.2212685267786645,10.834026619757385
75,-0.07621274507122477,0.09760993852571298,0.39039439130037135,9.315035508285394,4.34976576195397,11.01315966522261
76,-0.089163352000715,0.1140488196941353,0.39089993320334215,9.466233993289208,4.776482313659088,11.33336061064549
77,-0.09736053358948685,0.11579066340974126,0.42041616621956446,9.337812314663939,4.6279567316635015,11.283480141219934
78,-0.03425507495923178,0.0928323115608724,0.18449974143307793,9.90208845614726,5.181389968495286,10.858053565598583
79,-0.028016256765993654,0.09300096236462864,0.15062347772354434,9.872730752931435,5.340994522726933,10.677209922446968
80,-0.011893328141557913,0.10076982532723176,0.05901234870129269,10.245066646187649,5.517746525103965,10.57068182817243
81,-0.04127481271880376,0.11115965598497289,0.18565554361010028,9.842858109719874,5.166018822762226,10.801958142559805
82,-0.021122660932123376,0.0987583365316128,0.10694115390128082,9.966263039527009,5.212407910531372,10.523683956083397
83,0.002077848424709145,0.05186484502201127,-0.020031376010352608,10.263911347468099,5.571784087202095,10.152300845368854
84,-0.06766830126056196,0.14675345828933672,0.23055095957993796,9.917927243518273,5.02893797850341,11.077353720130228
85,-0.018256569415960117,0.1015514665743025,0.08988826075988904,9.858904249863661,5.127217940282399,10.319780953052547
86,-0.036023103739286653,0.11929169359954668,0.1509874772178754,10.124786038537579,5.45179551276394,10.94793888931754
87,0.015105178037936068,0.10150059046018843,-0.0744093111648487,10.02798671331041,5.350430879283551,9.629864837147785
88,-0.020916633701495404,0.08979187444630671,0.1164728647802259,9.955489115297388,5.218616351671648,10.563316311965515
89,-0.014709332878856419,0.09797082868668766,0.07506996253903858,9.99021628089334,5.655021357307871,10.414738522343907
90,-0.009791411772950731,0.10383271131124541,0.047149937863032045,9.789380778364928,5.143313668634834,10.031887698251143
91,-0.06352999306824761,0.09157573786022764,0.34687131413133493,9.343474822187552,4.488330648747295,10.900347972574474
92,-0.003426455244733676,0.10860688145107851,0.015774577075381303,10.153626043900076,5.275291590136332,10.236841537683793
93,-0.06435125868702395,0.0989127975287483,0.32529288572755566,9.398541371215968,4.516352918986601,10.867678845197188
94,-0.06685845814379854,0.11778573433443794,0.2838139037872034,9.326829104442709,4.5884801813589835,10.629103577164416
95,-0.035699520993275155,0.12450079714392591,0.1433706522858872,9.846297762319402,4.858414639955257,10.542851838325092
96,-0.059426479748206286,0.09935303050322421,0.2990672727706971,9.575866264704441,4.700693566066604,10.981689869638743
97,-0.03438331701095322,0.08865450388138954,0.1939174858896876,9.193147451618222,4.279662452120717,10.023048834789966
98,0.016923147267936246,0.07772282853785835,-0.10886857559290368,10.672430058095772,6.193985696998541,9.998099658020722
99,-0.01216194150785682,0.14275398619897986,0.04259755482731217,9.60308115575215,4.8282709814564315,9.80875369360586
100,-0.05013011819499981,0.10162195918446398,0.2466500281892997,9.361429458906285,4.580524239817667,10.491215891779083
101,-0.0760017799701521,0.11074858754405799,0.3431275362311826,9.7022926146802,5.203111435966213,11.487623422439578
102,-0.05317651646617062,0.11401739926487459,0.2331947439997114,9.572469386916856,4.725368257140834,10.674400427945175
103,-0.02845244525935618,0.10271657494637451,0.13849977607903308,10.140367080877738,5.741440859961115,10.935555354353363
