fold,n_test,n_train,sse,rmse,k
0,9834,41339,12753.238660404844,1.1387939245730025,8
1,10581,40592,14786.272013888713,1.1821320401993205,8
2,10833,40340,14940.964694068885,1.1743970405880706,8
3,9995,41178,13296.315464434241,1.1533848857995406,8
4,9930,41243,13779.483516275337,1.1779906559587887,8
