Incident Reference,fold,y,prediction_eta
FREP-10277-L,1,0.0,1.3637604526462748
FREP-102775-G,4,2.0149030205422647,1.162421571268078
FREP-10279-L,0,0.0,1.3673551078868762
FREP-10280-O,1,1.168345626682785,1.298560763110875
FREP-10284-O,1,2.5636664836486474,1.252469998610567
FREP-10286-L,3,0.0,1.3273655676057405
FREP-10288-O,1,2.0390534807745477,1.1165354841573887
FREP-10297-O,0,0.23638877806423034,1.0313439419068833
FREP-10304-O,3,2.9601050959108397,1.9695143386917096
FREP-10311-O,0,0.0,1.3725284093347425
FREP-10319-L,4,0.22314355131420976,1.1446806278801613
FREP-10319-O,3,0.0,1.4599900728381476
FREP-10339-L,1,0.0,1.3272478213522074
FREP-10356-O,1,1.882006347075833,1.1307589500550137
FREP-103567-G,1,0.0,1.19081002087897
FREP-10359-O,1,2.0193376176101303,1.2153628295389587
FREP-10364-L,1,0.0,1.3607289645001501
FREP-10368-L,2,0.0,1.4851299930472097
FREP-10380-O,2,2.77050321574876,1.3111488735444923
FREP-10388-L,3,0.0,1.6067011465461905
FREP-10389-L,3,0.0,1.5849005657116284
FREP-1039241-A,0,0.0,1.310785205615939
FREP-10394-L,4,0.0,1.3801169626841996
FREP-10399-L,3,0.0,1.3367733786311309
FREP-10403-O,4,1.4586150226995167,1.2959384345548248
FREP-10417-O,4,-0.2876820724517809,1.4909486445722067
FREP-104267-Z,4,0.45953232937844013,1.1479868974475969
FREP-10431-O,4,1.6060990111685858,1.422507537502233
FREP-10434-O,4,2.0918640616783932,1.019874433959239
FREP-10439-O,4,1.9740810260220096,1.0984974989738776
FREP-10451-L,2,0.0,1.2799525122091149
FREP-10454-O,3,2.614959778036198,1.29168747939857
FREP-10455-O,3,1.3652409519220583,1.3123129723490543
FREP-10456-O,3,2.0835995518284998,1.254716842696368
FREP-10461-L,2,0.0,1.3402599471368641
FREP-10466-O,3,2.2353763433005955,1.1915698230519411
FREP-10468-O,1,0.19611487892629037,1.144253760353271
FREP-10469-O,1,1.6160824551527688,0.8612961614170489
FREP-10470-L,1,0.0,1.2733633332662608
FREP-10483-O,4,0.8401293709085912,1.1612425173224838
FREP-10484-O,4,3.035753947903477,1.0476200779742035
FREP-10494-I,2,-1.791759469228055,1.1633970648844203
FREP-10496-I,1,0.5784842722398056,1.162995780028862
FREP-10497-I,0,2.362425093350063,1.1460620367242877
FREP-10498-L,2,0.6330432564902398,1.3418995353519712
FREP-10499-I,1,-2.995732273553991,1.2500342030380343
FREP-10501-I,4,-1.791759469228055,1.2417614153128307
FREP-10502-I,4,-1.455287232606842,1.0387495613685085
FREP-10502-L,3,0.0,1.3538853165621647
FREP-10503-L,2,-0.8754687373538999,1.0410990685448605
FREP-10504-L,1,0.0,1.5961746461209267
FREP-10505-I,0,-1.3862943611198906,1.108281606886736
FREP-10506-I,1,2.4624337939359418,1.5396936333541034
FREP-10507-I,3,1.6193882432872684,0.9681373973818761
FREP-10508-I,2,-2.4849066497880004,1.0665933685262123
FREP-10509-I,3,-0.2441969605120421,1.1539030407455115
FREP-10510-L,0,0.0,1.3663667916982638
FREP-10521-L,2,0.0,1.3768470416344543
FREP-10525-L,0,0.0,1.3747694872177805
FREP-10543-L,2,3.2354051268194115,0.975297571240725
FREP-10544-L,3,0.0,1.34196997926789
FREP-105469-Z,1,-0.8754687373538999,1.4862301474322968
FREP-10569-O,3,2.075266170269355,1.3114547160965884
FREP-10571-O,3,2.445241393395569,1.3801333881238997
FREP-10589-L,1,0.0,1.4392941003607234
FREP-10602-L,3,0.0,1.5034380660393536
FREP-10605-L,2,0.0,1.317854067767859
FREP-10608-L,4,2.550746407283543,1.0707907479210121
FREP-10610-L,4,2.475136858192195,1.1573351938022918
FREP-10612-L,1,1.1260112628562242,1.1040216348953888
FREP-10613-L,1,1.0176432261344426,1.0931122626525533
FREP-10614-L,1,2.2318049109329983,1.0408906635565147
FREP-10615-L,1,0.9096017437233584,1.104201141781866
FREP-10616-L,1,1.5332765514685365,1.1711859820378152
FREP-10626-L,1,2.826326942026583,0.9863127778726934
FREP-106320-G,4,0.0,1.4323838492833483
FREP-10656-L,0,0.7884573603642703,1.262494923227691
FREP-10681-L,2,0.0,1.450481630488337
FREP-10705-O,3,0.6505875661411494,1.229778707069933
FREP-10706-O,3,0.7731898882334817,1.1392309844239545
FREP-10710-L,2,0.0,1.3497673406276915
FREP-10715-O,0,0.42744401482693967,1.1878617441840764
FREP-10721-L,3,0.0,1.1207245899471365
FREP-10733-L,4,0.0,1.601115984005033
FREP-10744-L,1,0.0,1.3965365207091327
FREP-10760-O,2,1.120591195386885,1.4521776605678187
FREP-10762-L,3,0.0,1.42773531917306
FREP-10763-L,1,0.0,1.2153894893233872
FREP-10763-O,2,1.9969653198555974,1.5038424527871304
FREP-107636-Z,0,0.7419373447293773,1.3328220781165916
FREP-10766-O,2,0.13976194237515863,1.2921445821422228
FREP-10768-O,2,-2.70805020110221,1.2697175455895995
FREP-10773-L,3,-0.2876820724517809,1.087004622217054
FREP-10778-L,4,2.0390534807745477,1.230119095861986
FREP-10779-L,4,-2.70805020110221,1.4979419040415496
FREP-10781-L,4,4.970507503005476,1.421281603927316
FREP-10782-L,1,1.6613976513648114,1.0707590384010819
FREP-10786-L,0,0.45953232937844013,0.4945130729245314
FREP-10787-L,0,-1.455287232606842,0.7848474801236404
FREP-10789-L,0,0.1823215567939546,0.9846148791206091
FREP-107890-Z,1,0.0,1.351273565360262
FREP-10790-L,0,-1.791759469228055,1.2960578602596344
FREP-10792-L,0,-2.0149030205422647,1.4385775749898428
FREP-10793-L,0,1.9810014688665833,1.36915974915162
FREP-10793-O,0,0.0,1.4552644668525152
FREP-10795-L,3,5.033266162155086,0.9308249703809268
FREP-10797-L,2,1.3523928094442093,1.4805579036824152
FREP-10798-L,4,0.9096017437233584,1.0107082647170853
FREP-10799-L,4,-1.791759469228055,1.3977600101175
FREP-10800-L,0,-2.1484344131667874,0.7743439650188355
FREP-10801-L,0,-2.995732273553991,0.4853209031048521
FREP-10803-L,1,3.871201010907891,1.3573548557083732
FREP-10804-L,1,1.496642418288756,1.357608133904039
FREP-10805-L,3,-2.70805020110221,1.3742609402911945
FREP-10806-L,3,-1.6964492894237302,1.293818475607145
FREP-10807-L,3,-0.1823215567939546,0.821971712075332
FREP-10816-L,1,0.0,1.3846666914563808
FREP-10822-L,1,-0.2876820724517809,1.1696982629563057
FREP-10823-L,2,0.0,1.5013215298901814
FREP-10832-L,0,0.0,1.1936768216275035
FREP-10833-L,0,0.04879016416943204,0.8872646529477575
FREP-10834-L,0,0.0,1.3397272544002594
FREP-10835-L,2,0.0,1.4779948059463837
FREP-10847-L,2,0.0,1.6050521774381765
FREP-10848-O,1,0.0,1.34811591113273
FREP-10861-L,3,0.0,1.6107312509341754
FREP-10874-L,2,0.0,1.7243581720988246
FREP-10875-L,2,0.0,1.3411557165554784
FREP-10883-O,2,0.0,1.4450541325883959
FREP-10895-O,0,0.0,1.5438637388877712
FREP-1091781-A,2,0.08004270767353636,1.3456848118119689
FREP-10921-O,0,0.0,1.3404853921365814
FREP-1095018-A,2,0.0,1.4495181834992223
FREP-1095260-A,0,0.0,1.3772316245594716
FREP-10960-L,0,0.0,1.0837322829159306
FREP-10961-L,2,0.0,1.2393177724879876
FREP-10967-L,3,2.475136858192195,0.9000328259571584
FREP-10969-L,4,1.2188614168196867,0.8031397451530623
FREP-10970-L,4,-0.6931471805599453,1.118628289810285
FREP-109724-Z,1,0.0,1.1735893860224131
FREP-10983-L,1,0.4906229164484712,1.0278479576404864
FREP-10987-O,2,0.0,1.417184364800219
FREP-10990-L,1,0.0,1.2904820873477032
FREP-10998-O,3,0.0,1.3585947225035684
FREP-11000-L,1,1.8218575003853346,1.244844866961594
FREP-11005-L,1,-1.6094379124341003,1.1033160446821342
FREP-11013-L,3,0.0,1.1421072219421937
FREP-11026-L,3,-0.40546510810816444,0.9130695131928127
FREP-11031-L,2,0.0,1.1521890435388902
FREP-11035-O,1,-0.38077249551779285,1.0299000164595222
FREP-11036-O,1,0.7259370033829363,1.2416435131934467
FREP-11039-L,3,0.9028677115420144,0.7356246760924945
FREP-11041-L,2,4.993715175045249,1.2752121742319522
FREP-11042-L,2,4.820415965175161,1.1879718698926958
FREP-1104260-A,4,0.0,1.2857003787483148
FREP-11043-L,2,-1.1499055830556604,1.2661706738320884
FREP-11043-O,0,4.54258531079647,1.3646309090719484
FREP-11044-L,2,-0.5679840376059393,0.19442579344346644
FREP-11044-O,1,-0.958850346292951,1.4142820206836488
FREP-11045-O,3,0.0,1.4403640241002138
FREP-11047-L,0,1.1631508098056809,1.2844289466916203
FREP-11048-O,0,1.3694872428035094,1.0713021760529322
FREP-11049-O,2,0.0,1.3826183051417755
FREP-11052-L,0,4.982350124884164,1.3197502572539235
FREP-11053-L,0,0.5690945318899664,1.089060692256031
FREP-11055-L,0,6.169750192780365,1.1891699409832217
FREP-11056-L,2,0.11034805716886541,0.7969514062444549
FREP-11057-L,0,-2.3025850929940455,1.1964727986184824
FREP-11058-L,0,-0.7621400520468967,0.6735652028705936
FREP-11060-L,4,0.0,1.350718328669299
FREP-1106384-A,3,0.0,1.359778515781197
FREP-11066-L,4,1.9482882714602807,1.0962198668105527
FREP-11072-L,0,-0.35667494393873245,1.1954095456968308
FREP-11078-L,4,0.39429180751003917,1.1082417843674994
FREP-11084-L,2,0.0,1.3348563600527983
FREP-11088-O,4,0.5877866649021191,1.2960630917586733
FREP-11110-O,1,2.151762203259462,1.32206579616334
FREP-11115-O,1,1.1939224684724346,1.4001862030211985
FREP-11120-O,3,0.0,1.376514460601492
FREP-11122-O,4,0.0,1.3886646852335116
FREP-11132-O,3,0.8685000680378065,1.3402949284113914
FREP-11134-O,3,1.9070703157390494,1.359995142476536
FREP-11138-L,2,0.0,1.2517295026235002
FREP-11143-L,0,0.0,1.1192957135749284
FREP-11147-L,1,0.0,1.1739344131246314
FREP-11150-O,3,5.6682128658798225,1.3809852205356714
FREP-1115583-A,0,0.0,1.3211250415845484
FREP-11156-L,1,0.3829922522561057,0.9188741430012202
FREP-11163-O,1,0.0,1.3276434935978452
FREP-11211-O,4,0.0,1.3683052961070756
FREP-11215-O,1,0.0,1.3663130968772486
FREP-112167-Z,3,1.4701758451005926,1.2721346448234552
FREP-11217-O,3,0.0,1.37827863367665
FREP-11218-O,2,0.0,1.3302568390038294
FREP-11225-O,1,0.0,1.4456554095514798
FREP-1122639-A,0,3.1801349965517702,1.274811104862892
FREP-11243-L,3,0.0,1.3359781422986097
FREP-11249-O,1,0.0,1.381318211381656
FREP-11255-L,2,0.4054651081081644,1.1505570309025865
FREP-11263-O,3,2.512305623976115,1.544449831833635
FREP-1127464-A,3,0.0,1.5311342541075499
FREP-11287-O,1,0.0,1.462907784302953
FREP-11289-L,1,0.0,1.2965776638491744
FREP-11298-O,0,2.0149030205422647,1.0580177360960485
FREP-11299-O,0,0.5690945318899664,1.2328547140349704
FREP-11303-L,3,0.0,1.2115043224271016
FREP-11311-O,0,1.766441661243765,1.2507916770458336
FREP-11314-L,1,0.0,1.310297263235704
FREP-11324-O,3,1.9363406980391626,1.1310574544567138
FREP-11325-O,3,-0.5978370007556204,1.3032913263255395
FREP-11332-O,4,0.0,1.288928674816641
FREP-11334-O,3,1.377926111449374,1.2154733987295465
FREP-11342-L,0,0.0,1.252382415203428
FREP-11343-O,4,0.0,1.3964382771927322
FREP-11344-L,2,0.0,1.1612060062697271
FREP-11350-O,4,3.0097995307654264,1.3146489177635585
FREP-11354-O,2,1.2575135712539658,0.909923908582355
FREP-11355-O,2,2.634284050862601,1.1412631290816928
FREP-11357-O,2,1.2383742310432684,1.1433544104024762
FREP-11358-O,2,1.9717635278816472,1.2312928324630839
FREP-11366-L,4,-0.10536051565782628,1.2308566970362622
FREP-11368-L,3,2.4203681286504293,0.9463587775746585
FREP-11370-L,3,0.5108256237659907,0.8739541874234276
FREP-11373-L,3,0.9555114450274363,1.0705520112768308
FREP-11375-L,3,0.6678293725756554,0.9512836330508551
FREP-11382-L,2,0.0,1.1943971250100156
FREP-1138645-A,4,0.0,1.2898450228090435
FREP-11395-L,4,3.175272187386069,1.6732317656192672
FREP-11398-L,3,0.0,1.0625935868727223
FREP-11399-O,2,0.0,1.348080584921385
FREP-11400-O,2,0.0,1.348080584921385
FREP-11401-L,4,2.169053700369523,1.58619745782586
FREP-114025-Z,2,0.0,1.28604470665879
FREP-11406-L,4,1.882006347075833,1.2052008475369025
FREP-11407-L,1,0.26236426446749106,1.1573854324014468
FREP-11410-L,0,0.0,1.1630932159573655
FREP-11417-L,3,0.0,1.0867882983470065
FREP-11420-L,2,0.0,1.0843738913821495
FREP-11425-O,0,0.0,1.3614290247194454
FREP-11435-L,3,-1.0498221244986778,1.185165640841213
FREP-11440-L,2,0.0,1.077544062667285
FREP-11454-O,4,0.0,1.3234862953077693
FREP-11463-O,4,3.0803797476142756,1.3583605334937208
FREP-11465-O,0,0.0,1.5067091291202264
FREP-1146613-A,4,0.0,1.3556494211159285
FREP-11471-O,0,0.0,1.6168028455193741
FREP-11508-L,3,1.5546296759391054,1.3513758065772263
FREP-11515-L,2,0.0,1.1943971250100156
FREP-1151564-A,3,0.0,1.4000959572476366
FREP-115225-Z,1,1.5824092400461809,1.8437546879737499
FREP-11531-L,3,0.0,1.0993706671362886
FREP-1153507-A,1,0.0,1.543417502753008
FREP-11538-L,0,0.0,1.3022181359118215
FREP-11547-O,2,2.4524408485384233,1.378365753467621
FREP-11551-L,3,0.0,1.1970202532147636
FREP-1157503-A,1,0.0,1.5456197993043723
FREP-11578-O,2,0.0,1.3287779319378288
FREP-11582-O,2,1.5260563034950492,1.38979667643721
FREP-11591-V,4,0.0,1.1099715505557937
FREP-11597-O,2,0.0,1.4451712846419524
FREP-11610-O,2,3.883623530906448,1.1949693037809785
FREP-11613-O,1,0.0,1.2917509349739804
FREP-11616-L,3,0.016529301951210506,1.5291569696932297
FREP-116165-Z,3,0.0,1.4955953642163176
FREP-1164238-A,3,-0.16251892949777494,1.1363515980362897
FREP-11659-O,4,0.0,1.4404111047514556
FREP-11669-O,0,0.0,1.4604788423665187
FREP-11680-O,4,0.676340062243564,1.0063695599195746
FREP-11690-L,0,1.698669046162043,1.1776180812652994
FREP-1169181-A,4,0.0,1.2910380208277847
FREP-11720-O,2,0.0,1.5882347311860332
FREP-11721-O,4,0.0,1.3465540201818094
FREP-11722-O,2,0.0,1.4032250845959313
FREP-11728-O,4,0.0,1.507085972875278
FREP-11731-O,0,0.0,1.3953654674334073
FREP-117368-G,3,-2.4849066497880004,1.1481709227109438
FREP-11737-O,0,0.0,1.4626801408392038
FREP-11745-O,4,0.0,1.3297779725944772
FREP-11756-O,0,0.0,1.2997578573427704
FREP-11763-O,0,0.0,1.4204870808446646
FREP-11765-O,0,0.0,1.4127748215064386
FREP-1177254-A,3,0.0,1.3985710336793584
FREP-11790-O,4,0.0,1.3386843033829816
FREP-11795-O,1,0.0,1.2669109902557885
FREP-11796-O,2,0.0,1.4315101981427631
FREP-11803-O,4,1.1151415906193203,1.202093213858675
FREP-11831-O,3,0.0,1.4681525299115574
FREP-11846-O,0,0.0,1.3383051850584484
FREP-11855-O,1,0.0,1.6206301711565685
FREP-11865-O,2,0.0,1.3691841085695156
FREP-11874-O,0,0.0,1.373360408735316
FREP-11876-O,1,-0.6931471805599453,1.2132534324040147
FREP-11885-O,0,1.076139432816051,1.285856712421892
FREP-11899-O,2,0.0,1.4987200858021648
FREP-119011-Z,1,2.403937587254333,1.4772861520653855
FREP-1190301-A,4,1.1837700970084166,0.9165499589126154
FREP-11905-O,2,1.8164520818184267,1.3766931274589063
FREP-11911-O,4,0.0,1.5480514823954785
FREP-11915-O,0,0.0,1.3701421209741673
FREP-11919-O,0,0.0,1.4056320774613689
FREP-11937-O,0,1.3523928094442093,1.1471800626043989
FREP-11939-O,0,0.41651494429474933,1.2997265500247719
FREP-1194242-A,4,0.0,1.2864334872075858
FREP-119490-Z,4,0.0,1.4545212573263404
FREP-11956-O,0,2.6039234918933123,1.314251380921638
FREP-11958-O,3,0.0,1.3445571007368826
FREP-11968-O,0,1.0818051703517284,1.389880557309414
FREP-11969-O,4,3.004031076368686,1.5579898167050583
FREP-11981-O,0,1.7972996496036704,1.3759701109797384
FREP-1198809-A,0,0.0,1.3343560039773459
FREP-11992-O,0,0.0,1.340932596160143
FREP-11995-O,4,0.0,1.2289908477896303
FREP-12007-O,2,0.0,1.4621508026564547
FREP-12009-O,3,0.0,1.3497123988287645
FREP-12014-O,2,0.0,1.3828287781640958
FREP-1201562-A,3,0.0,1.5643583504828935
FREP-12020-O,1,0.0,1.403597234078624
FREP-1203315-A,3,0.0,1.439564091064015
FREP-12034-O,3,0.0,1.4192805321081912
FREP-12042-O,0,-0.7270487322356266,1.0773357531054086
FREP-12047-O,4,-0.456758402495715,1.367545665041261
FREP-12051-O,0,2.4336133554004498,1.358521652273323
FREP-12060-O,0,0.0,1.3379477093729906
FREP-120637-Z,1,2.9400433676934026,1.0818372162964611
FREP-12066-O,0,0.8109302162163288,1.4025452068313087
FREP-12074-O,0,0.13976194237515863,1.2131817769726339
FREP-12076-O,0,0.22314355131420976,1.1961601051682997
FREP-12091-O,2,2.0149030205422647,1.0995654918342348
FREP-12094-O,2,-1.0986122886681098,1.213125890070309
FREP-12095-O,2,0.9994056385846617,1.302518870544738
FREP-12109-O,4,0.0,1.4143026317851668
FREP-1212940-A,0,0.0,1.3871191663386437
FREP-1212968-A,0,0.16833531481921474,1.3350064202885172
FREP-121312-G,1,0.0,1.3273747536011753
FREP-12132-O,2,1.076139432816051,1.3341426853046505
FREP-12140-O,2,0.7960045659996531,1.1384429338451185
FREP-12141-O,2,1.5040773967762742,1.3607788603324165
FREP-12145-O,2,0.7960045659996531,1.4749439222672733
FREP-12146-O,2,1.6956156086751528,1.4634469783344914
FREP-12157-O,3,0.9619012431262074,1.4554247319801554
FREP-12162-O,1,0.0,1.2212339728501087
FREP-121698-Z,0,0.125163142954006,1.1590559941417278
FREP-12180-O,2,0.0,1.413889860423357
FREP-12183-O,0,1.213923135179104,1.2646893779074777
FREP-12201-O,2,0.8401293709085912,1.4024206221604951
FREP-12216-O,2,0.0,1.4185140681750381
FREP-12229-O,3,3.2121868367174042,1.428111787517992
FREP-12232-O,3,0.0,1.522493656070613
FREP-12235-O,3,3.522923251406246,1.456607259310902
FREP-122410-Z,3,0.0,1.3434854007172263
FREP-12245-O,0,0.0,1.5758676220369814
FREP-122451-Z,3,0.04879016416943204,1.3172455252552526
FREP-12268-O,0,0.0,1.5707552537514218
FREP-12281-O,4,0.0,1.2772598123808285
FREP-12294-O,0,0.0,1.2966075408786053
FREP-12295-O,2,0.0,1.2918011694133917
FREP-12311-O,1,0.3364722366212129,0.9416669730221499
FREP-12313-O,1,0.3829922522561057,0.9842379088471545
FREP-12324-O,1,1.157928865824529,1.3018418762014539
FREP-12325-O,1,1.0355541527009728,1.3241264759707378
FREP-12342-O,2,2.184176861943744,1.3588555375606657
FREP-12343-O,2,0.4054651081081644,1.375504259841318
FREP-12355-O,1,0.0,1.3277264567463365
FREP-12380-O,4,2.501435951739211,1.3893457101119584
FREP-12387-O,4,0.0,1.4122030194706556
FREP-123954-Z,2,0.0,1.5145973619495505
FREP-12402-O,4,0.0,1.2756771705164747
FREP-124095-Z,1,-1.0986122886681098,1.1514101683553277
FREP-12424-O,4,0.0,1.2188170597856973
FREP-12431-O,3,0.0,1.3635577945023163
FREP-12432-O,0,0.0,1.4711551562200365
FREP-12439-O,3,0.0,1.3211152233849213
FREP-12441-O,2,0.0,1.4344221261526071
FREP-12456-O,0,0.0,1.4780437220187923
FREP-12457-O,0,0.0,1.2451496677262814
FREP-12460-O,2,0.2097205309820691,1.2469337937749612
FREP-12461-O,2,3.4693751061922655,1.462713375435524
FREP-12469-O,2,1.462483499477437,1.344586234715094
FREP-12471-O,0,0.0,1.403133217966595
FREP-12489-O,4,0.0,1.4206540669420655
FREP-12491-O,4,0.23638877806423034,1.5150202080397082
FREP-12508-O,4,1.2669476034873244,1.3510779732078586
FREP-125095-Z,3,-0.12405264866997888,0.7033222769458432
FREP-12511-O,4,1.496642418288756,1.4361463805243606
FREP-12521-O,1,0.0,1.4393173605409744
FREP-12524-O,4,0.0,1.4503306166255014
FREP-12530-O,4,0.0,1.4441351683712265
FREP-12534-O,1,0.0,1.2250790881880786
FREP-12541-O,1,0.0,1.3382055537819124
FREP-12542-O,1,0.0,1.3306065010758477
FREP-12546-O,4,0.0,1.3092446668475484
FREP-12548-O,1,0.0,1.2403640532716833
FREP-12549-O,2,0.0,1.4422123257011488
FREP-12550-O,1,0.0,1.2516593068923192
FREP-12551-O,4,1.6518586283180525,1.2708432239503795
FREP-12552-O,1,1.6613976513648114,1.1876209334267602
FREP-12553-O,4,2.473733349189875,1.1562835802970866
FREP-125530-Z,1,0.0,1.3019960279403937
FREP-12554-O,4,3.095577608523707,1.4356624923039707
FREP-12555-O,1,1.7167964307545998,1.6119534238456372
FREP-12556-O,1,2.6282852326333477,1.4680810323181641
FREP-12558-O,1,2.24953587190423,1.2543413324361548
FREP-125605-Z,3,1.4390449265054195,1.0919209279910258
FREP-125607-G,0,0.0,1.3629345408011961
FREP-12561-O,1,0.0,1.2308988312964966
FREP-12566-O,2,0.0,1.518425696302392
FREP-12567-O,1,0.0,1.309373240584103
FREP-12574-O,1,1.9600947840472698,1.2719772862310301
FREP-12579-O,0,0.0,1.2983735187191625
FREP-12590-O,0,0.0,1.285077702921082
FREP-12597-O,3,0.0,1.314579406354174
FREP-12602-O,1,0.0,1.2261606909924427
FREP-12608-O,0,5.450609176890295,1.26262594082915
FREP-12609-O,3,0.0,1.2668592515714276
FREP-12620-O,0,0.0,1.2445582279449807
FREP-12635-O,2,0.0,1.437210470893318
FREP-12640-O,4,0.0,1.5041431638250033
FREP-12642-O,4,0.0,1.5665896509866306
FREP-12645-O,4,0.0,1.4807837030894277
FREP-12649-O,0,0.0,1.3243894688562028
FREP-12657-O,0,0.0,1.3547719234551927
FREP-12663-O,4,0.0,1.4709880722651665
FREP-126680-Z,3,0.4489502200479032,1.368315842624667
FREP-12670-O,1,0.0,1.5403576565016894
FREP-12671-O,1,0.0,1.5656170310730202
FREP-12676-O,0,0.0,1.4087143938938531
FREP-126945-Z,3,0.0,1.4060745318960768
FREP-12696-O,0,0.0,1.520041591786331
FREP-12713-O,1,2.142025027981604,1.2528390082139689
FREP-12720-W,1,0.0,1.522375752358287
FREP-12729-Z,1,0.0,1.1931388925443842
FREP-12774-O,1,0.0,1.4827595474651716
FREP-12802-W,4,0.0,1.2667651823916222
FREP-12803-O,3,0.0,1.5806194857161018
FREP-12814-O,3,0.0,1.3150121065480171
FREP-12825-O,1,0.0,1.2019221091012504
FREP-128260-Z,4,0.0,1.259485973394849
FREP-12835-O,2,0.0,1.5319956982478273
FREP-12836-O,0,0.0,1.4775005041035798
FREP-12839-O,1,0.0,1.1574909691006103
FREP-12848-O,1,2.4350742760401247,1.316938570594899
FREP-12859-O,3,0.0,1.5887824035772273
FREP-12862-W,2,-0.08701137698962981,1.264333139000303
FREP-12867-O,2,0.0,1.2194649704444183
