Incident Reference,fold,new_date_utc,LAD21CD,y,prediction_eta,training_mean_baseline,prediction_source,target_scale,run_id,purpose,cubic_eta
FREP-10004-I,3,2024-03-30,E07000145,0.6931471805599453,1.7990509939766817,2.1475198878506245,OOF_date_group_diagnostic,log1p_C,R04_B1_all_valid_v1,B1_formal_pending_R04,1.7537073303858235
FREP-10004-L,0,2022-01-17,E09000022,0.6931471805599453,1.9595380601239247,2.1227930275801596,OOF_date_group_diagnostic,log1p_C,R04_B1_all_valid_v1,B1_formal_pending_R04,1.9754194530499665
FREP-10008-I,3,2024-03-30,E07000068,0.6931471805599453,2.1788588084504106,2.1475198878506245,OOF_date_group_diagnostic,log1p_C,R04_B1_all_valid_v1,B1_formal_pending_R04,2.1415623994324298
FREP-10011-I,3,2024-03-30,E07000069,1.0986122886681098,2.0288863923402403,2.1475198878506245,OOF_date_group_diagnostic,log1p_C,R04_B1_all_valid_v1,B1_formal_pending_R04,1.9648677677896544
FREP-10019-I,3,2024-03-30,E06000034,3.9512437185814275,1.944438965607925,2.1475198878506245,OOF_date_group_diagnostic,log1p_C,R04_B1_all_valid_v1,B1_formal_pending_R04,1.9521057240605257
FREP-10020-I,3,2024-03-30,E07000069,0.6931471805599453,2.0544495037796415,2.1475198878506245,OOF_date_group_diagnostic,log1p_C,R04_B1_all_valid_v1,B1_formal_pending_R04,2.0234832312022717
FREP-10022-I,3,2024-03-30,E09000003,0.6931471805599453,1.931246626045402,2.1475198878506245,OOF_date_group_diagnostic,log1p_C,R04_B1_all_valid_v1,B1_formal_pending_R04,1.9453099127731595
FREP-10023-I,3,2024-03-30,E07000068,0.6931471805599453,2.287151165521901,2.1475198878506245,OOF_date_group_diagnostic,log1p_C,R04_B1_all_valid_v1,B1_formal_pending_R04,2.4118264335938333
FREP-10031-L,0,2022-02-12,E09000030,0.0,1.6262123296520428,2.1227930275801596,OOF_date_group_diagnostic,log1p_C,R04_B1_all_valid_v1,B1_formal_pending_R04,1.6315345432140134
FREP-10032-I,3,2024-03-30,E06000033,1.6094379124341003,1.9388685421987333,2.1475198878506245,OOF_date_group_diagnostic,log1p_C,R04_B1_all_valid_v1,B1_formal_pending_R04,1.9849335143557862
FREP-10034-I,2,2024-03-31,E07000071,6.12029741895095,2.04770561865153,2.1269940219027776,OOF_date_group_diagnostic,log1p_C,R04_B1_all_valid_v1,B1_formal_pending_R04,2.1038481372589715
FREP-10043-I,2,2024-03-31,E07000144,1.6094379124341003,2.1126511434722337,2.1269940219027776,OOF_date_group_diagnostic,log1p_C,R04_B1_all_valid_v1,B1_formal_pending_R04,2.12924052314199
FREP-10043-O,3,2022-03-30,E07000096,0.0,2.1418811600266783,2.1475198878506245,OOF_date_group_diagnostic,log1p_C,R04_B1_all_valid_v1,B1_formal_pending_R04,2.149562023434871
FREP-10052-L,0,2022-05-08,E09000025,0.0,1.5898732522595227,2.1227930275801596,OOF_date_group_diagnostic,log1p_C,R04_B1_all_valid_v1,B1_formal_pending_R04,1.5825686054065153
FREP-10062-I,2,2024-03-31,E06000055,0.6931471805599453,2.0136914259859586,2.1269940219027776,OOF_date_group_diagnostic,log1p_C,R04_B1_all_valid_v1,B1_formal_pending_R04,2.013438020758558
FREP-10063-I,2,2024-03-31,E07000098,3.9318256327243257,2.128950823879067,2.1269940219027776,OOF_date_group_diagnostic,log1p_C,R04_B1_all_valid_v1,B1_formal_pending_R04,2.111068492008453
FREP-100701-Z,2,2022-11-29,E07000147,0.0,2.3424412794493814,2.1269940219027776,OOF_date_group_diagnostic,log1p_C,R04_B1_all_valid_v1,B1_formal_pending_R04,2.596348781045471
FREP-10074-I,2,2024-03-31,E07000009,3.9512437185814275,2.2992349460504156,2.1269940219027776,OOF_date_group_diagnostic,log1p_C,R04_B1_all_valid_v1,B1_formal_pending_R04,2.272410133315678
FREP-10075-O,3,2022-11-27,E07000071,0.0,1.9717437820728263,2.1475198878506245,OOF_date_group_diagnostic,log1p_C,R04_B1_all_valid_v1,B1_formal_pending_R04,1.9741251290616577
FREP-10076-I,2,2024-03-31,E07000077,3.7376696182833684,2.3428353633679087,2.1269940219027776,OOF_date_group_diagnostic,log1p_C,R04_B1_all_valid_v1,B1_formal_pending_R04,2.29346615262067
FREP-10082-I,2,2024-03-31,E07000147,3.9512437185814275,2.2125144130805374,2.1269940219027776,OOF_date_group_diagnostic,log1p_C,R04_B1_all_valid_v1,B1_formal_pending_R04,2.203761198433715
FREP-10085-I,2,2024-03-31,E06000034,0.6931471805599453,1.9426805427665699,2.1269940219027776,OOF_date_group_diagnostic,log1p_C,R04_B1_all_valid_v1,B1_formal_pending_R04,1.9005183576265041
FREP-10087-I,2,2024-03-31,E06000033,4.890349128221754,1.9113404461452628,2.1269940219027776,OOF_date_group_diagnostic,log1p_C,R04_B1_all_valid_v1,B1_formal_pending_R04,1.887152706631828
FREP-10103-I,2,2024-03-31,E07000069,0.6931471805599453,2.0890683593273485,2.1269940219027776,OOF_date_group_diagnostic,log1p_C,R04_B1_all_valid_v1,B1_formal_pending_R04,2.110270904417426
FREP-10104-I,2,2024-03-31,E09000003,0.6931471805599453,1.9332459996399474,2.1269940219027776,OOF_date_group_diagnostic,log1p_C,R04_B1_all_valid_v1,B1_formal_pending_R04,1.8891600301494647
FREP-10109-O,4,2023-05-04,E07000242,0.0,2.072662590543086,2.149097875272795,OOF_date_group_diagnostic,log1p_C,R04_B1_all_valid_v1,B1_formal_pending_R04,2.026276893176399
FREP-10114-I,2,2024-03-31,E07000144,0.6931471805599453,2.1249788181568867,2.1269940219027776,OOF_date_group_diagnostic,log1p_C,R04_B1_all_valid_v1,B1_formal_pending_R04,2.098976497704201
FREP-10118-O,4,2022-04-19,E09000005,4.51085950651685,1.6373321277475779,2.149097875272795,OOF_date_group_diagnostic,log1p_C,R04_B1_all_valid_v1,B1_formal_pending_R04,1.5931402445603646
FREP-10122-L,4,2022-03-05,E09000024,3.4339872044851463,1.8499604740356455,2.149097875272795,OOF_date_group_diagnostic,log1p_C,R04_B1_all_valid_v1,B1_formal_pending_R04,1.824213088966516
FREP-10123-L,4,2022-03-05,E09000024,0.6931471805599453,1.8499604740356455,2.149097875272795,OOF_date_group_diagnostic,log1p_C,R04_B1_all_valid_v1,B1_formal_pending_R04,1.824213088966516
FREP-101236-Z,4,2021-04-12,E09000003,1.0986122886681098,1.9637249824195988,2.149097875272795,OOF_date_group_diagnostic,log1p_C,R04_B1_all_valid_v1,B1_formal_pending_R04,2.1911655875839258
FREP-10127-L,3,2022-03-06,E09000013,4.3694478524670215,1.7933182603543083,2.1475198878506245,OOF_date_group_diagnostic,log1p_C,R04_B1_all_valid_v1,B1_formal_pending_R04,1.7377351239833203
FREP-10131-L,3,2022-03-06,E09000033,0.6931471805599453,1.7420749008632774,2.1475198878506245,OOF_date_group_diagnostic,log1p_C,R04_B1_all_valid_v1,B1_formal_pending_R04,1.687993454436776
FREP-10133-L,4,2022-03-07,E09000021,3.295836866004329,1.966783669560312,2.149097875272795,OOF_date_group_diagnostic,log1p_C,R04_B1_all_valid_v1,B1_formal_pending_R04,1.9089971950055733
FREP-10137-L,4,2022-03-07,E09000028,0.6931471805599453,1.6471156006364862,2.149097875272795,OOF_date_group_diagnostic,log1p_C,R04_B1_all_valid_v1,B1_formal_pending_R04,1.593037609225527
FREP-10146-L,0,2022-03-10,E09000026,0.6931471805599453,1.8213657454350551,2.1227930275801596,OOF_date_group_diagnostic,log1p_C,R04_B1_all_valid_v1,B1_formal_pending_R04,1.808947543180836
FREP-10160-L,1,2022-04-24,E09000001,0.0,2.3718045914034525,2.1458232943956337,OOF_date_group_diagnostic,log1p_C,R04_B1_all_valid_v1,B1_formal_pending_R04,2.3590816871060687
FREP-1018331-A,4,2021-04-09,E09000015,0.0,1.7062111627769536,2.149097875272795,OOF_date_group_diagnostic,log1p_C,R04_B1_all_valid_v1,B1_formal_pending_R04,1.6497853235066668
FREP-10188-O,0,2022-04-27,E07000071,0.0,1.9165371888512823,2.1227930275801596,OOF_date_group_diagnostic,log1p_C,R04_B1_all_valid_v1,B1_formal_pending_R04,1.9097408725082126
FREP-10203-L,2,2022-04-28,E09000024,0.0,1.7372658925285216,2.1269940219027776,OOF_date_group_diagnostic,log1p_C,R04_B1_all_valid_v1,B1_formal_pending_R04,1.6901183652975396
FREP-10211-L,3,2023-02-21,E09000032,0.0,2.021275023740142,2.1475198878506245,OOF_date_group_diagnostic,log1p_C,R04_B1_all_valid_v1,B1_formal_pending_R04,2.089840102391351
FREP-10233-L,2,2022-04-20,E09000025,3.7376696182833684,1.7370356402443003,2.1269940219027776,OOF_date_group_diagnostic,log1p_C,R04_B1_all_valid_v1,B1_formal_pending_R04,1.7388661707238364
FREP-10252-O,4,2022-05-04,E07000103,3.044522437723423,2.1222562003780068,2.149097875272795,OOF_date_group_diagnostic,log1p_C,R04_B1_all_valid_v1,B1_formal_pending_R04,2.0761586413238957
FREP-10255-L,0,2022-05-17,E09000013,0.0,1.7641964880250232,2.1227930275801596,OOF_date_group_diagnostic,log1p_C,R04_B1_all_valid_v1,B1_formal_pending_R04,1.7590357904623386
FREP-10267-L,0,2022-05-13,E09000013,0.0,1.7221124520342088,2.1227930275801596,OOF_date_group_diagnostic,log1p_C,R04_B1_all_valid_v1,B1_formal_pending_R04,1.7212776116894493
FREP-10276-L,1,2022-05-15,E09000004,0.0,1.8731753293279978,2.1458232943956337,OOF_date_group_diagnostic,log1p_C,R04_B1_all_valid_v1,B1_formal_pending_R04,1.8268524447213954
FREP-10276-O,1,2022-05-06,E07000103,0.6931471805599453,2.16565070885362,2.1458232943956337,OOF_date_group_diagnostic,log1p_C,R04_B1_all_valid_v1,B1_formal_pending_R04,2.2082911826265312
FREP-10277-L,1,2022-06-06,E09000012,0.0,1.922952032886213,2.1458232943956337,OOF_date_group_diagnostic,log1p_C,R04_B1_all_valid_v1,B1_formal_pending_R04,1.8876723233893962
FREP-102775-G,4,2024-01-31,E07000063,1.0986122886681098,1.7048943134525778,2.149097875272795,OOF_date_group_diagnostic,log1p_C,R04_B1_all_valid_v1,B1_formal_pending_R04,1.7338750733105517
FREP-10279-L,0,2022-05-12,E09000032,0.0,1.851097114214492,2.1227930275801596,OOF_date_group_diagnostic,log1p_C,R04_B1_all_valid_v1,B1_formal_pending_R04,1.8444239601571129
FREP-10284-O,1,2022-05-06,E07000103,0.6931471805599453,2.0286011709025087,2.1458232943956337,OOF_date_group_diagnostic,log1p_C,R04_B1_all_valid_v1,B1_formal_pending_R04,1.9965897618512558
FREP-10286-L,3,2022-05-21,E09000026,0.0,1.87232826457419,2.1475198878506245,OOF_date_group_diagnostic,log1p_C,R04_B1_all_valid_v1,B1_formal_pending_R04,1.8388805814277482
FREP-10304-O,3,2022-02-21,E07000146,2.0794415416798357,2.4808671438458445,2.1475198878506245,OOF_date_group_diagnostic,log1p_C,R04_B1_all_valid_v1,B1_formal_pending_R04,2.6600682168666028
FREP-10311-O,0,2022-09-23,E07000067,0.0,2.3385668830981428,2.1227930275801596,OOF_date_group_diagnostic,log1p_C,R04_B1_all_valid_v1,B1_formal_pending_R04,2.3352577648930506
FREP-10319-O,3,2022-06-17,E07000070,0.0,2.297660042801159,2.1475198878506245,OOF_date_group_diagnostic,log1p_C,R04_B1_all_valid_v1,B1_formal_pending_R04,2.345664777702099
FREP-10339-L,1,2022-07-11,E09000019,0.0,1.9532264422346421,2.1458232943956337,OOF_date_group_diagnostic,log1p_C,R04_B1_all_valid_v1,B1_formal_pending_R04,1.9984408083571974
FREP-10356-O,1,2022-05-19,E07000070,2.772588722239781,2.13930441328803,2.1458232943956337,OOF_date_group_diagnostic,log1p_C,R04_B1_all_valid_v1,B1_formal_pending_R04,2.119282065947904
FREP-103567-G,1,2024-01-30,E07000215,0.0,2.162136538562326,2.1458232943956337,OOF_date_group_diagnostic,log1p_C,R04_B1_all_valid_v1,B1_formal_pending_R04,2.1400460789852245
FREP-10359-O,1,2022-05-19,E07000071,2.0794415416798357,2.0118493196169793,2.1458232943956337,OOF_date_group_diagnostic,log1p_C,R04_B1_all_valid_v1,B1_formal_pending_R04,1.9589235690805196
FREP-10364-L,1,2022-07-14,E09000033,0.0,1.979610323650328,2.1458232943956337,OOF_date_group_diagnostic,log1p_C,R04_B1_all_valid_v1,B1_formal_pending_R04,1.947667895112076
FREP-10368-L,2,2022-06-28,E09000033,0.0,2.082547352316942,2.1269940219027776,OOF_date_group_diagnostic,log1p_C,R04_B1_all_valid_v1,B1_formal_pending_R04,2.101861281054939
FREP-10388-L,3,2023-02-21,E09000028,0.0,1.8702400119470126,2.1475198878506245,OOF_date_group_diagnostic,log1p_C,R04_B1_all_valid_v1,B1_formal_pending_R04,1.9396701343977172
FREP-10389-L,3,2023-02-21,E09000028,0.0,1.831429569789663,2.1475198878506245,OOF_date_group_diagnostic,log1p_C,R04_B1_all_valid_v1,B1_formal_pending_R04,1.8622420872635739
FREP-1039241-A,0,2021-05-01,E07000103,0.0,1.8697226622015977,2.1227930275801596,OOF_date_group_diagnostic,log1p_C,R04_B1_all_valid_v1,B1_formal_pending_R04,1.8602121525450899
FREP-10394-L,4,2023-09-21,E09000033,0.0,2.1473281956198105,2.149097875272795,OOF_date_group_diagnostic,log1p_C,R04_B1_all_valid_v1,B1_formal_pending_R04,2.0855653911418117
FREP-10399-L,3,2022-08-11,E09000033,0.0,1.9790111888108617,2.1475198878506245,OOF_date_group_diagnostic,log1p_C,R04_B1_all_valid_v1,B1_formal_pending_R04,1.9667719505093657
FREP-104267-Z,4,2023-06-13,E07000095,1.9459101490553132,2.17537462412941,2.149097875272795,OOF_date_group_diagnostic,log1p_C,R04_B1_all_valid_v1,B1_formal_pending_R04,2.1607015082624685
FREP-10434-O,4,2022-05-23,E09000014,4.663439094112067,1.940133648470363,2.149097875272795,OOF_date_group_diagnostic,log1p_C,R04_B1_all_valid_v1,B1_formal_pending_R04,1.9845277852310927
FREP-10451-L,2,2023-04-01,E09000024,0.0,1.8841991954841044,2.1269940219027776,OOF_date_group_diagnostic,log1p_C,R04_B1_all_valid_v1,B1_formal_pending_R04,1.827078688584707
FREP-10454-O,3,2022-05-26,E09000016,0.6931471805599453,1.9240776769139805,2.1475198878506245,OOF_date_group_diagnostic,log1p_C,R04_B1_all_valid_v1,B1_formal_pending_R04,1.890736963596275
FREP-10456-O,3,2022-05-26,E09000016,1.0986122886681098,1.9046455653325984,2.1475198878506245,OOF_date_group_diagnostic,log1p_C,R04_B1_all_valid_v1,B1_formal_pending_R04,1.8632111481931644
FREP-10461-L,2,2022-09-08,E09000007,0.0,1.9857934739277736,2.1269940219027776,OOF_date_group_diagnostic,log1p_C,R04_B1_all_valid_v1,B1_formal_pending_R04,1.9262720845923667
FREP-10466-O,3,2022-05-26,E09000015,1.3862943611198906,1.8207947173636585,2.1475198878506245,OOF_date_group_diagnostic,log1p_C,R04_B1_all_valid_v1,B1_formal_pending_R04,1.7807438783630212
FREP-10469-O,1,2022-05-27,E07000242,4.7535901911063645,2.001953779593807,2.1458232943956337,OOF_date_group_diagnostic,log1p_C,R04_B1_all_valid_v1,B1_formal_pending_R04,1.965966115131749
FREP-10470-L,1,2022-09-02,E09000025,0.0,1.7712673770618426,2.1458232943956337,OOF_date_group_diagnostic,log1p_C,R04_B1_all_valid_v1,B1_formal_pending_R04,1.7348820766292663
FREP-10484-O,4,2022-05-28,E09000010,3.713572066704308,1.812888659989546,2.149097875272795,OOF_date_group_diagnostic,log1p_C,R04_B1_all_valid_v1,B1_formal_pending_R04,1.841465527612789
FREP-10494-I,2,2023-10-10,E07000146,0.6931471805599453,1.9781749913971134,2.1269940219027776,OOF_date_group_diagnostic,log1p_C,R04_B1_all_valid_v1,B1_formal_pending_R04,1.9520656841163635
FREP-10496-I,1,2023-09-12,E07000202,1.6094379124341003,2.0396200909284827,2.1458232943956337,OOF_date_group_diagnostic,log1p_C,R04_B1_all_valid_v1,B1_formal_pending_R04,2.1180075209045226
FREP-10497-I,0,2023-10-05,E06000060,0.6931471805599453,1.7970880684580328,2.1227930275801596,OOF_date_group_diagnostic,log1p_C,R04_B1_all_valid_v1,B1_formal_pending_R04,1.7845549946738413
FREP-10499-I,1,2023-10-26,E06000060,1.3862943611198906,2.0783170664511603,2.1458232943956337,OOF_date_group_diagnostic,log1p_C,R04_B1_all_valid_v1,B1_formal_pending_R04,2.050059929597132
FREP-10501-I,4,2023-12-12,E07000076,0.6931471805599453,2.0969756644094613,2.149097875272795,OOF_date_group_diagnostic,log1p_C,R04_B1_all_valid_v1,B1_formal_pending_R04,2.029550077874313
FREP-10502-I,4,2024-01-15,E07000074,2.302585092994046,2.146907907592631,2.149097875272795,OOF_date_group_diagnostic,log1p_C,R04_B1_all_valid_v1,B1_formal_pending_R04,2.0575466679576553
FREP-10502-L,3,2022-09-20,E09000028,0.0,1.924382479680217,2.1475198878506245,OOF_date_group_diagnostic,log1p_C,R04_B1_all_valid_v1,B1_formal_pending_R04,2.0003071556434047
FREP-10504-L,1,2022-08-17,E09000033,0.0,2.3361662099851563,2.1458232943956337,OOF_date_group_diagnostic,log1p_C,R04_B1_all_valid_v1,B1_formal_pending_R04,2.611901658807502
FREP-10505-I,0,2024-03-12,E06000031,1.0986122886681098,1.6902397428075568,2.1227930275801596,OOF_date_group_diagnostic,log1p_C,R04_B1_all_valid_v1,B1_formal_pending_R04,1.6811808886825892
FREP-10506-I,1,2024-02-28,E07000096,1.3862943611198906,2.277756518838253,2.1458232943956337,OOF_date_group_diagnostic,log1p_C,R04_B1_all_valid_v1,B1_formal_pending_R04,2.4944480090008176
FREP-10508-I,2,2023-05-18,E06000056,1.791759469228055,2.1699840006452384,2.1269940219027776,OOF_date_group_diagnostic,log1p_C,R04_B1_all_valid_v1,B1_formal_pending_R04,2.2369321107208857
FREP-10509-I,3,2023-08-24,E07000243,1.3862943611198906,2.1212852698767803,2.1475198878506245,OOF_date_group_diagnostic,log1p_C,R04_B1_all_valid_v1,B1_formal_pending_R04,2.094502479231992
FREP-10510-L,0,2022-09-05,E09000032,0.0,1.921601094616971,2.1227930275801596,OOF_date_group_diagnostic,log1p_C,R04_B1_all_valid_v1,B1_formal_pending_R04,1.9144702761481067
FREP-10521-L,2,2022-09-27,E09000028,0.0,1.960495634775656,2.1269940219027776,OOF_date_group_diagnostic,log1p_C,R04_B1_all_valid_v1,B1_formal_pending_R04,1.936649455246089
FREP-10525-L,0,2022-10-31,E09000004,0.0,1.817192766477644,2.1227930275801596,OOF_date_group_diagnostic,log1p_C,R04_B1_all_valid_v1,B1_formal_pending_R04,1.807100760878683
FREP-10543-L,2,2022-09-15,E09000005,3.8066624897703196,1.8366640243418892,2.1269940219027776,OOF_date_group_diagnostic,log1p_C,R04_B1_all_valid_v1,B1_formal_pending_R04,1.793055767362253
FREP-10544-L,3,2022-09-17,E09000007,0.0,1.9127404891663558,2.1475198878506245,OOF_date_group_diagnostic,log1p_C,R04_B1_all_valid_v1,B1_formal_pending_R04,1.8868788193923587
FREP-105469-Z,1,2023-02-07,E06000055,0.6931471805599453,2.041368162097575,2.1458232943956337,OOF_date_group_diagnostic,log1p_C,R04_B1_all_valid_v1,B1_formal_pending_R04,2.123786263741816
FREP-10569-O,3,2022-06-09,E07000073,2.70805020110221,2.272134450282311,2.1475198878506245,OOF_date_group_diagnostic,log1p_C,R04_B1_all_valid_v1,B1_formal_pending_R04,2.246846348366174
FREP-10571-O,3,2022-06-09,E07000012,1.9459101490553132,2.6152905947198386,2.1475198878506245,OOF_date_group_diagnostic,log1p_C,R04_B1_all_valid_v1,B1_formal_pending_R04,2.5930616653630585
FREP-10589-L,1,2023-02-05,E09000032,0.0,1.7377213230862298,2.1458232943956337,OOF_date_group_diagnostic,log1p_C,R04_B1_all_valid_v1,B1_formal_pending_R04,1.6954745387605699
FREP-10602-L,3,2022-11-28,E09000019,0.0,1.9340169280569184,2.1475198878506245,OOF_date_group_diagnostic,log1p_C,R04_B1_all_valid_v1,B1_formal_pending_R04,2.263239979561224
FREP-10605-L,2,2022-10-26,E09000033,0.0,1.7891774894298005,2.1269940219027776,OOF_date_group_diagnostic,log1p_C,R04_B1_all_valid_v1,B1_formal_pending_R04,1.7510064889180987
FREP-10608-L,4,2022-10-14,E09000026,4.02535169073515,1.9858643538542082,2.149097875272795,OOF_date_group_diagnostic,log1p_C,R04_B1_all_valid_v1,B1_formal_pending_R04,2.0039391519660206
FREP-10610-L,4,2022-10-14,E09000013,3.7612001156935624,2.058707265269467,2.149097875272795,OOF_date_group_diagnostic,log1p_C,R04_B1_all_valid_v1,B1_formal_pending_R04,2.1754444050382307
FREP-10614-L,1,2022-10-15,E09000031,3.713572066704308,1.8787508836843618,2.1458232943956337,OOF_date_group_diagnostic,log1p_C,R04_B1_all_valid_v1,B1_formal_pending_R04,1.8812758767383684
FREP-10626-L,1,2022-10-19,E07000072,3.6375861597263857,1.9067865034392435,2.1458232943956337,OOF_date_group_diagnostic,log1p_C,R04_B1_all_valid_v1,B1_formal_pending_R04,1.8507184266635366
FREP-106320-G,4,2022-05-23,E07000114,0.0,1.9482197739043694,2.149097875272795,OOF_date_group_diagnostic,log1p_C,R04_B1_all_valid_v1,B1_formal_pending_R04,2.023474035409923
FREP-10681-L,2,2022-11-15,E09000033,0.0,2.0530660023852225,2.1269940219027776,OOF_date_group_diagnostic,log1p_C,R04_B1_all_valid_v1,B1_formal_pending_R04,2.0215623626093415
FREP-10706-O,3,2022-06-17,E07000071,3.5263605246161616,2.222732002139675,2.1475198878506245,OOF_date_group_diagnostic,log1p_C,R04_B1_all_valid_v1,B1_formal_pending_R04,2.19885489898825
FREP-10710-L,2,2023-03-06,E09000020,0.0,1.990028697968629,2.1269940219027776,OOF_date_group_diagnostic,log1p_C,R04_B1_all_valid_v1,B1_formal_pending_R04,1.9485911550390302
FREP-10721-L,3,2023-05-05,E09000012,0.0,1.5829529194977208,2.1475198878506245,OOF_date_group_diagnostic,log1p_C,R04_B1_all_valid_v1,B1_formal_pending_R04,1.5563319823329207
FREP-10733-L,4,2022-12-12,E09000004,0.0,2.2670369182429755,2.149097875272795,OOF_date_group_diagnostic,log1p_C,R04_B1_all_valid_v1,B1_formal_pending_R04,2.4168424175989713
FREP-10744-L,1,2022-12-14,E09000023,0.0,1.930152440484373,2.1458232943956337,OOF_date_group_diagnostic,log1p_C,R04_B1_all_valid_v1,B1_formal_pending_R04,1.863784521344463
FREP-10762-L,3,2023-01-04,E09000028,0.0,1.8310317616559963,2.1475198878506245,OOF_date_group_diagnostic,log1p_C,R04_B1_all_valid_v1,B1_formal_pending_R04,1.9003382174515542
FREP-10763-L,1,2023-01-26,E09000012,0.0,1.4560555846417274,2.1458232943956337,OOF_date_group_diagnostic,log1p_C,R04_B1_all_valid_v1,B1_formal_pending_R04,1.4216409988032999
FREP-107636-Z,0,2021-04-27,E07000147,0.6931471805599453,2.1919403899638823,2.1227930275801596,OOF_date_group_diagnostic,log1p_C,R04_B1_all_valid_v1,B1_formal_pending_R04,2.193336511927903
FREP-10768-O,2,2022-06-27,E09000003,2.4849066497880004,2.1128657840952627,2.1269940219027776,OOF_date_group_diagnostic,log1p_C,R04_B1_all_valid_v1,B1_formal_pending_R04,2.116807635609663
FREP-10773-L,3,2023-01-06,E09000006,3.6635616461296463,1.966026754875266,2.1475198878506245,OOF_date_group_diagnostic,log1p_C,R04_B1_all_valid_v1,B1_formal_pending_R04,1.9631816343095596
FREP-10778-L,4,2023-01-07,E09000033,3.332204510175204,2.1192318371060974,2.149097875272795,OOF_date_group_diagnostic,log1p_C,R04_B1_all_valid_v1,B1_formal_pending_R04,2.176649618866113
FREP-10781-L,4,2023-01-07,E09000024,0.0,2.0614660603420125,2.149097875272795,OOF_date_group_diagnostic,log1p_C,R04_B1_all_valid_v1,B1_formal_pending_R04,2.022732124331043
FREP-10782-L,1,2023-01-08,E09000023,3.5553480614894135,1.9033523444068174,2.1458232943956337,OOF_date_group_diagnostic,log1p_C,R04_B1_all_valid_v1,B1_formal_pending_R04,1.8794531423026366
FREP-10786-L,0,2023-01-10,E09000033,7.238496840894365,1.845069202485267,2.1227930275801596,OOF_date_group_diagnostic,log1p_C,R04_B1_all_valid_v1,B1_formal_pending_R04,1.8308396324178973
FREP-10789-L,0,2023-01-10,E09000005,4.795790545596741,1.8874690258301112,2.1227930275801596,OOF_date_group_diagnostic,log1p_C,R04_B1_all_valid_v1,B1_formal_pending_R04,1.9034462667614176
FREP-107890-Z,1,2024-01-17,E09000003,0.0,2.0849769402285676,2.1458232943956337,OOF_date_group_diagnostic,log1p_C,R04_B1_all_valid_v1,B1_formal_pending_R04,2.1581231151660707
FREP-10790-L,0,2023-01-11,E09000022,0.0,1.783126821376353,2.1227930275801596,OOF_date_group_diagnostic,log1p_C,R04_B1_all_valid_v1,B1_formal_pending_R04,1.774933681434501
FREP-10792-L,0,2023-01-12,E09000026,0.0,1.9763769964764628,2.1227930275801596,OOF_date_group_diagnostic,log1p_C,R04_B1_all_valid_v1,B1_formal_pending_R04,1.9870430459019102
FREP-10793-L,0,2023-01-12,E09000011,0.0,1.8500708700009816,2.1227930275801596,OOF_date_group_diagnostic,log1p_C,R04_B1_all_valid_v1,B1_formal_pending_R04,1.858907663817911
FREP-10793-O,0,2023-02-13,E07000071,0.0,1.8922321808536078,2.1227930275801596,OOF_date_group_diagnostic,log1p_C,R04_B1_all_valid_v1,B1_formal_pending_R04,1.880838994563485
FREP-10795-L,3,2023-01-13,E09000033,5.4116460518550396,2.054372391888423,2.1475198878506245,OOF_date_group_diagnostic,log1p_C,R04_B1_all_valid_v1,B1_formal_pending_R04,2.0730305264564444
FREP-10797-L,2,2023-01-17,E09000021,0.0,2.1843271827181705,2.1269940219027776,OOF_date_group_diagnostic,log1p_C,R04_B1_all_valid_v1,B1_formal_pending_R04,2.2107767938229865
FREP-10798-L,4,2023-01-18,E09000005,4.672828834461906,1.8464538115665603,2.149097875272795,OOF_date_group_diagnostic,log1p_C,R04_B1_all_valid_v1,B1_formal_pending_R04,1.8470567023389535
FREP-10799-L,4,2023-01-18,E09000006,0.0,2.0037054231472085,2.149097875272795,OOF_date_group_diagnostic,log1p_C,R04_B1_all_valid_v1,B1_formal_pending_R04,1.927699046383104
FREP-10801-L,0,2023-01-19,E09000011,7.3537223303996315,1.864823211682388,2.1227930275801596,OOF_date_group_diagnostic,log1p_C,R04_B1_all_valid_v1,B1_formal_pending_R04,1.856696497427758
FREP-10803-L,1,2023-01-22,E09000025,0.0,2.0565457644770033,2.1458232943956337,OOF_date_group_diagnostic,log1p_C,R04_B1_all_valid_v1,B1_formal_pending_R04,2.2927118971511575
FREP-10804-L,1,2023-01-22,E09000019,0.0,2.088523627476632,2.1458232943956337,OOF_date_group_diagnostic,log1p_C,R04_B1_all_valid_v1,B1_formal_pending_R04,2.3429512193988487
FREP-10805-L,3,2023-01-23,E07000107,0.0,2.1967974018389005,2.1475198878506245,OOF_date_group_diagnostic,log1p_C,R04_B1_all_valid_v1,B1_formal_pending_R04,2.324672334666814
FREP-10807-L,3,2023-01-23,E09000019,4.634728988229636,1.8015252461624587,2.1475198878506245,OOF_date_group_diagnostic,log1p_C,R04_B1_all_valid_v1,B1_formal_pending_R04,1.8513655905818096
FREP-10816-L,1,2023-02-05,E09000022,0.0,1.6438362330075948,2.1458232943956337,OOF_date_group_diagnostic,log1p_C,R04_B1_all_valid_v1,B1_formal_pending_R04,1.6180684689851026
FREP-10823-L,2,2023-02-08,E09000028,0.0,1.7722694949160291,2.1269940219027776,OOF_date_group_diagnostic,log1p_C,R04_B1_all_valid_v1,B1_formal_pending_R04,1.7493768524796531
