Incident Reference,fold,new_date_utc,LAD21CD,y,prediction_eta,training_mean_baseline,prediction_source,target_scale,run_id,purpose,cubic_eta
FREP-248679-G,3,2021-04-06,E07000228,4.804021044733257,2.01854864208351,2.1475198878506245,OOF_date_group_diagnostic,log1p_C,R04_B1_all_valid_v1,B1_formal_pending_R04,2.0121245306442908
FREP-248686-G,3,2021-04-06,E07000228,2.1972245773362196,1.9160819000559624,2.1475198878506245,OOF_date_group_diagnostic,log1p_C,R04_B1_all_valid_v1,B1_formal_pending_R04,1.8396890863981565
FREP-248686-Z,4,2021-07-14,E07000077,0.6931471805599453,2.5260213333560038,2.149097875272795,OOF_date_group_diagnostic,log1p_C,R04_B1_all_valid_v1,B1_formal_pending_R04,2.492428570771176
FREP-248689-Z,4,2021-07-14,E06000056,1.3862943611198906,2.387890127519389,2.149097875272795,OOF_date_group_diagnostic,log1p_C,R04_B1_all_valid_v1,B1_formal_pending_R04,2.3610561738954066
FREP-248690-Z,1,2021-07-28,E07000099,0.0,2.2589571276018847,2.1458232943956337,OOF_date_group_diagnostic,log1p_C,R04_B1_all_valid_v1,B1_formal_pending_R04,2.21004571567862
FREP-248703-G,0,2021-04-07,E07000065,1.6094379124341003,1.9696315767641583,2.1227930275801596,OOF_date_group_diagnostic,log1p_C,R04_B1_all_valid_v1,B1_formal_pending_R04,1.9628097624526244
FREP-248706-G,0,2021-04-07,E07000109,4.356708826689592,1.6700180335085388,2.1227930275801596,OOF_date_group_diagnostic,log1p_C,R04_B1_all_valid_v1,B1_formal_pending_R04,1.6641439853392785
FREP-248710-Z,0,2021-09-04,E07000179,0.0,2.2960788340269267,2.1227930275801596,OOF_date_group_diagnostic,log1p_C,R04_B1_all_valid_v1,B1_formal_pending_R04,2.288196416415526
FREP-248715-G,0,2021-04-07,E07000112,0.6931471805599453,1.6047582986086804,2.1227930275801596,OOF_date_group_diagnostic,log1p_C,R04_B1_all_valid_v1,B1_formal_pending_R04,1.596724714955632
FREP-248718-G,0,2021-04-07,E07000105,0.6931471805599453,1.7111246673144906,2.1227930275801596,OOF_date_group_diagnostic,log1p_C,R04_B1_all_valid_v1,B1_formal_pending_R04,1.7001544733037106
FREP-248723-Z,4,2021-07-14,E09000010,0.0,1.92816986243897,2.149097875272795,OOF_date_group_diagnostic,log1p_C,R04_B1_all_valid_v1,B1_formal_pending_R04,1.877776446483819
FREP-248729-J,1,2022-02-19,E09000033,0.0,1.896711591874718,2.1458232943956337,OOF_date_group_diagnostic,log1p_C,R04_B1_all_valid_v1,B1_formal_pending_R04,1.833178657062137
FREP-248729-Z,4,2021-07-14,E07000242,0.6931471805599453,2.309369980080955,2.149097875272795,OOF_date_group_diagnostic,log1p_C,R04_B1_all_valid_v1,B1_formal_pending_R04,2.2563046369766386
FREP-248731-Z,4,2021-07-14,E06000055,1.3862943611198906,2.151930896806708,2.149097875272795,OOF_date_group_diagnostic,log1p_C,R04_B1_all_valid_v1,B1_formal_pending_R04,2.0924596041439587
FREP-248732-G,0,2021-04-07,E06000035,0.6931471805599453,1.7627586632104246,2.1227930275801596,OOF_date_group_diagnostic,log1p_C,R04_B1_all_valid_v1,B1_formal_pending_R04,1.7565176102222964
FREP-248734-G,1,2021-05-02,E07000229,0.0,1.9020525591750816,2.1458232943956337,OOF_date_group_diagnostic,log1p_C,R04_B1_all_valid_v1,B1_formal_pending_R04,1.8419877872016033
FREP-248738-G,3,2021-04-08,E07000228,0.6931471805599453,1.8914786105957475,2.1475198878506245,OOF_date_group_diagnostic,log1p_C,R04_B1_all_valid_v1,B1_formal_pending_R04,1.8226230212510055
FREP-248743-G,3,2021-04-08,E06000043,3.091042453358316,1.610503745500182,2.1475198878506245,OOF_date_group_diagnostic,log1p_C,R04_B1_all_valid_v1,B1_formal_pending_R04,1.5577824491907784
FREP-248748-G,3,2021-04-08,E07000064,2.3978952727983707,1.8865711962129197,2.1475198878506245,OOF_date_group_diagnostic,log1p_C,R04_B1_all_valid_v1,B1_formal_pending_R04,1.8638819491502059
FREP-248753-Z,4,2021-07-15,E06000060,0.6931471805599453,2.263135242046095,2.149097875272795,OOF_date_group_diagnostic,log1p_C,R04_B1_all_valid_v1,B1_formal_pending_R04,2.2296908270512104
FREP-248761-Z,0,2021-09-04,E06000060,0.0,1.932057979206337,2.1227930275801596,OOF_date_group_diagnostic,log1p_C,R04_B1_all_valid_v1,B1_formal_pending_R04,1.9192297568569197
FREP-248769-Z,4,2021-07-15,E07000200,0.6931471805599453,2.423337350786272,2.149097875272795,OOF_date_group_diagnostic,log1p_C,R04_B1_all_valid_v1,B1_formal_pending_R04,2.418042810806642
FREP-248773-Z,4,2021-07-15,E07000095,0.6931471805599453,2.179205248566833,2.149097875272795,OOF_date_group_diagnostic,log1p_C,R04_B1_all_valid_v1,B1_formal_pending_R04,2.1291885320972996
FREP-248780-Z,4,2021-07-15,E09000016,0.6931471805599453,2.1013466077953504,2.149097875272795,OOF_date_group_diagnostic,log1p_C,R04_B1_all_valid_v1,B1_formal_pending_R04,2.0660426928429136
FREP-248794-Z,4,2021-07-15,E06000060,6.280395838960195,2.16934553800504,2.149097875272795,OOF_date_group_diagnostic,log1p_C,R04_B1_all_valid_v1,B1_formal_pending_R04,2.124041242561582
FREP-248796-Z,4,2021-07-15,E07000066,0.6931471805599453,2.0301885154362656,2.149097875272795,OOF_date_group_diagnostic,log1p_C,R04_B1_all_valid_v1,B1_formal_pending_R04,2.0200767915071522
FREP-248800-G,4,2021-04-09,E07000207,0.6931471805599453,1.9301589710521003,2.149097875272795,OOF_date_group_diagnostic,log1p_C,R04_B1_all_valid_v1,B1_formal_pending_R04,1.869332224854827
FREP-248803-G,4,2021-04-09,E07000106,2.70805020110221,1.7972462105099996,2.149097875272795,OOF_date_group_diagnostic,log1p_C,R04_B1_all_valid_v1,B1_formal_pending_R04,1.7366146603069075
FREP-248804-G,4,2021-04-09,E07000228,7.535830462798367,2.000464805627881,2.149097875272795,OOF_date_group_diagnostic,log1p_C,R04_B1_all_valid_v1,B1_formal_pending_R04,1.977772535378917
FREP-248809-G,4,2021-04-09,E07000110,1.0986122886681098,1.805839054919559,2.149097875272795,OOF_date_group_diagnostic,log1p_C,R04_B1_all_valid_v1,B1_formal_pending_R04,1.748476835630689
FREP-248812-Z,4,2021-07-15,E07000242,0.6931471805599453,2.281144834952326,2.149097875272795,OOF_date_group_diagnostic,log1p_C,R04_B1_all_valid_v1,B1_formal_pending_R04,2.2549572025743547
FREP-248819-G,4,2021-04-17,E07000217,0.0,1.8754304438618512,2.149097875272795,OOF_date_group_diagnostic,log1p_C,R04_B1_all_valid_v1,B1_formal_pending_R04,1.8279308162415133
FREP-248825-G,4,2021-04-09,E07000112,4.343805421853684,1.6682406506898795,2.149097875272795,OOF_date_group_diagnostic,log1p_C,R04_B1_all_valid_v1,B1_formal_pending_R04,1.6114151357859368
FREP-248841-G,4,2021-04-09,E07000111,0.6931471805599453,2.0904707007441043,2.149097875272795,OOF_date_group_diagnostic,log1p_C,R04_B1_all_valid_v1,B1_formal_pending_R04,2.0379977147678954
FREP-248850-G,4,2021-04-09,E07000106,0.0,1.840360955951739,2.149097875272795,OOF_date_group_diagnostic,log1p_C,R04_B1_all_valid_v1,B1_formal_pending_R04,1.8043738234048257
FREP-248858-G,4,2021-04-09,E07000209,0.6931471805599453,2.0033988823922098,2.149097875272795,OOF_date_group_diagnostic,log1p_C,R04_B1_all_valid_v1,B1_formal_pending_R04,1.9796858803709374
FREP-248859-G,4,2021-04-09,E07000112,4.1588830833596715,1.6685862768949986,2.149097875272795,OOF_date_group_diagnostic,log1p_C,R04_B1_all_valid_v1,B1_formal_pending_R04,1.6160430875934857
FREP-248860-G,4,2021-07-14,E07000065,0.0,2.4482691286451526,2.149097875272795,OOF_date_group_diagnostic,log1p_C,R04_B1_all_valid_v1,B1_formal_pending_R04,2.4038322603630946
FREP-248863-G,0,2021-04-10,E07000065,0.6931471805599453,2.076412031536447,2.1227930275801596,OOF_date_group_diagnostic,log1p_C,R04_B1_all_valid_v1,B1_formal_pending_R04,2.062364098725277
FREP-248865-G,0,2021-04-10,E07000114,3.044522437723423,1.5436801881581377,2.1227930275801596,OOF_date_group_diagnostic,log1p_C,R04_B1_all_valid_v1,B1_formal_pending_R04,1.5343795864637437
FREP-248867-G,0,2021-04-10,E09000008,6.660575149839686,1.7619684887640201,2.1227930275801596,OOF_date_group_diagnostic,log1p_C,R04_B1_all_valid_v1,B1_formal_pending_R04,1.7521115734653103
FREP-248869-Z,4,2021-07-15,E07000011,0.6931471805599453,2.3804620814556157,2.149097875272795,OOF_date_group_diagnostic,log1p_C,R04_B1_all_valid_v1,B1_formal_pending_R04,2.335685367084626
FREP-248870-G,0,2021-04-10,E07000229,5.7430031878094825,1.804376159721836,2.1227930275801596,OOF_date_group_diagnostic,log1p_C,R04_B1_all_valid_v1,B1_formal_pending_R04,1.801956860707723
FREP-248875-G,0,2021-04-10,E07000112,3.5553480614894135,1.7258413153567105,2.1227930275801596,OOF_date_group_diagnostic,log1p_C,R04_B1_all_valid_v1,B1_formal_pending_R04,1.7329093222992047
FREP-248876-Z,4,2021-07-15,E07000076,3.044522437723423,2.1234316588204116,2.149097875272795,OOF_date_group_diagnostic,log1p_C,R04_B1_all_valid_v1,B1_formal_pending_R04,2.0687962205668486
FREP-248878-G,0,2021-04-10,E07000064,5.8998973535824915,1.992383897345821,2.1227930275801596,OOF_date_group_diagnostic,log1p_C,R04_B1_all_valid_v1,B1_formal_pending_R04,1.9919831276136168
FREP-248880-G,0,2021-04-10,E09000006,5.84354441703136,1.7778947023619391,2.1227930275801596,OOF_date_group_diagnostic,log1p_C,R04_B1_all_valid_v1,B1_formal_pending_R04,1.7760082334045981
FREP-248887-G,4,2021-04-13,E09000021,0.6931471805599453,1.8492578745332093,2.149097875272795,OOF_date_group_diagnostic,log1p_C,R04_B1_all_valid_v1,B1_formal_pending_R04,1.829129484455703
FREP-248887-Z,4,2021-07-15,E07000200,2.772588722239781,2.4047488278625346,2.149097875272795,OOF_date_group_diagnostic,log1p_C,R04_B1_all_valid_v1,B1_formal_pending_R04,2.3847097531476664
FREP-248889-Z,4,2021-07-15,E07000071,0.0,2.1376001113187066,2.149097875272795,OOF_date_group_diagnostic,log1p_C,R04_B1_all_valid_v1,B1_formal_pending_R04,2.1228974802633522
FREP-248894-G,0,2021-04-10,E07000110,6.298949246855942,1.843606914250392,2.1227930275801596,OOF_date_group_diagnostic,log1p_C,R04_B1_all_valid_v1,B1_formal_pending_R04,1.841886359865443
FREP-248898-G,0,2023-09-04,E07000223,4.204692619390966,1.8680515599051237,2.1227930275801596,OOF_date_group_diagnostic,log1p_C,R04_B1_all_valid_v1,B1_formal_pending_R04,1.8598873070073274
FREP-248902-G,4,2021-04-11,E07000111,5.288267030694535,2.0844583691315304,2.149097875272795,OOF_date_group_diagnostic,log1p_C,R04_B1_all_valid_v1,B1_formal_pending_R04,2.027058535729691
FREP-248905-G,4,2021-04-11,E07000116,0.6931471805599453,1.8981129949441158,2.149097875272795,OOF_date_group_diagnostic,log1p_C,R04_B1_all_valid_v1,B1_formal_pending_R04,1.831410900568716
FREP-248916-Z,4,2021-07-15,E09000010,4.5217885770490405,1.851974321284478,2.149097875272795,OOF_date_group_diagnostic,log1p_C,R04_B1_all_valid_v1,B1_formal_pending_R04,1.8236758326473572
FREP-248917-G,4,2021-04-11,E07000106,3.8501476017100584,1.7669391176379037,2.149097875272795,OOF_date_group_diagnostic,log1p_C,R04_B1_all_valid_v1,B1_formal_pending_R04,1.725374430262252
FREP-248918-G,4,2021-04-11,E07000061,0.6931471805599453,1.653111260885413,2.149097875272795,OOF_date_group_diagnostic,log1p_C,R04_B1_all_valid_v1,B1_formal_pending_R04,1.588494100102493
FREP-248920-G,4,2021-04-11,E07000228,1.3862943611198906,2.090348978527154,2.149097875272795,OOF_date_group_diagnostic,log1p_C,R04_B1_all_valid_v1,B1_formal_pending_R04,2.170066371753799
FREP-248925-Z,4,2021-07-15,E07000241,0.6931471805599453,2.2007047070251895,2.149097875272795,OOF_date_group_diagnostic,log1p_C,R04_B1_all_valid_v1,B1_formal_pending_R04,2.1731565459892472
FREP-248926-Z,4,2021-07-15,E07000242,0.6931471805599453,2.2728663051627085,2.149097875272795,OOF_date_group_diagnostic,log1p_C,R04_B1_all_valid_v1,B1_formal_pending_R04,2.2437231723023823
FREP-248945-G,4,2021-04-12,E07000227,0.6931471805599453,2.0724464215040355,2.149097875272795,OOF_date_group_diagnostic,log1p_C,R04_B1_all_valid_v1,B1_formal_pending_R04,2.022635479108751
FREP-248950-Z,4,2021-07-15,E09000003,0.6931471805599453,2.0495923438381154,2.149097875272795,OOF_date_group_diagnostic,log1p_C,R04_B1_all_valid_v1,B1_formal_pending_R04,2.0139023399562794
FREP-248952-G,4,2021-04-12,E06000043,2.772588722239781,1.629511066995638,2.149097875272795,OOF_date_group_diagnostic,log1p_C,R04_B1_all_valid_v1,B1_formal_pending_R04,1.5749648160406229
FREP-248955-Z,4,2021-07-15,E07000069,0.6931471805599453,2.1874880518830215,2.149097875272795,OOF_date_group_diagnostic,log1p_C,R04_B1_all_valid_v1,B1_formal_pending_R04,2.1704272041209705
FREP-248969-G,4,2021-04-13,E07000209,7.1316985104669115,2.131719686013259,2.149097875272795,OOF_date_group_diagnostic,log1p_C,R04_B1_all_valid_v1,B1_formal_pending_R04,2.270782422678847
FREP-248973-Z,4,2021-07-15,E09000010,3.970291913552122,1.8524105156948005,2.149097875272795,OOF_date_group_diagnostic,log1p_C,R04_B1_all_valid_v1,B1_formal_pending_R04,1.8124737769372616
FREP-248977-Z,4,2021-07-15,E07000010,1.3862943611198906,2.2051756862018688,2.149097875272795,OOF_date_group_diagnostic,log1p_C,R04_B1_all_valid_v1,B1_formal_pending_R04,2.189520131591365
FREP-248979-J,3,2021-04-06,E09000021,0.6931471805599453,1.8132135182684586,2.1475198878506245,OOF_date_group_diagnostic,log1p_C,R04_B1_all_valid_v1,B1_formal_pending_R04,1.7648246738025644
FREP-248979-Z,4,2021-07-15,E07000149,5.429345628954441,2.374869370326578,2.149097875272795,OOF_date_group_diagnostic,log1p_C,R04_B1_all_valid_v1,B1_formal_pending_R04,2.3665270812388304
FREP-248986-Z,4,2021-07-15,E07000241,5.66988092298052,2.195810292621355,2.149097875272795,OOF_date_group_diagnostic,log1p_C,R04_B1_all_valid_v1,B1_formal_pending_R04,2.1585683822538444
FREP-248990-G,4,2021-04-13,E07000112,5.5134287461649825,1.5307083291344752,2.149097875272795,OOF_date_group_diagnostic,log1p_C,R04_B1_all_valid_v1,B1_formal_pending_R04,1.484553089017875
FREP-248993-G,4,2021-04-13,E07000106,6.643789733147672,1.8098207590760942,2.149097875272795,OOF_date_group_diagnostic,log1p_C,R04_B1_all_valid_v1,B1_formal_pending_R04,1.8112803293994526
FREP-248994-Z,4,2021-07-15,E07000010,4.127134385045092,2.259709967355239,2.149097875272795,OOF_date_group_diagnostic,log1p_C,R04_B1_all_valid_v1,B1_formal_pending_R04,2.198510743114014
FREP-248995-G,0,2021-04-15,E07000207,0.0,1.809102103096199,2.1227930275801596,OOF_date_group_diagnostic,log1p_C,R04_B1_all_valid_v1,B1_formal_pending_R04,1.8001111359210293
FREP-249001-G,4,2021-04-13,E06000035,1.3862943611198906,1.779391695367982,2.149097875272795,OOF_date_group_diagnostic,log1p_C,R04_B1_all_valid_v1,B1_formal_pending_R04,1.8512254410234141
FREP-249004-Z,2,2022-02-03,E07000202,0.0,1.9776975325802364,2.1269940219027776,OOF_date_group_diagnostic,log1p_C,R04_B1_all_valid_v1,B1_formal_pending_R04,1.9127243031367656
FREP-249005-G,1,2021-04-14,E07000115,1.9459101490553132,2.269962828524879,2.1458232943956337,OOF_date_group_diagnostic,log1p_C,R04_B1_all_valid_v1,B1_formal_pending_R04,2.407280129055509
FREP-249006-Z,4,2021-07-15,E07000009,5.0106352940962555,2.530158334646285,2.149097875272795,OOF_date_group_diagnostic,log1p_C,R04_B1_all_valid_v1,B1_formal_pending_R04,2.4831462889700413
FREP-249009-G,1,2021-04-14,E06000035,5.8971538676367405,1.8500898708290252,2.1458232943956337,OOF_date_group_diagnostic,log1p_C,R04_B1_all_valid_v1,B1_formal_pending_R04,1.8583091480577838
FREP-249010-Z,4,2021-07-15,E06000060,1.3862943611198906,2.2512383689997186,2.149097875272795,OOF_date_group_diagnostic,log1p_C,R04_B1_all_valid_v1,B1_formal_pending_R04,2.2238202952377923
FREP-249019-Z,2,2021-07-16,E07000148,0.6931471805599453,2.070834055084746,2.1269940219027776,OOF_date_group_diagnostic,log1p_C,R04_B1_all_valid_v1,B1_formal_pending_R04,2.0387402749062704
FREP-249025-G,1,2021-04-14,E07000108,4.04305126783455,1.6533950426856592,2.1458232943956337,OOF_date_group_diagnostic,log1p_C,R04_B1_all_valid_v1,B1_formal_pending_R04,1.6169967305192157
FREP-249036-G,1,2021-04-14,E07000065,4.356708826689592,1.9929314884865668,2.1458232943956337,OOF_date_group_diagnostic,log1p_C,R04_B1_all_valid_v1,B1_formal_pending_R04,1.9327328788529208
FREP-249041-Z,2,2021-07-16,E07000067,0.6931471805599453,2.2786095828195636,2.1269940219027776,OOF_date_group_diagnostic,log1p_C,R04_B1_all_valid_v1,B1_formal_pending_R04,2.2220000067343646
FREP-249042-Z,2,2021-07-16,E06000060,4.418840607796598,2.121353107152268,2.1269940219027776,OOF_date_group_diagnostic,log1p_C,R04_B1_all_valid_v1,B1_formal_pending_R04,2.077088477445501
FREP-249047-G,1,2021-04-14,E07000111,0.6931471805599453,1.9956087445251738,2.1458232943956337,OOF_date_group_diagnostic,log1p_C,R04_B1_all_valid_v1,B1_formal_pending_R04,1.9458218463395327
FREP-249056-G,1,2021-04-14,E07000116,1.0986122886681098,1.9006931003148688,2.1458232943956337,OOF_date_group_diagnostic,log1p_C,R04_B1_all_valid_v1,B1_formal_pending_R04,1.8394322052432592
FREP-249057-G,1,2021-04-14,E07000109,5.627621113690637,1.8260434081625294,2.1458232943956337,OOF_date_group_diagnostic,log1p_C,R04_B1_all_valid_v1,B1_formal_pending_R04,1.7737623485902596
FREP-249068-G,0,2021-04-15,E06000035,6.907755278982137,1.8860968114257965,2.1227930275801596,OOF_date_group_diagnostic,log1p_C,R04_B1_all_valid_v1,B1_formal_pending_R04,1.9002392305530011
FREP-249071-J,0,2022-08-09,E09000028,0.0,1.7731831990227045,2.1227930275801596,OOF_date_group_diagnostic,log1p_C,R04_B1_all_valid_v1,B1_formal_pending_R04,1.7679655994126664
FREP-249071-Z,2,2021-07-16,E06000056,0.6931471805599453,2.31299911352048,2.1269940219027776,OOF_date_group_diagnostic,log1p_C,R04_B1_all_valid_v1,B1_formal_pending_R04,2.2646471544146642
FREP-249077-Z,2,2021-07-16,E09000014,4.912654885736052,1.904864397140637,2.1269940219027776,OOF_date_group_diagnostic,log1p_C,R04_B1_all_valid_v1,B1_formal_pending_R04,1.8553912260201284
FREP-249089-Z,2,2021-07-16,E07000143,0.6931471805599453,2.242444013562966,2.1269940219027776,OOF_date_group_diagnostic,log1p_C,R04_B1_all_valid_v1,B1_formal_pending_R04,2.1909817312680806
FREP-249097-J,4,2022-05-23,E09000025,0.0,1.8626149047347897,2.149097875272795,OOF_date_group_diagnostic,log1p_C,R04_B1_all_valid_v1,B1_formal_pending_R04,1.843282339677741
FREP-249099-J,0,2021-04-24,E09000025,0.0,1.4282766591696558,2.1227930275801596,OOF_date_group_diagnostic,log1p_C,R04_B1_all_valid_v1,B1_formal_pending_R04,1.4245870152926416
FREP-249100-J,4,2021-07-14,E09000012,0.0,1.858542572150884,2.149097875272795,OOF_date_group_diagnostic,log1p_C,R04_B1_all_valid_v1,B1_formal_pending_R04,1.8212451762208934
FREP-249112-Z,2,2021-07-16,E06000033,0.6931471805599453,1.9940619353382103,2.1269940219027776,OOF_date_group_diagnostic,log1p_C,R04_B1_all_valid_v1,B1_formal_pending_R04,1.947488363210259
FREP-249114-G,3,2021-04-16,E09000008,4.02535169073515,1.5701930178012549,2.1475198878506245,OOF_date_group_diagnostic,log1p_C,R04_B1_all_valid_v1,B1_formal_pending_R04,1.52060354864334
FREP-249121-Z,2,2021-07-16,E09000031,0.6931471805599453,1.8836347247199063,2.1269940219027776,OOF_date_group_diagnostic,log1p_C,R04_B1_all_valid_v1,B1_formal_pending_R04,1.8459245088874727
FREP-249126-G,0,2023-04-12,E07000223,0.0,3.867143949969225,2.1227930275801596,OOF_date_group_diagnostic,log1p_C,R04_B1_all_valid_v1,B1_formal_pending_R04,3.731590106399544
FREP-249128-Z,2,2021-07-16,E07000147,0.6931471805599453,2.220841223056621,2.1269940219027776,OOF_date_group_diagnostic,log1p_C,R04_B1_all_valid_v1,B1_formal_pending_R04,2.1859770338519295
FREP-249134-Z,2,2021-07-16,E07000147,6.2285110035911835,2.231468373734427,2.1269940219027776,OOF_date_group_diagnostic,log1p_C,R04_B1_all_valid_v1,B1_formal_pending_R04,2.1842361918682434
FREP-249140-Z,2,2021-07-16,E09000010,0.6931471805599453,1.796366468519336,2.1269940219027776,OOF_date_group_diagnostic,log1p_C,R04_B1_all_valid_v1,B1_formal_pending_R04,1.7672865400634727
FREP-249151-G,3,2021-04-16,E09000027,1.0986122886681098,1.8442607088192218,2.1475198878506245,OOF_date_group_diagnostic,log1p_C,R04_B1_all_valid_v1,B1_formal_pending_R04,1.7925247958494088
FREP-249152-G,3,2021-04-16,E09000008,4.941642422609304,1.5714134911535176,2.1475198878506245,OOF_date_group_diagnostic,log1p_C,R04_B1_all_valid_v1,B1_formal_pending_R04,1.5216563153352234
FREP-249158-Z,1,2022-01-21,E07000070,2.302585092994046,2.1136460821095757,2.1458232943956337,OOF_date_group_diagnostic,log1p_C,R04_B1_all_valid_v1,B1_formal_pending_R04,2.065991140907939
FREP-249160-G,3,2021-04-16,E07000110,7.307202314764738,1.7330878201861992,2.1475198878506245,OOF_date_group_diagnostic,log1p_C,R04_B1_all_valid_v1,B1_formal_pending_R04,1.6674486806186883
FREP-249166-G,3,2021-04-16,E07000065,3.8918202981106265,2.0614885221663326,2.1475198878506245,OOF_date_group_diagnostic,log1p_C,R04_B1_all_valid_v1,B1_formal_pending_R04,2.053487566422289
FREP-249166-Z,2,2021-07-16,E09000010,0.6931471805599453,1.8022689061570139,2.1269940219027776,OOF_date_group_diagnostic,log1p_C,R04_B1_all_valid_v1,B1_formal_pending_R04,1.7683435341320157
FREP-249176-Z,2,2021-07-16,E07000200,1.791759469228055,2.4071226404563624,2.1269940219027776,OOF_date_group_diagnostic,log1p_C,R04_B1_all_valid_v1,B1_formal_pending_R04,2.3631682842215547
FREP-249177-G,4,2021-04-17,E07000228,1.791759469228055,1.936590954702029,2.149097875272795,OOF_date_group_diagnostic,log1p_C,R04_B1_all_valid_v1,B1_formal_pending_R04,1.9079452029515531
FREP-249178-G,4,2021-04-17,E07000228,5.204006687076795,1.9145160259585647,2.149097875272795,OOF_date_group_diagnostic,log1p_C,R04_B1_all_valid_v1,B1_formal_pending_R04,1.8765440997486806
FREP-249186-Z,2,2021-07-16,E07000066,4.454347296253507,1.9774198785007695,2.1269940219027776,OOF_date_group_diagnostic,log1p_C,R04_B1_all_valid_v1,B1_formal_pending_R04,1.9337202085839986
FREP-249187-G,2,2021-06-16,E07000228,1.3862943611198906,2.3043026337854475,2.1269940219027776,OOF_date_group_diagnostic,log1p_C,R04_B1_all_valid_v1,B1_formal_pending_R04,2.2944192103011
FREP-249188-Z,1,2021-07-17,E07000067,0.0,2.317244423278146,2.1458232943956337,OOF_date_group_diagnostic,log1p_C,R04_B1_all_valid_v1,B1_formal_pending_R04,2.324190356203388
FREP-249190-G,2,2022-05-11,E07000116,0.0,2.216992795529224,2.1269940219027776,OOF_date_group_diagnostic,log1p_C,R04_B1_all_valid_v1,B1_formal_pending_R04,2.2940073193375174
FREP-249198-G,3,2021-08-20,E07000065,1.3862943611198906,2.3613150840408363,2.1475198878506245,OOF_date_group_diagnostic,log1p_C,R04_B1_all_valid_v1,B1_formal_pending_R04,2.380761001021449
FREP-249198-Z,2,2021-07-16,E06000056,4.8283137373023015,2.245940230057747,2.1269940219027776,OOF_date_group_diagnostic,log1p_C,R04_B1_all_valid_v1,B1_formal_pending_R04,2.199143566669807
FREP-249201-G,1,2021-04-18,E07000211,0.6931471805599453,2.3213991756126475,2.1458232943956337,OOF_date_group_diagnostic,log1p_C,R04_B1_all_valid_v1,B1_formal_pending_R04,2.5339658644003844
FREP-249209-G,1,2021-05-28,E07000065,0.0,2.085354897708074,2.1458232943956337,OOF_date_group_diagnostic,log1p_C,R04_B1_all_valid_v1,B1_formal_pending_R04,2.0263272917055097
FREP-249212-G,1,2021-04-18,E07000065,3.091042453358316,2.128748733135325,2.1458232943956337,OOF_date_group_diagnostic,log1p_C,R04_B1_all_valid_v1,B1_formal_pending_R04,2.0785281276306513
FREP-249213-Z,2,2021-07-16,E09000014,0.6931471805599453,2.0221089179331257,2.1269940219027776,OOF_date_group_diagnostic,log1p_C,R04_B1_all_valid_v1,B1_formal_pending_R04,2.0209001869442926
FREP-249215-Z,2,2021-07-16,E07000148,0.6931471805599453,2.145475045825103,2.1269940219027776,OOF_date_group_diagnostic,log1p_C,R04_B1_all_valid_v1,B1_formal_pending_R04,2.1789141739172355
FREP-249219-G,1,2021-04-18,E09000029,1.0986122886681098,2.109253601527448,2.1458232943956337,OOF_date_group_diagnostic,log1p_C,R04_B1_all_valid_v1,B1_formal_pending_R04,2.2310959876964414
FREP-249219-Z,2,2021-07-16,E07000103,2.1972245773362196,2.383759753335728,2.1269940219027776,OOF_date_group_diagnostic,log1p_C,R04_B1_all_valid_v1,B1_formal_pending_R04,2.437346666852597
FREP-249220-Z,2,2021-07-16,E07000075,3.044522437723423,2.4832149470481655,2.1269940219027776,OOF_date_group_diagnostic,log1p_C,R04_B1_all_valid_v1,B1_formal_pending_R04,2.5432913935792976
FREP-249222-Z,2,2021-07-16,E09000010,0.6931471805599453,2.005421794898288,2.1269940219027776,OOF_date_group_diagnostic,log1p_C,R04_B1_all_valid_v1,B1_formal_pending_R04,2.012568153566049
FREP-249223-G,1,2021-04-18,E07000211,3.5553480614894135,2.252277941170698,2.1458232943956337,OOF_date_group_diagnostic,log1p_C,R04_B1_all_valid_v1,B1_formal_pending_R04,2.383147013766724
FREP-249224-Z,1,2021-07-17,E07000202,3.1354942159291497,2.038972320511888,2.1458232943956337,OOF_date_group_diagnostic,log1p_C,R04_B1_all_valid_v1,B1_formal_pending_R04,2.0237045464079313
FREP-249226-Z,1,2021-07-17,E09000010,5.631211781821365,1.8871212217323894,2.1458232943956337,OOF_date_group_diagnostic,log1p_C,R04_B1_all_valid_v1,B1_formal_pending_R04,1.8747026514021754
FREP-249229-G,3,2021-04-19,E07000209,1.3862943611198906,2.0216946714567587,2.1475198878506245,OOF_date_group_diagnostic,log1p_C,R04_B1_all_valid_v1,B1_formal_pending_R04,2.0298053036647383
FREP-249231-Z,1,2021-07-17,E07000095,3.8066624897703196,2.216064834970885,2.1458232943956337,OOF_date_group_diagnostic,log1p_C,R04_B1_all_valid_v1,B1_formal_pending_R04,2.214230202716364
FREP-249233-G,3,2021-04-19,E07000064,0.6931471805599453,2.25813450536685,2.1475198878506245,OOF_date_group_diagnostic,log1p_C,R04_B1_all_valid_v1,B1_formal_pending_R04,2.4974591865889755
FREP-249238-Z,1,2021-07-17,E07000012,4.189654742026425,2.6014486408388815,2.1458232943956337,OOF_date_group_diagnostic,log1p_C,R04_B1_all_valid_v1,B1_formal_pending_R04,2.692926277886325
