fold,n_test,n_train,sse,rmse,k
0,2141,7113,3238.9695059638743,1.2299716347579495,28
1,1926,7328,3284.3300705486267,1.3058559040067941,28
2,1244,8010,1839.1266689146973,1.2158937633782418,28
3,1894,7360,3085.0235086392563,1.2762602750506096,28
4,2049,7205,3031.5086550952647,1.2163496291163456,28
