fold,n_test,n_train,sse,rmse,k
0,1875,5402,3654.7568391965574,1.3961388353496573,26
1,1512,5765,2554.5350623614427,1.2998104924859684,26
2,1363,5914,2438.5161451683944,1.3375649805372063,26
3,1247,6030,2090.6248437211871,1.2948063683240192,26
4,1280,5997,1504.130026437334,1.0840210252362115,26
