fold,n_test,n_train,sse,rmse,k
0,2030,5720,10730.94521195026,2.2991693951000349,7
1,1579,6171,7173.2475079032765,2.1314092344803037,7
2,1450,6300,6944.4103019490758,2.1884351679002991,7
3,1336,6414,6095.0750089898047,2.1359264718047859,7
4,1355,6395,6361.2674810287554,2.1667169514319813,7
