fold,n_test,n_train,sse,rmse,k
0,1875,5402,4585.9594659153454,1.5639197704767929,7
1,1512,5765,3174.8064724508376,1.4490478703124003,7
2,1363,5914,2471.4085580553415,1.3465557699974344,7
3,1247,6030,2212.7487334892926,1.3320877167949565,7
4,1280,5997,1852.3245413583522,1.2029665614372715,7
