old_location,cell,new_value,unit,population,target,n,artifact,producer,config,status,MR,CL
D-T01,row2col2,93.02572969753128,customers,main unless stated,E0,60436,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\tables\Table1_current.csv,R04/src/final_data.py; upstream archives,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R03\configs\R04_primary.json,current_value_computed,MR10,"CL01,CL03"
D-T01,row2col3,2.138446551261025,log target,main unless stated,E0,60436,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\tables\Table1_current.csv,R04/src/final_data.py; upstream archives,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R03\configs\R04_primary.json,current_value_computed,MR10,"CL01,CL03"
D-T01,row2col4,17.460139100315487,hours,main unless stated,R0c,60436,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\tables\Table1_current.csv,R04/src/final_data.py; upstream archives,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R03\configs\R04_primary.json,current_value_computed,MR10,"CL01,CL03"
D-T01,row2col5,1.6995647962740112,log target,main unless stated,R0c,60436,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\tables\Table1_current.csv,R04/src/final_data.py; upstream archives,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R03\configs\R04_primary.json,current_value_computed,MR10,"CL01,CL03"
D-T01,row3col2,2.0,customers,main unless stated,E0,60436,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\tables\Table1_current.csv,R04/src/final_data.py; upstream archives,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R03\configs\R04_primary.json,current_value_computed,MR10,"CL01,CL03"
D-T01,row3col3,1.0986122886681098,log target,main unless stated,E0,60436,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\tables\Table1_current.csv,R04/src/final_data.py; upstream archives,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R03\configs\R04_primary.json,current_value_computed,MR10,"CL01,CL03"
D-T01,row3col4,6.366666666666666,hours,main unless stated,R0c,60436,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\tables\Table1_current.csv,R04/src/final_data.py; upstream archives,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R03\configs\R04_primary.json,current_value_computed,MR10,"CL01,CL03"
D-T01,row3col5,1.8510760463844744,log target,main unless stated,R0c,60436,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\tables\Table1_current.csv,R04/src/final_data.py; upstream archives,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R03\configs\R04_primary.json,current_value_computed,MR10,"CL01,CL03"
D-T01,row4col2,410.9662982981648,customers,main unless stated,E0,60436,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\tables\Table1_current.csv,R04/src/final_data.py; upstream archives,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R03\configs\R04_primary.json,current_value_computed,MR10,"CL01,CL03"
D-T01,row4col3,2.0189634702968893,log target,main unless stated,E0,60436,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\tables\Table1_current.csv,R04/src/final_data.py; upstream archives,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R03\configs\R04_primary.json,current_value_computed,MR10,"CL01,CL03"
