model,step,blocks_added,r2_in_sample,r2_in_sample_increment,r2_oos_5fold,r2_oos_5fold_increment
E0_prime_WT,baseline,region_SES+year_month_FE,0.01409692043263222,,0.009890114640358938,
E0_prime_WT,nongust_weather,nongust_weather,0.021468869728057283,0.007371949295425062,0.017475204836353453,0.007585090195994515
E0_prime_WT,gust,gust,0.03230245313982261,0.010833583411765324,0.027704125887760278,0.010228921051406825
