fold,n_test,n_train,sse,rmse,k
0,9834,41339,12138.817258247169,1.1110230898168039,29
1,10581,40592,14547.095566417429,1.1725322287536364,29
2,10833,40340,14646.967296077295,1.162785170416728,29
3,9995,41178,12949.049101408285,1.1382234782695666,29
4,9930,41243,13429.647489618355,1.1629410008084524,29
