fold,n_test,n_train,sse,rmse,k
0,9834,41339,12159.296254212142,1.111959879978103,31
1,10581,40592,14527.896119032594,1.1717582115783705,31
2,10833,40340,14666.287099275545,1.1635517925148975,31
3,9995,41178,13012.04563128084,1.1409888215374946,31
4,9930,41243,13462.960623951403,1.1643824837113261,31
