combination,model_id,prediction_type,n,k,sse,aic,bic,r2,adj_r2,rmse,n_columns,knots,component_action,source,predictions_saved,knots_mode
R0c_all,H04,year_holdout,51173,,,,,,,1.1759734636324135,,,REFIT,APP-C-COMPLETE,True,none_or_fixed10.8
R0c_all,H05,in_sample,51173,28,67334.301981211727,159323.50931900644,159571.11240419556,0.11234678629373507,0.11187818453852794,1.1470906561504295,28,[],REUSE,results/new/20260909183317/results/final_models/final_summary.json#R0c/paper,False,none_or_fixed10.8
R0c_all,H05,LAD_OOF,51173,,,,,,,1.1505728095036865,,,REUSE,results/new/20260909183317/results/final_models/final_summary.json#R0c/paper_cv_lad,False,none_or_fixed10.8
R0c_all,H05,random_OOF,41177,,,,,,,1.156673366030498,,,REFIT,APP-C-COMPLETE,True,none_or_fixed10.8
R0c_all,H05,year_holdout,51173,,,,,,,1.1760296282124121,,,REUSE,results/new/20260909183317/results/final_models/final_summary.json#R0c/paper_cv_year,False,none_or_fixed10.8
R0c_all,H06,in_sample,51173,29,67325.002246131946,159318.44117994653,159574.88723246384,0.11246938264488582,0.11198348288565807,1.1470114394119999,29,[],REFIT,APP-C-COMPLETE,True,none_or_fixed10.8
R0c_all,H06,LAD_OOF,51173,,,,,,,1.1506572683661096,,,REFIT,APP-C-COMPLETE,True,none_or_fixed10.8
R0c_all,H06,random_OOF,41177,,,,,,,1.1566256124256764,,,REFIT,APP-C-COMPLETE,True,none_or_fixed10.8
R0c_all,H06,year_holdout,51173,,,,,,,1.1729701033291584,,,REFIT,APP-C-COMPLETE,True,none_or_fixed10.8
R0c_all,H07,in_sample,51173,27,67866.944142761757,159724.71622915831,159963.47634701926,0.10532508245863381,0.10487027567303819,1.1516186997375335,27,[],REFIT,APP-C-COMPLETE,True,none_or_fixed10.8
R0c_all,H07,LAD_OOF,51173,,,,,,,1.1551417082949205,,,REFIT,APP-C-COMPLETE,True,none_or_fixed10.8
R0c_all,H07,random_OOF,41177,,,,,,,1.1629464397951581,,,REFIT,APP-C-COMPLETE,True,none_or_fixed10.8
R0c_all,H07,year_holdout,51173,,,,,,,1.1878953353165493,,,REFIT,APP-C-COMPLETE,True,none_or_fixed10.8
R0c_all,H08,in_sample,51173,28,67573.811997889628,159505.21016114223,159752.81324633135,0.10918937870557432,0.1087191101206697,1.1491289621359289,28,[],REFIT,APP-C-COMPLETE,True,none_or_fixed10.8
R0c_all,H08,LAD_OOF,51173,,,,,,,1.1526180763351761,,,REFIT,APP-C-COMPLETE,True,none_or_fixed10.8
R0c_all,H08,random_OOF,41177,,,,,,,1.1617255954918315,,,REFIT,APP-C-COMPLETE,True,none_or_fixed10.8
R0c_all,H08,year_holdout,51173,,,,,,,1.1833862424674322,,,REFIT,APP-C-COMPLETE,True,none_or_fixed10.8
R0c_all,H09,in_sample,51173,30,67451.942155823577,159416.83597429775,159682.12499414323,0.11079596188503604,0.11029174983049617,1.1480922634456554,30,[],REFIT,APP-C-COMPLETE,True,none_or_fixed10.8
R0c_all,H09,LAD_OOF,51173,,,,,,,1.1516540620553541,,,REFIT,APP-C-COMPLETE,True,none_or_fixed10.8
R0c_all,H09,random_OOF,41177,,,,,,,1.1627539560290105,,,REFIT,APP-C-COMPLETE,True,none_or_fixed10.8
R0c_all,H09,year_holdout,51173,,,,,,,1.1796931474226136,,,REFIT,APP-C-COMPLETE,True,none_or_fixed10.8
R0c_all,H10,in_sample,51173,31,67294.359465132933,159299.1446342014,159573.27662137506,0.11287333965090429,0.11235294936873952,1.1467503802258618,31,[],REFIT,APP-C-COMPLETE,True,none_or_fixed10.8
R0c_all,H10,LAD_OOF,51173,,,,,,,1.1503369240679924,,,REFIT,APP-C-COMPLETE,True,none_or_fixed10.8
R0c_all,H10,random_OOF,41177,,,,,,,1.1568632479121694,,,REFIT,APP-C-COMPLETE,True,none_or_fixed10.8
R0c_all,H10,year_holdout,51173,,,,,,,1.1755649132788062,,,REFIT,APP-C-COMPLETE,True,none_or_fixed10.8
R0c_all,H11,in_sample,51173,134,65794.181436632804,158351.44858565481,159536.40620763134,0.13264985487343139,0.13038967012643732,1.1338962134688415,138,[],REFIT,APP-C-COMPLETE,True,none_or_fixed10.8
R0c_all,H11,LAD_OOF,51173,,,,,,,1.1938156558504707,,,REFIT,APP-C-COMPLETE,True,none_or_fixed10.8
R0c_all,H11,random_OOF,41177,,,,,,,1.1479893670201911,,,REFIT,APP-C-COMPLETE,True,none_or_fixed10.8
R0c_all,H11,year_holdout,51173,,,,,,,1.1677170842725031,,,REFIT,APP-C-COMPLETE,True,none_or_fixed10.8
R0c_all,H12,in_sample,51173,23,68385.099678956787,160105.93169096793,160309.31993951614,0.098494352602229496,0.098106608237757409,1.1560065720206258,23,[],REFIT,APP-C-COMPLETE,True,none_or_fixed10.8
R0c_all,H12,LAD_OOF,51173,,,,,,,1.1570908453842441,,,REFIT,APP-C-COMPLETE,True,none_or_fixed10.8
R0c_all,H12,random_OOF,41177,,,,,,,1.1659587823517483,,,REFIT,APP-C-COMPLETE,True,none_or_fixed10.8
R0c_all,H12,year_holdout,51173,,,,,,,1.1823779262777576,,,REFIT,APP-C-COMPLETE,True,none_or_fixed10.8
R0c_all,H13,in_sample,51173,28,67295.147403205396,159293.74380654283,159541.34689173196,0.11286295243752797,0.11239462317202431,1.1467570937576235,28,[17.0],REFIT,APP-C-COMPLETE,True,full_sample_selected
R0c_all,H13,LAD_OOF,51173,,,,,,,1.1503512768607238,,,REFIT,APP-C-COMPLETE,True,train_selected
R0c_all,H14,in_sample,51173,29,67276.384519147075,159281.474026621,159537.9200791383,0.11311029938912198,0.1126247505150193,1.1465972161794444,29,"[13.0, 19.0]",REFIT,APP-C-COMPLETE,True,full_sample_selected
R0c_all,H14,LAD_OOF,51173,,,,,,,1.1502997471828955,,,REFIT,APP-C-COMPLETE,True,train_selected
R0c_all,F01,in_sample,51173,29,67297.000138229996,159297.15265559015,159553.59870810746,0.11283852824138507,0.11235283057969958,1.1467728796091365,29,[],DERIVE,results/new/20260909183317/results/final_models/final_summary.json#R0c/final,True,none_or_fixed10.8
R0c_all,F01,LAD_OOF,51173,,,,,,,1.1502526389581602,,,REUSE,results/new/20260909183317/results/final_models/final_summary.json#R0c/final_cv_lad,False,none_or_fixed10.8
R0c_all,F02,in_sample,51173,30,67291.017349664238,159294.60310882973,159559.89212867522,0.11291739802010203,0.11241438889945177,1.1467219036952769,30,[],REFIT,APP-C-COMPLETE,True,none_or_fixed10.8
R0c_all,F02,LAD_OOF,51173,,,,,,,1.1503422643333616,,,REFIT,APP-C-COMPLETE,True,none_or_fixed10.8
R0c_all,F03,in_sample,51173,28,68192.945720678821,159971.93928038512,160219.54236557425,0.10102747574412241,0.10055289840215531,1.1543813093550364,28,[],REFIT,APP-C-COMPLETE,True,none_or_fixed10.8
R0c_all,F03,LAD_OOF,51173,,,,,,,1.1578086923629891,,,REFIT,APP-C-COMPLETE,True,none_or_fixed10.8
R0c_all,F04,in_sample,51173,31,67409.337417702947,159386.50330856489,159660.63529573855,0.11135761072669836,0.11083633131489978,1.1477296208365193,31,[],REFIT,APP-C-COMPLETE,True,none_or_fixed10.8
R0c_all,F04,LAD_OOF,51173,,,,,,,1.151292357461194,,,REFIT,APP-C-COMPLETE,True,none_or_fixed10.8
R0c_all,F05,in_sample,51173,29,67520.625575192942,159466.91673384543,159723.36278636273,0.10989052355512552,0.10940321193811353,1.1486766412742082,29,[],REFIT,APP-C-COMPLETE,True,none_or_fixed10.8
R0c_all,F05,LAD_OOF,51173,,,,,,,1.1521141658972451,,,REFIT,APP-C-COMPLETE,True,none_or_fixed10.8
R0c_all,F06,in_sample,51173,29,67260.687725545475,159269.53304991891,159525.97910243622,0.11331722674821509,0.11283179116142006,1.1464634474736326,29,[17.0],REFIT,APP-C-COMPLETE,True,full_sample_selected
R0c_all,F06,LAD_OOF,51173,,,,,,,1.1500286686603933,,,REFIT,APP-C-COMPLETE,True,train_selected
R0c_all,F07,in_sample,51173,30,67245.106564922608,159259.67728206408,159524.96630190956,0.11352262974331884,0.11301996381176538,1.1463306487589124,30,"[15.0, 20.0]",REFIT,APP-C-COMPLETE,True,full_sample_selected
R0c_all,F07,LAD_OOF,51173,,,,,,,1.1500106537651427,,,REFIT,APP-C-COMPLETE,True,train_selected
R0c_all,F08,in_sample,51173,29,67257.12254321338,159266.82053065984,159523.26658317714,0.11336422575854732,0.11287881590247895,1.1464330626713808,29,"[17.0, 33.0]",REFIT,APP-C-COMPLETE,True,full_sample_selected
R0c_all,F08,LAD_OOF,51173,,,,,,,1.1500115839726939,,,REFIT,APP-C-COMPLETE,True,train_selected
R0c_weather,H01,in_sample,9254,7,16260.685970406686,31492.142353362036,31542.072031548305,0.18860276868663539,0.1880762862179558,1.3255761567045272,7,[],REFIT,APP-C-COMPLETE,True,none_or_fixed10.8
R0c_weather,H01,LAD_OOF,9254,,,,,,,1.3299990830247075,,,REFIT,APP-C-COMPLETE,True,none_or_fixed10.8
R0c_weather,H01,random_OOF,7277,,,,,,,1.4016837364888852,,,REFIT,APP-C-COMPLETE,True,none_or_fixed10.8
R0c_weather,H01,year_holdout,9254,,,,,,,1.4662631784259237,,,REFIT,APP-C-COMPLETE,True,none_or_fixed10.8
R0c_weather,H02,in_sample,9254,8,16067.777872682494,31383.701428396758,31440.763917752494,0.19822875228143588,0.19762174398227628,1.3176897328998178,8,[],REFIT,APP-C-COMPLETE,True,none_or_fixed10.8
R0c_weather,H02,LAD_OOF,9254,,,,,,,1.3222087141837324,,,REFIT,APP-C-COMPLETE,True,none_or_fixed10.8
R0c_weather,H02,random_OOF,7277,,,,,,,1.3946970745467178,,,REFIT,APP-C-COMPLETE,True,none_or_fixed10.8
R0c_weather,H02,year_holdout,9254,,,,,,,1.4307180407675415,,,REFIT,APP-C-COMPLETE,True,none_or_fixed10.8
R0c_weather,H03,in_sample,9254,9,16038.913063014206,31369.062216266757,31433.25751679196,0.19966908675993578,0.19897653432013906,1.3165056251517553,9,[],REFIT,APP-C-COMPLETE,True,none_or_fixed10.8
R0c_weather,H03,LAD_OOF,9254,,,,,,,1.3209519580944713,,,REFIT,APP-C-COMPLETE,True,none_or_fixed10.8
R0c_weather,H03,random_OOF,7277,,,,,,,1.4084997760102509,,,REFIT,APP-C-COMPLETE,True,none_or_fixed10.8
R0c_weather,H03,year_holdout,9254,,,,,,,1.426634968721177,,,REFIT,APP-C-COMPLETE,True,none_or_fixed10.8
R0c_weather,H04,in_sample,9254,14,15969.140223358352,31338.717439588032,31438.576795960569,0.20315070426492077,0.20202959594841041,1.3136389579316692,14,[],REFIT,APP-C-COMPLETE,True,none_or_fixed10.8
R0c_weather,H04,LAD_OOF,9254,,,,,,,1.3209384677367344,,,REFIT,APP-C-COMPLETE,True,none_or_fixed10.8
R0c_weather,H04,random_OOF,7277,,,,,,,1.4060127278738277,,,REFIT,APP-C-COMPLETE,True,none_or_fixed10.8
R0c_weather,H04,year_holdout,9254,,,,,,,1.4278917192928471,,,REFIT,APP-C-COMPLETE,True,none_or_fixed10.8
R0c_weather,H05,in_sample,9254,28,14253.562121087611,30314.988541598279,30514.707254343353,0.28875689116365844,0.28667542964852932,1.2410719465514171,28,[],DERIVE,results/new/20260909183317/results/weather_only/weather_only_summary.json#R0c/fits/paper,True,none_or_fixed10.8
R0c_weather,H05,LAD_OOF,9254,,,,,,,1.250445938476036,,,REUSE,results/new/20260909183317/results/weather_only/weather_only_summary.json#R0c/fits/paper/cv_lad,False,none_or_fixed10.8
R0c_weather,H05,random_OOF,7277,,,,,,,1.2837466592028091,,,REFIT,APP-C-COMPLETE,True,none_or_fixed10.8
R0c_weather,H05,year_holdout,9254,,,,,,,1.459336494351976,,,REFIT,APP-C-COMPLETE,True,none_or_fixed10.8
R0c_weather,H06,in_sample,9254,29,14206.971155523408,30286.690221022975,30493.541744937516,0.29108174883152127,0.28893001863827272,1.239041925253334,29,[],REFIT,APP-C-COMPLETE,True,none_or_fixed10.8
R0c_weather,H06,LAD_OOF,9254,,,,,,,1.2488726127286971,,,REFIT,APP-C-COMPLETE,True,none_or_fixed10.8
R0c_weather,H06,random_OOF,7277,,,,,,,1.3038959223175559,,,REFIT,APP-C-COMPLETE,True,none_or_fixed10.8
R0c_weather,H06,year_holdout,9254,,,,,,,1.4692982588430055,,,REFIT,APP-C-COMPLETE,True,none_or_fixed10.8
R0c_weather,H07,in_sample,9254,27,14454.198558539785,30442.341704587929,30634.927606163536,0.27874526864382443,0.27671290460185405,1.2497762306101858,27,[],REFIT,APP-C-COMPLETE,True,none_or_fixed10.8
R0c_weather,H07,LAD_OOF,9254,,,,,,,1.2603830478507434,,,REFIT,APP-C-COMPLETE,True,none_or_fixed10.8
R0c_weather,H07,random_OOF,7277,,,,,,,1.2970597566089621,,,REFIT,APP-C-COMPLETE,True,none_or_fixed10.8
R0c_weather,H07,year_holdout,9254,,,,,,,1.5236864532950147,,,REFIT,APP-C-COMPLETE,True,none_or_fixed10.8
R0c_weather,H08,in_sample,9254,28,14227.120048652503,30297.805314935209,30497.524027680283,0.29007633269294453,0.28799873253932529,1.2399202432856662,28,[],REFIT,APP-C-COMPLETE,True,none_or_fixed10.8
R0c_weather,H08,LAD_OOF,9254,,,,,,,1.2496816753269224,,,REFIT,APP-C-COMPLETE,True,none_or_fixed10.8
R0c_weather,H08,random_OOF,7277,,,,,,,1.2943952779031647,,,REFIT,APP-C-COMPLETE,True,none_or_fixed10.8
R0c_weather,H08,year_holdout,9254,,,,,,,1.4870888542264937,,,REFIT,APP-C-COMPLETE,True,none_or_fixed10.8
R0c_weather,H09,in_sample,9254,30,14275.696710700269,30333.348082768505,30547.332417852514,0.2876523901136625,0.28541278899845168,1.2420352131848107,30,[],REFIT,APP-C-COMPLETE,True,none_or_fixed10.8
R0c_weather,H09,LAD_OOF,9254,,,,,,,1.2519664031495057,,,REFIT,APP-C-COMPLETE,True,none_or_fixed10.8
R0c_weather,H09,random_OOF,7277,,,,,,,1.2979288998218064,,,REFIT,APP-C-COMPLETE,True,none_or_fixed10.8
R0c_weather,H09,year_holdout,9254,,,,,,,1.4885729158308978,,,REFIT,APP-C-COMPLETE,True,none_or_fixed10.8
R0c_weather,H10,in_sample,9254,31,14173.08516220349,30268.591524128846,30489.708670382322,0.29277263697794542,0.29047221185698024,1.2375633823660059,31,[],REFIT,APP-C-COMPLETE,True,none_or_fixed10.8
R0c_weather,H10,LAD_OOF,9254,,,,,,,1.2480105914381658,,,REFIT,APP-C-COMPLETE,True,none_or_fixed10.8
R0c_weather,H10,random_OOF,7277,,,,,,,1.2755483010802349,,,REFIT,APP-C-COMPLETE,True,none_or_fixed10.8
R0c_weather,H10,year_holdout,9254,,,,,,,1.4516180913540933,,,REFIT,APP-C-COMPLETE,True,none_or_fixed10.8
R0c_weather,H11,in_sample,9254,127,13827.129828041212,30231.905166715296,31137.772185237598,0.31003557415096683,0.30051048182523232,1.2223660314891509,131,[],REFIT,APP-C-COMPLETE,True,none_or_fixed10.8
R0c_weather,H11,LAD_OOF,9254,,,,,,,1.6557456900491179,,,REFIT,APP-C-COMPLETE,True,none_or_fixed10.8
R0c_weather,H11,random_OOF,7277,,,,,,,1.2827505881679371,,,REFIT,APP-C-COMPLETE,True,none_or_fixed10.8
R0c_weather,H11,year_holdout,9254,,,,,,,1.4677782406497819,,,REFIT,APP-C-COMPLETE,True,none_or_fixed10.8
R0c_weather,H12,in_sample,9254,23,14302.964652699178,30337.007245220051,30501.061902117792,0.28629173825175491,0.28459077608530914,1.2432208501317061,23,[],REFIT,APP-C-COMPLETE,True,none_or_fixed10.8
R0c_weather,H12,LAD_OOF,9254,,,,,,,1.2499980227545118,,,REFIT,APP-C-COMPLETE,True,none_or_fixed10.8
R0c_weather,H12,random_OOF,7277,,,,,,,1.2862999862179985,,,REFIT,APP-C-COMPLETE,True,none_or_fixed10.8
R0c_weather,H12,year_holdout,9254,,,,,,,1.4578983347780752,,,REFIT,APP-C-COMPLETE,True,none_or_fixed10.8
R0c_weather,H13,in_sample,9254,28,14227.386275097286,30297.978479740254,30497.697192485328,0.29006304817342343,0.28798540914249804,1.2399318442988303,28,[11.0],REUSE,results/new/20260909183317/results/weather_only/weather_only_summary.json#R0c/knots/one_knot,False,full_sample_selected
R0c_weather,H13,LAD_OOF,9254,,,,,,,1.2508461976585521,,,REFIT,APP-C-COMPLETE,True,train_selected
R0c_weather,H14,in_sample,9254,29,14215.19812519197,30292.047474277446,30498.898998191988,0.29067122860972261,0.28851825239303674,1.2394006253918621,29,"[9.0, 18.0]",REUSE,results/new/20260909183317/results/weather_only/weather_only_summary.json#R0c/knots/two_knot,False,full_sample_selected
R0c_weather,H14,LAD_OOF,9254,,,,,,,1.2499652652401476,,,REFIT,APP-C-COMPLETE,True,train_selected
R0c_weather,F01,in_sample,9254,29,14176.424344402843,30266.771511913714,30473.623035828256,0.29260601404479625,0.29045891034758808,1.2377091588923168,29,[],REFIT,APP-C-COMPLETE,True,none_or_fixed10.8
R0c_weather,F01,LAD_OOF,9254,,,,,,,1.2476084810292576,,,REFIT,APP-C-COMPLETE,True,none_or_fixed10.8
R0c_weather,F02,in_sample,9254,30,14122.805541564132,30233.704197557152,30447.688532641161,0.29528155603907902,0.29306594080980031,1.2353662777646885,30,[],REFIT,APP-C-COMPLETE,True,none_or_fixed10.8
R0c_weather,F02,LAD_OOF,9254,,,,,,,1.2456389069675513,,,REFIT,APP-C-COMPLETE,True,none_or_fixed10.8
R0c_weather,F03,in_sample,9254,28,14438.356273681024,30434.193448774164,30633.912161519238,0.2795357879426702,0.27742734075802378,1.2490911445735349,28,[],REFIT,APP-C-COMPLETE,True,none_or_fixed10.8
R0c_weather,F03,LAD_OOF,9254,,,,,,,1.2591377863218876,,,REFIT,APP-C-COMPLETE,True,none_or_fixed10.8
R0c_weather,F04,in_sample,9254,31,14185.729461713889,30276.843657158719,30497.960803412196,0.29214169498488884,0.28983921757510311,1.2381152958481054,31,[],REFIT,APP-C-COMPLETE,True,none_or_fixed10.8
R0c_weather,F04,LAD_OOF,9254,,,,,,,1.2484170054577681,,,REFIT,APP-C-COMPLETE,True,none_or_fixed10.8
R0c_weather,F05,in_sample,9254,29,14138.561414524873,30242.022513986165,30448.874037900707,0.29449534863549609,0.29235397950398323,1.2360551935878561,29,[],REFIT,APP-C-COMPLETE,True,none_or_fixed10.8
R0c_weather,F05,LAD_OOF,9254,,,,,,,1.2458950866764695,,,REFIT,APP-C-COMPLETE,True,none_or_fixed10.8
R0c_weather,F06,in_sample,9254,29,14139.450223897016,30242.60424102113,30449.455764935672,0.29445099764901039,0.2923094939020372,1.2360940447885884,29,[11.0],DERIVE,results/new/20260909183317/results/weather_only/weather_only_summary.json#R0c/fits/final,True,full_sample_selected
R0c_weather,F06,LAD_OOF,9254,,,,,,,1.246755510877912,,,REFIT,APP-C-COMPLETE,True,train_selected
R0c_weather,F07,in_sample,9254,30,14131.363274942874,30239.309973301108,30453.294308385117,0.29485453093186842,0.29263757314750416,1.2357405070268725,30,"[10.0, 34.0]",REFIT,APP-C-COMPLETE,True,full_sample_selected
R0c_weather,F07,LAD_OOF,9254,,,,,,,1.2473586169279702,,,REFIT,APP-C-COMPLETE,True,train_selected
R0c_weather,F08,in_sample,9254,29,14133.045085346008,30238.411250447301,30445.262774361843,0.29477060973031644,0.29263007607963343,1.2358140391896271,29,"[10.0, 32.0]",REFIT,APP-C-COMPLETE,True,full_sample_selected
R0c_weather,F08,LAD_OOF,9254,,,,,,,1.2469240975988847,,,REFIT,APP-C-COMPLETE,True,train_selected
