fold,n_test,n_train,sse,rmse,k
0,1875,5402,3434.8533482568264,1.3534850519074726,122
1,1512,5765,2532.4064625324654,1.2941684585205313,122
2,1363,5914,2347.7144462009701,1.3124256457857129,124
3,1247,6030,2064.6883666873618,1.2867495607097201,124
4,1280,5997,1594.2702692290145,1.1160303077583367,123
