fold,n_test,n_train,sse,rmse,k
0,2030,5720,10767.28449993255,2.3030590601305758,25
1,1579,6171,7141.8099580610624,2.1267335376708569,25
2,1450,6300,6881.9023455307524,2.1785636434683058,25
3,1336,6414,6049.7446239659348,2.1279689762885075,25
4,1355,6395,6292.6947074707605,2.1550069917902279,25
