combination,model_id,family,n,k,n_columns,aic,bic,adj_r2,rmse,knots,full_action,full_source,sample_id_sha256,status,cache_used,LAD_OOF_RMSE,LAD_OOF_n,LAD_OOF_action,LAD_OOF_source,LAD_OOF_knots,random_OOF_RMSE,random_OOF_n,random_OOF_action,random_OOF_source,random_OOF_knots,year_holdout_RMSE,year_holdout_n,year_holdout_action,year_holdout_source,year_holdout_knots,delta_BIC_best_nonFE,delta_AIC_best_nonFE
R0c_weather,H02,historical,9254,8,8,31383.701428396758,31440.763917752494,0.19762174398227628,1.3176897328998178,[],REFIT,APP-C-COMPLETE,19e0fee1995048631c582d84cc96bb2842c38ca63f26108ad3ac03833db04ddb,complete,True,1.3222087141837324,9254,REFIT,APP-C-COMPLETE,none_or_fixed10.8,1.3946970745467178,7277,REFIT,APP-C-COMPLETE,none_or_fixed10.8,1.4307180407675415,9254,REFIT,APP-C-COMPLETE,none_or_fixed10.8,951.05524737017186,1115.1099042679125
R0c_weather,H03,historical,9254,9,9,31369.062216266757,31433.25751679196,0.19897653432013906,1.3165056251517553,[],REFIT,APP-C-COMPLETE,19e0fee1995048631c582d84cc96bb2842c38ca63f26108ad3ac03833db04ddb,complete,True,1.3209519580944713,9254,REFIT,APP-C-COMPLETE,none_or_fixed10.8,1.4084997760102509,7277,REFIT,APP-C-COMPLETE,none_or_fixed10.8,1.426634968721177,9254,REFIT,APP-C-COMPLETE,none_or_fixed10.8,943.54884640963792,1100.4706921379111
R0c_weather,H04,historical,9254,14,14,31338.717439588032,31438.576795960569,0.20202959594841041,1.3136389579316692,[],REFIT,APP-C-COMPLETE,19e0fee1995048631c582d84cc96bb2842c38ca63f26108ad3ac03833db04ddb,complete,True,1.3209384677367344,9254,REFIT,APP-C-COMPLETE,none_or_fixed10.8,1.4060127278738277,7277,REFIT,APP-C-COMPLETE,none_or_fixed10.8,1.4278917192928471,9254,REFIT,APP-C-COMPLETE,none_or_fixed10.8,948.86812557824669,1070.1259154591862
R0c_weather,H05,historical,9254,28,28,30314.988541598279,30514.707254343353,0.28667542964852932,1.2410719465514171,[],DERIVE,results/new/20260909183317/results/weather_only/weather_only_summary.json#R0c/fits/paper,19e0fee1995048631c582d84cc96bb2842c38ca63f26108ad3ac03833db04ddb,complete,True,1.250445938476036,9254,REUSE,results/new/20260909183317/results/weather_only/weather_only_summary.json#R0c/fits/paper/cv_lad,none_or_fixed10.8,1.2837466592028091,7277,REFIT,APP-C-COMPLETE,none_or_fixed10.8,1.459336494351976,9254,REFIT,APP-C-COMPLETE,none_or_fixed10.8,24.998583961030818,46.397017469433194
R0c_weather,H06,historical,9254,29,29,30286.690221022975,30493.541744937516,0.28893001863827272,1.239041925253334,[],REFIT,APP-C-COMPLETE,19e0fee1995048631c582d84cc96bb2842c38ca63f26108ad3ac03833db04ddb,complete,True,1.2488726127286971,9254,REFIT,APP-C-COMPLETE,none_or_fixed10.8,1.3038959223175559,7277,REFIT,APP-C-COMPLETE,none_or_fixed10.8,1.4692982588430055,9254,REFIT,APP-C-COMPLETE,none_or_fixed10.8,3.833074555193889,18.098696894128807
R0c_weather,H07,historical,9254,27,27,30442.341704587929,30634.927606163536,0.27671290460185405,1.2497762306101858,[],REFIT,APP-C-COMPLETE,19e0fee1995048631c582d84cc96bb2842c38ca63f26108ad3ac03833db04ddb,complete,True,1.2603830478507434,9254,REFIT,APP-C-COMPLETE,none_or_fixed10.8,1.2970597566089621,7277,REFIT,APP-C-COMPLETE,none_or_fixed10.8,1.5236864532950147,9254,REFIT,APP-C-COMPLETE,none_or_fixed10.8,145.21893578121308,173.75018045908291
R0c_weather,H08,historical,9254,28,28,30297.805314935209,30497.524027680283,0.28799873253932529,1.2399202432856662,[],REFIT,APP-C-COMPLETE,19e0fee1995048631c582d84cc96bb2842c38ca63f26108ad3ac03833db04ddb,complete,True,1.2496816753269224,9254,REFIT,APP-C-COMPLETE,none_or_fixed10.8,1.2943952779031647,7277,REFIT,APP-C-COMPLETE,none_or_fixed10.8,1.4870888542264937,9254,REFIT,APP-C-COMPLETE,none_or_fixed10.8,7.8153572979608725,29.213790806363249
R0c_weather,H09,historical,9254,30,30,30333.348082768505,30547.332417852514,0.28541278899845168,1.2420352131848107,[],REFIT,APP-C-COMPLETE,19e0fee1995048631c582d84cc96bb2842c38ca63f26108ad3ac03833db04ddb,complete,True,1.2519664031495057,9254,REFIT,APP-C-COMPLETE,none_or_fixed10.8,1.2979288998218064,7277,REFIT,APP-C-COMPLETE,none_or_fixed10.8,1.4885729158308978,9254,REFIT,APP-C-COMPLETE,none_or_fixed10.8,57.623747470192029,64.756558639659488
R0c_weather,H10,historical,9254,31,31,30268.591524128846,30489.708670382322,0.29047221185698024,1.2375633823660059,[],REFIT,APP-C-COMPLETE,19e0fee1995048631c582d84cc96bb2842c38ca63f26108ad3ac03833db04ddb,complete,True,1.2480105914381658,9254,REFIT,APP-C-COMPLETE,none_or_fixed10.8,1.2755483010802349,7277,REFIT,APP-C-COMPLETE,none_or_fixed10.8,1.4516180913540933,9254,REFIT,APP-C-COMPLETE,none_or_fixed10.8,0,0
R0c_weather,H11,historical,9254,127,131,30231.905166715296,31137.772185237598,0.30051048182523232,1.2223660314891509,[],REFIT,APP-C-COMPLETE,19e0fee1995048631c582d84cc96bb2842c38ca63f26108ad3ac03833db04ddb,complete,True,1.6557456900491179,9254,REFIT,APP-C-COMPLETE,none_or_fixed10.8,1.2827505881679371,7277,REFIT,APP-C-COMPLETE,none_or_fixed10.8,1.4677782406497819,9254,REFIT,APP-C-COMPLETE,none_or_fixed10.8,648.06351485527557,-36.686357413549558
R0c_weather,H12,historical,9254,23,23,30337.007245220051,30501.061902117792,0.28459077608530914,1.2432208501317061,[],REFIT,APP-C-COMPLETE,19e0fee1995048631c582d84cc96bb2842c38ca63f26108ad3ac03833db04ddb,complete,True,1.2499980227545118,9254,REFIT,APP-C-COMPLETE,none_or_fixed10.8,1.2862999862179985,7277,REFIT,APP-C-COMPLETE,none_or_fixed10.8,1.4578983347780752,9254,REFIT,APP-C-COMPLETE,none_or_fixed10.8,11.353231735469308,68.415721091205342
R0c_weather,H13,historical,9254,28,28,30297.978479740254,30497.697192485328,0.28798540914249804,1.2399318442988303,[11.0],REUSE,results/new/20260909183317/results/weather_only/weather_only_summary.json#R0c/knots/one_knot,19e0fee1995048631c582d84cc96bb2842c38ca63f26108ad3ac03833db04ddb,complete,True,1.2508461976585521,9254,REFIT,APP-C-COMPLETE,train_selected,,,,,,,,,,,7.9885221030053799,29.386955611407757
R0c_weather,H14,historical,9254,29,29,30292.047474277446,30498.898998191988,0.28851825239303674,1.2394006253918621,"[9.0, 18.0]",REUSE,results/new/20260909183317/results/weather_only/weather_only_summary.json#R0c/knots/two_knot,19e0fee1995048631c582d84cc96bb2842c38ca63f26108ad3ac03833db04ddb,complete,True,1.2499652652401476,9254,REFIT,APP-C-COMPLETE,train_selected,,,,,,,,,,,9.1903278096651775,23.455950148600095
