fold,n_test,n_train,sse,rmse,k
0,1957,7900,9802.8957339498338,2.2381118097958357,29
1,2264,7593,10656.512945285745,2.1695484200306896,29
2,1674,8183,7694.3440536718563,2.143917524034848,29
3,1433,8424,7031.4169808176939,2.2151254740732256,29
4,2529,7328,11211.451864358176,2.1055061468877545,29
