term,Intercept,z_gust_0h,z_precipitation_24h_sum,z_temperature_0h,z_pressure_msl_0h,urban_binary,log_population,income_deprivation_rate,deprivation_gap_pct,morans_i,incident_year[2022],incident_year[2023],incident_year[2024],incident_month[2],incident_month[3],incident_month[4],incident_month[5],incident_month[6],incident_month[7],incident_month[8],incident_month[9],incident_month[10],incident_month[11],incident_month[12],z_customers_v2_log1p,z_cust_sq,gust_hinge_11,z_temperature_sq,z_gust_precip
Intercept,0.58386033775642654,-0.0029603124687195411,0.0021061398907125631,0.00023508562021539716,0.00062039599411736854,0.0075140839169998679,-0.047599957896555599,-0.15674588503611353,-0.11497195713500638,0.11160095689025386,0.0037544365428211243,0.0040826512625372745,-0.0028132448865071241,-0.0043673607706128477,-0.004882575034106342,-0.0019655449829147852,-0.015629937751598141,-0.0050032829874551415,-0.0043387634953589542,-0.0035963473992190768,-0.0083728830421406046,-0.013596687965315012,-0.01399017413710469,-0.0017604448069451484,0.00023941359070794364,-0.0020232781246468934,0.00010052980561826567,-0.00083903321837730852,-0.0017908054744404612
z_gust_0h,-0.0029603124687125897,0.0018644005567744594,-7.9314017501443867e-06,-0.00032661664128435684,-0.00024518529101770693,0.00033613073125868048,0.00026050926427085858,0.0027465739128457829,0.0067694842144071102,-0.003088565302135045,0.00023929725145798003,-0.0001970739142928135,-0.00059366775598114821,-1.1981358854587626e-05,-0.00031308077286080691,-0.00078136245069048912,-8.2471143929066829e-05,0.0004619460325124538,0.00042042333215212304,0.00063655649843899053,0.00092647672063091309,-0.00012767901678626439,-0.00083292974346413416,-0.00062752895018167187,-0.00015620654592480847,-4.077608387766333e-05,-0.00031017832356562415,3.1821499491888002e-05,5.2867227363895269e-05
z_precipitation_24h_sum,0.0021061398907125648,-7.9314017501332669e-06,0.00031525357199591443,1.0955022776028656e-06,0.00020888321491421079,-4.3543832856929845e-05,-0.00017395245533270208,-0.0028556938313134871,3.068369491315306e-05,0.00045420278852219184,0.0001581017613411591,0.00010124741943545975,-7.1230100685288998e-05,0.00027189854867238857,4.2583935656978179e-06,-0.00020822598636235508,-7.6604428705562824e-06,-1.0162728661087636e-05,1.9443973996891946e-05,0.0002032604430037429,-0.00019323261244400084,-0.00021802741327693349,-8.9310337378226685e-06,6.2194586418623684e-05,2.220300378286463e-05,-1.1908838400664704e-06,1.46260923603876e-06,1.7996871773474063e-05,-1.6859915300161218e-05
z_temperature_0h,0.00023508562021577436,-0.00032661664128435044,1.0955022776033929e-06,0.00080545286880682597,-3.17616386711242e-06,-0.00051213710990174349,0.00020365269449604064,-0.012813583665209096,-0.00081418386309074515,0.0017156585719349457,-0.00017355325974697801,-0.00010786094955274302,-0.00063826318615449234,9.169564409424236e-05,-0.00046956436836012469,-0.00030859582982588189,-0.0011370334316272632,-0.0017616002041160499,-0.0019202681723367971,-0.0013629584823691256,-0.0017796608551309534,-0.0016790305343276414,-0.00045867472099815431,-0.00024373392277585363,-8.9101165313822608e-05,-0.00027304901258742555,5.7045416595453833e-05,-0.00012434030847229932,-9.201815076038871e-05
z_pressure_msl_0h,0.00062039599411775137,-0.00024518529101767912,0.0002088832149142103,-3.1761638671113527e-06,0.0005289554211121199,-0.00013965284520757495,-0.00012670130874818089,-0.0062100817773123561,0.0022354765330667159,5.8334313716914894e-05,0.00016315628065281037,0.00032558804398918851,0.00065151659231644696,0.00046810253881168908,0.00049389167101518059,0.00039516335094851534,0.00046971615488714631,0.00029055080353427551,0.00053114272631508909,0.00017189038832407747,0.00025524924364740171,0.00041188240822383969,0.00087189869776116728,0.00072161769409873891,2.9775345727540599e-05,-7.0281888173083533e-06,5.9479666265805274e-05,2.4110226674244765e-05,-3.72768788019071e-05
urban_binary,0.0075140839169985391,0.00033613073125864578,-4.3543832856928219e-05,-0.00051213710990174219,-0.00013965284520757337,0.0031172260378118425,-0.00096119267343665121,0.019261872030063912,-0.0036944634015448736,-0.002359144936276284,-7.891749522888068e-05,-7.2024107843118835e-05,0.00072769498011230488,0.00038104919575734258,0.0014708692127945772,0.0012667225444289104,0.0012020028612459213,0.0019255754384153421,0.0021934757536186803,0.0017560455726331175,0.0023969265405906601,0.0022111977788573296,0.0010440087638578955,0.0006489557516739259,0.00025287742492834906,0.00057496018644869959,-8.1456459190922009e-05,6.1633080657892729e-05,0.00015451900277737492
log_population,-0.047599957896544441,0.00026050926427177598,-0.00017395245533271492,0.00020365269449603503,-0.00012670130874818189,-0.00096119267343671355,0.0040345263776910487,0.0069823351919898078,0.0085087152444736289,-0.0083572265825695435,-0.00038811647904198033,-0.00049539645032408374,-0.00042120714219802922,0.00015830576714398261,-8.6154394696434216e-05,-0.00035979712382486955,0.00050941163534740542,-0.00043541890392469337,-0.00049911035646216359,-0.00032860106056312844,-0.00029551865158278007,0.00020047624458208039,0.0004785807159630158,-0.00032608710407583966,-0.00011073759706861607,-5.6545294941499624e-06,-1.0816106720575261e-05,2.424494953917993e-05,0.00011452542327718322
income_deprivation_rate,-0.15674588503614051,0.0027465739128480428,-0.00285569383131355,-0.012813583665209342,-0.0062100817773119389,0.019261872030063427,0.0069823351919967528,1.5762793323881843,-0.38604522303383054,-0.072071974707597616,-0.010186667925608817,-0.017917031615450382,0.016998295213999853,0.0045311732328353537,0.021054171780183779,0.015940613377416625,0.022936025865878625,0.040241114067985938,0.031513133387202241,0.025321678253572046,0.04831063910366859,0.04776064093213734,0.017587054217775358,0.015428848287073671,0.0049220527172212031,0.012211917212391326,-0.0011952964612439671,0.0025438343554550027,0.0051878671430722898
deprivation_gap_pct,-0.11497195713501923,0.0067694842144076809,3.068369491321677e-05,-0.00081418386309077475,0.0022354765330667675,-0.0036944634015449711,0.0085087152444754989,-0.38604522303383004,0.31690283283176934,-0.068489753418078322,0.004021033969183397,0.0053619201736881525,-0.0067837074597477615,-0.0037881700106806196,-0.01007830183318713,-0.014880342651051088,-0.0041922551152182757,-0.0067211040247568766,-0.0012714383715982627,-0.0064513333589975982,-0.0047730104281915918,-0.0085848164264075884,-0.0067995069388091635,-0.011192466665736093,-0.0019952686082276398,-0.0013120640083357212,-0.00073978662724173184,-0.0001483522077765483,-0.00081251611740271483
morans_i,0.11160095689023911,-0.0030885653021359887,0.0004542027885222088,0.0017156585719349435,5.8334313716902039e-05,-0.0023591449362761144,-0.0083572265825700952,-0.072071974707578243,-0.068489753418079904,0.073824957390201507,0.0010299571642999642,0.001733006027063385,-0.0023130497787582391,-0.0045702555425361354,-0.0063607485463864476,-0.00060672832269109515,-0.0068588306189541108,-0.0077562606436566098,-0.0084056583826643463,-0.0053304542687161796,-0.0094722045852213069,-0.0095753420212923591,-0.0068308684083061601,-0.0029672990070734539,-0.00067943868682939325,-0.0013369650783244635,0.00047665597765006142,-0.00025807620562122446,-0.0014574005104944091
