model,term,old_coef,new_coef,coef_difference,old_se_twoway,new_se_twoway,se_twoway_difference,old_se_lad,new_se_lad,se_lad_difference,old_p_t_G1,new_p_t_G1,p_difference
R0c_weather_final,incident_month[5],-0.21218619045011836,-0.21218619045011836,0,0.15760785071674593,0.15760785071674502,-9.1593399531575415e-16,0.10226614522894202,0.10226614522894148,-5.4123372450476381e-16,0.18116376718140673,0.18116376718140431,-2.4147350785597155e-15
R0c_weather_final,incident_month[6],0.14378892457447365,0.14378892457447365,0,0.167395640743489,0.16739564074348923,2.2204460492503131e-16,0.10026920204866022,0.10026920204865852,-1.6930901125533637e-15,0.39234813922833628,0.39234813922833706,7.7715611723760958e-16
R0c_weather_final,incident_month[7],0.099068269510048795,0.099068269510048795,0,0.16336793449482359,0.16336793449482107,-2.5257573810222311e-15,0.099302581570748491,0.099302581570746382,-2.1094237467877974e-15,0.54557545818869779,0.54557545818869158,-6.2172489379008766e-15
R0c_weather_final,incident_month[8],0.11435562822715216,0.11435562822715216,0,0.16717052721909029,0.16717052721908918,-1.1102230246251565e-15,0.097070532863491002,0.097070532863491155,1.5265566588595902e-16,0.49546986013422561,0.49546986013422284,-2.7755575615628914e-15
R0c_weather_final,incident_month[9],0.0046855275043195524,0.0046855275043195524,0,0.17053062022732246,0.17053062022732302,5.5511151231257827e-16,0.10906777820326698,0.10906777820326481,-2.1649348980190553e-15,0.97813311538998038,0.97813311538998049,1.1102230246251565e-16
R0c_weather_final,incident_month[10],-0.072800062239280358,-0.072800062239280358,0,0.16759154310801186,0.16759154310801105,-8.0491169285323849e-16,0.10868245740763541,0.10868245740763399,-1.4155343563970746e-15,0.6649140282452044,0.66491402824520274,-1.6653345369377348e-15
R0c_weather_final,incident_month[11],-0.25999344472034208,-0.25999344472034208,0,0.14763607876721044,0.14763607876720827,-2.1649348980190553e-15,0.10165253700057637,0.10165253700057665,2.7755575615628914e-16,0.081198913943218751,0.081198913943214268,-4.4825254619240695e-15
R0c_weather_final,incident_month[12],-0.29622605427569471,-0.29622605427569471,0,0.13869542566312248,0.13869542566312312,6.3837823915946501e-16,0.090993090248336184,0.090993090248336198,1.3877787807814457e-17,0.035065350193693154,0.035065350193694007,8.5348395018058909e-16
R0c_weather_final,z_customers_v2_log1p,-0.29481116590424716,-0.29481116590424716,0,0.030600464164982671,0.030600464164982657,-1.3877787807814457e-17,0.019174818043152506,0.019174818043152474,-3.1225022567582528e-17,4.8174547727596598e-16,4.8174547727595642e-16,-9.5649384758047681e-30
R0c_weather_final,z_cust_sq,0.092285779614320829,0.092285779614320829,0,0.027616435393099117,0.027616435393099013,-1.0408340855860843e-16,0.024900359218497245,0.024900359218497207,-3.8163916471489756e-17,0.0011611395387189445,0.0011611395387188955,-4.90059381963448e-17
R0c_weather_final,gust_hinge_11,0.069594687799961169,0.069594687799961169,0,0.018529330079340985,0.018529330079340909,-7.6327832942979512e-17,0.0079329687029213031,0.0079329687029212632,-3.9898639947466563e-17,0.00028635667962991765,0.00028635667962990236,-1.5287250632045613e-17
R0c_weather_final,z_temperature_sq,0.064134720453284222,0.064134720453284222,0,0.015253148298412053,0.015253148298412044,-8.6736173798840355e-18,0.0076745857746953533,0.007674585774695316,-3.7296554733501353e-17,5.5859298089453046e-05,5.5859298089452605e-05,-4.4045713257223618e-19
R0c_weather_final,z_gust_precip,-0.056231573634104477,-0.056231573634104477,0,0.021897824031805371,0.021897824031805384,1.3877787807814457e-17,0.013013481954354617,0.013013481954354549,-6.7654215563095477e-17,0.011666428026759056,0.011666428026759108,5.2041704279304213e-17
