term,Intercept,z_precipitation_24h_sum,z_temperature_0h,z_pressure_msl_0h,z_gust_pressure,urban_binary,log_population,income_deprivation_rate,deprivation_gap_pct,morans_i,incident_year[2022],incident_year[2023],incident_year[2024],incident_month[2],incident_month[3],incident_month[4],incident_month[5],incident_month[6],incident_month[7],incident_month[8],incident_month[9],incident_month[10],incident_month[11],incident_month[12],gust_low,gust_ramp,z_temperature_sq
incident_year[2022],-0.0045064614212695642,2.4924366397156925e-05,-0.00063635667513385987,-3.5844693948933518e-05,-4.9814835791835773e-05,-2.3552180869545829e-05,-8.921772826187631e-05,-0.0023267922363870916,0.00074572323867862916,0.00026949833759955764,0.0057808135474546607,0.0034186537886720198,0.0048430807605693571,-0.0010539243400694408,0.00024009495165619368,0.0010721498561086767,0.002816579428016561,0.0030518923231384332,0.0030090587316949965,0.0027714540285016407,0.0026481536334142085,0.0025322365252367328,0.0014075395719639365,0.0012908540654027224,2.824060521507295e-05,3.2156097844666595e-05,-7.2747163734963779e-05
incident_year[2023],-0.003967281732137954,1.0009549215105962e-05,-0.00054623196320924749,0.00024780014253552489,-0.00012966966644408851,-1.0248118493746635e-05,-0.00010166876269793797,-0.0018695274008409049,-0.0001736253152714827,0.00069908130093006803,0.0034186537886720207,0.0052107570889195053,0.00443087598698199,0.00076774293713656591,4.4734237966075063e-05,0.0007520328389432697,0.0025566120867446009,0.0019920638490968732,0.0021960240308145102,0.0021784446484956217,0.001951687617716343,0.0024325369219915204,0.0011668071938339599,0.00075402388862119175,2.3024124064341444e-05,3.5252882342493496e-05,6.0306331647906337e-05
incident_year[2024],-0.012440005451970191,-0.00026252602250752765,-0.0011129968606524735,0.00045032311129234327,-0.00026929978153885704,-3.9416891463662888e-05,-0.00040173651888341798,-0.004575047730184148,0.00065742078261776804,0.00088841439969732268,0.004843080760569338,0.004430875986981964,0.017369017893848194,0.0088042755615065169,0.0082966321190569708,0.011219662189825303,0.013353431250896886,0.01363459570197656,0.013658443622795946,0.013599225262553062,0.013434201949658449,0.013679853663433689,0.012042383456683216,0.011387922715061553,0.00010673200336503666,7.3467089713805307e-05,9.3954143396766509e-05
incident_month[2],-0.013365157434980032,0.00022791080764120788,3.6264228158712887e-05,0.00035802373014460847,5.7795029757254628e-05,9.3897748614260872e-05,0.00025035416588434255,0.0019555584146999294,-0.00012565880055498955,-0.0016493797802006149,-0.0010539243400694623,0.00076774293713652644,0.008804275561506418,0.01382794165627356,0.0094425623115411365,0.010940671209863286,0.0108861068045772,0.010370971905611152,0.010593911914663856,0.010639220672063536,0.010615139150480818,0.010964670386935127,0.011116321772086104,0.010830184320246676,-3.7731840150722906e-05,-7.050464740471484e-06,8.4516817143856135e-05
incident_month[3],-0.013210557063836621,-2.0512761486915132e-05,-0.00036228625390529639,0.00027970984991211199,8.7592920555237342e-05,-3.866217911765806e-05,0.00011647200654800525,0.0054797410079058667,-0.002895536468119856,-0.00043401652303183894,0.00024009495165617546,4.4734237966049042e-05,0.0082966321190569396,0.0094425623115411937,0.018922359120816731,0.01056261984571593,0.010862543020905453,0.011344426863859107,0.011167902686693645,0.011309452619194355,0.011214263224197369,0.011046269319786799,0.010774317890922154,0.010460748356804304,9.6558879039942974e-05,9.3075231146786552e-05,7.5445304544939011e-05
incident_month[4],-0.017800022872689936,-9.7906259193640001e-05,-0.00074407471175714276,0.00023212935893806197,5.7364588267895647e-05,0.00012419884807687148,0.00022380838047825972,0.0078231841837159439,-0.00045648933278121494,-0.0015813144007098821,0.0010721498561086678,0.00075203283894323349,0.011219662189825248,0.010940671209863364,0.01056261984571592,0.029229114963401234,0.013316419315828016,0.013995645221868143,0.013796144752456684,0.013936596610211197,0.013767705563062714,0.013574231466414059,0.012788449371584444,0.012387922997951311,6.6161622180616007e-05,0.00011832984352484126,0.00015058125186769857
incident_month[5],-0.017647774716245845,-0.00012493537265349016,-0.0022588096557026698,0.00014341271469718521,-0.00023962391836502249,-0.00016024153921918209,-0.0001665051885303419,0.0034087456084722009,-0.0016665569838178913,0.00025600565387986704,0.0028165794280165593,0.0025566120867445878,0.013353431250896896,0.010886106804577311,0.010862543020905491,0.013316419315828117,0.025336162465939976,0.017364439273755618,0.017158290570749982,0.017382188431103403,0.016944861625468623,0.01615980087880875,0.01359912783776436,0.012908311036718797,0.00023148521312360971,0.00011953427984413671,0.00041455760139342103
incident_month[6],-0.019513590112125417,-0.00046576732839287145,-0.0037443406487102579,4.9895073144714131e-05,-0.00022699571197863427,0.00010363059619237797,-0.00029733714409605123,-0.0020087016978532547,0.00074452547168846542,-0.00028679447192338225,0.003051892323138421,0.0019920638490968593,0.013634595701976601,0.010370971905611322,0.011344426863859173,0.013995645221868303,0.017364439273755639,0.027693342432085918,0.020779761596848884,0.020855428169301991,0.019962058717166345,0.018187418514217395,0.014241911230092115,0.013326154221327411,0.00041535412757219494,0.00020270421347044017,0.00046909876990045051
incident_month[7],-0.018418324248646256,-0.00033172502330207701,-0.0038829026788120748,0.00016484628826236294,-0.00032728354060118604,2.3505162663555422e-06,-0.0003185136077659009,-0.0023002820552609493,0.0021265737430486327,-0.00022492282052620147,0.0030090587316949982,0.0021960240308145033,0.013658443622796015,0.010593911914663991,0.011167902686693723,0.013796144752456801,0.017158290570750061,0.020779761596848953,0.025864131744281413,0.02098092275065274,0.019923847652297058,0.018053508180636724,0.014173498959253766,0.013268465180680908,0.00032363551456197914,0.00015864916224217886,0.00023354443452288363
incident_month[8],-0.018475970844762817,-0.0003418895946167295,-0.0038491840951255397,0.00019029602384496198,-0.00031990591714793994,-3.3676052497044751e-05,-0.00036782807241172863,-0.0033669112809858424,0.00088979085091491633,-0.00030031085189301601,0.0027714540285017197,0.0021784446484956616,0.013599225262553267,0.010639220672063765,0.011309452619194518,0.013936596610211498,0.017382188431103611,0.02085542816930222,0.020980922750652914,0.029918384033860705,0.020037316920852588,0.018263651906682409,0.014292834266534462,0.013294146479745146,0.00040643999699261366,0.00019691388116526061,0.00045702589172600273
incident_month[9],-0.019740521363940333,-0.00029433678726049667,-0.0034890287062194891,0.00027974016054795135,-0.00047960630152188303,-1.4950382884513277e-05,-0.00028628557424566843,-0.0031877537672260585,0.0014625331023374998,0.00013878281463119979,0.0026481536334142502,0.001951687617716343,0.013434201949658484,0.010615139150480912,0.011214263224197382,0.013767705563062822,0.016944861625468609,0.019962058717166303,0.019923847652296954,0.020037316920852304,0.026767584338783838,0.017826505325371139,0.014236031078280923,0.013289185877486252,0.00046899964906361264,0.00013984706331219502,0.00049631017422969428
incident_month[10],-0.02031842685696239,-0.00044721875929498917,-0.0026766209174256157,0.00059998322446917513,-0.0004073393342157092,-3.7931299497572304e-05,-7.0830126914669093e-05,-0.0010910994115823011,0.0014401973146263309,-0.0010395940411327652,0.0025322365252367276,0.0024325369219914995,0.01367985366343372,0.010964670386935292,0.011046269319786856,0.013574231466414212,0.016159800878808764,0.018187418514217367,0.018053508180636668,0.01826365190668218,0.017826505325371153,0.023415781439862726,0.014381859040724369,0.013283708230176564,0.00030225171048308937,0.00017239943275500983,0.00046441221240113573
incident_month[11],-0.018663645229133344,-0.00010817354833011941,-0.00084362963190518728,0.0010700853599904703,-4.8398420554147909e-05,-2.1222875432315826e-05,0.0001776973304670631,0.0040102491376256474,-0.00016585621022992617,-0.0016412889752758526,0.0014075395719639781,0.0011668071938339495,0.012042383456683299,0.011116321772086235,0.010774317890922248,0.012788449371584545,0.013599127837764437,0.014241911230092177,0.014173498959253863,0.014292834266534375,0.014236031078281045,0.014381859040724393,0.021280929117470836,0.012869339511232945,0.00015085938991413978,0.00015777344923029722,0.00013718416304848058
incident_month[12],-0.01635129258829621,-5.3849953227731251e-05,-0.00040530546444439951,0.00042352104328107908,-0.00026266608355253094,0.00017433967826684929,9.8582803602634142e-05,0.00059976267632724789,-5.1874671911927611e-05,-0.00067749493805064655,0.00129085406540281,0.00075402388862124033,0.011387922715061772,0.010830184320246929,0.010460748356804486,0.012387922997951592,0.012908311036719029,0.013326154221327643,0.013268465180681161,0.013294146479745229,0.013289185877486526,0.013283708230176772,0.012869339511233119,0.018718926994542681,0.00013171090625484959,7.1133483335139623e-05,2.3825335777395793e-05
gust_low,-0.0014362595326052109,-1.990724662418127e-05,-0.00013194180919139011,3.0234692729640857e-05,-0.00018141017642271938,-1.7297040683193353e-06,-3.8894567309136609e-05,-0.00036249527407162293,-2.9131730130735876e-05,0.00010444539021575369,2.8240605215069155e-05,2.3024124064339655e-05,0.00010673200336503742,-3.7731840150706853e-05,9.6558879039937255e-05,6.6161622180622743e-05,0.00023148521312359746,0.00041535412757217217,0.00032363551456196483,0.00040643999699255793,0.00046899964906358315,0.00030225171048308113,0.00015085938991412737,0.00013171090625481742,0.00018600042653094481,-4.6171205103982303e-05,1.9750768103820611e-05
gust_ramp,-0.00047638864912745871,1.1242843145417477e-05,-3.2593160848969335e-05,0.00012362541871368111,0.0001037888610139197,2.5090672702903681e-05,4.8486458326605329e-05,0.00028232432103361595,8.0254758543007792e-06,-0.00019730192691613509,3.2156097844665945e-05,3.5252882342491138e-05,7.3467089713804006e-05,-7.050464740473937e-06,9.3075231146789235e-05,0.00011832984352483768,0.00011953427984413389,0.00020270421347043811,0.00015864916224217582,0.00019691388116526137,0.00013984706331219969,0.000172399432755003,0.000157773449230297,7.1133483335138919e-05,-4.6171205103982296e-05,6.4957917613546991e-05,1.576992535521225e-05
z_temperature_sq,-0.00077772279150719551,2.2384239688823037e-05,-0.00030415111940936012,2.4971650649191469e-05,-1.4655950198922286e-05,-1.8056166831811838e-05,8.0045800255877945e-06,0.00029343969400471453,2.2748250911531305e-05,-2.0331558802657093e-05,-7.2747163734963887e-05,6.0306331647905036e-05,9.3954143396766943e-05,8.4516817143858629e-05,7.5445304544939661e-05,0.00015058125186770009,0.0004145576013934167,0.00046909876990044704,0.00023354443452287951,0.00045702589172599449,0.00049631017422969124,0.00046441221240113356,0.00013718416304847624,2.3825335777386794e-05,1.9750768103820828e-05,1.5769925355212368e-05,0.00019607087274211969
