fold,n_test,n_train,sse,rmse,k
0,9834,41339,12127.837754686625,1.1105205185478495,29
1,10581,40592,14543.358436675378,1.1723816080847838,29
2,10833,40340,14643.473313830404,1.1626464729997863,29
3,9995,41178,12947.689688239279,1.1381637303843894,29
4,9930,41243,13417.307589751099,1.162406590893643,29
