term,coef
Intercept,0.71246612571286094
z_precipitation_24h_sum,0.047703397898553185
z_temperature_0h,-0.076889077614960485
z_pressure_msl_0h,-0.042805718890443399
urban_binary,0.21661269995362481
log_population,0.065939373974759227
income_deprivation_rate,0.90388284095628468
deprivation_gap_pct,-0.13360991164696193
morans_i,0.27980842830268382
incident_year[2022],0.10123575263135808
incident_year[2023],0.003427772298620047
incident_year[2024],-0.087760320084118354
incident_month[2],0.44216138391037996
incident_month[3],0.035965537830316731
incident_month[4],-0.01914750296468613
incident_month[5],-0.020926269733006632
incident_month[6],0.12508168843899531
incident_month[7],0.12235436344768853
incident_month[8],0.12882029479277954
incident_month[9],0.073354556058160728
incident_month[10],0.027715979891248823
incident_month[11],0.0075702749753428162
incident_month[12],0.057615166652891639
z_customers_v2_log1p,-0.19585531993198099
z_cust_sq,-0.11203273031075489
z_temperature_sq,0.016168323490187032
z_gust_precip,-0.022031435068225962
z_gust_0h,-0.029963626468376504
gust_hinge_17,0.093756215762547487
