fold,n_test,n_train,sse,rmse,k
0,2141,7113,3221.1853334395455,1.2265902913560516,29
1,1926,7328,3281.7811980866327,1.3053490873786866,29
2,1244,8010,1827.1543994948402,1.2119297145603938,29
3,1894,7360,3064.9445326172545,1.2721002042198422,29
4,2049,7205,2993.236088030751,1.2086470799212734,29
