fold,n_test,n_train,sse,rmse,k
0,9834,41339,12141.950991166077,1.1111664903179079,28
1,10581,40592,14543.26464101778,1.172377827510934,28
2,10833,40340,14650.803412116145,1.1629374301551407,28
3,9995,41178,12949.670975864636,1.1382508093733046,28
4,9930,41243,13431.953343175619,1.1630408342757843,28
