fold,n_test,n_train,sse,rmse,k
0,9834,41339,12125.471936709819,1.110412196784293,30
1,10581,40592,14546.021015388871,1.1724889222057882,30
2,10833,40340,14639.91865435121,1.1625053499528482,30
3,9995,41178,12950.937281883416,1.1383064609268612,30
4,9930,41243,13415.197543259354,1.1623151855065601,30
