fold,n_test,n_train,sse,rmse,k
0,9834,41339,12140.069577229689,1.1110803985064539,29
1,10581,40592,14568.372439422434,1.1733893999869534,29
2,10833,40340,14659.620348798628,1.1632873086977196,29
3,9995,41178,12952.531273455283,1.1383765097209579,29
4,9930,41243,13433.080074344742,1.1630896137364244,29
