combination,model,term,coef,se_twoway,ci_lower,ci_upper,p_t_G1,df,variance,point_valid,interval_valid,reference
R0c_all,Gamma,z_gust_precip,-0.025410907136547582,0.010261609012532069,-0.045747007616400284,-0.0050748066566948767,0.014798165928027896,110,0.00010530061952607937,True,True,t(G_LAD-1)
R0c_all,Tweedie,Intercept,2.2881030019952973,0.40845151092815662,1.4786479782033655,3.0975580257872291,1.5830220386217187e-07,110,0.16683263677949406,True,True,t(G_LAD-1)
R0c_all,Tweedie,z_gust_0h,0.034317885114530627,0.025908521043521707,-0.017026722400916662,0.08566249262997791,0.18805614349781732,110,0.00067125146266260721,True,True,t(G_LAD-1)
R0c_all,Tweedie,z_precipitation_24h_sum,0.023066586679517592,0.0099880074731668617,0.0032727002315168265,0.042860473127518353,0.022787040756063366,110,9.9760293284037064e-05,True,True,t(G_LAD-1)
R0c_all,Tweedie,z_temperature_0h,-0.032568703299607239,0.027044589367631416,-0.086164731577905454,0.021027324978690975,0.23107415324455341,110,0.00073140981406380218,True,True,t(G_LAD-1)
R0c_all,Tweedie,z_pressure_msl_0h,-0.039746472874683365,0.016010877344677248,-0.071476273732844472,-0.0080166720165222582,0.014558439758964202,110,0.00025634819334629914,True,True,t(G_LAD-1)
R0c_all,Tweedie,z_gust_sq,0.058842481215274939,0.012565896509699762,0.033939823773483604,0.083745138657066273,8.1349656000823161e-06,110,0.00015790175509248464,True,True,t(G_LAD-1)
R0c_all,Tweedie,urban_binary,0.16236674917814717,0.05766849374346722,0.04808133040447593,0.27665216795181841,0.0057723765452416436,110,0.0033256551706403181,True,True,t(G_LAD-1)
R0c_all,Tweedie,log_population,-0.010122033945051356,0.035309542111381084,-0.08009725862937736,0.059853190739274642,0.77490756228021174,110,0.0012467637641153939,True,True,t(G_LAD-1)
R0c_all,Tweedie,income_deprivation_rate,-0.34534265504882172,0.64654428412843135,-1.6266416706956748,0.93595636059803144,0.59432520705230107,110,0.41801951133914578,True,True,t(G_LAD-1)
R0c_all,Tweedie,deprivation_gap_pct,0.39548175828928606,0.42516905433126345,-0.44710351262146403,1.2380670292000362,0.35431718691144171,110,0.18076872476094086,True,True,t(G_LAD-1)
R0c_all,Tweedie,morans_i,0.30475210201013186,0.12839927302752438,0.050294880473148562,0.55920932354711517,0.019356113147988071,110,0.016486373313996751,True,True,t(G_LAD-1)
R0c_all,Tweedie,incident_year[2022],0.10256217245931055,0.028164782757452662,0.046746183811790416,0.1583781611068307,0.00041487807337695315,110,0.00079325498777450278,True,True,t(G_LAD-1)
R0c_all,Tweedie,incident_year[2023],-0.023401582343173376,0.028979472156234757,-0.080832094156921164,0.034028929470574412,0.42110814010487979,110,0.00083980980645398547,True,True,t(G_LAD-1)
R0c_all,Tweedie,incident_year[2024],-0.22663797983190179,0.081526796972421572,-0.38820495563530144,-0.065071004028502133,0.0063971043346216757,110,0.0066466186245824465,True,True,t(G_LAD-1)
R0c_all,Tweedie,incident_month[2],0.59703378933255125,0.12781096381771925,0.34374245856271846,0.85032512010238404,8.5237087191703131e-06,110,0.016335642472014338,True,True,t(G_LAD-1)
R0c_all,Tweedie,incident_month[3],-0.020726420828035507,0.047251457317923615,-0.11436771847085614,0.072914876814785118,0.66178208205787203,110,0.0022327002186675569,True,True,t(G_LAD-1)
R0c_all,Tweedie,incident_month[4],-0.12610493600769568,0.049559808869761572,-0.22432084461490515,-0.02788902740048621,0.012330564424468273,110,0.0024561746552072979,True,True,t(G_LAD-1)
R0c_all,Tweedie,incident_month[5],-0.15583006465995144,0.055228637870542857,-0.26528026177125441,-0.046379867548648479,0.0056723294085078736,110,0.0030502024410355606,True,True,t(G_LAD-1)
R0c_all,Tweedie,incident_month[6],-0.028123996268768669,0.063780901521212116,-0.15452277256661062,0.098274780029073291,0.66011680234767312,110,0.0040680033988585579,True,True,t(G_LAD-1)
R0c_all,Tweedie,incident_month[7],-0.091685932267751125,0.062687321496598183,-0.21591748963957974,0.032545625104077477,0.14643056563374959,110,0.0039297002764178603,True,True,t(G_LAD-1)
R0c_all,Tweedie,incident_month[8],-0.05805373251263609,0.063640073615880519,-0.18417342095693648,0.068065955931664285,0.36364795252836452,110,0.0040500589698346913,True,True,t(G_LAD-1)
R0c_all,Tweedie,incident_month[9],-0.074708041344323975,0.061624821866005958,-0.19683397383596643,0.047417891147318481,0.22799328569874891,110,0.0037976186700169664,True,True,t(G_LAD-1)
R0c_all,Tweedie,incident_month[10],-0.13220803725344651,0.057524827962055075,-0.24620874416928473,-0.018207330337608282,0.023436277371234621,110,0.0033091058320640332,True,True,t(G_LAD-1)
R0c_all,Tweedie,incident_month[11],-0.13213773583323957,0.054643107271468594,-0.24042754873167099,-0.023847922934808141,0.017239667562474831,110,0.0029858691722812239,True,True,t(G_LAD-1)
R0c_all,Tweedie,incident_month[12],-0.067203909549606283,0.050514131424517404,-0.16731106146378671,0.032903242364574162,0.18613866916138203,110,0.0025516774735734171,True,True,t(G_LAD-1)
R0c_all,Tweedie,z_customers_v2_log1p,-0.14524045405797875,0.014147197521259402,-0.17327687894507979,-0.11720402917087772,9.5445353907389119e-18,110,0.00020014319770552818,True,True,t(G_LAD-1)
R0c_all,Tweedie,z_cust_sq,-0.072968375758570334,0.017403748529934791,-0.1074585203741574,-0.038478231142983259,5.5959944259503024e-05,110,0.00030289046289320743,True,True,t(G_LAD-1)
R0c_all,Tweedie,z_temperature_sq,0.011998677086590723,0.0065021568792970321,-0.0008870716757783028,0.024884425848959751,0.067678060680337465,110,4.2278044082989724e-05,True,True,t(G_LAD-1)
R0c_all,Tweedie,z_gust_precip,-0.024837838444169293,0.01154939241633097,-0.047726023364576917,-0.001949653523761672,0.033698965738331789,110,0.00013338846518640333,True,True,t(G_LAD-1)
