term,coef
Intercept,0.75838319134706855
z_precipitation_24h_sum,0.02882304221307834
z_temperature_0h,-0.077527481271268683
z_pressure_msl_0h,-0.085699554708593528
urban_binary,0.21056931421005043
log_population,0.059635707664665083
income_deprivation_rate,0.80845296553057822
deprivation_gap_pct,-0.10256462215899548
morans_i,0.27330788380607562
incident_year[2022],0.10734649078081847
incident_year[2023],-0.02799951995314701
incident_year[2024],-0.16273988885247812
incident_month[2],0.52128038734613513
incident_month[3],-0.0016337261607689765
incident_month[4],-0.063810797633087488
incident_month[5],-0.053477468214011226
incident_month[6],0.082676189586403215
incident_month[7],0.0681318792729559
incident_month[8],0.073927652023809631
incident_month[9],0.027102185938689429
incident_month[10],-0.042694099058391811
incident_month[11],-0.073185213065581275
incident_month[12],-0.02168927439991487
z_customers_v2_log1p,-0.18404311912032087
z_cust_sq,-0.10886820806283835
z_temperature_sq,0.012874274635191169
z_gust_precip,0.011727087592284394
log_gust,0.054380723859087793
