fold,n_test,n_train,sse,rmse,k
0,9834,41339,12326.186224398001,1.1195648643553819,28
1,10581,40592,14710.383307612976,1.1790945648168925,28
2,10833,40340,14883.61249395728,1.1721408604780024,28
3,9995,41178,13115.056247418601,1.145496270441182,28
4,9930,41243,13563.24122777244,1.1687109651309708,28
