fold,n_test,n_train,sse,rmse,k
0,1957,7900,10013.830272593837,2.2620630212727102,5
1,2264,7593,10847.508425837894,2.1889043625138775,5
2,1674,8183,7898.5851019106249,2.172185568617591,5
3,1433,8424,7185.2998334531731,2.2392333440071823,5
4,2529,7328,11312.360721776557,2.1149602430042402,5
