fold,n_test,n_train,sse,rmse,k
0,8504,32673,12410.852471820597,1.2080618808550911,133
1,8274,32903,10539.749940056357,1.128645086684225,133
2,8153,33024,10954.610320839991,1.1591502828563875,133
3,8108,33069,10546.058701601785,1.140481440373508,133
4,8138,33039,9815.0563109915292,1.0982154647664952,133
