fold,n_test,n_train,sse,rmse,k
0,1957,7900,9851.3570663530718,2.2436371242700308,26
1,2264,7593,10714.80389929925,2.175474025281114,26
2,1674,8183,7718.7512687989465,2.1473151902234209,26
3,1433,8424,7090.4781578580441,2.2244091177521503,26
4,2529,7328,11224.342346165511,2.1067162128133838,26
