Intercept,z_gust_0h,z_precipitation_24h_sum,z_temperature_0h,z_pressure_msl_0h,z_gust_sq,z_gust_pressure,urban_binary,log_population,income_deprivation_rate,deprivation_gap_pct,morans_i,incident_year[2022],incident_year[2023],incident_year[2024],incident_month[2],incident_month[3],incident_month[4],incident_month[5],incident_month[6],incident_month[7],incident_month[8],incident_month[9],incident_month[10],incident_month[11],incident_month[12],grid_index,gust
0,-1.7822495936648846,0,0,0,3.1764136141186463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
0,-1.757229066168835,0,0,0,3.087853990988596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.63210702341137126
0,-1.7322085386727859,0,0,0,3.0005464214509083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.76421404682274252
0,-1.7071880111767364,0,0,0,2.9144909055055805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.89632107023411367
0,-1.6821674836806872,0,0,0,2.8296874431526153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1.028428093645485
0,-1.6571469561846377,0,0,0,2.7461360343920096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1.1605351170568561
0,-1.6321264286885884,0,0,0,2.6638366792237655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1.2926421404682273
0,-1.6071059011925393,0,0,0,2.5827893776478836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1.4247491638795986
0,-1.5820853736964897,0,0,0,2.5029941296643616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1.5568561872909699
0,-1.5570648462004406,0,0,0,2.4244509352732018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1.6889632107023411
0,-1.5320443187043911,0,0,0,2.3471597944744018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1.8210702341137124
0,-1.5070237912083415,0,0,0,2.2711207072679631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1.9531772575250836
0,-1.4820032637122924,0,0,0,2.1963336736538865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2.0852842809364547
0,-1.4569827362162429,0,0,0,2.1227986936321699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,2.2173913043478262
0,-1.4319622087201935,0,0,0,2.0505157672028149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2.3494983277591972
0,-1.4069416812241442,0,0,0,1.9794848943658214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2.4816053511705682
0,-1.3819211537280949,0,0,0,1.9097060751211887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,2.6137123745819397
0,-1.3569006262320455,0,0,0,1.8411793094689173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,2.7458193979933108
0,-1.3318800987359962,0,0,0,1.7739045974090071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,2.8779264214046822
0,-1.3068595712399469,0,0,0,1.7078819389414579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,3.0100334448160533
0,-1.2818390437438976,0,0,0,1.6431113340662697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,3.1421404682274248
0,-1.256818516247848,0,0,0,1.5795927827834422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,3.2742474916387958
0,-1.2317979887517987,0,0,0,1.5173262850929763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,3.4063545150501673
0,-1.2067774612557494,0,0,0,1.4563118409948717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,3.5384615384615383
0,-1.1817569337597,0,0,0,1.396549450489128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,3.6705685618729094
0,-1.1567364062636507,0,0,0,1.3380391135757457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,3.8026755852842808
0,-1.1317158787676014,0,0,0,1.2807808302547243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,3.9347826086956519
0,-1.1066953512715521,0,0,0,1.224774600526064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,4.0668896321070234
0,-1.0816748237755027,0,0,0,1.1700204243897649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,4.1989966555183944
0,-1.0566542962794532,0,0,0,1.1165183018458265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,4.3311036789297663
0,-1.0316337687834041,0,0,0,1.0642682328942501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,4.4632107023411365
0,-1.0066132412873545,0,0,0,1.0132702175350339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,4.5953177257525084
0,-0.98159271379130519,0,0,0,0.96352425576817924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,4.7274247491638794
0,-0.95657218629525587,0,0,0,0.91503034759368573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,4.8595317725752505
0,-0.93155165879920665,0,0,0,0.86778849301155347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,4.9916387959866215
0,-0.9065311313031571,0,0,0,0.82179869202178191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,5.1237458193979935
0,-0.88151060380710777,0,0,0,0.7770609446243717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,5.2558528428093645
0,-0.85649007631105845,0,0,0,0.73357525081932273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,5.3879598662207355
0,-0.83146954881500912,0,0,0,0.69134161060663479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,5.5200668896321066
