Intercept,z_gust_0h,z_precipitation_24h_sum,z_temperature_0h,z_pressure_msl_0h,z_gust_sq,urban_binary,log_population,income_deprivation_rate,deprivation_gap_pct,morans_i,incident_year[2022],incident_year[2023],incident_year[2024],incident_month[2],incident_month[3],incident_month[4],incident_month[5],incident_month[6],incident_month[7],incident_month[8],incident_month[9],incident_month[10],incident_month[11],incident_month[12],z_customers_v2_log1p,z_cust_sq,z_temperature_sq,z_gust_precip,term
0.015379247198109266,2.2938928723537632e-05,0.00017689008530330375,0.00018039821584602428,5.4310833557665092e-06,2.5812796540040384e-05,-0.0022410598004116316,-0.00078430337689431857,0.0085647767485551151,-0.041896434059847817,0.024169719756489509,-3.4334418933626566e-05,-0.00036696493800932956,-0.00083177805490129806,0.00071327364681346298,-0.00048050293482428032,-0.00089692298650989903,-0.00057105297961077472,-0.0011693021866692314,-0.00079551696318674945,-0.00050455741631370247,-0.00044492297633947275,-0.00098058078545378404,-0.00049736258244505041,-0.0010420296721096688,-3.0743733334625447e-05,0.00012049582276652256,-2.3429819778898456e-05,-7.3874590357039124e-05,morans_i
0.0014885152150103634,0.00022698375389740183,-4.9058999820861907e-06,-0.00020626996175322158,-9.037928347703477e-05,-4.0234449238683913e-05,-0.00025639793468037352,-0.00013775165705204927,-0.0042474378472156307,0.0020520140004009761,-3.4334418933790694e-05,0.00057310716229469147,7.0832347325537745e-05,-0.00046896865870664137,0.0014933868293870848,3.307740187346591e-05,-2.2485089401816434e-05,7.2049734240241646e-05,0.00036323970187219151,0.00025012779373670239,0.00030207691770590348,0.00025514956010795652,0.00011777958052504126,-0.00016195216735001417,-0.00017569950456076651,-4.8341868229035552e-05,7.3511040366242665e-05,3.0661615460025043e-05,-2.8472381846783858e-06,incident_year[2022]
-0.00023699268580303231,-0.00017562612773442383,6.7357402979594137e-05,0.00011369929608022021,0.00011476578404894756,2.2875376924769148e-05,0.00019793263501322695,-4.3979169541968911e-05,5.2342892429350208e-05,0.0010461908980778261,-0.000366964938009276,7.0832347325534614e-05,0.00057498633830975932,0.00093412322058752896,-0.0011523814985277571,3.4131545748341466e-05,0.00028166881721610327,0.00014944899133832176,0.00015258992784382538,0.00013731873236915771,9.2817555272208994e-05,6.3367749024018989e-05,0.00018822356690898233,0.0003280936716469658,0.00040578234933154225,4.3024796901593129e-05,-6.1500333227285057e-05,-2.7958146740674955e-05,2.2798328295621425e-05,incident_year[2023]
-0.0028199626399157481,-0.00076003414519664825,0.00016035354584468175,0.0004803747699436866,0.00052346006078000668,0.00013657077005561953,0.00066395820406893284,2.8731126783523421e-05,0.0042137213509507764,0.0012574545228216329,-0.00083177805490093062,-0.00046896865870665958,0.00093412322058752072,0.004492936070451814,-0.0055662311342918038,0.00038194660457721672,0.0014087280619481889,0.0010838794779979488,0.00062968901646481205,0.00078030804782042032,0.0006208304737903963,0.00076899461697090454,0.0013098774374122654,0.0018949372034211182,0.0021291862298489818,0.0001735586102567197,-0.00024995770537703156,-9.7535028774895194e-05,5.8310538410401033e-06,incident_year[2024]
0.0087575016276156374,0.0014760358602984303,-0.00026514755778957627,-0.0012464209309009644,-0.00074075874030958035,-0.00027276187799951028,-0.0017655213063511544,-0.00059611951705651955,-0.011867357558683563,0.0026770053425493219,0.00071327364681339457,0.00149338682938709,-0.0011523814985277419,-0.0055662311342917648,0.011891804886513185,0.00026829569889010691,-0.00076681332128325399,3.8382148920458863e-05,0.0014003943348187455,0.00083052420281751888,0.0011218930023932049,0.00099057652213534186,3.5270829959028647e-05,-0.0016824706429098381,-0.0020701808521863558,-0.00034409415699054267,0.00056780713256935884,0.00027048234450750651,1.1397216522775884e-06,incident_month[2]
-0.001517323265801335,5.2449572348989409e-05,-1.1039607473789293e-05,-0.00012610130425865212,5.945164239270607e-05,1.7305124710881122e-05,5.4674624556935241e-05,2.5638040775181033e-05,-0.0020056892796865445,0.0017392160158964647,-0.00048050293482441032,3.3077401873482038e-05,3.4131545748362736e-05,0.00038194660457727104,0.00026829569889011922,0.0013374209367130962,0.00079160780598803938,0.00097818924127686694,0.0010342259430163041,0.0010076974663653078,0.00099114148112037235,0.0010252861240957988,0.0010037018546262366,0.00090499586356923328,0.00077173956054517703,9.6990900881838829e-06,3.272040805947318e-05,5.4693052791073501e-05,2.3387081380846545e-05,incident_month[3]
-0.0026008612280537043,-9.1472622883353845e-05,1.3124530926324748e-05,-9.4079134541791829e-05,0.00011194602055618089,8.0662435021350547e-05,0.00045956558323006081,6.0844868620461334e-05,0.0013181309986553475,-2.0899465591435175e-05,-0.00089692298651030159,-2.2485089401800022e-05,0.00028166881721613,0.0014087280619482659,-0.00076681332128321204,0.00079160780598805413,0.0017803167612874871,0.0012586811262429141,0.0014114916816389852,0.0013230014464520018,0.0012946736944119577,0.0013399495947243704,0.0014818657038295131,0.0012937936045224734,0.0012002151178915239,0.0001200883237532063,7.101675988018909e-06,4.3040440956829429e-05,2.5399338727099472e-05,incident_month[4]
-0.004169905025199214,0.00011722682473043895,-5.1210779052130755e-05,-0.00034402263496184496,5.0837375540428305e-05,5.944446288101128e-05,0.00019016326251087006,0.0001648539854071759,-0.0012475868791417964,0.0018375928266610899,-0.00057105297961103059,7.2049734240234246e-05,0.00014944899133832718,0.0010838794779979943,3.8382148920453605e-05,0.00097818924127683442,0.0012586811262428584,0.0024005120835350526,0.0019036599881563339,0.0018278543957700602,0.0018862942706996174,0.0018822940079750304,0.0018332119332029706,0.0013611754458121021,0.0011492661659132353,-3.2604450214980282e-05,9.2221644581953443e-05,9.1514165313078539e-05,-9.3109211121689124e-06,incident_month[5]
-0.0012137630352588987,0.0003116482750590081,-7.6355372743639567e-05,-0.00062849227948337982,-3.1385662381289953e-05,1.3997986485904135e-05,0.00013717414513611496,-0.00011338817921204225,-0.00087764248938637635,0.0023107107401758517,-0.0011693021866693656,0.00036323970187217915,0.00015258992784383698,0.00062968901646486453,0.0014003943348187501,0.0010342259430162701,0.001411491681638921,0.0019036599881563495,0.0029220293356205101,0.002293838672819491,0.0022871948803803478,0.0023865367969865842,0.0020913158683130866,0.0012654302993335485,0.00099890814286473909,-6.083964503261712e-05,0.00018351593308201135,0.00012250766829366739,2.4101609939035505e-05,incident_month[6]
-0.0012612532858627943,0.0002600159142099464,-6.0999262151929216e-05,-0.00058994562810592483,4.2980041937886952e-05,-1.6360660627044911e-06,0.00022473586332475928,-0.00010116744468626827,0.0015508327225707958,0.00099573215547698528,-0.00079551696318697909,0.00025012779373670353,0.00013731873236917864,0.00078030804782048538,0.00083052420281748971,0.0010076974663652631,0.0013230014464519324,0.0018278543957700676,0.0022938386728194923,0.0025278955137218602,0.0022407284847122426,0.0022400968987259114,0.0020385627198530229,0.0013188962044051677,0.0010766686726300821,-7.5145934084989519e-05,0.000143434765529288,0.00011257952229625759,3.173886163337273e-05,incident_month[7]
-0.0032486595316268975,0.00031269950430325329,-3.768778995420278e-05,-0.00059197835137995286,1.3245094635015874e-05,1.2658291408540032e-05,0.00012413808677309225,0.00010920160771313639,-0.0014066575835460539,0.00035022737829180532,-0.00050455741631352672,0.00030207691770585491,9.2817555272199398e-05,0.00062083047379039445,0.0011218930023931849,0.00099114148112029645,0.0012946736944118311,0.0018862942706995532,0.0022871948803802524,0.0022407284847121419,0.0027030270464008417,0.0022434381238215246,0.001923536934746201,0.001269401203492257,0.00096426310576426641,-4.2030393773836715e-05,0.00016666436553866343,0.00012618759180890387,1.8152170579058452e-05,incident_month[8]
-0.0026823553074108368,0.00028581658522736292,-6.2959054549244602e-05,-0.0005768297449645093,2.9208984217827303e-05,1.5771372251129873e-05,-5.1452909877684299e-05,5.7016160793011092e-05,-0.00037091380080115602,0.00018144501807338434,-0.00044492297633985564,0.00025514956010795322,6.3367749024036675e-05,0.00076899461697096916,0.00099057652213533254,0.0010252861240957608,0.0013399495947243067,0.0018822940079750374,0.0023865367969865782,0.0022400968987259136,0.0022434381238216139,0.0025974763986096423,0.0020575633973272502,0.0013035349656830451,0.0010420969224251946,-8.698281223180318e-05,0.00014689348886529627,0.00011927073185619139,1.0810047062256967e-05,incident_month[9]
-0.0018919555022850641,6.9597638588482689e-05,-3.7778432587238596e-05,-0.00036788038052293072,0.00011650013191665887,2.3792460223592951e-05,0.00037126776818933999,-6.3250434589492464e-05,0.0017572781001205669,0.00085014128710910169,-0.00098058078545421577,0.00011777958052504709,0.00018822356690900856,0.0013098774374123525,3.5270829959043013e-05,0.0010037018546262299,0.0014818657038294866,0.0018332119332030226,0.0020913158683131404,0.0020385627198530854,0.0019235369347463446,0.0020575633973273027,0.0026331119589174338,0.0014379623560519376,0.001291565121784537,-8.3090303398297743e-05,0.00017639444398715766,9.53281769438434e-05,-9.647016775620885e-06,incident_month[10]
-0.0015227987553643493,-0.00023529107518544822,6.7853423364036064e-05,4.053179923526927e-05,0.00025662457893416678,5.6170924510070603e-05,0.00025971438712043816,-3.5050142670743653e-05,0.0026878950508032106,0.00024848686428562231,-0.0004973625824453644,-0.00016195216735000737,0.00032809367164698874,0.0018949372034211933,-0.0016824706429097904,0.00090499586356924391,0.0012937936045224663,0.0013611754458121576,0.0012654302993336038,0.0013188962044052325,0.0012694012034923773,0.0013035349656831008,0.001437962356051951,0.0020920759691699705,0.0014847792062872515,7.5231684589488232e-05,-7.702917777324305e-05,1.2241191347414361e-05,7.3446323298591702e-05,incident_month[11]
-0.00093143380021208232,-0.00029686721733336927,3.9967149809489634e-05,0.0001935286077337312,0.00026929234416462006,5.9856985315219386e-05,0.0004343318397596199,-0.00010144340175967019,0.0029658391831645465,0.0017713383357789447,-0.0010420296721098201,-0.00017569950456077098,0.00040578234933154724,0.0021291862298490217,-0.0020701808521863562,0.00077173956054514721,0.0012002151178914686,0.0011492661659132332,0.00099890814286473454,0.001076668672630096,0.00096426310576431899,0.0010420969224251831,0.0012915651217844965,0.0014847792062872007,0.002002845321295443,1.3653430765849124e-05,-9.2611151635307187e-05,-3.3141535772889501e-05,5.9514890731872707e-05,incident_month[12]
-0.0013648308022810062,-8.3052720519324086e-05,3.738918023332914e-05,6.0853765991331035e-05,2.3494542485870071e-05,8.7805820575745296e-06,8.2924648414057047e-05,0.00012466509849512957,0.00183681700237185,-0.0013450579509302464,-3.0743733334621225e-05,-4.8341868229031859e-05,4.3024796901594376e-05,0.00017355861025671743,-0.00034409415699054071,9.6990900881894479e-06,0.00012008832375321402,-3.2604450214979353e-05,-6.0839645032612275e-05,-7.5145934084982715e-05,-4.2030393773836091e-05,-8.6982812231792582e-05,-8.3090303398291386e-05,7.5231684589492352e-05,1.3653430765850173e-05,0.00029103450509910915,-0.00012110175891729932,-1.9906769639159958e-05,3.2623379024797338e-06,z_customers_v2_log1p
0.00054448974037459388,6.426916304891392e-05,6.0762287221472679e-06,-9.3802562437778745e-05,-3.333264143370285e-05,2.6920780642419528e-05,-5.9550604485657482e-06,-8.3379081854564429e-05,-0.00091904786920971916,0.00055397080141182512,0.0001204958227664918,7.3511040366243491e-05,-6.1500333227281357e-05,-0.00024995770537702001,0.00056780713256935971,3.2720408059470435e-05,7.1016759880169397e-06,9.2221644581959704e-05,0.0001835159330820155,0.00014343476552928963,0.00016666436553867449,0.00014689348886529454,0.00017639444398715742,-7.7029177773240678e-05,-9.2611151635304083e-05,-0.00012110175891729967,0.00024026003807799915,2.789687307964006e-05,-3.272737904038655e-07,z_cust_sq
-0.00011891496257488602,5.0782533054443077e-05,-6.6156044635348086e-07,-6.8107466509986976e-05,-1.3858630733246056e-05,1.7118290796638342e-07,-1.5160515215662314e-05,5.2544931073592935e-06,-0.00054698586275626643,0.00010606315697651357,-2.3429819778877982e-05,3.0661615460024541e-05,-2.7958146740674125e-05,-9.7535028774890952e-05,0.00027048234450750754,5.469305279107386e-05,4.3040440956828161e-05,9.1514165313079311e-05,0.00012250766829366563,0.00011257952229625579,0.00012618759180890658,0.0001192707318561916,9.532817694384096e-05,1.2241191347412853e-05,-3.3141535772888613e-05,-1.9906769639159894e-05,2.7896873079639959e-05,3.3906678177240545e-05,-8.5497018612506577e-06,z_temperature_sq
0.00010784703005486571,-1.5848919570323965e-05,-1.3976030358946724e-05,1.0408422854860708e-05,-1.0127530152664066e-05,-1.7942228590603117e-05,5.5829366702851844e-05,-1.5413626626519126e-05,0.00070454437469973932,-0.00023067061658176358,-7.387459035704403e-05,-2.8472381846779254e-06,2.2798328295622483e-05,5.8310538410442809e-06,1.1397216522762298e-06,2.3387081380844834e-05,2.5399338727096561e-05,-9.3109211121682076e-06,2.4101609939035377e-05,3.1738861633373381e-05,1.8152170579061423e-05,1.0810047062255943e-05,-9.6470167756217507e-06,7.3446323298589846e-05,5.9514890731871819e-05,3.2623379024796457e-06,-3.27273790403889e-07,-8.5497018612505036e-06,9.9901527463026155e-05,z_gust_precip
