Intercept,z_gust_0h,z_precipitation_24h_sum,z_temperature_0h,z_pressure_msl_0h,z_gust_pressure,urban_binary,log_population,income_deprivation_rate,deprivation_gap_pct,morans_i,incident_year[2022],incident_year[2023],incident_year[2024],incident_month[2],incident_month[3],incident_month[4],incident_month[5],incident_month[6],incident_month[7],incident_month[8],incident_month[9],incident_month[10],incident_month[11],incident_month[12],z_customers_v2_log1p,z_cust_sq,hinge_17,grid_index,gust
0,2.3928259654571824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.9581939799331103,170,22.95819397993311
0,2.4172854863166005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0903010033444822,171,23.090301003344482
0,2.4417450071760181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.2224080267558506,172,23.222408026755851
0,2.4662045280354365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.3545150501672225,173,23.354515050167223
0,2.490664048894855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.4866220735785944,174,23.486622073578594
0,2.5151235697542731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.6187290969899664,175,23.618729096989966
0,2.5395830906136916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.7508361204013383,176,23.750836120401338
0,2.5640426114731092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.8829431438127067,177,23.882943143812707
0,2.5885021323325277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0150501672240786,178,24.015050167224079
0,2.6129616531919457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.1471571906354505,179,24.147157190635451
0,2.6374211740513642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.2792642140468224,180,24.279264214046822
0,2.6618806949107827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.4113712374581944,181,24.411371237458194
0,2.6863402157702003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.5434782608695627,182,24.543478260869563
0,2.7107997366296184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.6755852842809347,183,24.675585284280935
0,2.7352592574890369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.8076923076923066,184,24.807692307692307
0,2.7597187783484549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.9397993311036785,185,24.939799331103679
0,2.7841782992078734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.0719063545150505,186,25.07190635451505
0,2.808637820067291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.2040133779264188,187,25.204013377926419
0,2.8330973409267095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.3361204013377908,188,25.336120401337791
0,2.8575568617861276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.4682274247491627,189,25.468227424749163
0,2.882016382645546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.6003344481605346,190,25.600334448160535
0,2.9064759035049645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.7324414715719065,191,25.732441471571907
0,2.9309354243643821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.8645484949832749,192,25.864548494983275
0,2.9553949452238002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.9966555183946468,193,25.996655518394647
0,2.9798544660832187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.1287625418060188,194,26.128762541806019
0,3.0043139869426372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.2608695652173907,195,26.260869565217391
0,3.0287735078020552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.3929765886287626,196,26.392976588628763
0,3.0532330286614737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.5250836120401345,197,26.525083612040135
0,3.0776925495208913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.6571906354515029,198,26.657190635451503
0,3.1021520703803098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.7892976588628748,199,26.789297658862875
0,3.1266115912397279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.9214046822742468,200,26.921404682274247
0,3.1510711120991464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.053511705685619,201,27.053511705685619
0,3.1755306329585649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.185618729096991,202,27.185618729096991
0,3.1999901538179825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.317725752508359,203,27.317725752508359
0,3.2244496746774005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.449832775919731,204,27.449832775919731
0,3.248909195536819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.581939799331103,205,27.581939799331103
0,3.2733687163962375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.714046822742475,206,27.714046822742475
0,3.2978282372556555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.846153846153847,207,27.846153846153847
0,3.3222877581150732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.978260869565215,208,27.978260869565215
0,3.3467472789744916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.110367892976587,209,28.110367892976587
0,3.3712067998339101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.242474916387959,210,28.242474916387959
0,3.3956663206933282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.374581939799331,211,28.374581939799331
0,3.4201258415527467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.506688963210703,212,28.506688963210703
0,3.4445853624121643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.638795986622071,213,28.638795986622071
0,3.4690448832715828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.770903010033443,214,28.770903010033443
0,3.4935044041310008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.903010033444815,215,28.903010033444815
0,3.5179639249904193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.035117056856187,216,29.035117056856187
0,3.5424234458498374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.167224080267559,217,29.167224080267559
0,3.5668829667092554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.299331103678927,218,29.299331103678927
0,3.5913424875686735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.431438127090299,219,29.431438127090299
0,3.615802008428092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.563545150501671,220,29.563545150501671
0,3.64026152928751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.695652173913043,221,29.695652173913043
0,3.6647210501469285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.827759197324415,222,29.827759197324415
0,3.6891805710063461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.959866220735783,223,29.959866220735783
0,3.7136400918657646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.091973244147155,224,30.091973244147155
0,3.7380996127251827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.224080267558527,225,30.224080267558527
0,3.7625591335846011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.356187290969899,226,30.356187290969899
0,3.7870186544440196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.488294314381271,227,30.488294314381271
0,3.8114781753034372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.620401337792639,228,30.620401337792639
0,3.8359376961628553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.752508361204011,229,30.752508361204011
0,3.8603972170222738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.884615384615383,230,30.884615384615383
0,3.8848567378816923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.016722408026755,231,31.016722408026755
0,3.9093162587411103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.148829431438127,232,31.148829431438127
0,3.9337757796005279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.280936454849495,233,31.280936454849495
0,3.9582353004599464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.413043478260867,234,31.413043478260867
0,3.9826948213193649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.545150501672239,235,31.545150501672239
0,4.007154342178783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.677257525083611,236,31.677257525083611
0,4.031613863038201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.809364548494983,237,31.809364548494983
0,4.05607338389762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.941471571906355,238,31.941471571906355
0,4.080532904757038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.073578595317727,239,32.073578595317727
0,4.1049924256164552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.205685618729092,240,32.205685618729092
0,4.129451946475875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.337792642140471,241,32.337792642140471
0,4.1539114673352913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.469899665551836,242,32.469899665551836
0,4.1783709881947102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.602006688963208,243,32.602006688963208
0,4.2028305090541282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.73411371237458,244,32.73411371237458
0,4.2272900299135463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.866220735785951,245,32.866220735785951
0,4.2517495507729652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.998327759197323,246,32.998327759197323
0,4.2762090716323833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.130434782608695,247,33.130434782608695
0,4.3006685924918013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.262541806020067,248,33.262541806020067
0,4.3251281133512203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.394648829431439,249,33.394648829431439
0,4.3495876342106383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.526755852842811,250,33.526755852842811
0,4.3740471550700555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.658862876254176,251,33.658862876254176
0,4.3985066759294735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.790969899665548,252,33.790969899665548
0,4.4229661967888916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.92307692307692,253,33.92307692307692
0,4.4474257176483105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.055183946488292,254,34.055183946488292
0,4.4718852385077286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.187290969899664,255,34.187290969899664
0,4.4963447593671466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.319397993311036,256,34.319397993311036
0,4.5208042802265656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.451505016722408,257,34.451505016722408
0,4.5452638010859836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.583612040133779,258,34.583612040133779
0,4.5697233219454017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.715719063545151,259,34.715719063545151
0,4.5941828428048206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.847826086956523,260,34.847826086956523
0,4.6186423636642386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.979933110367895,261,34.979933110367895
0,4.6431018845236558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.11204013377926,262,35.11204013377926
0,4.6675614053830738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.244147157190632,263,35.244147157190632
0,4.6920209262424919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.376254180602004,264,35.376254180602004
0,4.7164804471019108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.508361204013376,265,35.508361204013376
0,4.7409399679613289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.640468227424748,266,35.640468227424748
0,4.7653994888207469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.77257525083612,267,35.77257525083612
0,4.7898590096801659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.904682274247492,268,35.904682274247492
0,4.8143185305395839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.036789297658864,269,36.036789297658864
0,4.838778051399002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.168896321070235,270,36.168896321070235
0,4.86323757225842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.301003344481607,271,36.301003344481607
0,4.8876970931178372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.433110367892972,272,36.433110367892972
0,4.9121566139772561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.565217391304344,273,36.565217391304344
0,4.9366161348366742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.697324414715716,274,36.697324414715716
0,4.9610756556960922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.829431438127088,275,36.829431438127088
0,4.9855351765555111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.96153846153846,276,36.96153846153846
0,5.0099946974149292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.093645484949832,277,37.093645484949832
0,5.0344542182743472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.225752508361204,278,37.225752508361204
0,5.0589137391337653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.357859531772576,279,37.357859531772576
0,5.0833732599931842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.489966555183948,280,37.489966555183948
0,5.1078327808526023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.62207357859532,281,37.62207357859532
0,5.1322923017120194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.754180602006684,282,37.754180602006684
0,5.1567518225714375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.886287625418056,283,37.886287625418056
0,5.1812113434308564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.018394648829428,284,38.018394648829428
0,5.2056708642902745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.1505016722408,285,38.1505016722408
0,5.2301303851496925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.282608695652172,286,38.282608695652172
0,5.2545899060091106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.414715719063544,287,38.414715719063544
0,5.2790494268685295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.546822742474916,288,38.546822742474916
0,5.3035089477279476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.678929765886288,289,38.678929765886288
0,5.3279684685873656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.81103678929766,290,38.81103678929766
0,5.3524279894467846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.943143812709032,291,38.943143812709032
0,5.3768875103062017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.075250836120397,292,39.075250836120397
0,5.4013470311656198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.207357859531768,293,39.207357859531768
0,5.4258065520250378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.33946488294314,294,39.33946488294314
0,5.4502660728844559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.471571906354512,295,39.471571906354512
0,5.4747255937438748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.603678929765884,296,39.603678929765884
0,5.4991851146032928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.735785953177256,297,39.735785953177256
0,5.5236446354627109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.867892976588628,298,39.867892976588628
0,5.5481041563221298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,299,40
