Intercept,z_gust_0h,z_precipitation_24h_sum,z_temperature_0h,z_pressure_msl_0h,urban_binary,log_population,income_deprivation_rate,deprivation_gap_pct,morans_i,incident_year[2022],incident_year[2023],incident_year[2024],incident_month[2],incident_month[3],incident_month[4],incident_month[5],incident_month[6],incident_month[7],incident_month[8],incident_month[9],incident_month[10],incident_month[11],incident_month[12],z_customers_v2_log1p,z_cust_sq,gust_hinge_11,z_temperature_sq,z_gust_precip,grid_index,gust
0,0.4914814540677041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.9381270903010019,0,0,132,17.938127090301002
0,0.50972701621068328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0702341137123739,0,0,133,18.070234113712374
0,0.52797257835366251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.2023411371237458,0,0,134,18.202341137123746
0,0.54621814049664164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.3344481605351177,0,0,135,18.334448160535118
0,0.56446370263962031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.4665551839464861,0,0,136,18.466555183946486
0,0.58270926478259955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.598662207357858,0,0,137,18.598662207357858
0,0.60095482692557867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.7307692307692299,0,0,138,18.73076923076923
0,0.6192003890685579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.8628762541806019,0,0,139,18.862876254180602
0,0.63744595121153702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.9949832775919738,0,0,140,18.994983277591974
0,0.65569151335451581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.1270903010033422,0,0,141,19.127090301003342
0,0.67393707549749493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.2591973244147141,0,0,142,19.259197324414714
0,0.69218263764047416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.391304347826086,0,0,143,19.391304347826086
0,0.71042819978345328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.523411371237458,0,0,144,19.523411371237458
0,0.72867376192643252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.6555183946488299,0,0,145,19.65551839464883
0,0.74691932406941119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.7876254180601983,0,0,146,19.787625418060198
0,0.76516488621239043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.9197324414715702,0,0,147,19.91973244147157
0,0.78341044835536955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.0518394648829421,0,0,148,20.051839464882942
0,0.80165601049834878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.183946488294314,0,0,149,20.183946488294314
0,0.8199015726413279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.316053511705686,0,0,150,20.316053511705686
0,0.83814713478430714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.4481605351170579,0,0,151,20.448160535117058
0,0.85639269692728581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.5802675585284263,0,0,152,20.580267558528426
0,0.87463825907026493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.7123745819397982,0,0,153,20.712374581939798
0,0.89288382121324417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.8444816053511701,0,0,154,20.84448160535117
