Intercept,z_gust_0h,z_precipitation_24h_sum,z_temperature_0h,z_pressure_msl_0h,z_gust_pressure,urban_binary,log_population,income_deprivation_rate,deprivation_gap_pct,morans_i,incident_year[2022],incident_year[2023],incident_year[2024],incident_month[2],incident_month[3],incident_month[4],incident_month[5],incident_month[6],incident_month[7],incident_month[8],incident_month[9],incident_month[10],incident_month[11],incident_month[12],z_customers_v2_log1p,z_cust_sq,gust_hinge_11,term
0.57140134357651373,0.013414758036148484,0.0013815938779486961,-0.0035489170419991428,-0.00034721649472436045,-0.0013086078425824275,0.010838755740772409,-0.044772759015463362,-0.26966939069319518,-0.061852260981002299,0.097538947969514025,0.0040937969966090551,0.0013933251050356234,-0.017511001056605649,0.012067077871552772,-0.0094444055365038235,-0.011947307995193062,-0.022077606652585458,-0.0063070466801949977,-0.0087951524223094622,-0.0091991707311189774,-0.011647640488557759,-0.01760062928775347,-0.018933860273255654,-0.0096609489441899076,-0.0054737360570289587,-0.002169675932751078,-0.0036402667348442433,Intercept
0.013414758036162652,0.0089172367388346985,-2.0309130487467387e-05,-0.0015815815879810537,9.7602810004315159e-07,-0.0015583416732542336,0.0013544600059585037,-0.00061298366577215431,-0.020162549441439304,0.010746841789081418,-0.0032909769766274149,-1.0854808019886387e-05,-0.00012241441925708906,-0.00076612430737350867,0.0038889489221442825,0.00045190979003335781,-0.00096392930361075869,0.0011747299692819551,0.0020243211560687373,0.002575064954439074,0.0017636351515337664,0.003519060164391226,0.0016995767345617174,0.00065749259982345553,-0.0018481806317497858,-0.00058334978065478023,-8.6237486890712055e-05,-0.0019235799873623277,z_gust_0h
0.0013815938779483676,-2.0309130487473784e-05,0.00050368647453204695,-0.00021434604036594035,0.00031975804398579077,-3.1563509317197679e-06,-0.00015825858953274623,-0.00017531980004837234,-0.00028072778612393573,1.5732948935156694e-05,5.5929840472899284e-05,0.00021272170132852853,0.00022792836320815712,0.00011923322247422368,0.0010212581536895944,0.00027874540267147234,0.00025202108079645867,0.000569918976727396,0.00069645488435287088,0.0010249877494333741,0.001040735601578528,0.00059532683571857504,0.00036970311164760862,0.00058002983946244511,0.00066156304346408183,4.5344571458270852e-05,-1.9832222755858744e-06,-1.0988415912783615e-06,z_precipitation_24h_sum
-0.0035489170419980821,-0.0015815815879810095,-0.00021434604036594561,0.0032558681702041826,-0.00038689799911242222,0.00016949546510875704,-0.00023101726854507482,0.0005358472119187705,0.0088613033402305478,-0.0067020586411535568,0.00084906726450569231,-0.001002887603145851,-0.00073673678767736505,-0.00098488301388474815,-0.00100544639876393,-0.00042045703129634475,-0.00010007627210209538,-0.0025625083667791255,-0.0053490600022758975,-0.0054622085908396876,-0.0056463751495936894,-0.0052949391440625295,-0.0037307576547355665,-0.00091432214598831656,-0.00042370431617857974,0.00021866917317743239,-0.00018957647817992491,0.00027821045822755582,z_temperature_0h
-0.00034721649472249151,9.7602810011598287e-07,0.00031975804398578589,-0.00038689799911243122,0.0011860524702141299,-2.2138742629658964e-05,2.4461623813294072e-05,-0.00010653661401516004,-0.0051247044293558138,0.0022571750746508616,-0.0004084877055569858,0.00012107693336337594,0.00069232964717028957,0.002129402540506769,-0.00019100100232594325,0.00044729693240670504,0.00086860345303392246,0.0010607577940702916,0.0010430282018608396,0.0015284096113167419,0.0011583249232105907,0.0011943567765981878,0.0013206451609519272,0.0018751788644162711,0.0012143872854325159,0.0002295202588853389,-0.00022846655506708838,6.8688482594961867e-05,z_pressure_msl_0h
-0.0013086078425870865,-0.0015583416732542462,-3.1563509317182636e-06,0.00016949546510875308,-2.213874262963915e-05,0.0012272270709385888,-0.00051944142861650084,0.00019450959052422456,-0.0048685974141491365,0.0026930565247831936,-7.8716369095261526e-05,0.00051409706010283138,4.122463625628994e-05,-0.0012809803840354054,0.00080866793134352054,-0.0015566803460869757,-0.0017034420987367838,-0.0018374757165237738,-0.0013864172597179915,-0.0015122713670761244,-0.0011956450980742824,-0.0022523354293364451,-0.0021514848960231328,-0.0020525158772320014,-0.001606546358169216,-0.0004451619392731359,-0.00041835843126154066,0.00041422795033053993,z_gust_pressure
0.010838755740774744,0.0013544600059584781,-0.00015825858953274889,-0.0002310172685450797,2.4461623813279995e-05,-0.00051944142861650702,0.0023789706872425816,-0.0010693561267066639,0.0069346269340081635,-0.0015859014823062386,-0.00039718174095617893,-0.00013461804072607145,-2.2727530378717607e-05,0.0012932453219357159,-0.000215253383303183,0.00088689593210887062,0.00081755790619060433,0.00058274186725404311,0.0011343722080358358,0.0015594974493945153,0.00081849459124704797,0.001670111471527794,0.0016160285798068337,0.00079160794694847715,0.00046892887297704256,0.00014772494119588144,0.00032203836536244448,-0.00028137646631936914,urban_binary
-0.044772759015496405,-0.00061298366577233233,-0.00017531980004827907,0.00053584721191917112,-0.00010653661401485525,0.00019450959052406779,-0.0010693561267067133,0.0037725152765084474,0.016046554822226139,0.004561664721334735,-0.0075987194804125651,-0.00050146474945040622,-0.00040066290995968441,-0.00018011687086355653,-0.00087537755199249315,-0.00040074162166112999,-0.00044217623567264662,0.00017543685185678182,-0.0012447732413440741,-0.001072619007525033,-0.00092144475803282065,-0.00092700395789621528,-0.00033978227316653112,5.1869896513410995e-05,-0.00073318639522816295,0.00024106688072855607,-5.3034620479323575e-05,0.00017624956295823365,log_population
-0.26966939069368961,-0.020162549441428684,-0.00028072778612319788,0.008861303340231089,-0.0051247044293535743,-0.0048685974141529122,0.0069346269340067757,0.016046554822244881,1.3579016555701899,-0.30409170985535544,-0.085588349595462368,-0.018789035115293895,-0.0201307683802384,0.019276797624263271,-0.016186320269858057,0.025118037528554502,0.032404788915314155,0.018594613597169955,0.014327885909508675,0.010781248994970611,0.0072698777260108037,0.028539242712244089,0.043317708115469374,0.025903739592979796,0.031253809543158428,0.014305024247219033,0.0099883850767164013,0.003434103312757863,income_deprivation_rate
-0.061852260981089674,0.010746841789077794,1.5732948935236668e-05,-0.0067020586411537988,0.0022571750746512029,0.0026930565247837691,-0.0015859014823060623,0.0045616647213422143,-0.30409170985538825,0.23432363664083031,-0.039803488772563851,0.0085385684036128322,0.0058451716500933591,-0.0084869689919389278,-4.1557517993314917e-05,-0.010767393475822746,-0.017969757045932559,-0.0020970193385795614,0.0024811714357121373,0.0078756004600420964,0.00059890009968844714,0.0017289230335434116,-0.0080044465187798647,-0.0080053707984197812,-0.014276504931690978,-0.0050247376669124945,-0.00058337944655329908,-0.0014316993100549668,deprivation_gap_pct
