Intercept,z_gust_0h,z_precipitation_24h_sum,z_temperature_0h,z_pressure_msl_0h,z_gust_sq,z_gust_cu,z_gust_pressure,urban_binary,log_population,income_deprivation_rate,deprivation_gap_pct,morans_i,incident_year[2022],incident_year[2023],incident_year[2024],incident_month[2],incident_month[3],incident_month[4],incident_month[5],incident_month[6],incident_month[7],incident_month[8],incident_month[9],incident_month[10],incident_month[11],incident_month[12],grid_index,gust
0,-1.3819211537280949,0,0,0,1.9097060751211887,-2.6390632226130251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,2.6137123745819397
0,-1.3569006262320455,0,0,0,1.8411793094689173,-2.498297358023859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,2.7458193979933108
0,-1.3318800987359962,0,0,0,1.7739045974090071,-2.3626282303453459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,2.8779264214046822
0,-1.3068595712399469,0,0,0,1.7078819389414579,-2.2319618584534826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,3.0100334448160533
0,-1.2818390437438976,0,0,0,1.6431113340662697,-2.1062042612242671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,3.1421404682274248
0,-1.256818516247848,0,0,0,1.5795927827834422,-1.9852614575336951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,3.2742474916387958
0,-1.2317979887517987,0,0,0,1.5173262850929763,-1.8690394662577665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,3.4063545150501673
0,-1.2067774612557494,0,0,0,1.4563118409948717,-1.7574443062724778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,3.5384615384615383
0,-1.1817569337597,0,0,0,1.396549450489128,-1.650381996453826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,3.6705685618729094
0,-1.1567364062636507,0,0,0,1.3380391135757457,-1.5477585556778086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,3.8026755852842808
0,-1.1317158787676014,0,0,0,1.2807808302547243,-1.4494800028204233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,3.9347826086956519
0,-1.1066953512715521,0,0,0,1.224774600526064,-1.3554523567576673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,4.0668896321070234
0,-1.0816748237755027,0,0,0,1.1700204243897649,-1.2655816363655379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,4.1989966555183944
0,-1.0566542962794532,0,0,0,1.1165183018458265,-1.1797738605200319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,4.3311036789297663
0,-1.0316337687834041,0,0,0,1.0642682328942501,-1.0979350480971488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,4.4632107023411365
0,-1.0066132412873545,0,0,0,1.0132702175350339,-1.0199712179728833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,4.5953177257525084
0,-0.98159271379130519,0,0,0,0.96352425576817924,-0.9457883890232347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,4.7274247491638794
0,-0.95657218629525587,0,0,0,0.91503034759368573,-0.87529258012419986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,4.8595317725752505
0,-0.93155165879920665,0,0,0,0.86778849301155347,-0.80838981015177647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,4.9916387959866215
0,-0.9065311313031571,0,0,0,0.82179869202178191,-0.74498609798196069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,5.1237458193979935
0,-0.88151060380710777,0,0,0,0.7770609446243717,-0.68498746249075149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,5.2558528428093645
0,-0.85649007631105845,0,0,0,0.73357525081932273,-0.62829992255414557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,5.3879598662207355
0,-0.83146954881500912,0,0,0,0.69134161060663479,-0.57482949704814035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,5.5200668896321066
0,-0.80644902131895968,0,0,0,0.65036002398630788,-0.52448220484873309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,5.6521739130434785
0,-0.78142849382291035,0,0,0,0.61063049095834221,-0.47716406483192164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,5.7842809364548495
0,-0.75640796632686103,0,0,0,0.57215301152273768,-0.43278109587370311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,5.9163879598662206
0,-0.7313874388308117,0,0,0,0.53492758567949428,-0.39123931685007496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,6.0484949832775916
0,-0.70636691133476237,0,0,0,0.49895421342861207,-0.35244474663703451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,6.1806020066889626
0,-0.68134638383871293,0,0,0,0.46423289477009072,-0.31630340411057906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,6.3127090301003346
0,-0.6563258563426636,0,0,0,0.43076362970393073,-0.28272130814670637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,6.4448160535117056
0,-0.63130532884661428,0,0,0,0.39854641823013182,-0.25160447762141364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,6.5769230769230766
0,-0.60628480135056495,0,0,0,0.36758126034869398,-0.22285893141069824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,6.7090301003344477
0,-0.58126427385451562,0,0,0,0.33786815605961734,-0.19639068839055762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,6.8411371237458187
0,-0.55624374635846618,0,0,0,0.30940710536290167,-0.1721057674369891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,6.9732441471571907
0,-0.53122321886241686,0,0,0,0.28219810825854724,-0.14991018742599024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,7.1053511705685617
0,-0.50620269136636753,0,0,0,0.25624116474655395,-0.12970996723355838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,7.2374581939799327
0,-0.4811821638703182,0,0,0,0.23153627482692177,-0.1114111257356909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,7.3695652173913038
0,-0.45616163637426876,0,0,0,0.20808343849965061,-0.094919681808385128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,7.5016722408026757
0,-0.43114110887821944,0,0,0,0.18588265576474067,-0.080141654327638645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,7.6337792642140467
0,-0.40612058138217011,0,0,0,0.16493392662219186,-0.066983062169448743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,7.7658862876254178
0,-0.38110005388612078,0,0,0,0.14523725107200416,-0.055349924209812842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,7.8979933110367888
0,-0.35607952639007129,0,0,0,0.12679262911417746,-0.045148259324728282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,8.0301003344481607
0,-0.33105899889402179,0,0,0,0.10960006074871192,-0.036284086390192545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,8.1622073578595327
0,-0.30603847139797269,0,0,0,0.093659545975607744,-0.028663424282203139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,8.2943143812709028
0,-0.28101794390192353,0,0,0,0.078971084794864643,-0.022192291876757319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,8.426421404682273
0,-0.25599741640587403,0,0,0,0.06553467720648247,-0.016776708049852432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,8.5585284280936449
0,-0.23097688890982454,0,0,0,0.053350323210461424,-0.012322691677485982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,8.6906354515050168
0,-0.20595636141377541,0,0,0,0.042418022806801674,-0.0087362616356554141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,8.822742474916387
0,-0.18093583391772591,0,0,0,0.032737775995502892,-0.0059234368003580262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,8.9548494983277589
0,-0.15591530642167642,0,0,0,0.024309582776565253,-0.0037902360475912788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,9.0869565217391308
0,-0.13089477892562729,0,0,0,0.017133443149988842,-0.0022426782533525925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,9.219063545150501
0,-0.10587425142957779,0,0,0,0.011209357115773455,-0.0011867822936393257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,9.3511705685618729
0,-0.080853723933528646,0,0,0,0.006537324673919263,-0.00052856704444891327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,9.483277591973243
0,-0.055833196437479166,0,0,0,0.0031173458244261364,-0.00017405138177873991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,9.615384615384615
0,-0.030812668941429679,0,0,0,0.00094942056729414512,-2.9254181626218854e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,9.7474916387959869
0,-0.0057921414453805317,0,0,0,3.3548902523294873e-05,-1.9431998875220773e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,9.8795986622073571
0,0.019228386050668955,0,0,0,0.00036973083011356044,7.1093271362578394e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,10.011705685618729
0,0.044248913546718102,0,0,0,0.001957966350064933,8.6637883751406396e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,10.143812709030099
0,0.069269441042767582,0,0,0,0.0047982554623774544,0.00033237247385929257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,10.275919732441471
0,0.094289968538817076,0,0,0,0.0088905981670511138,0.0008382942214625143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,10.408026755852843
0,0.11931049603486622,0,0,0,0.014234994464085828,0.0016983842505636549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,10.540133779264213
0,0.1443310235309157,0,0,0,0.020831444353481741,0.0030066236851653346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,10.672240802675585
0,0.1693515510269652,0,0,0,0.028679947835238796,0.0048569936492701433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,10.804347826086957
0,0.19437207852301433,0,0,0,0.037780504909356846,0.0073434752668806377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,10.936454849498327
0,0.21939260601906382,0,0,0,0.048133115575836161,0.010560049661999487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,11.068561872909699
0,0.24441313351511298,0,0,0,0.059737779834676444,0.014600697958629198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,11.200668896321069
0,0.26943366101116245,0,0,0,0.072594497685878001,0.019559401280772472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,11.332775919732441
0,0.29445418850721194,0,0,0,0.086703269129440708,0.025530140752431863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,11.464882943143813
0,0.31947471600326111,0,0,0,0.10206409416536434,0.032606897497609873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,11.596989966555183
0,0.3444952434993106,0,0,0,0.1186769727936493,0.040883652640309277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,11.729096989966555
0,0.3695157709953597,0,0,0,0.13654190501429511,0.05045438730453243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,11.861204013377925
0,0.3945362984914092,0,0,0,0.15565889082730233,0.06141308261428223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,11.993311036789297
0,0.41955682598745869,0,0,0,0.17602793023267069,0.073853719693561137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,12.125418060200669
0,0.44457735348350785,0,0,0,0.1976490232303999,0.087870279666371551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,12.257525083612039
0,0.46959788097955735,0,0,0,0.2205221698204905,0.10355674365671644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,12.389632107023411
0,0.49461840847560645,0,0,0,0.24464737000294187,0.12100709278859793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,12.521739130434781
0,0.519638935971656,0,0,0,0.27002462377775482,0.14031530818601923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,12.653846153846153
0,0.54465946346770544,0,0,0,0.29665393114492877,0.16157537097298252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,12.785953177257525
0,0.56967999096375455,0,0,0,0.32453529210446347,0.18488126227349019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,12.918060200668895
0,0.59470051845980409,0,0,0,0.3536687066563598,0.21032696321154554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,13.050167224080267
0,0.6197210459558532,0,0,0,0.38405417480061671,0.23800645491115027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,13.182274247491637
0,0.64474157345190275,0,0,0,0.41569169653723531,0.26801371849630795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,13.314381270903009
0,0.66976210094795219,0,0,0,0.44858127186621488,0.3004427350910206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,13.446488294314381
0,0.69478262844400129,0,0,0,0.48272290078755514,0.33538748581929045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,13.578595317725751
0,0.71980315594005084,0,0,0,0.51811658330125721,0.37294195180512113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,13.710702341137123
0,0.74482368343610028,0,0,0,0.55476231940732013,0.41320011417251457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,13.842809364548495
0,0.7698442109321495,0,0,0,0.59266010910574385,0.45625595404547303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,13.974916387959865
0,0.79486473842819894,0,0,0,0.63180995239652915,0.50220345254799992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,14.107023411371237
0,0.81988526592424815,0,0,0,0.67221184927967514,0.55113659080409705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,14.239130434782608
0,0.84490579342029759,0,0,0,0.71386579975518261,0.60314934993776781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,14.371237458193979
0,0.86992632091634703,0,0,0,0.7567718038230512,0.65833571107301447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,14.503344481605351
0,0.89494684841239625,0,0,0,0.80092986148328049,0.71678965533383898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,14.635451505016722
0,0.91996737590844568,0,0,0,0.84633997273587136,0.77860516384424505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,14.767558528428093
0,0.9449879034044949,0,0,0,0.89300213758082303,0.84387621772823418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,14.899665551839464
0,0.97000843090054434,0,0,0,0.94091635601813606,0.91269679810981019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,15.031772575250836
0,0.99502895839659378,0,0,0,0.99008262804781033,0.98516088611297492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,15.163879598662207
0,1.020049485892643,0,0,0,1.0405009536698453,1.0613624628617304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,15.295986622073578
0,1.0450700133886925,0,0,0,1.092171332884242,1.1413955094800809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,15.42809364548495
0,1.0700905408847416,0,0,0,1.145093765690999,1.2253540070920266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,15.56020066889632
0,1.095111068380791,0,0,0,1.1992682520901174,1.3133319368215723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,15.692307692307692
0,1.1201315958768405,0,0,0,1.2546947920815976,1.4054232797927204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,15.824414715719064
0,1.1451521233728896,0,0,0,1.3113733856654379,1.5017220171294714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,15.956521739130434
0,1.1701726508689392,0,0,0,1.3693040328416402,1.602322129955831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,16.088628762541806
0,1.1951931783649887,0,0,0,1.4284867336102038,1.7073175993958003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,16.220735785953178
0,1.2202137058610374,0,0,0,1.4889214879711263,1.8168024065733781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,16.352842809364546
0,1.2452342333570869,0,0,0,1.5506082959244121,1.9308705326125741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,16.484949832775918
0,1.2702547608531365,0,0,0,1.6135471574700591,2.0496159586373879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,16.61705685618729
0,1.295275288349186,0,0,0,1.6777380726080671,2.1731326657718215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,16.749163879598662
0,1.3202958158452354,0,0,0,1.7431810413384357,2.3015146351398768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,16.881270903010034
0,1.3453163433412849,0,0,0,1.8098760636611659,2.4348558478655584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,17.013377926421406
0,1.3703368708373338,0,0,0,1.8778231395762557,2.5732502850728642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,17.145484949832774
0,1.3953573983333831,0,0,0,1.9470222690837076,2.7167919278858026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127,17.277591973244146
0,1.4203779258294327,0,0,0,2.0174734521835211,2.8655747574283752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,17.409698996655518
0,1.4453984533254822,0,0,0,2.0891766888756962,3.0196927548245833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129,17.54180602006689
0,1.4704189808215318,0,0,0,2.162131979160232,3.17923990119843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,17.673913043478262
0,1.4954395083175804,0,0,0,2.2363393230371269,3.3443101776739113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131,17.80602006688963
0,1.52046003581363,0,0,0,2.3117987205063848,3.514997565375042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,17.938127090301002
0,1.5454805633096795,0,0,0,2.3885101715680044,3.6913960454258188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133,18.070234113712374
0,1.5705010908057289,0,0,0,2.4664736762219843,3.8735995989502423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134,18.202341137123746
0,1.5955216183017784,0,0,0,2.545689234468326,4.0617022070723188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135,18.334448160535118
0,1.6205421457978273,0,0,0,2.6261568463070266,4.2557978509160437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136,18.466555183946486
0,1.6455626732938766,0,0,0,2.7078765117380899,4.4559805116054285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137,18.598662207357858
0,1.6705832007899262,0,0,0,2.7908482307615148,4.6623441702644737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138,18.73076923076923
0,1.6956037282859757,0,0,0,2.875072003377301,4.8749828080171813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,18.862876254180602
0,1.7206242557820253,0,0,0,2.9605478295854484,5.0939904059875518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,18.994983277591974
0,1.7456447832780739,0,0,0,3.0472757093859535,5.319460945299582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141,19.127090301003342
0,1.7706653107741235,0,0,0,3.1352556427788234,5.5514884070772892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,19.259197324414714
0,1.795685838270173,0,0,0,3.2244876297640541,5.7901667724446684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143,19.391304347826086
0,1.8207063657662224,0,0,0,3.3149716703416452,6.03559002252572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,19.523411371237458
0,1.8457268932622719,0,0,0,3.406707764511598,6.2878521384444515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145,19.65551839464883
0,1.8707474207583208,0,0,0,3.4996959122739097,6.5470471013248552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146,19.787625418060198
0,1.8957679482543703,0,0,0,3.593936113628585,6.8132688922909477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147,19.91973244147157
0,1.9207884757504197,0,0,0,3.6894283685756206,7.0866114924667238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148,20.051839464882942
0,1.9458090032464692,0,0,0,3.7861726771150179,7.3671688829761894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149,20.183946488294314
0,1.9708295307425188,0,0,0,3.8841690392467769,7.6550350449433449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,20.316053511705686
0,1.9958500582385681,0,0,0,3.9834174549708958,7.9503039594921905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151,20.448160535117058
0,2.0208705857346172,0,0,0,4.0839179242873751,8.2530696077467294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152,20.580267558528426
0,2.0458911132306663,0,0,0,4.1856704471962152,8.5634259708309646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153,20.712374581939798
0,2.0709116407267159,0,0,0,4.2886750236974178,8.881467029868908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154,20.84448160535117
0,2.0959321682227654,0,0,0,4.3929316537909822,9.2072867659845521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155,20.976588628762542
0,2.120952695718815,0,0,0,4.4984403374769082,9.5409791603019034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156,21.108695652173914
