Intercept,z_gust_0h,z_precipitation_24h_sum,z_temperature_0h,z_pressure_msl_0h,z_gust_sq,z_gust_pressure,urban_binary,log_population,income_deprivation_rate,deprivation_gap_pct,morans_i,incident_year[2022],incident_year[2023],incident_year[2024],incident_month[2],incident_month[3],incident_month[4],incident_month[5],incident_month[6],incident_month[7],incident_month[8],incident_month[9],incident_month[10],incident_month[11],incident_month[12],grid_index,gust
0,0.72384620551401735,0,0,0,0.52395332923704108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145,19.65551839464883
0,0.74199648078039904,0,0,0,0.55055877749049709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146,19.787625418060198
0,0.76014675604678128,0,0,0,0.57782309072844484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147,19.91973244147157
0,0.77829703131316341,0,0,0,0.60574626895088324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148,20.051839464882942
0,0.79644730657954566,0,0,0,0.63432831215781282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149,20.183946488294314
0,0.81459758184592779,0,0,0,0.66356922034923305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,20.316053511705686
0,0.83274785711231003,0,0,0,0.69346899352514435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151,20.448160535117058
0,0.85089813237869172,0,0,0,0.72402763168554563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152,20.580267558528426
0,0.86904840764507396,0,0,0,0.75524513483043865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153,20.712374581939798
0,0.88719868291145609,0,0,0,0.78712150295982242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154,20.84448160535117
0,0.90534895817783834,0,0,0,0.81965673607369727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155,20.976588628762542
0,0.92349923344422047,0,0,0,0.85285083417206287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156,21.108695652173914
0,0.94164950871060227,0,0,0,0.88670379725491866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,21.240802675585282
0,0.9597997839769844,0,0,0,0.92121562532226597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158,21.372909698996654
0,0.97795005924336664,0,0,0,0.95638631837410437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159,21.505016722408026
0,0.99610033450974877,0,0,0,0.99221587641043341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160,21.637123745819398
0,1.014250609776131,0,0,0,1.0287042994312536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161,21.76923076923077
