combination,model_id,prediction_type,bin,left,right,first_includes_minimum,n,mean_prediction,mean_observed,bias,requested_quantiles,actual_bins,rule
R0c_all,final,in_sample,4,1.6165454016017913,1.6834423719730531,False,2559,1.651057071444497,1.6369373203345625,0.014119751109934872,20,20,qcut per prediction series; duplicates=drop; first includes minimum; no label-based adjustment
R0c_all,final,in_sample,5,1.6834423719730531,1.737616908969106,False,2558,1.7113176112890742,1.7472593882006047,-0.035941776911530554,20,20,qcut per prediction series; duplicates=drop; first includes minimum; no label-based adjustment
R0c_all,final,in_sample,6,1.737616908969106,1.7881877897806568,False,2559,1.7635372345343401,1.7457600698860016,0.017777164648338912,20,20,qcut per prediction series; duplicates=drop; first includes minimum; no label-based adjustment
R0c_all,final,in_sample,7,1.7881877897806568,1.8326532564957649,False,2558,1.8107323636972321,1.8308475030058848,-0.020115139308652559,20,20,qcut per prediction series; duplicates=drop; first includes minimum; no label-based adjustment
R0c_all,final,in_sample,8,1.8326532564957649,1.8742231889279246,False,2559,1.853731308557464,1.8492113436087021,0.0045199649487621864,20,20,qcut per prediction series; duplicates=drop; first includes minimum; no label-based adjustment
R0c_all,final,in_sample,9,1.8742231889279246,1.9137240977002821,False,2559,1.8944262596858616,1.9399031982277091,-0.045476938541847506,20,20,qcut per prediction series; duplicates=drop; first includes minimum; no label-based adjustment
R0c_all,final,in_sample,10,1.9137240977002821,1.9494993352780003,False,2558,1.9316467254710401,1.9525112846125057,-0.020864559141465372,20,20,qcut per prediction series; duplicates=drop; first includes minimum; no label-based adjustment
R0c_all,final,in_sample,11,1.9494993352780003,1.9827014583832365,False,2559,1.9665334079359296,2.0180107964149632,-0.051477388479033812,20,20,qcut per prediction series; duplicates=drop; first includes minimum; no label-based adjustment
R0c_all,final,in_sample,12,1.9827014583832365,2.0163436089596765,False,2558,1.9996852295857617,2.0527921652537318,-0.0531069356679695,20,20,qcut per prediction series; duplicates=drop; first includes minimum; no label-based adjustment
R0c_all,final,in_sample,13,2.0163436089596765,2.0506469090357475,False,2559,2.0333977540327144,2.0720650800719511,-0.038667326039236644,20,20,qcut per prediction series; duplicates=drop; first includes minimum; no label-based adjustment
R0c_all,final,in_sample,14,2.0506469090357475,2.0897837476557433,False,2559,2.0697547518820061,2.0411116686676389,0.028643083214367423,20,20,qcut per prediction series; duplicates=drop; first includes minimum; no label-based adjustment
R0c_all,final,in_sample,15,2.0897837476557433,2.1332799208124733,False,2558,2.1109317885401753,2.1327659529300864,-0.021834164389910923,20,20,qcut per prediction series; duplicates=drop; first includes minimum; no label-based adjustment
R0c_all,final,in_sample,16,2.1332799208124733,2.1884652538387876,False,2559,2.1587214248832938,2.1427504841944112,0.015970940688882655,20,20,qcut per prediction series; duplicates=drop; first includes minimum; no label-based adjustment
R0c_all,final,in_sample,17,2.1884652538387876,2.271457437705755,False,2558,2.2268307888549672,2.2198488638212392,0.0069819250337275094,20,20,qcut per prediction series; duplicates=drop; first includes minimum; no label-based adjustment
R0c_all,final,in_sample,18,2.271457437705755,2.4360175520993943,False,2559,2.3436498864573991,2.2849418522867309,0.05870803417066793,20,20,qcut per prediction series; duplicates=drop; first includes minimum; no label-based adjustment
R0c_all,final,in_sample,19,2.4360175520993943,4.8997580897840942,False,2559,2.7371516924345367,2.7480808238330856,-0.010929131398548517,20,20,qcut per prediction series; duplicates=drop; first includes minimum; no label-based adjustment
R0c_all,final,LAD_OOF,0,-0.68809131887501029,1.1001968280157264,True,2559,0.84258668140416848,0.97634204188877693,-0.13375536048460865,20,20,qcut per prediction series; duplicates=drop; first includes minimum; no label-based adjustment
R0c_all,final,LAD_OOF,1,1.1001968280157264,1.3536282011086815,False,2559,1.2356381314330802,1.1148543965315227,0.12078373490155755,20,20,qcut per prediction series; duplicates=drop; first includes minimum; no label-based adjustment
R0c_all,final,LAD_OOF,2,1.3536282011086815,1.5177559644840721,False,2558,1.4403410122355051,1.2999018018801505,0.14043921035535445,20,20,qcut per prediction series; duplicates=drop; first includes minimum; no label-based adjustment
R0c_all,final,LAD_OOF,3,1.5177559644840721,1.6160364017733477,False,2559,1.5703487724548995,1.5907241226046809,-0.020375350149781337,20,20,qcut per prediction series; duplicates=drop; first includes minimum; no label-based adjustment
R0c_all,final,LAD_OOF,4,1.6160364017733477,1.6834737587052824,False,2559,1.6512183721486291,1.6516777868578658,-0.00045941470923667032,20,20,qcut per prediction series; duplicates=drop; first includes minimum; no label-based adjustment
