term,coef
Intercept,0.66271206639642555
z_gust_0h,4.0243257803707019e-05
z_precipitation_24h_sum,0.050270595186589211
z_temperature_0h,-0.071458741154652755
z_pressure_msl_0h,-0.040322456855883503
z_gust_sq,0.085279165684141206
z_temp_sq,0.016807539498358864
z_precip_sq,-0.0012032037043749615
z_gust_pressure,0.01018318244358226
z_gust_precip,-0.020280766319984177
urban_binary,0.21752275258182369
log_population,0.066730946573567609
income_deprivation_rate,0.90373484186266095
deprivation_gap_pct,-0.13177936349425617
morans_i,0.27704146840415489
incident_year[2022],0.1018335561282863
incident_year[2023],0.002163782677361658
incident_year[2024],-0.081560135780975193
incident_month[2],0.444177978940968
incident_month[3],0.043150861328569559
incident_month[4],-0.010588021430713608
incident_month[5],-0.011745592061337372
incident_month[6],0.13501594399647307
incident_month[7],0.12061399340115124
incident_month[8],0.13518231558610688
incident_month[9],0.069981113585519852
incident_month[10],0.027103415167627275
incident_month[11],0.011257691557655212
incident_month[12],0.055025183757449879
z_customers_v2_log1p,-0.19639878163158961
z_cust_sq,-0.11109848085063535
