fold,n_test,n_train,sse,rmse,k
0,2030,5720,10394.533227406229,2.2628432817882245,25
1,1579,6171,7125.5483571487102,2.1243109164225142,25
2,1450,6300,6838.1696275641389,2.1716305057473542,25
3,1336,6414,6059.249640002221,2.1296399923479203,25
4,1355,6395,6266.8336330790989,2.1505742188790147,25
