fold,n_test,n_train,sse,rmse,k
0,1957,7900,9848.6875615757381,2.2433331150971849,26
1,2264,7593,10713.514419102616,2.1753431169087039,26
2,1674,8183,7718.09133563457,2.1472233933284564,26
3,1433,8424,7091.0565922920687,2.2244998484870928,26
4,2529,7328,11219.454660943382,2.1062574738249005,26
