model,step,blocks_added,r2_in_sample,r2_in_sample_increment,r2_oos_5fold,r2_oos_5fold_increment
E0_wn,baseline,region_SES+year_month_FE,0.016805626151248698,,-0.001697872139410972,
E0_wn,nongust_weather,nongust_weather,0.03315050823160115,0.016344882080352452,0.021581834386435017,0.02327970652584599
E0_wn,gust,gust,0.040908782749973005,0.007758274518371855,0.020103346763085006,-0.001478487623350011
