target,candidate,bin,lower,upper,n,events,mean_probability,observed_frequency,sparse
any_gt0,PROXY,0,0,0.30921288711055117,0,0,,,True
any_gt0,PROXY,1,0.30921288711055117,0.31728373753920608,11736,4171,0.31161106406244526,0.35540218132242674,False
any_gt0,PROXY,2,0.31728373753920608,0.32091252695746536,12808,4168,0.31949479225874433,0.32542161149281701,False
any_gt0,PROXY,3,0.32091252695746536,0.32240927240825429,12904,4045,0.32166759546273438,0.3134686918784873,False
any_gt0,PROXY,4,0.32240927240825429,0.32484054357170034,9313,3028,0.32347819856588944,0.32513690540105228,False
any_gt0,PROXY,5,0.32484054357170034,0.32686093947653083,13633,4138,0.32560590225811725,0.30352820362356048,False
any_gt0,PROXY,6,0.32686093947653083,0.33155410465412399,12109,3821,0.328925005491154,0.315550417045173,False
any_gt0,PROXY,7,0.33155410465412399,0.34046148949731214,11873,4006,0.33566155246149837,0.33740419439063424,False
any_gt0,PROXY,8,0.34046148949731214,0.35647202062229433,12674,4474,0.34758732567067968,0.35300615433170268,False
any_gt0,PROXY,9,0.35647202062229433,0.39421903590141755,12625,4571,0.37222051803809386,0.36205940594059405,False
any_gt0,PROXY,10,0.39421903590141755,0.83301843013003063,11981,5504,0.45958938437014335,0.45939404056422667,False
any_gt0,PROXY,11,0.83301843013003063,1,0,0,,,True
any_gt0,GRID_MAX,0,0,0.30921288711055117,0,0,,,True
any_gt0,GRID_MAX,1,0.30921288711055117,0.31728373753920608,12561,4459,0.31234690496335471,0.35498766021813549,False
any_gt0,GRID_MAX,2,0.31728373753920608,0.32091252695746536,11558,3854,0.318390779902683,0.33344869354559614,False
any_gt0,GRID_MAX,3,0.32091252695746536,0.32240927240825429,11427,3572,0.32190271803994852,0.31259298153496107,False
any_gt0,GRID_MAX,4,0.32240927240825429,0.32484054357170034,15018,4684,0.3237606278784152,0.31189239579171663,False
any_gt0,GRID_MAX,5,0.32484054357170034,0.32686093947653083,10698,3288,0.32571468408131088,0.30734716769489623,False
any_gt0,GRID_MAX,6,0.32686093947653083,0.33155410465412399,12037,3847,0.32896642971409795,0.31959790645509678,False
any_gt0,GRID_MAX,7,0.33155410465412399,0.34046148949731214,12643,4162,0.33552853640858105,0.3291940204065491,False
any_gt0,GRID_MAX,8,0.34046148949731214,0.35647202062229433,11657,4055,0.34769281802458452,0.34785965514283262,False
any_gt0,GRID_MAX,9,0.35647202062229433,0.39421903590141755,11687,4317,0.37198437842618565,0.36938478651493112,False
any_gt0,GRID_MAX,10,0.39421903590141755,0.83301843013003063,12369,5687,0.46092008918490218,0.4597784784542,False
any_gt0,GRID_MAX,11,0.83301843013003063,1,1,1,0.83301843013003063,1,True
any_gt5,PROXY,0,0,0.1456585261925131,0,0,,,True
any_gt5,PROXY,1,0.1456585261925131,0.14784457290333228,11299,1908,0.14704446223184109,0.16886450128329941,False
any_gt5,PROXY,2,0.14784457290333228,0.15042160654123918,3455,577,0.14884306176738038,0.16700434153400867,False
any_gt5,PROXY,3,0.15042160654123918,0.15127516548418465,9841,1488,0.15110380558869435,0.15120414592013007,False
any_gt5,PROXY,4,0.15127516548418465,0.15187729454176158,19880,2987,0.1515510191567202,0.15025150905432597,False
any_gt5,PROXY,5,0.15187729454176158,0.15329107848218909,12080,1797,0.15243571829425559,0.14875827814569537,False
any_gt5,PROXY,6,0.15329107848218909,0.15465360487243912,14780,2115,0.15418756301553363,0.14309878213802435,False
any_gt5,PROXY,7,0.15465360487243912,0.15836746840763982,13569,2046,0.15610915921387938,0.15078487729383153,False
any_gt5,PROXY,8,0.15836746840763982,0.16764928313957453,12804,2161,0.16226538977602115,0.16877538269290845,False
any_gt5,PROXY,9,0.16764928313957453,0.19587745983019703,12298,2108,0.17876325607537508,0.17140998536347374,False
any_gt5,PROXY,10,0.19587745983019703,0.75774049992564074,11650,3098,0.26578651947839277,0.26592274678111588,False
any_gt5,PROXY,11,0.75774049992564074,1,0,0,,,True
any_gt5,GRID_MAX,0,0,0.1456585261925131,0,0,,,True
any_gt5,GRID_MAX,1,0.1456585261925131,0.14784457290333228,13033,2178,0.14610679264077606,0.16711424844625183,False
any_gt5,GRID_MAX,2,0.14784457290333228,0.15042160654123918,20846,3208,0.14969896944899541,0.15389043461575364,False
any_gt5,GRID_MAX,3,0.15042160654123918,0.15127516548418465,14316,2113,0.15078047204629363,0.14759709416038,False
any_gt5,GRID_MAX,4,0.15127516548418465,0.15187729454176158,4655,687,0.15155565596894838,0.14758324382384533,False
any_gt5,GRID_MAX,5,0.15187729454176158,0.15329107848218909,12139,1720,0.15285932519266412,0.14169206689183622,False
any_gt5,GRID_MAX,6,0.15329107848218909,0.15465360487243912,9606,1349,0.15381331010665633,0.14043306266916511,False
any_gt5,GRID_MAX,7,0.15465360487243912,0.15836746840763982,10769,1671,0.15622244475902458,0.15516761073451574,False
any_gt5,GRID_MAX,8,0.15836746840763982,0.16764928313957453,11568,1879,0.16235376525829873,0.16243084370677732,False
any_gt5,GRID_MAX,9,0.16764928313957453,0.19587745983019703,11995,2147,0.17860160382976789,0.17899124635264693,False
any_gt5,GRID_MAX,10,0.19587745983019703,0.75774049992564074,12728,3332,0.26427516001773621,0.2617850408548083,False
any_gt5,GRID_MAX,11,0.75774049992564074,1,1,1,0.75774049992564074,1,True
any_gt100,PROXY,0,0,0.05197419489904908,0,0,,,True
any_gt100,PROXY,1,0.05197419489904908,0.052409576337842892,8322,497,0.052406902743364681,0.0597212208603701,False
any_gt100,PROXY,2,0.052409576337842892,0.052540425551815262,5862,319,0.052442011652193567,0.054418287273967927,False
any_gt100,PROXY,3,0.052540425551815262,0.052768064408018366,14301,760,0.052669697316010781,0.053143136843577375,False
any_gt100,PROXY,4,0.052768064408018366,0.05307025773070468,17918,971,0.052898054897249781,0.054191315995088737,False
any_gt100,PROXY,5,0.05307025773070468,0.05355020117986458,8112,400,0.053380196216055331,0.049309664694280081,False
any_gt100,PROXY,6,0.05355020117986458,0.053692998970927511,11590,607,0.053575826231593869,0.052372735116479725,False
any_gt100,PROXY,7,0.053692998970927511,0.054159034992396313,17019,880,0.054062908589859522,0.051706915799988248,False
any_gt100,PROXY,8,0.054159034992396313,0.056177732464754916,14688,816,0.054807575359527641,0.055555555555555552,False
any_gt100,PROXY,9,0.056177732464754916,0.067292729132400766,12227,719,0.060051449657060059,0.058804285597448269,False
any_gt100,PROXY,10,0.067292729132400766,0.68457051504524868,11617,1400,0.12142917808867074,0.12051304123267625,False
any_gt100,PROXY,11,0.68457051504524868,1,0,0,,,True
any_gt100,GRID_MAX,0,0,0.05197419489904908,0,0,,,True
any_gt100,GRID_MAX,1,0.05197419489904908,0.052409576337842892,16010,892,0.052026020942487115,0.055715178013741415,False
any_gt100,GRID_MAX,2,0.052409576337842892,0.052540425551815262,18354,993,0.052504308503142097,0.054102647924158219,False
any_gt100,GRID_MAX,3,0.052540425551815262,0.052768064408018366,10107,537,0.052611731011287972,0.053131493024636392,False
any_gt100,GRID_MAX,4,0.052768064408018366,0.05307025773070468,6354,334,0.052951070160093927,0.052565313188542649,False
any_gt100,GRID_MAX,5,0.05307025773070468,0.05355020117986458,16316,849,0.053177698541992995,0.052034812454032853,False
any_gt100,GRID_MAX,6,0.05355020117986458,0.053692998970927511,12557,618,0.053640235991581006,0.049215576969021263,False
any_gt100,GRID_MAX,7,0.053692998970927511,0.054159034992396313,7496,406,0.053871002379721471,0.05416221985058698,False
any_gt100,GRID_MAX,8,0.054159034992396313,0.056177732464754916,9643,536,0.055001215225396249,0.055584361713159808,False
any_gt100,GRID_MAX,9,0.056177732464754916,0.067292729132400766,12104,702,0.06011666709961952,0.057997356245869137,False
any_gt100,GRID_MAX,10,0.067292729132400766,0.68457051504524868,12714,1501,0.11815467107390192,0.11805883278275917,False
any_gt100,GRID_MAX,11,0.68457051504524868,1,1,1,0.68457051504524868,1,True
any_gt1000,PROXY,0,0,0.0070670749691053702,0,0,,,True
any_gt1000,PROXY,1,0.0070670749691053702,0.0070932311894884564,20364,164,0.0070685856052342061,0.0080534276173639761,False
any_gt1000,PROXY,2,0.0070932311894884564,0.0072565308430953676,2001,17,0.0071488914464702107,0.0084957521239380305,False
any_gt1000,PROXY,3,0.0072565308430953676,0.0073207525032548621,10266,74,0.007319933767373098,0.0072082602766413402,False
any_gt1000,PROXY,4,0.0073207525032548621,0.0073246037522738151,24182,178,0.0073225568128666152,0.0073608469109254816,False
any_gt1000,PROXY,5,0.0073246037522738151,0.0073385664177314123,4433,27,0.0073292944686197733,0.0060906835100383487,False
any_gt1000,PROXY,6,0.0073385664177314123,0.0073709155461495765,5254,45,0.0073629680527732676,0.0085649029311001146,False
any_gt1000,PROXY,7,0.0073709155461495765,0.0074587257143544274,19217,142,0.0073797523370937061,0.0073892907321642292,False
any_gt1000,PROXY,8,0.0074587257143544274,0.0074803915882135702,7564,46,0.0074796424462170294,0.0060814383923849819,False
any_gt1000,PROXY,9,0.0074803915882135702,0.0077668225160018667,17619,119,0.0075167674676451827,0.0067540723083035362,False
any_gt1000,PROXY,10,0.0077668225160018667,0.33414998896323644,10756,208,0.019274253085161529,0.019338043882484196,False
any_gt1000,PROXY,11,0.33414998896323644,1,0,0,,,True
any_gt1000,GRID_MAX,0,0,0.0070670749691053702,0,0,,,True
any_gt1000,GRID_MAX,1,0.0070670749691053702,0.0070932311894884564,3768,28,0.0070932311842820811,0.0074309978768577496,False
any_gt1000,GRID_MAX,2,0.0070932311894884564,0.0072565308430953676,22503,188,0.0071326657658276208,0.0083544416300048874,False
any_gt1000,GRID_MAX,3,0.0072565308430953676,0.0073207525032548621,14092,99,0.0072640967860078823,0.007025262560317911,False
any_gt1000,GRID_MAX,4,0.0073207525032548621,0.0073246037522738151,149,0,0.0073227818544324167,0,False
any_gt1000,GRID_MAX,5,0.0073246037522738151,0.0073385664177314123,19806,132,0.007335070414065701,0.0066646470766434417,False
any_gt1000,GRID_MAX,6,0.0073385664177314123,0.0073709155461495765,19169,141,0.0073422962661470097,0.0073556262715843285,False
any_gt1000,GRID_MAX,7,0.0073709155461495765,0.0074587257143544274,5109,34,0.0074184997601212605,0.0066549226854570364,False
any_gt1000,GRID_MAX,8,0.0074587257143544274,0.0074803915882135702,16772,115,0.0074609193056320968,0.0068566658716909135,False
any_gt1000,GRID_MAX,9,0.0074803915882135702,0.0077668225160018667,6657,47,0.0075795306400587804,0.0070602373441490162,False
any_gt1000,GRID_MAX,10,0.0077668225160018667,0.33414998896323644,13630,236,0.016863086638066162,0.017314746881878208,False
any_gt1000,GRID_MAX,11,0.33414998896323644,1,1,0,0.33414998896323644,0,True
wthr_gt0,PROXY,0,0,0.032364645111080073,0,0,,,True
wthr_gt0,PROXY,1,0.032364645111080073,0.032905804080061295,10482,376,0.03262862812283774,0.035871016981492081,False
wthr_gt0,PROXY,2,0.032905804080061295,0.033212323545663863,5706,166,0.033168620814394999,0.029092183666316159,False
wthr_gt0,PROXY,3,0.033212323545663863,0.033643902053002453,19205,665,0.033310761934541376,0.034626399375162716,False
wthr_gt0,PROXY,4,0.033643902053002453,0.033934759434042484,11924,369,0.033774938191491855,0.030945991278094599,False
wthr_gt0,PROXY,5,0.033934759434042484,0.034987286469240528,9673,365,0.034358074245903231,0.037733898480306005,False
wthr_gt0,PROXY,6,0.034987286469240528,0.035682448145100874,14767,425,0.03522916155158911,0.028780388704543917,False
wthr_gt0,PROXY,7,0.035682448145100874,0.03892155597922304,12365,501,0.037018452813647816,0.040517589971694301,False
wthr_gt0,PROXY,8,0.03892155597922304,0.047458810989257055,12946,634,0.042350933870817883,0.048972655646531749,False
wthr_gt0,PROXY,9,0.047458810989257055,0.077372833134763758,12586,709,0.058882768702597427,0.056332432861910059,False
wthr_gt0,PROXY,10,0.077372833134763758,0.77483671499490125,12002,1912,0.1623924389885093,0.15930678220296618,False
wthr_gt0,PROXY,11,0.77483671499490125,1,0,0,,,True
wthr_gt0,GRID_MAX,0,0,0.032364645111080073,0,0,,,True
wthr_gt0,GRID_MAX,1,0.032364645111080073,0.032905804080061295,13676,496,0.032543850756235934,0.036267914594910793,False
wthr_gt0,GRID_MAX,2,0.032905804080061295,0.033212323545663863,18799,631,0.032991323701328644,0.033565615192297463,False
wthr_gt0,GRID_MAX,3,0.033212323545663863,0.033643902053002453,5119,189,0.03341930471186122,0.036921273686266846,False
wthr_gt0,GRID_MAX,4,0.033643902053002453,0.033934759434042484,12193,400,0.033712347890073074,0.032805708193225619,False
wthr_gt0,GRID_MAX,5,0.033934759434042484,0.034987286469240528,14842,486,0.034613935322864123,0.032744913084489964,False
wthr_gt0,GRID_MAX,6,0.034987286469240528,0.035682448145100874,9601,265,0.035241857318378984,0.027601291532132071,False
wthr_gt0,GRID_MAX,7,0.035682448145100874,0.03892155597922304,11861,466,0.037001471512194156,0.039288424247533933,False
wthr_gt0,GRID_MAX,8,0.03892155597922304,0.047458810989257055,11446,532,0.042394244622566454,0.046479119343001925,False
wthr_gt0,GRID_MAX,9,0.047458810989257055,0.077372833134763758,11782,658,0.05857459502865757,0.055847903581734852,False
wthr_gt0,GRID_MAX,10,0.077372833134763758,0.77483671499490125,12336,1998,0.16284380655877628,0.16196498054474709,False
wthr_gt0,GRID_MAX,11,0.77483671499490125,1,1,1,0.77483671499490125,1,True
wthr_gt5,PROXY,0,0,0.023144740558452868,0,0,,,True
wthr_gt5,PROXY,1,0.023144740558452868,0.02327602031214878,7581,164,0.023252706759955787,0.021633029943279251,False
wthr_gt5,PROXY,2,0.02327602031214878,0.023579918183797805,16644,418,0.023345745879073721,0.025114155251141551,False
wthr_gt5,PROXY,3,0.023579918183797805,0.023866271665924917,8552,189,0.02380865572702727,0.022100093545369504,False
wthr_gt5,PROXY,4,0.023866271665924917,0.023975963194783893,14424,359,0.023910011068310581,0.024889073765945645,False
wthr_gt5,PROXY,5,0.023975963194783893,0.024811703350559221,12792,312,0.024269843012710107,0.024390243902439025,False
wthr_gt5,PROXY,6,0.024811703350559221,0.02509416612755164,11534,236,0.025009967566352695,0.020461245014739032,False
wthr_gt5,PROXY,7,0.02509416612755164,0.026715528285051682,12520,325,0.025701881758875368,0.025958466453674122,False
wthr_gt5,PROXY,8,0.026715528285051682,0.03194691246882949,12957,453,0.028767144676073275,0.034961796712201898,False
wthr_gt5,PROXY,9,0.03194691246882949,0.052653869469694921,12596,479,0.039639080931261013,0.038027945379485548,False
wthr_gt5,PROXY,10,0.052653869469694921,0.72898106169628163,12056,1459,0.12338558616849957,0.12101857996018579,False
wthr_gt5,PROXY,11,0.72898106169628163,1,0,0,,,True
wthr_gt5,GRID_MAX,0,0,0.023144740558452868,0,0,,,True
wthr_gt5,GRID_MAX,1,0.023144740558452868,0.02327602031214878,16688,425,0.023204230429656969,0.025467401725790987,False
wthr_gt5,GRID_MAX,2,0.02327602031214878,0.023579918183797805,7741,194,0.023379202366453914,0.025061361581191061,False
wthr_gt5,GRID_MAX,3,0.023579918183797805,0.023866271665924917,15705,373,0.023741080159013984,0.023750397962432345,False
wthr_gt5,GRID_MAX,4,0.023866271665924917,0.023975963194783893,9990,249,0.023895447232238482,0.024924924924924926,False
wthr_gt5,GRID_MAX,5,0.023975963194783893,0.024811703350559221,11539,273,0.024304023468032683,0.023658895918190485,False
wthr_gt5,GRID_MAX,6,0.024811703350559221,0.02509416612755164,12649,247,0.024946576687940779,0.019527235354573486,False
wthr_gt5,GRID_MAX,7,0.02509416612755164,0.026715528285051682,11780,305,0.025717636962964599,0.025891341256366725,False
wthr_gt5,GRID_MAX,8,0.026715528285051682,0.03194691246882949,11553,363,0.028857125057540768,0.031420410283043362,False
wthr_gt5,GRID_MAX,9,0.03194691246882949,0.052653869469694921,11674,454,0.039510877181565235,0.038889840671577865,False
wthr_gt5,GRID_MAX,10,0.052653869469694921,0.72898106169628163,12336,1510,0.12333315237530307,0.1224059662775616,False
wthr_gt5,GRID_MAX,11,0.72898106169628163,1,1,1,0.72898106169628163,1,True
wthr_gt100,PROXY,0,0,0.012822641764873315,0,0,,,True
wthr_gt100,PROXY,1,0.012822641764873315,0.012944853570030425,0,0,,,True
wthr_gt100,PROXY,2,0.012944853570030425,0.012995823286562371,21383,306,0.012978891683496332,0.014310433521956694,False
wthr_gt100,PROXY,3,0.012995823286562371,0.013086165059354633,22227,240,0.013061099558826193,0.010797678499122689,False
wthr_gt100,PROXY,4,0.013086165059354633,0.013126580873764523,9516,120,0.013098224750245243,0.012610340479192938,False
wthr_gt100,PROXY,5,0.013126580873764523,0.013291093392079782,7562,103,0.013191803421736471,0.013620735255223487,False
wthr_gt100,PROXY,6,0.013291093392079782,0.013649786824059429,5894,100,0.013447223555186714,0.016966406515100101,False
wthr_gt100,PROXY,7,0.013649786824059429,0.013881419326364332,17895,216,0.013702314963366677,0.012070410729253982,False
wthr_gt100,PROXY,8,0.013881419326364332,0.015683813213740783,12748,223,0.01454560383697963,0.017492940069030436,False
wthr_gt100,PROXY,9,0.015683813213740783,0.02552016251939368,12440,252,0.019089390633257059,0.020257234726688104,False
wthr_gt100,PROXY,10,0.02552016251939368,0.68194101943115104,11991,912,0.077730496397819052,0.076057042782086567,False
wthr_gt100,PROXY,11,0.68194101943115104,1,0,0,,,True
wthr_gt100,GRID_MAX,0,0,0.012822641764873315,0,0,,,True
wthr_gt100,GRID_MAX,1,0.012822641764873315,0.012944853570030425,24210,340,0.01287854649914571,0.014043783560512184,False
wthr_gt100,GRID_MAX,2,0.012944853570030425,0.012995823286562371,3070,47,0.012968326508797099,0.01530944625407166,False
wthr_gt100,GRID_MAX,3,0.012995823286562371,0.013086165059354633,2104,23,0.013036788362087952,0.010931558935361217,False
wthr_gt100,GRID_MAX,4,0.013086165059354633,0.013126580873764523,14723,179,0.013114978712260236,0.012157848264619983,False
wthr_gt100,GRID_MAX,5,0.013126580873764523,0.013291093392079782,16825,211,0.013165724387812697,0.012540861812778603,False
wthr_gt100,GRID_MAX,6,0.013291093392079782,0.013649786824059429,18261,222,0.013554964967501415,0.012157056021028421,False
wthr_gt100,GRID_MAX,7,0.013649786824059429,0.013881419326364332,6648,100,0.013740704445686163,0.015042117930204572,False
wthr_gt100,GRID_MAX,8,0.013881419326364332,0.015683813213740783,11555,190,0.014579902036092779,0.016443098225876245,False
